bootstrap_id,object_A,object_B,A_selected_peak_day,B_selected_peak_day,selected_peak_delta_B_minus_A
197,P,V,40.0,43.0,3.0
198,H,Je,31.0,30.0,-1.0
198,H,Jw,31.0,48.0,17.0
198,H,P,31.0,41.0,10.0
198,H,V,31.0,44.0,13.0
198,Je,Jw,30.0,48.0,18.0
198,Je,P,30.0,41.0,11.0
198,Je,V,30.0,44.0,14.0
198,Jw,P,48.0,41.0,-7.0
198,Jw,V,48.0,44.0,-4.0
198,P,V,41.0,44.0,3.0
199,H,Je,33.0,44.0,11.0
199,H,Jw,33.0,47.0,14.0
199,H,P,33.0,49.0,16.0
199,H,V,33.0,47.0,14.0
199,Je,Jw,44.0,47.0,3.0
199,Je,P,44.0,49.0,5.0
199,Je,V,44.0,47.0,3.0
199,Jw,P,47.0,49.0,2.0
199,Jw,V,47.0,47.0,0.0
199,P,V,49.0,47.0,-2.0
200,H,Je,35.0,47.0,12.0
200,H,Jw,35.0,43.0,8.0
200,H,P,35.0,42.0,7.0
200,H,V,35.0,46.0,11.0
200,Je,Jw,47.0,43.0,-4.0
200,Je,P,47.0,42.0,-5.0
200,Je,V,47.0,46.0,-1.0
200,Jw,P,43.0,42.0,-1.0
200,Jw,V,43.0,46.0,3.0
200,P,V,42.0,46.0,4.0
201,H,Je,31.0,43.0,12.0
201,H,Jw,31.0,48.0,17.0
201,H,P,31.0,40.0,9.0
201,H,V,31.0,41.0,10.0
201,Je,Jw,43.0,48.0,5.0
201,Je,P,43.0,40.0,-3.0
201,Je,V,43.0,41.0,-2.0
201,Jw,P,48.0,40.0,-8.0
201,Jw,V,48.0,41.0,-7.0
201,P,V,40.0,41.0,1.0
202,H,Je,49.0,29.0,-20.0
202,H,Jw,49.0,51.0,2.0
202,H,P,49.0,45.0,-4.0
202,H,V,49.0,44.0,-5.0
202,Je,Jw,29.0,51.0,22.0
202,Je,P,29.0,45.0,16.0
202,Je,V,29.0,44.0,15.0
202,Jw,P,51.0,45.0,-6.0
202,Jw,V,51.0,44.0,-7.0
202,P,V,45.0,44.0,-1.0
203,H,Je,28.0,31.0,3.0
203,H,Jw,28.0,49.0,21.0
203,H,P,28.0,45.0,17.0
203,H,V,28.0,45.0,17.0
203,Je,Jw,31.0,49.0,18.0
203,Je,P,31.0,45.0,14.0
203,Je,V,31.0,45.0,14.0
203,Jw,P,49.0,45.0,-4.0
203,Jw,V,49.0,45.0,-4.0
203,P,V,45.0,45.0,0.0
204,H,Je,27.0,46.0,19.0
204,H,Jw,27.0,49.0,22.0
204,H,P,27.0,43.0,16.0
204,H,V,27.0,44.0,17.0
204,Je,Jw,46.0,49.0,3.0
204,Je,P,46.0,43.0,-3.0
204,Je,V,46.0,44.0,-2.0
204,Jw,P,49.0,43.0,-6.0
204,Jw,V,49.0,44.0,-5.0
204,P,V,43.0,44.0,1.0
205,H,Je,50.0,50.0,0.0
205,H,Jw,50.0,51.0,1.0
205,H,P,50.0,40.0,-10.0
205,H,V,50.0,45.0,-5.0
205,Je,Jw,50.0,51.0,1.0
205,Je,P,50.0,40.0,-10.0
205,Je,V,50.0,45.0,-5.0
205,Jw,P,51.0,40.0,-11.0
205,Jw,V,51.0,45.0,-6.0
205,P,V,40.0,45.0,5.0
206,H,Je,32.0,46.0,14.0
206,H,Jw,32.0,52.0,20.0
206,H,P,32.0,45.0,13.0
206,H,V,32.0,45.0,13.0
206,Je,Jw,46.0,52.0,6.0
206,Je,P,46.0,45.0,-1.0
206,Je,V,46.0,45.0,-1.0
206,Jw,P,52.0,45.0,-7.0
206,Jw,V,52.0,45.0,-7.0
206,P,V,45.0,45.0,0.0
207,H,Je,51.0,52.0,1.0
207,H,Jw,51.0,51.0,0.0
207,H,P,51.0,39.0,-12.0
207,H,V,51.0,40.0,-11.0
207,Je,Jw,52.0,51.0,-1.0
207,Je,P,52.0,39.0,-13.0
207,Je,V,52.0,40.0,-12.0
207,Jw,P,51.0,39.0,-12.0
207,Jw,V,51.0,40.0,-11.0
207,P,V,39.0,40.0,1.0
208,H,Je,51.0,46.0,-5.0
208,H,Jw,51.0,53.0,2.0
208,H,P,51.0,42.0,-9.0
208,H,V,51.0,47.0,-4.0
208,Je,Jw,46.0,53.0,7.0
208,Je,P,46.0,42.0,-4.0
208,Je,V,46.0,47.0,1.0
208,Jw,P,53.0,42.0,-11.0
208,Jw,V,53.0,47.0,-6.0
208,P,V,42.0,47.0,5.0
209,H,Je,33.0,46.0,13.0
209,H,Jw,33.0,50.0,17.0
209,H,P,33.0,45.0,12.0
209,H,V,33.0,45.0,12.0
209,Je,Jw,46.0,50.0,4.0
209,Je,P,46.0,45.0,-1.0
209,Je,V,46.0,45.0,-1.0
209,Jw,P,50.0,45.0,-5.0
209,Jw,V,50.0,45.0,-5.0
209,P,V,45.0,45.0,0.0
210,H,Je,31.0,46.0,15.0
210,H,Jw,31.0,48.0,17.0
210,H,P,31.0,42.0,11.0
210,H,V,31.0,45.0,14.0
210,Je,Jw,46.0,48.0,2.0
210,Je,P,46.0,42.0,-4.0
210,Je,V,46.0,45.0,-1.0
210,Jw,P,48.0,42.0,-6.0
210,Jw,V,48.0,45.0,-3.0
210,P,V,42.0,45.0,3.0
211,H,Je,53.0,44.0,-9.0
211,H,Jw,53.0,42.0,-11.0
211,H,P,53.0,41.0,-12.0
211,H,V,53.0,44.0,-9.0
211,Je,Jw,44.0,42.0,-2.0
211,Je,P,44.0,41.0,-3.0
211,Je,V,44.0,44.0,0.0
211,Jw,P,42.0,41.0,-1.0
211,Jw,V,42.0,44.0,2.0
211,P,V,41.0,44.0,3.0
212,H,Je,56.0,46.0,-10.0
212,H,Jw,56.0,44.0,-12.0
212,H,P,56.0,41.0,-15.0
212,H,V,56.0,46.0,-10.0
212,Je,Jw,46.0,44.0,-2.0
212,Je,P,46.0,41.0,-5.0
212,Je,V,46.0,46.0,0.0
212,Jw,P,44.0,41.0,-3.0
212,Jw,V,44.0,46.0,2.0
212,P,V,41.0,46.0,5.0
213,H,Je,54.0,55.0,1.0
213,H,Jw,54.0,46.0,-8.0
213,H,P,54.0,41.0,-13.0
213,H,V,54.0,42.0,-12.0
213,Je,Jw,55.0,46.0,-9.0
213,Je,P,55.0,41.0,-14.0
213,Je,V,55.0,42.0,-13.0
213,Jw,P,46.0,41.0,-5.0
213,Jw,V,46.0,42.0,-4.0
213,P,V,41.0,42.0,1.0
214,H,Je,46.0,46.0,0.0
214,H,Jw,46.0,45.0,-1.0
214,H,P,46.0,43.0,-3.0
214,H,V,46.0,45.0,-1.0
214,Je,Jw,46.0,45.0,-1.0
214,Je,P,46.0,43.0,-3.0
214,Je,V,46.0,45.0,-1.0
214,Jw,P,45.0,43.0,-2.0
214,Jw,V,45.0,45.0,0.0
214,P,V,43.0,45.0,2.0
215,H,Je,57.0,21.0,-36.0
215,H,Jw,57.0,39.0,-18.0
215,H,P,57.0,42.0,-15.0
215,H,V,57.0,45.0,-12.0
215,Je,Jw,21.0,39.0,18.0
215,Je,P,21.0,42.0,21.0
215,Je,V,21.0,45.0,24.0
215,Jw,P,39.0,42.0,3.0
215,Jw,V,39.0,45.0,6.0
215,P,V,42.0,45.0,3.0
216,H,Je,33.0,45.0,12.0
216,H,Jw,33.0,47.0,14.0
216,H,P,33.0,45.0,12.0
216,H,V,33.0,46.0,13.0
216,Je,Jw,45.0,47.0,2.0
216,Je,P,45.0,45.0,0.0
216,Je,V,45.0,46.0,1.0
216,Jw,P,47.0,45.0,-2.0
216,Jw,V,47.0,46.0,-1.0
216,P,V,45.0,46.0,1.0
217,H,Je,53.0,45.0,-8.0
217,H,Jw,53.0,50.0,-3.0
217,H,P,53.0,44.0,-9.0
217,H,V,53.0,43.0,-10.0
217,Je,Jw,45.0,50.0,5.0
217,Je,P,45.0,44.0,-1.0
217,Je,V,45.0,43.0,-2.0
217,Jw,P,50.0,44.0,-6.0
217,Jw,V,50.0,43.0,-7.0
217,P,V,44.0,43.0,-1.0
218,H,Je,52.0,44.0,-8.0
218,H,Jw,52.0,46.0,-6.0
218,H,P,52.0,41.0,-11.0
218,H,V,52.0,47.0,-5.0
218,Je,Jw,44.0,46.0,2.0
218,Je,P,44.0,41.0,-3.0
218,Je,V,44.0,47.0,3.0
218,Jw,P,46.0,41.0,-5.0
218,Jw,V,46.0,47.0,1.0
218,P,V,41.0,47.0,6.0
219,H,Je,54.0,44.0,-10.0
219,H,Jw,54.0,42.0,-12.0
219,H,P,54.0,41.0,-13.0
219,H,V,54.0,43.0,-11.0
219,Je,Jw,44.0,42.0,-2.0
219,Je,P,44.0,41.0,-3.0
219,Je,V,44.0,43.0,-1.0
219,Jw,P,42.0,41.0,-1.0
219,Jw,V,42.0,43.0,1.0
219,P,V,41.0,43.0,2.0
220,H,Je,32.0,46.0,14.0
220,H,Jw,32.0,46.0,14.0
220,H,P,32.0,45.0,13.0
220,H,V,32.0,46.0,14.0
220,Je,Jw,46.0,46.0,0.0
220,Je,P,46.0,45.0,-1.0
220,Je,V,46.0,46.0,0.0
220,Jw,P,46.0,45.0,-1.0
220,Jw,V,46.0,46.0,0.0
220,P,V,45.0,46.0,1.0
221,H,Je,54.0,44.0,-10.0
221,H,Jw,54.0,46.0,-8.0
221,H,P,54.0,43.0,-11.0
221,H,V,54.0,42.0,-12.0
221,Je,Jw,44.0,46.0,2.0
221,Je,P,44.0,43.0,-1.0
221,Je,V,44.0,42.0,-2.0
221,Jw,P,46.0,43.0,-3.0
221,Jw,V,46.0,42.0,-4.0
221,P,V,43.0,42.0,-1.0
222,H,Je,31.0,53.0,22.0
222,H,Jw,31.0,54.0,23.0
222,H,P,31.0,41.0,10.0
222,H,V,31.0,43.0,12.0
222,Je,Jw,53.0,54.0,1.0
222,Je,P,53.0,41.0,-12.0
222,Je,V,53.0,43.0,-10.0
222,Jw,P,54.0,41.0,-13.0
222,Jw,V,54.0,43.0,-11.0
222,P,V,41.0,43.0,2.0
223,H,Je,55.0,45.0,-10.0
223,H,Jw,55.0,48.0,-7.0
223,H,P,55.0,45.0,-10.0
223,H,V,55.0,46.0,-9.0
223,Je,Jw,45.0,48.0,3.0
223,Je,P,45.0,45.0,0.0
223,Je,V,45.0,46.0,1.0
223,Jw,P,48.0,45.0,-3.0
223,Jw,V,48.0,46.0,-2.0
223,P,V,45.0,46.0,1.0
224,H,Je,33.0,49.0,16.0
224,H,Jw,33.0,50.0,17.0
224,H,P,33.0,44.0,11.0
224,H,V,33.0,44.0,11.0
224,Je,Jw,49.0,50.0,1.0
224,Je,P,49.0,44.0,-5.0
224,Je,V,49.0,44.0,-5.0
224,Jw,P,50.0,44.0,-6.0
224,Jw,V,50.0,44.0,-6.0
224,P,V,44.0,44.0,0.0
225,H,Je,34.0,49.0,15.0
225,H,Jw,34.0,44.0,10.0
225,H,P,34.0,44.0,10.0
225,H,V,34.0,44.0,10.0
225,Je,Jw,49.0,44.0,-5.0
225,Je,P,49.0,44.0,-5.0
225,Je,V,49.0,44.0,-5.0
225,Jw,P,44.0,44.0,0.0
225,Jw,V,44.0,44.0,0.0
225,P,V,44.0,44.0,0.0
226,H,Je,56.0,46.0,-10.0
226,H,Jw,56.0,49.0,-7.0
226,H,P,56.0,41.0,-15.0
226,H,V,56.0,41.0,-15.0
226,Je,Jw,46.0,49.0,3.0
226,Je,P,46.0,41.0,-5.0
226,Je,V,46.0,41.0,-5.0
226,Jw,P,49.0,41.0,-8.0
226,Jw,V,49.0,41.0,-8.0
226,P,V,41.0,41.0,0.0
227,H,Je,31.0,45.0,14.0
227,H,Jw,31.0,45.0,14.0
227,H,P,31.0,43.0,12.0
227,H,V,31.0,45.0,14.0
227,Je,Jw,45.0,45.0,0.0
227,Je,P,45.0,43.0,-2.0
227,Je,V,45.0,45.0,0.0
227,Jw,P,45.0,43.0,-2.0
227,Jw,V,45.0,45.0,0.0
227,P,V,43.0,45.0,2.0
228,H,Je,29.0,45.0,16.0
228,H,Jw,29.0,45.0,16.0
228,H,P,29.0,43.0,14.0
228,H,V,29.0,46.0,17.0
228,Je,Jw,45.0,45.0,0.0
228,Je,P,45.0,43.0,-2.0
228,Je,V,45.0,46.0,1.0
228,Jw,P,45.0,43.0,-2.0
228,Jw,V,45.0,46.0,1.0
228,P,V,43.0,46.0,3.0
229,H,Je,33.0,32.0,-1.0
229,H,Jw,33.0,46.0,13.0
229,H,P,33.0,45.0,12.0
229,H,V,33.0,44.0,11.0
229,Je,Jw,32.0,46.0,14.0
229,Je,P,32.0,45.0,13.0
229,Je,V,32.0,44.0,12.0
229,Jw,P,46.0,45.0,-1.0
229,Jw,V,46.0,44.0,-2.0
229,P,V,45.0,44.0,-1.0
230,H,Je,57.0,46.0,-11.0
230,H,Jw,57.0,47.0,-10.0
230,H,P,57.0,47.0,-10.0
230,H,V,57.0,47.0,-10.0
230,Je,Jw,46.0,47.0,1.0
230,Je,P,46.0,47.0,1.0
230,Je,V,46.0,47.0,1.0
230,Jw,P,47.0,47.0,0.0
230,Jw,V,47.0,47.0,0.0
230,P,V,47.0,47.0,0.0
231,H,Je,56.0,45.0,-11.0
231,H,Jw,56.0,49.0,-7.0
231,H,P,56.0,40.0,-16.0
231,H,V,56.0,41.0,-15.0
231,Je,Jw,45.0,49.0,4.0
231,Je,P,45.0,40.0,-5.0
231,Je,V,45.0,41.0,-4.0
231,Jw,P,49.0,40.0,-9.0
231,Jw,V,49.0,41.0,-8.0
231,P,V,40.0,41.0,1.0
232,H,Je,31.0,50.0,19.0
232,H,Jw,31.0,52.0,21.0
232,H,P,31.0,45.0,14.0
232,H,V,31.0,45.0,14.0
232,Je,Jw,50.0,52.0,2.0
232,Je,P,50.0,45.0,-5.0
232,Je,V,50.0,45.0,-5.0
232,Jw,P,52.0,45.0,-7.0
232,Jw,V,52.0,45.0,-7.0
232,P,V,45.0,45.0,0.0
233,H,Je,50.0,51.0,1.0
233,H,Jw,50.0,50.0,0.0
233,H,P,50.0,43.0,-7.0
233,H,V,50.0,44.0,-6.0
233,Je,Jw,51.0,50.0,-1.0
233,Je,P,51.0,43.0,-8.0
233,Je,V,51.0,44.0,-7.0
233,Jw,P,50.0,43.0,-7.0
233,Jw,V,50.0,44.0,-6.0
233,P,V,43.0,44.0,1.0
234,H,Je,35.0,54.0,19.0
234,H,Jw,35.0,51.0,16.0
234,H,P,35.0,43.0,8.0
234,H,V,35.0,46.0,11.0
234,Je,Jw,54.0,51.0,-3.0
234,Je,P,54.0,43.0,-11.0
234,Je,V,54.0,46.0,-8.0
234,Jw,P,51.0,43.0,-8.0
234,Jw,V,51.0,46.0,-5.0
234,P,V,43.0,46.0,3.0
235,H,Je,30.0,46.0,16.0
235,H,Jw,30.0,45.0,15.0
235,H,P,30.0,42.0,12.0
235,H,V,30.0,43.0,13.0
235,Je,Jw,46.0,45.0,-1.0
235,Je,P,46.0,42.0,-4.0
235,Je,V,46.0,43.0,-3.0
235,Jw,P,45.0,42.0,-3.0
235,Jw,V,45.0,43.0,-2.0
235,P,V,42.0,43.0,1.0
236,H,Je,28.0,44.0,16.0
236,H,Jw,28.0,46.0,18.0
236,H,P,28.0,44.0,16.0
236,H,V,28.0,47.0,19.0
236,Je,Jw,44.0,46.0,2.0
236,Je,P,44.0,44.0,0.0
236,Je,V,44.0,47.0,3.0
236,Jw,P,46.0,44.0,-2.0
236,Jw,V,46.0,47.0,1.0
236,P,V,44.0,47.0,3.0
237,H,Je,35.0,58.0,23.0
237,H,Jw,35.0,42.0,7.0
237,H,P,35.0,45.0,10.0
237,H,V,35.0,45.0,10.0
237,Je,Jw,58.0,42.0,-16.0
237,Je,P,58.0,45.0,-13.0
237,Je,V,58.0,45.0,-13.0
237,Jw,P,42.0,45.0,3.0
237,Jw,V,42.0,45.0,3.0
237,P,V,45.0,45.0,0.0
238,H,Je,52.0,53.0,1.0
238,H,Jw,52.0,52.0,0.0
238,H,P,52.0,40.0,-12.0
238,H,V,52.0,41.0,-11.0
238,Je,Jw,53.0,52.0,-1.0
238,Je,P,53.0,40.0,-13.0
238,Je,V,53.0,41.0,-12.0
238,Jw,P,52.0,40.0,-12.0
238,Jw,V,52.0,41.0,-11.0
238,P,V,40.0,41.0,1.0
239,H,Je,50.0,31.0,-19.0
239,H,Jw,50.0,39.0,-11.0
239,H,P,50.0,40.0,-10.0
239,H,V,50.0,41.0,-9.0
239,Je,Jw,31.0,39.0,8.0
239,Je,P,31.0,40.0,9.0
239,Je,V,31.0,41.0,10.0
239,Jw,P,39.0,40.0,1.0
239,Jw,V,39.0,41.0,2.0
239,P,V,40.0,41.0,1.0
240,H,Je,34.0,49.0,15.0
240,H,Jw,34.0,41.0,7.0
240,H,P,34.0,41.0,7.0
240,H,V,34.0,44.0,10.0
240,Je,Jw,49.0,41.0,-8.0
240,Je,P,49.0,41.0,-8.0
240,Je,V,49.0,44.0,-5.0
240,Jw,P,41.0,41.0,0.0
240,Jw,V,41.0,44.0,3.0
240,P,V,41.0,44.0,3.0
241,H,Je,30.0,29.0,-1.0
241,H,Jw,30.0,48.0,18.0
241,H,P,30.0,41.0,11.0
241,H,V,30.0,44.0,14.0
241,Je,Jw,29.0,48.0,19.0
241,Je,P,29.0,41.0,12.0
241,Je,V,29.0,44.0,15.0
241,Jw,P,48.0,41.0,-7.0
241,Jw,V,48.0,44.0,-4.0
241,P,V,41.0,44.0,3.0
242,H,Je,35.0,48.0,13.0
242,H,Jw,35.0,44.0,9.0
242,H,P,35.0,42.0,7.0
242,H,V,35.0,45.0,10.0
242,Je,Jw,48.0,44.0,-4.0
242,Je,P,48.0,42.0,-6.0
242,Je,V,48.0,45.0,-3.0
242,Jw,P,44.0,42.0,-2.0
242,Jw,V,44.0,45.0,1.0
242,P,V,42.0,45.0,3.0
243,H,Je,58.0,50.0,-8.0
243,H,Jw,58.0,46.0,-12.0
243,H,P,58.0,43.0,-15.0
243,H,V,58.0,44.0,-14.0
243,Je,Jw,50.0,46.0,-4.0
243,Je,P,50.0,43.0,-7.0
243,Je,V,50.0,44.0,-6.0
243,Jw,P,46.0,43.0,-3.0
243,Jw,V,46.0,44.0,-2.0
243,P,V,43.0,44.0,1.0
244,H,Je,34.0,46.0,12.0
244,H,Jw,34.0,52.0,18.0
244,H,P,34.0,42.0,8.0
244,H,V,34.0,45.0,11.0
244,Je,Jw,46.0,52.0,6.0
244,Je,P,46.0,42.0,-4.0
244,Je,V,46.0,45.0,-1.0
244,Jw,P,52.0,42.0,-10.0
244,Jw,V,52.0,45.0,-7.0
244,P,V,42.0,45.0,3.0
245,H,Je,32.0,44.0,12.0
245,H,Jw,32.0,52.0,20.0
245,H,P,32.0,45.0,13.0
245,H,V,32.0,43.0,11.0
245,Je,Jw,44.0,52.0,8.0
245,Je,P,44.0,45.0,1.0
245,Je,V,44.0,43.0,-1.0
245,Jw,P,52.0,45.0,-7.0
245,Jw,V,52.0,43.0,-9.0
245,P,V,45.0,43.0,-2.0
246,H,Je,34.0,50.0,16.0
246,H,Jw,34.0,52.0,18.0
246,H,P,34.0,45.0,11.0
246,H,V,34.0,43.0,9.0
246,Je,Jw,50.0,52.0,2.0
246,Je,P,50.0,45.0,-5.0
246,Je,V,50.0,43.0,-7.0
246,Jw,P,52.0,45.0,-7.0
246,Jw,V,52.0,43.0,-9.0
246,P,V,45.0,43.0,-2.0
247,H,Je,33.0,44.0,11.0
247,H,Jw,33.0,42.0,9.0
247,H,P,33.0,45.0,12.0
247,H,V,33.0,46.0,13.0
247,Je,Jw,44.0,42.0,-2.0
247,Je,P,44.0,45.0,1.0
247,Je,V,44.0,46.0,2.0
247,Jw,P,42.0,45.0,3.0
247,Jw,V,42.0,46.0,4.0
247,P,V,45.0,46.0,1.0
248,H,Je,30.0,48.0,18.0
248,H,Jw,30.0,46.0,16.0
248,H,P,30.0,41.0,11.0
248,H,V,30.0,41.0,11.0
248,Je,Jw,48.0,46.0,-2.0
248,Je,P,48.0,41.0,-7.0
248,Je,V,48.0,41.0,-7.0
248,Jw,P,46.0,41.0,-5.0
248,Jw,V,46.0,41.0,-5.0
248,P,V,41.0,41.0,0.0
249,H,Je,52.0,47.0,-5.0
249,H,Jw,52.0,45.0,-7.0
249,H,P,52.0,42.0,-10.0
249,H,V,52.0,45.0,-7.0
249,Je,Jw,47.0,45.0,-2.0
249,Je,P,47.0,42.0,-5.0
249,Je,V,47.0,45.0,-2.0
249,Jw,P,45.0,42.0,-3.0
249,Jw,V,45.0,45.0,0.0
249,P,V,42.0,45.0,3.0
250,H,Je,51.0,49.0,-2.0
250,H,Jw,51.0,49.0,-2.0
250,H,P,51.0,42.0,-9.0
250,H,V,51.0,44.0,-7.0
250,Je,Jw,49.0,49.0,0.0
250,Je,P,49.0,42.0,-7.0
250,Je,V,49.0,44.0,-5.0
250,Jw,P,49.0,42.0,-7.0
250,Jw,V,49.0,44.0,-5.0
250,P,V,42.0,44.0,2.0
251,H,Je,51.0,50.0,-1.0
251,H,Jw,51.0,52.0,1.0
251,H,P,51.0,41.0,-10.0
251,H,V,51.0,40.0,-11.0
251,Je,Jw,50.0,52.0,2.0
251,Je,P,50.0,41.0,-9.0
251,Je,V,50.0,40.0,-10.0
251,Jw,P,52.0,41.0,-11.0
251,Jw,V,52.0,40.0,-12.0
251,P,V,41.0,40.0,-1.0
252,H,Je,30.0,46.0,16.0
252,H,Jw,30.0,46.0,16.0
252,H,P,30.0,45.0,15.0
252,H,V,30.0,47.0,17.0
252,Je,Jw,46.0,46.0,0.0
252,Je,P,46.0,45.0,-1.0
252,Je,V,46.0,47.0,1.0
252,Jw,P,46.0,45.0,-1.0
252,Jw,V,46.0,47.0,1.0
252,P,V,45.0,47.0,2.0
253,H,Je,56.0,30.0,-26.0
253,H,Jw,56.0,51.0,-5.0
253,H,P,56.0,41.0,-15.0
253,H,V,56.0,40.0,-16.0
253,Je,Jw,30.0,51.0,21.0
253,Je,P,30.0,41.0,11.0
253,Je,V,30.0,40.0,10.0
253,Jw,P,51.0,41.0,-10.0
253,Jw,V,51.0,40.0,-11.0
253,P,V,41.0,40.0,-1.0
254,H,Je,36.0,49.0,13.0
254,H,Jw,36.0,42.0,6.0
254,H,P,36.0,44.0,8.0
254,H,V,36.0,45.0,9.0
254,Je,Jw,49.0,42.0,-7.0
254,Je,P,49.0,44.0,-5.0
254,Je,V,49.0,45.0,-4.0
254,Jw,P,42.0,44.0,2.0
254,Jw,V,42.0,45.0,3.0
254,P,V,44.0,45.0,1.0
255,H,Je,53.0,52.0,-1.0
255,H,Jw,53.0,49.0,-4.0
255,H,P,53.0,44.0,-9.0
255,H,V,53.0,45.0,-8.0
255,Je,Jw,52.0,49.0,-3.0
255,Je,P,52.0,44.0,-8.0
255,Je,V,52.0,45.0,-7.0
255,Jw,P,49.0,44.0,-5.0
255,Jw,V,49.0,45.0,-4.0
255,P,V,44.0,45.0,1.0
256,H,Je,33.0,49.0,16.0
256,H,Jw,33.0,48.0,15.0
256,H,P,33.0,46.0,13.0
256,H,V,33.0,46.0,13.0
256,Je,Jw,49.0,48.0,-1.0
256,Je,P,49.0,46.0,-3.0
256,Je,V,49.0,46.0,-3.0
256,Jw,P,48.0,46.0,-2.0
256,Jw,V,48.0,46.0,-2.0
256,P,V,46.0,46.0,0.0
257,H,Je,49.0,46.0,-3.0
257,H,Jw,49.0,49.0,0.0
257,H,P,49.0,46.0,-3.0
257,H,V,49.0,48.0,-1.0
257,Je,Jw,46.0,49.0,3.0
257,Je,P,46.0,46.0,0.0
257,Je,V,46.0,48.0,2.0
257,Jw,P,49.0,46.0,-3.0
257,Jw,V,49.0,48.0,-1.0
257,P,V,46.0,48.0,2.0
258,H,Je,55.0,48.0,-7.0
258,H,Jw,55.0,52.0,-3.0
258,H,P,55.0,44.0,-11.0
258,H,V,55.0,43.0,-12.0
258,Je,Jw,48.0,52.0,4.0
258,Je,P,48.0,44.0,-4.0
258,Je,V,48.0,43.0,-5.0
258,Jw,P,52.0,44.0,-8.0
258,Jw,V,52.0,43.0,-9.0
258,P,V,44.0,43.0,-1.0
259,H,Je,30.0,44.0,14.0
259,H,Jw,30.0,47.0,17.0
259,H,P,30.0,43.0,13.0
259,H,V,30.0,44.0,14.0
259,Je,Jw,44.0,47.0,3.0
259,Je,P,44.0,43.0,-1.0
259,Je,V,44.0,44.0,0.0
259,Jw,P,47.0,43.0,-4.0
259,Jw,V,47.0,44.0,-3.0
259,P,V,43.0,44.0,1.0
260,H,Je,33.0,46.0,13.0
260,H,Jw,33.0,38.0,5.0
260,H,P,33.0,44.0,11.0
260,H,V,33.0,45.0,12.0
260,Je,Jw,46.0,38.0,-8.0
260,Je,P,46.0,44.0,-2.0
260,Je,V,46.0,45.0,-1.0
260,Jw,P,38.0,44.0,6.0
260,Jw,V,38.0,45.0,7.0
260,P,V,44.0,45.0,1.0
261,H,Je,34.0,46.0,12.0
261,H,Jw,34.0,47.0,13.0
261,H,P,34.0,45.0,11.0
261,H,V,34.0,46.0,12.0
261,Je,Jw,46.0,47.0,1.0
261,Je,P,46.0,45.0,-1.0
261,Je,V,46.0,46.0,0.0
261,Jw,P,47.0,45.0,-2.0
261,Jw,V,47.0,46.0,-1.0
261,P,V,45.0,46.0,1.0
262,H,Je,28.0,45.0,17.0
262,H,Jw,28.0,45.0,17.0
262,H,P,28.0,45.0,17.0
262,H,V,28.0,46.0,18.0
262,Je,Jw,45.0,45.0,0.0
262,Je,P,45.0,45.0,0.0
262,Je,V,45.0,46.0,1.0
262,Jw,P,45.0,45.0,0.0
262,Jw,V,45.0,46.0,1.0
262,P,V,45.0,46.0,1.0
263,H,Je,31.0,32.0,1.0
263,H,Jw,31.0,49.0,18.0
263,H,P,31.0,43.0,12.0
263,H,V,31.0,43.0,12.0
263,Je,Jw,32.0,49.0,17.0
263,Je,P,32.0,43.0,11.0
263,Je,V,32.0,43.0,11.0
263,Jw,P,49.0,43.0,-6.0
263,Jw,V,49.0,43.0,-6.0
263,P,V,43.0,43.0,0.0
264,H,Je,33.0,47.0,14.0
264,H,Jw,33.0,38.0,5.0
264,H,P,33.0,44.0,11.0
264,H,V,33.0,44.0,11.0
264,Je,Jw,47.0,38.0,-9.0
264,Je,P,47.0,44.0,-3.0
264,Je,V,47.0,44.0,-3.0
264,Jw,P,38.0,44.0,6.0
264,Jw,V,38.0,44.0,6.0
264,P,V,44.0,44.0,0.0
265,H,Je,32.0,47.0,15.0
265,H,Jw,32.0,42.0,10.0
265,H,P,32.0,43.0,11.0
265,H,V,32.0,45.0,13.0
265,Je,Jw,47.0,42.0,-5.0
265,Je,P,47.0,43.0,-4.0
265,Je,V,47.0,45.0,-2.0
265,Jw,P,42.0,43.0,1.0
265,Jw,V,42.0,45.0,3.0
265,P,V,43.0,45.0,2.0
266,H,Je,31.0,49.0,18.0
266,H,Jw,31.0,48.0,17.0
266,H,P,31.0,42.0,11.0
266,H,V,31.0,44.0,13.0
266,Je,Jw,49.0,48.0,-1.0
266,Je,P,49.0,42.0,-7.0
266,Je,V,49.0,44.0,-5.0
266,Jw,P,48.0,42.0,-6.0
266,Jw,V,48.0,44.0,-4.0
266,P,V,42.0,44.0,2.0
267,H,Je,49.0,28.0,-21.0
267,H,Jw,49.0,51.0,2.0
267,H,P,49.0,40.0,-9.0
267,H,V,49.0,46.0,-3.0
267,Je,Jw,28.0,51.0,23.0
267,Je,P,28.0,40.0,12.0
267,Je,V,28.0,46.0,18.0
267,Jw,P,51.0,40.0,-11.0
267,Jw,V,51.0,46.0,-5.0
267,P,V,40.0,46.0,6.0
268,H,Je,33.0,48.0,15.0
268,H,Jw,33.0,52.0,19.0
268,H,P,33.0,44.0,11.0
268,H,V,33.0,45.0,12.0
268,Je,Jw,48.0,52.0,4.0
268,Je,P,48.0,44.0,-4.0
268,Je,V,48.0,45.0,-3.0
