mode,year,cluster_id,vector,n_valid_objects,missing_objects
local_background_removed,2004,E1,"[-1.5638896284102077, -1.4220276276541886, -1.6977491090614758, 0.6740234290828183, -1.2675476865501725]",5,
local_background_removed,2004,E2,"[-0.7845221491954221, -0.6315674793636437, -1.2803563076632976, -1.1316244564233342, 0.7256723399191525]",5,
local_background_removed,2004,M,"[0.767140876559858, 0.8754952385856232, -0.11031581136541349, 1.178573355393204, 1.284531993800958]",5,
local_background_removed,2005,E1,"[-1.4447387802289098, 0.494545490313225, -0.2017859451805958, 1.9877430544964327, 0.3813303399763438]",5,
local_background_removed,2005,E2,"[-0.5878075406467294, -0.14010918811050074, 0.07866123103816168, -0.03373113023971841, -0.5015368821243509]",5,
local_background_removed,2005,M,"[-0.4794384022198365, 0.6711056368316541, -0.3928299482441659, -0.25600211373013826, 0.932312237479547]",5,
local_background_removed,2006,E1,"[-1.1009609029034915, 0.10619715192612429, -0.9016202597325024, -1.7004700436949602, -0.38765286912299907]",5,
local_background_removed,2006,E2,"[0.4544573081534392, 1.7090709207207575, 0.8254528446329829, -0.7468333316775011, 0.8514776916107129]",5,
local_background_removed,2006,M,"[2.967534575301109, 3.24115119293586, 0.8263766614172221, 1.820044256509888, -0.7548879958698647]",5,
local_background_removed,2007,E1,"[-0.8677663096257285, -0.24003065857468595, -0.7493038494650157, 0.5737344810587188, 0.3606186157842519]",5,
local_background_removed,2007,E2,"[-0.8216426385296245, -1.4736996177022692, -0.5265880725110375, 0.043342456659455304, -0.45565902690075827]",5,
local_background_removed,2007,M,"[-0.7248719064071703, -1.0158771378199614, -0.5640124173816053, -0.9070155083922881, 0.11366873030175044]",5,
local_background_removed,2008,E1,"[-0.011503340149066368, -0.5920396305363906, -0.5729274696947407, -2.1476113760009974, -1.074172040723068]",5,
local_background_removed,2008,E2,"[0.09074514655518047, 0.260015641377393, -0.20955666551772195, 0.33720575832590344, 1.6107605769685462]",5,
local_background_removed,2008,M,"[3.69867557283957, 2.7265310453493776, 1.2554787683287951, 0.5415016107345996, -0.4395344458588244]",5,
local_background_removed,2009,E1,"[1.0189064215306862, 1.2491781228317544, -0.18314304131010983, 1.3775439268192853, 1.9434568502747707]",5,
local_background_removed,2009,E2,"[1.4806173907758038, 2.3658470147475454, 1.342204214053547, 1.2935108261594959, -1.2837956034531408]",5,
local_background_removed,2009,M,"[0.7130299118945739, 1.6410655164964605, 3.505905591980435, 2.9860196039784452, -0.1794540569209821]",5,
local_background_removed,2010,E1,"[0.1584634919638296, -0.7475879202587732, 0.3666584628122832, 0.3442007384671542, -0.8292079511821919]",5,
local_background_removed,2010,E2,"[0.8617641464925243, -0.6219520565926198, -0.5037753641816529, -0.5570182398485551, -0.3126267335569781]",5,
local_background_removed,2010,M,"[1.1006186779470464, 0.3555952857660007, -0.17800709408672152, -0.9954271342977786, 0.08776520737238762]",5,
local_background_removed,2011,E1,"[-1.3726846882391592, 0.12826342311766406, 1.8560584589455755, 0.023520282245339932, -1.6902262582986638]",5,
local_background_removed,2011,E2,"[0.2864552178803808, 1.3645054609447056, 1.5552060248751467, 0.16709431541652864, 0.11145116449766604]",5,
local_background_removed,2011,M,"[1.0274330878093865, -0.31717412073639284, -0.845701562743746, -1.1544596760651802, -0.7476409167823889]",5,
local_background_removed,2012,E1,"[-1.1225521228370936, -0.72376410206576, -0.21906311666898237, -0.737313739952655, 0.11971312160396302]",5,
local_background_removed,2012,E2,"[-0.3388893255302125, 0.7807774382390017, 0.1760205292620397, -0.9102043952184574, -1.4632127009758424]",5,
local_background_removed,2012,M,"[-0.2923622675915151, -0.061125444925539126, -0.9911083982594503, -0.3495485951298076, -0.4744180044007914]",5,
local_background_removed,2013,E1,"[-1.0686014072242183, -0.24804698981029913, 1.0344781362310318, 0.5882634704128629, 0.4460990115628526]",5,
local_background_removed,2013,E2,"[-0.08857803949134846, -0.20884332882153434, 0.4235706384201787, -0.38138397737681967, -1.248246159874266]",5,
local_background_removed,2013,M,"[1.0572586168616234, -0.06521373534238972, -1.0136177938269677, -0.09726460270763795, 1.3006241002147712]",5,
local_background_removed,2014,E1,"[-0.9440144055500579, -0.624274848982282, 1.7778539566205402, 0.6354399843153644, 0.08985609349870774]",5,
local_background_removed,2014,E2,"[-0.23729719564809565, -0.4009107536537874, 0.18822636436123513, -0.2718534419290502, -0.96529975530933]",5,
local_background_removed,2014,M,"[-0.3784267161769751, -0.04938666581293969, -1.249637708365866, -0.04142767903302428, 1.30866756490123]",5,
local_background_removed,2015,E1,"[-1.2091716663503205, -1.2751942523337765, -0.8465366013070841, -0.33123580470517033, -0.7102918625730299]",5,
local_background_removed,2015,E2,"[-1.0245344079779348, -0.8994161814532425, -0.037862204447481805, -0.20258108482581813, 0.014233107754204439]",5,
local_background_removed,2015,M,"[0.8982395698956713, 0.575444518776482, 0.19929244686948155, 1.8956293462295606, -0.9431530349002558]",5,
local_background_removed,2016,E1,"[-1.4155398456444044, -1.3487384217882905, -0.2039564734177248, -0.29366223184566953, -1.1677470254722417]",5,
local_background_removed,2016,E2,"[-0.9508959588136645, -0.9442572068581243, -0.7624775590842442, -0.24522101968689583, 0.9374239262079614]",5,
local_background_removed,2016,M,"[-0.1700652494492196, 0.3389487152528477, -0.48006037640248356, -1.8042652571178164, 0.253038127861968]",5,
local_background_removed,2017,E1,"[-1.0197352968899844, -0.9193254566676958, -0.43127706827487594, 1.3489848210612176, -0.5158493396771]",5,
local_background_removed,2017,E2,"[-0.22139596208614948, -1.0595626863157912, 0.7967727535384004, -0.8737847106495457, -0.39168886101959427]",5,
local_background_removed,2017,M,"[-0.33316295099643006, -1.7392692474602711, -0.5882603267584436, -0.49565958081093314, -0.6525411953918518]",5,
local_background_removed,2018,E1,"[-1.1070029467813667, -0.6161331699185859, 0.5302504171392368, -1.4050025914171131, 0.6678673642116765]",5,
local_background_removed,2018,E2,"[-1.118698136725926, -0.6417313936486896, 0.7791663148371173, 0.5539818256572377, 0.8632079800861374]",5,
local_background_removed,2018,M,"[-1.0200945455343555, 0.4929894056639048, 0.21721558439496835, -0.37578940022263285, 0.13517061900669386]",5,
local_background_removed,2019,E1,"[-0.5399954029261177, -1.0754033684329467, -0.06255347590505358, -0.9858954152097053, -0.059660144536285896]",5,
local_background_removed,2019,E2,"[0.33056743558998186, 0.7843619118508466, 1.293228157383337, -0.16269876767659075, 2.332714986886431]",5,
local_background_removed,2019,M,"[-0.2168459491369602, -0.22662480375304525, -0.8734684505869124, 0.28777485430131633, 0.22820775368962656]",5,
local_background_removed,2020,E1,"[-1.2687554301005746, -0.7951580292940951, -0.9374296267190155, -0.021670102283588462, 0.9940631311874427]",5,
local_background_removed,2020,E2,"[-0.31628838113006347, -0.29545083836096675, 1.492694902483028, -0.61225555390051, 0.8006705655230492]",5,
local_background_removed,2020,M,"[0.10875000239610697, -0.6876803166266421, -0.09485421651828052, 0.3560220020261013, -0.9119516530837235]",5,
local_background_removed,2021,E1,"[1.8558985599748359, 1.0484735309547013, -0.9057362787586303, 0.29609658213974666, -0.2716399903069615]",5,
local_background_removed,2021,E2,"[0.16208902843747258, -0.2647373284363472, 0.8253918353146589, 0.2589647605862293, -2.0366874204247996]",5,
local_background_removed,2021,M,"[0.1660277230638395, 0.8436749420819935, 0.7190617677573299, -0.17123609405983511, 1.36405863992236]",5,
local_background_removed,2022,E1,"[-1.3444866862607772, -0.9225001928914619, -1.1644142506781314, -1.0260374976312812, -0.5741826314223938]",5,
local_background_removed,2022,E2,"[0.18921383671615413, -0.3155594112692444, -0.7153440477127991, 0.16784626258310076, -1.210577999822013]",5,
local_background_removed,2022,M,"[0.7134965505805227, 0.04369389973594753, -0.2744156098824876, 1.2224314312620754, 2.6422993399317654]",5,
local_background_removed,2023,E1,"[-0.3480698260884115, 0.03897279043638149, -0.5438434119639508, 0.043727916872681856, 1.829983936322267]",5,
local_background_removed,2023,E2,"[-0.5118187501356215, -0.1028522516131826, -0.2919072353672289, -1.3616447231328033, 0.32403803856290053]",5,
local_background_removed,2023,M,"[0.4267540216631801, 0.43850176963054494, 2.0627127452740903, 2.981955081990105, 0.3292006539894148]",5,
raw,1979,E1,"[-0.2900878981851783, -0.5618399685835553, -0.4314189322827546, 1.3138810722790217, -0.9488501922966437]",5,
raw,1979,E2,"[0.16389054544405185, 0.09863319887169611, -0.3541961810992826, 0.7912759748838465, 0.21069646551785653]",5,
raw,1979,M,"[1.824693310292677, 1.0951205460629114, -0.7720658115026392, 0.6427551420568702, 2.2061413490893176]",5,
raw,1980,E1,"[0.528433013091218, 0.05297765736061142, -1.4572294829803396, 0.3688256498023801, 0.6274237187994514]",5,
raw,1980,E2,"[0.740558707728675, 0.5722901350941143, 0.40543972663544986, 0.8286723634493782, -0.6936613801022421]",5,
raw,1980,M,"[2.454579879333363, 1.322006884387134, 0.5767812315179097, -0.9228284470969997, -1.1703466160184162]",5,
raw,1981,E1,"[-0.6415387917828931, -0.7360969542483292, -0.9595981668620086, 1.5180583523020783, -1.6965332927129264]",5,
raw,1981,E2,"[-0.6214777972683944, -0.39447529677969234, 0.37745206049600455, -0.80162713970457, -2.2889538128995084]",5,
raw,1981,M,"[1.5066280532029968, -0.29888279407198554, -0.9563532759734101, -0.5940722717578876, -1.3197774560061004]",5,
raw,1982,E1,"[-0.8458699367312797, -1.6617713679625368, -2.5560028519920004, 0.6087938074178808, 0.2108301149961248]",5,
raw,1982,E2,"[0.8474930893896454, 1.808094564161563, -0.32587724062360524, -0.7933204408927521, 0.8663556525602178]",5,
raw,1982,M,"[-0.33130080001483136, -0.47019472211408075, 0.9568278731801155, -0.01608898629771572, 0.04753618020097305]",5,
raw,1983,E1,"[0.5155581965677487, 2.691379095776128, 0.6935698390824028, -0.37816798042743954, 2.079085339025168]",5,
raw,1983,E2,"[-0.34618428020168535, 0.8786238744900898, 1.19882880963099, -0.6825717130991769, -0.2463061183810643]",5,
raw,1983,M,"[1.7539823451610677, 1.2458814954234387, 0.15232077821679815, -1.5932614010959305, -0.4057048916871794]",5,
raw,1984,E1,"[-0.25192000585931423, -1.0125626328454527, -1.7674286266441077, -1.0303320423453304, 1.5044686243761898]",5,
raw,1984,E2,"[0.177083883966785, -1.3278312967431711, -1.0957762362046208, -0.5836572567616845, -0.9577465176238722]",5,
raw,1984,M,"[0.8971978501481607, 0.2426929391961858, -0.4490558594068829, -0.7196964833883319, 0.05157800864405005]",5,
raw,1985,E1,"[-0.8245073678031755, -1.6544594829495038, -2.2910329416588975, 0.535405389430842, 0.32307816430964253]",5,
raw,1985,E2,"[-1.0010539611297373, 1.2490840169678898, 0.1611868826641946, -1.5523665194280112, -0.911258612114635]",5,
raw,1985,M,"[-0.9713320902382615, -0.8072803283153561, 1.22523154365569, -1.4180145503413626, -1.3899834403905253]",5,
raw,1986,E1,"[-0.1463843343903714, -0.015435776017828735, -0.5333457085186991, 0.8393945422348982, -0.26527271553470555]",5,
raw,1986,E2,"[-0.9059834800341174, -0.9596293798872422, -0.3535648182246647, -0.9169488544184553, -0.4253617086801609]",5,
raw,1986,M,"[1.4100227361559943, 0.3003436646617661, -0.33663521138826696, -1.2474982607847382, -1.5540631157191636]",5,
raw,1987,E1,"[-1.5775343493279024, -1.238842614464886, 0.06489629305272131, 1.0584758925660198, 0.21902161624088876]",5,
raw,1987,E2,"[-0.8136893720870396, -0.5778492677287304, 0.24070673321902963, -0.747829509971945, -0.5397924031218667]",5,
raw,1987,M,"[0.8063787642494473, 0.7336014279303369, 0.9219690418701961, -0.809627320687566, 0.29561708090966937]",5,
raw,1988,E1,"[-0.5826792916375745, -1.059407022006506, -1.3333913677406823, 0.4362802687406672, 0.7156921312956398]",5,
raw,1988,E2,"[-0.06690419360589375, 0.9065893263807062, 0.5335903968356788, 0.45965449405479164, -1.3181639888388437]",5,
raw,1988,M,"[0.32948246016085, -0.3987889741691164, 1.1606832341110576, 0.5328528289683223, 0.3024939948673323]",5,
raw,1989,E1,"[-0.4044485103713556, -0.5088993496968048, -1.9250664360833032, 0.9342503768381178, 2.225229157190188]",5,
raw,1989,E2,"[0.37370166511688063, -0.024263327568801608, -0.7910309961351355, 0.5782157575608714, -0.6650304974945636]",5,
raw,1989,M,"[1.164910091342029, 0.7433777672976852, 0.534189526944858, 1.327377788210567, 0.13592301010759747]",5,
raw,1990,E1,"[0.69026781534003, 0.10881922642145045, -2.1862005308568904, 0.8244271440517726, 1.6476873972222792]",5,
raw,1990,E2,"[-0.6091289058035534, -0.03179543802184671, -0.017019956309485666, -1.0641036844435467, -0.45898816416448673]",5,
raw,1990,M,"[0.3217534494455611, 0.33224805214407865, 0.790271480560699, 0.36931618607173866, -1.3963548100822865]",5,
raw,1991,E1,"[-1.1339929343885657, -0.42206657589050345, 0.12845734631337266, 0.6145679210859215, 2.4024251797018756]",5,
raw,1991,E2,"[-0.6151588455934248, -0.7629544399858733, -0.07538706739175284, 0.6656308060917759, 0.7696134660605279]",5,
raw,1991,M,"[0.5258124241416927, 0.021668888071409983, 1.4368778601431014, 0.1784204562575775, -1.244089773761231]",5,
raw,1992,E1,"[-0.8857629551749513, -0.806656252595445, -1.7415196543554468, 0.75702207994558, -0.10189040664014681]",5,
raw,1992,E2,"[-0.267144563259221, 1.070506451077929, 0.19165360515688962, -1.7489860350490494, -0.8390241234331475]",5,
raw,1992,M,"[0.2762749518901921, 0.03047072865909386, 0.12842256651714373, -0.7681683533903774, -0.259850478994891]",5,
raw,1993,E1,"[-0.952284610862736, -0.6118888381160463, -1.129000675091433, 2.02428924055724, -0.34620439100280176]",5,
raw,1993,E2,"[0.8592076554505635, 1.5319151953713093, 0.6456557492020025, 1.1548298063551181, 0.3336449178236202]",5,
raw,1993,M,"[-0.902879662261735, 0.16991309077141098, 1.279375352521704, -0.7340776658917288, -0.7369929914952936]",5,
raw,1994,E1,"[0.007894120490824276, 0.335929433914788, -0.10312241223678323, 0.744251842136306, 1.3857469074501203]",5,
raw,1994,E2,"[0.11223866276900035, -0.051929740032107326, -0.4838209756320312, 0.05372225048217025, 0.64126318546021]",5,
raw,1994,M,"[-0.13669500693927264, -0.8327764539648996, 0.9783384013270792, -0.04512507538819877, -0.9608349420401037]",5,
raw,1995,E1,"[0.03919944074931757, 1.7356932029468295, 0.3148539748128516, 1.8427640171427841, 0.419536890679758]",5,
raw,1995,E2,"[-0.40226000295090497, -0.35417777432603187, -0.09602247011161703, -0.7606837960684094, 0.2126646327664023]",5,
raw,1995,M,"[1.9116026873867438, 0.18996123283300553, -0.4407534073447299, -0.8143620977715501, 2.562347933669659]",5,
raw,1996,E1,"[-0.12701371072610917, -1.1617175820309804, -2.288062781225384, 1.333445903396943, 0.08616526266184495]",5,
raw,1996,E2,"[-0.4097795627318188, -1.0172738634645844, -0.41352273433859627, 0.31335750902862697, 1.1684654347603494]",5,
raw,1996,M,"[2.1019981617088668, 0.2981701628809836, -0.24997606938552222, 1.0204309506726668, 0.09019626415305705]",5,
raw,1997,E1,"[-0.3347178597936267, -0.5830196032555959, -1.2232900919689602, 2.076922055809103, -1.5751205643710904]",5,
raw,1997,E2,"[-0.3032479570053813, 2.2215257786643647, 0.7480067705161951, -0.4785876658214066, -1.0459626383698424]",5,
raw,1997,M,"[-0.25247549521866397, 0.47952832967249087, 0.12111991102985233, -1.2493509951217512, 0.6925280338071488]",5,
raw,1998,E1,"[-0.0825172279812959, 1.218675640926209, 0.683198194592539, -2.1398634713255027, 1.0769297044504065]",5,
raw,1998,E2,"[0.4562882790892722, 2.0707110141480873, 2.176626861912506, -0.7946555147096611, -0.30380525924701113]",5,
raw,1998,M,"[1.2061608465481908, 1.6121095872309485, 1.786068218428844, -1.5841325729634645, -0.6433506440500923]",5,
raw,1999,E1,"[0.8045080695936165, 0.07550150203061401, -0.5612536765678121, 1.1236468128738617, 2.2708832730900994]",5,
raw,1999,E2,"[0.7500975207031279, -1.3152063290949605, -0.7291762752856632, 0.44486704683880296, 0.18511853866862168]",5,
raw,1999,M,"[0.33403143854407097, -0.002245196529034469, -0.17313284428333683, -0.44807348708698136, -1.3700967876403847]",5,
raw,2000,E1,"[-0.6587822438985921, -0.9121452550162734, -1.798284157795711, 2.038496201400069, 0.9377041275647483]",5,
raw,2000,E2,"[-0.6768046065441683, -1.2372674637348142, -0.6504839835174381, 0.8796445808449975, -0.7249870169271826]",5,
raw,2000,M,"[1.422566020371158, -0.9779612028325204, -0.9360677099970665, 0.5217620752747055, -0.10724550720087085]",5,
raw,2001,E1,"[-0.28267801555138355, -0.5856826941505436, -1.1523351412910685, 0.2508385937699468, 1.4899786213480113]",5,
raw,2001,E2,"[0.011665047905345607, -0.8896592749965809, -0.02075858683342768, 0.248984642102222, -0.2287419952568068]",5,
raw,2001,M,"[1.7192518549135012, -0.1301556842577537, 0.42026896023595134, 1.0844782102397856, -0.7648611122556828]",5,
raw,2002,E1,"[-0.6273351138626209, 0.520172502543048, 0.7125862212386277, -0.42394886653598113, -0.44791262096281353]",5,
raw,2002,E2,"[-0.856283416954042, -0.08614872994351819, 0.8934949571244895, -1.3288425407308602, -0.41592995865230437]",5,
raw,2002,M,"[0.5991751149889677, -0.10740396068576642, 0.27254920210608147, -0.15512283616326886, -1.3201539279884316]",5,
raw,2003,E1,"[-0.5725409683178496, 1.0742208678501426, 1.0742965267103053, -0.06912929144861897, -0.028143984121779864]",5,
raw,2003,E2,"[-0.7754714163030637, 0.13352380235774405, 0.6867059024201612, -1.0886507553046727, -0.026739424473230574]",5,
raw,2003,M,"[0.8597382311103753, -0.3869244493064137, 0.8215306155663594, -0.30584828277751547, 2.0935537632921903]",5,
raw,2004,E1,"[-1.3763811369890515, -1.3824880446601477, -0.6767555596549141, 0.5771377503324612, -1.0241875798684048]",5,
raw,2004,E2,"[-0.5188994196709904, 0.6383624597942515, 0.4965972000692474, -1.035459227157468, 0.12098132152018018]",5,
raw,2004,M,"[1.5382776855888969, 2.383811191364258, 0.6912108773763816, 0.15808492763460472, 0.8984094853607355]",5,
raw,2005,E1,"[-1.741949515777656, -1.7138075667740416, -0.11661103719514275, 2.184785651940879, 0.9532511040520073]",5,
raw,2005,E2,"[0.14583858739652558, 1.201121389743354, -0.446141805706253, -0.20337690258954358, -1.5087447515542702]",5,
raw,2005,M,"[0.3025946148951043, 1.0415753881109489, 0.5382728516188721, 0.2094440817513698, 0.20410744074024156]",5,
raw,2006,E1,"[-1.4644881699960153, -0.8788465135745073, -1.2086324848303542, 1.1055540593953341, 1.4016718323752353]",5,
raw,2006,E2,"[-0.6256278636830891, 0.1521044962857536, 0.9399760128276733, -1.0210583687885801, -0.32668428826590484]",5,
raw,2006,M,"[1.961379431995609, 1.1997011103919792, 1.2597868695419105, 0.6628958654962919, -1.1541429526322513]",5,
raw,2007,E1,"[-0.7104375198551, -0.9254030714072974, -1.2427765114010818, 1.5342296234138564, -1.3599570132999892]",5,
raw,2007,E2,"[-0.8610504343452235, -1.7366229493199796, -0.4514871209701249, 0.2838908138300262, -1.8045679109822985]",5,
raw,2007,M,"[-1.3688336971540342, -1.3032994490460181, 0.40477426994741433, -0.11396189166888124, -0.7644484128745533]",5,
raw,2008,E1,"[-0.5861024858926328, -1.2409253730092777, -0.9457894621497747, -0.3596377030281645, 1.1478369458228148]",5,
raw,2008,E2,"[0.03864896154163569, -0.42137123868209686, -0.9187020007551786, -1.1082705500392915, 0.1928156957301349]",5,
raw,2008,M,"[3.69914421299532, 1.7492474451919333, -1.2353885382768068, 0.42985115144668173, -1.0707135707698492]",5,
raw,2009,E1,"[1.1036312733318856, -0.14343125934687104, -1.5382702649526627, 0.0636861604448478, 1.2906495539988359]",5,
raw,2009,E2,"[0.5766091466389669, -0.6206180438352389, -0.9454470017624417, -1.3113008412915923, -0.8243983904199071]",5,
raw,2009,M,"[-1.4265412653103524, -0.7387579912206418, 1.1453684878647221, 0.25004154691510694, -0.7829227840012064]",5,
raw,2010,E1,"[0.18533160431865892, 0.5132744345328322, 0.21402937520838855, 1.3245575431278869, 0.046625887903498094]",5,
raw,2010,E2,"[0.12060504654693897, -0.05078558955732357, -0.17305467839538644, 0.4558448912475404, -0.4922170247267669]",5,
raw,2010,M,"[0.2583645571819139, 0.26172561946514233, 0.8821632280899494, -1.0882339365770617, 0.5242294856900952]",5,
raw,2011,E1,"[-1.8217619308132476, -1.7213163671799987, -2.5584821805596545, 1.1130084096042938, -0.0004841957829887615]",5,
raw,2011,E2,"[0.0014535586450942068, 1.7261528488490636, 0.24645980783234495, 0.6260544156236719, -0.35713893819662457]",5,
raw,2011,M,"[0.43039391081679707, 0.48700344674459195, 0.6892654990489295, 0.17594734740777362, -0.5409756322825134]",5,
raw,2012,E1,"[0.29903812470755375, 0.5213448814157511, -1.480634597139924, -0.2734354550710153, 0.9373072263254216]",5,
raw,2012,E2,"[-0.22561059868167013, -0.47908829917491363, -0.6172998610584963, -0.4657934624419557, -0.1738127101888037]",5,
raw,2012,M,"[1.1671181079958899, 0.10774066504950765, 0.07911069333265769, -0.24156638353714982, 0.6137133933464605]",5,
raw,2013,E1,"[-1.4020904962957563, -0.9808215479933673, -1.168986110909535, 1.252859394468209, 0.03807359836820265]",5,
raw,2013,E2,"[-0.629459538836717, -0.767414064619139, -0.6776614830446676, 0.5426453050572742, -0.8963616744794285]",5,
raw,2013,M,"[1.7781268860229429, 1.0485836951157574, 0.6795678340791602, -0.48103705592812745, 0.5348537966253263]",5,
raw,2014,E1,"[-1.3254868275500078, -1.1998659763728632, 0.3052616855821485, 0.9904745889110668, 0.8139119614602229]",5,
raw,2014,E2,"[-0.12481638888435723, -1.1385747072452739, 0.021657941152245216, 0.18373608020761611, -0.4912033432034993]",5,
raw,2014,M,"[1.169137057353302, 1.3238532379963686, 0.676942704480888, 0.28176987098443357, 1.8029811381464895]",5,
raw,2015,E1,"[-1.3045355600067747, -0.6418328153261138, -0.5141405145094812, -0.9465066428243613, 0.6594148335725741]",5,
raw,2015,E2,"[-0.6957626358832205, -0.5571823769117503, 0.25529272552498117, -0.6735748902534582, 0.11225404315036391]",5,
raw,2015,M,"[1.098032022234627, 1.2572021446753743, 1.7422534648502739, 1.1585408282214191, -1.0798417542739074]",5,
raw,2016,E1,"[0.5165897288374575, 1.586972211338453, 0.4744423452042173, 1.2897978867647364, 1.3280043790062719]",5,
raw,2016,E2,"[0.0941140559936484, 1.137433970952784, 0.9966442823943971, -1.3540513388398776, -0.1621684160267596]",5,
raw,2016,M,"[0.05013154157665624, 0.14717344190380136, 1.7393498167713297, -2.8043466786036437, -0.4261926748696619]",5,
raw,2017,E1,"[-0.79103711368828, -0.518157429897433, -0.6481714873449576, 1.9594236598702162, -0.2674684979554109]",5,
raw,2017,E2,"[-1.0800229730539748, -0.6194166194060222, 0.7947394794878648, -0.6438084504552228, -0.6639108540170445]",5,
raw,2017,M,"[0.9496254598209282, 0.14418597016878085, 0.5762498742228245, -0.577277242571594, -0.5250635289420396]",5,
raw,2018,E1,"[-1.209026152822918, -0.4748972918665482, 0.2879930574688005, -1.584092010406988, 0.31788492730787493]",5,
raw,2018,E2,"[-0.9136844942224612, -0.6086727998335802, 1.534836114142183, -1.3196661345263045, -0.5796987744114201]",5,
raw,2018,M,"[-1.999119908331635, 0.4603568165261592, 2.0101215456333263, -2.174706685374831, -0.6272471145308607]",5,
raw,2019,E1,"[-0.26653547575081343, -0.0663128912944685, 0.19679435483135285, -0.39381369483360057, -0.2541116741677924]",5,
raw,2019,E2,"[0.276372782850326, -0.5357487349517895, -0.2105598403193095, 0.5248328167008285, 1.9750741672308234]",5,
raw,2019,M,"[0.03940118584941831, -0.6998828414242698, 1.0778071331453267, 0.08263187667752796, 0.5070334142947126]",5,
raw,2020,E1,"[-1.9302335440261973, -1.3060425631526305, -0.9851639205178401, 1.1257266676153457, -0.3423286570291678]",5,
raw,2020,E2,"[-1.2274597253924702, -0.19679037228414809, 1.4424899568855585, -1.6770254867356582, -0.43557574177404995]",5,
raw,2020,M,"[0.5146439103495316, 1.3028880821201616, 1.234606904372631, 0.7025980317740362, -0.40597057463472397]",5,
raw,2021,E1,"[0.7412642552543751, -0.09651292487265305, -0.5250919362947513, 1.161714285412336, 1.2160960507065817]",5,
raw,2021,E2,"[-1.0087685422388712, -0.38525353695570214, 0.6011785454509456, -0.010774013413393038, -1.2347635778150585]",5,
raw,2021,M,"[1.1377671205658788, 2.9834252636964957, 2.139032594317772, -1.022448522465212, -0.3909344926692082]",5,
raw,2022,E1,"[-0.8544906594599082, -0.9306540073399034, -0.12591640756916522, 0.1889083365636292, 0.7127577726944894]",5,
raw,2022,E2,"[0.4031056776011668, -0.6349143046985046, 0.6954993166124203, -0.1721214905058142, -1.2111576598108729]",5,
raw,2022,M,"[2.400807873717665, 1.3909620189576477, 0.7598715930719765, -0.009180457086394263, 0.8567222817505129]",5,
raw,2023,E1,"[-0.2747569749212708, 0.05409167715462836, -0.147374584982967, -0.06937548947751117, 0.42878599778507126]",5,
raw,2023,E2,"[-0.6841296594307553, 0.04202253201157314, 0.7115914620382111, -1.6464290033020494, 1.2096332361872009]",5,
raw,2023,M,"[-0.5649225153592946, -1.3430008025153157, 0.6815281834128931, -0.3490077257803108, 0.9907783352978256]",5,
