comparison,sector,p_change_type,p_change_band_id,p_change_peak_lat,p_change_peak_value,p_change_band_integrated_amount,v_change_peak_lat,v_change_peak_value,v_change_trough_lat,v_change_trough_value,v_gradient_change_peak_lat,v_gradient_change_peak_value,v_positive_north_edge_shift,v_positive_centroid_shift,distance_p_change_to_v_change_peak,distance_p_change_to_v_change_trough,distance_p_change_to_v_gradient_peak,v_south_10_delta,dV_south_10_delta,v_south_5_delta,dV_south_5_delta,v_same_lat_delta,dV_same_lat_delta,v_north_5_delta,dV_north_5_delta,v_north_10_delta,dV_north_10_delta
T3_full_minus_S3,south_scs_ref,positive,6,54.5,0.8439645236626023,11.948412992777422,36.0,0.7314218180947829,25.0,-1.43559400881629,31.5,0.33776770901965136,1.0,2.118137669989178,18.5,29.5,23.0,0.39539564069744315,-0.07954809229252935,0.2543560348056816,0.002455357739360786,0.16192925608230868,-0.04988422113004909,-0.054064100349227706,-0.08944932582667864,,
T3_full_minus_S3,south_scs_ref,negative,1,31.0,-3.0072091490368535,17.34427533353907,36.0,0.7314218180947829,25.0,-1.43559400881629,31.5,0.33776770901965136,1.0,2.118137669989178,-5.0,6.0,-0.5,-1.0604558324897657,-0.14306512007620853,-1.3590629272590231,0.1856129338602539,-0.05316221306472535,0.31639605427204387,0.7314218180947829,-0.002886045641782964,0.42852480763762646,-0.016341183464444686
T3_full_minus_S3,west_sector,positive,1,20.5,2.3412675820458544,13.846201821590846,42.25,0.6007720683078914,22.25,-0.771446992466283,26.0,0.3531013943591246,2.5,1.468524091092604,-21.75,-1.75,-5.5,0.08141940633062439,-0.0378927505476121,-0.16316890277214302,-0.06589946276904968,-0.5866288931952077,-0.08686752940947695,-0.6437984299620654,0.1659784060956193,0.2855388271000352,0.025136739918939277
T3_full_minus_S3,west_sector,positive,2,40.5,0.51459056411048,2.490234989066392,42.25,0.6007720683078914,22.25,-0.771446992466283,26.0,0.3531013943591246,2.5,1.468524091092604,-1.75,18.25,14.5,0.2855388271000352,0.025136739918939277,0.36595533190599927,-0.019694050398326945,0.44732113425053854,-0.12608834840996275,0.5133248488779514,0.01773779686918142,0.3872545380900706,0.08059298380757074
T3_full_minus_S3,west_sector,negative,1,10.0,-0.44425791048290897,0.5175733832972897,42.25,0.6007720683078914,22.25,-0.771446992466283,26.0,0.3531013943591246,2.5,1.468524091092604,-32.25,-12.25,-16.0,,,,,0.09986304494476406,-0.037569125849848284,-0.12089004433444517,-0.10285890088369598,-0.5465422085271272,-0.06699131305804773
T3_full_minus_S3,west_sector,negative,2,27.25,-0.9998978397256959,7.46875642982175,42.25,0.6007720683078914,22.25,-0.771446992466283,26.0,0.3531013943591246,2.5,1.468524091092604,-15.0,5.0,1.25,-0.310891658041593,-0.11050612916821922,-0.771446992466283,-0.01183681266142056,-0.16409195198687465,0.25863382608932817,0.3689081609791173,-0.055302233285604796,0.32009778431701175,0.06008864730074137
T3_full_minus_S3,west_sector,negative,3,31.5,-1.202448673626538,7.46875642982175,42.25,0.6007720683078914,22.25,-0.771446992466283,26.0,0.3531013943591246,2.5,1.468524091092604,-10.75,9.25,5.5,-0.7069746130509964,-0.1515019745420627,-0.3548077967116061,0.22732852545936755,0.33518854244359164,0.10442617593180636,0.3056700968946289,-0.01310902682718118,0.4467804293012591,0.04270676401245732
T3_late_minus_T3_early,east_sector,positive,1,12.75,0.9306419868555711,11.30767118675998,10.0,0.3989031521651676,24.5,-1.0080194241869567,31.5,0.2434496091540126,0.0,0.26904952587683084,2.75,-11.75,-18.75,,,,,0.15297695353080076,-0.09645876368764217,-0.38279995490693564,-0.11627509476734499,-0.8683811311508269,-0.12125154301768193
T3_late_minus_T3_early,east_sector,positive,2,15.75,0.9964630446257399,11.30767118675998,10.0,0.3989031521651676,24.5,-1.0080194241869567,31.5,0.2434496091540126,0.0,0.26904952587683084,5.75,-8.75,-15.75,,,0.3446235050883377,-0.09489729278336378,-0.10292797158653455,-0.11589621409312967,-0.6501094122613051,-0.10253030847095923,-0.9741872198535799,0.034970469745184474
T3_late_minus_T3_early,east_sector,positive,3,19.25,1.9000683443007498,11.30767118675998,10.0,0.3989031521651676,24.5,-1.0080194241869567,31.5,0.2434496091540126,0.0,0.26904952587683084,9.25,-5.25,-12.25,,,0.022507402961607248,-0.07548308249793001,-0.5127896130807632,-0.08047537892676093,-1.0020034551435155,-0.0352790483566503,-0.7412926666119222,0.14390842266862602
T3_late_minus_T3_early,east_sector,positive,4,24.0,0.45866629654587854,11.30767118675998,10.0,0.3989031521651676,24.5,-1.0080194241869567,31.5,0.2434496091540126,0.0,0.26904952587683084,14.0,-0.5,-7.5,0.041920532806625,-0.08036682006206863,-0.4936449222987451,-0.07581570190946607,-0.9903799000086315,-0.05589779020414021,-0.776575468707482,0.13235364386957738,0.18018127329288802,0.11872369447811515
T3_late_minus_T3_early,east_sector,positive,5,39.0,0.47425493899783167,0.5931036066897244,10.0,0.3989031521651676,24.5,-1.0080194241869567,31.5,0.2434496091540126,0.0,0.26904952587683084,29.0,14.5,7.5,-0.776575468707482,0.13235364386957738,0.18018127329288802,0.11872369447811515,0.2524943666581665,-0.07142388083469475,-0.1529091756119385,-0.0025768815217483976,-0.2894853742971122,-0.10413820645777072
T3_late_minus_T3_early,east_sector,positive,6,48.0,0.588576997049091,2.4415584047516465,10.0,0.3989031521651676,24.5,-1.0080194241869567,31.5,0.2434496091540126,0.0,0.26904952587683084,38.0,23.5,16.5,0.33339120603594274,-0.04897133024100775,-0.08457192529889568,-0.13976861583207967,-0.19327204995595637,-0.11227131204401841,-0.28362413547641463,0.015145247677848417,-0.02768064591857744,0.0650410133195185
T3_late_minus_T3_early,east_sector,positive,7,52.75,0.5292175475197656,2.4415584047516465,10.0,0.3989031521651676,24.5,-1.0080194241869567,31.5,0.2434496091540126,0.0,0.26904952587683084,42.75,28.25,21.25,-0.04873756242308547,-0.1257343608740502,-0.16522710770193672,-0.09289431115423419,-0.2919249093817591,0.036226474966619904,-0.04258066680989758,0.025874102746332728,,
T3_late_minus_T3_early,east_sector,positive,8,59.0,0.44975174002096097,0.793417289625042,10.0,0.3989031521651676,24.5,-1.0080194241869567,31.5,0.2434496091540126,0.0,0.26904952587683084,49.0,34.5,27.5,-0.2894853742971122,-0.10413820645777072,-0.27172086501197956,0.01793169425852348,-0.09454082008937875,-0.02735277455212315,,,,
T3_late_minus_T3_early,east_sector,negative,1,35.25,-2.04328457350958,6.462482751444805,10.0,0.3989031521651676,24.5,-1.0080194241869567,31.5,0.2434496091540126,0.0,0.26904952587683084,25.25,10.75,3.75,-0.9935360499422767,0.03739411940464521,-0.5746688063191772,0.19385467467814177,0.2739606467849849,0.04564219509745371,0.1513937641701648,-0.11526365023193819,-0.14212272993154662,0.02565811617791658
T3_late_minus_T3_early,east_sector,negative,2,42.5,-0.8115199989439983,2.09231665311757,10.0,0.3989031521651676,24.5,-1.0080194241869567,31.5,0.2434496091540126,0.0,0.26904952587683084,32.5,18.0,11.0,-0.0696551106646428,0.22241437987854606,0.34879344074096386,-0.019638094519138782,-0.021704744861870573,-0.07796155594893506,-0.14682489437883928,-0.04950658122393703,-0.3017373729597246,0.0368873223919115
T3_late_minus_T3_early,full_easm_lon,positive,1,12.75,0.505616374834208,5.962872869705002,57.5,0.20057569586272742,25.25,-0.9473842300053823,31.25,0.18239190318797593,0.5,0.8419679553855168,-44.75,-12.5,-18.5,,,,,-0.11170097394383527,-0.053208734474150976,-0.4667497932825895,-0.07965079604915948,-0.8280294352689666,-0.06508060401583471
T3_late_minus_T3_early,full_easm_lon,positive,2,16.75,0.7116393282955329,5.962872869705002,57.5,0.20057569586272742,25.25,-0.9473842300053823,31.25,0.18239190318797593,0.5,0.8419679553855168,-40.75,-8.5,-14.5,,,-0.05617722862042851,-0.052507303435934016,-0.38104000937449345,-0.09566337046932238,-0.7442664584244474,-0.11061672559497815,-0.836816587336862,0.10182793038666027
T3_late_minus_T3_early,full_easm_lon,positive,3,20.75,0.6193063509945826,5.962872869705002,57.5,0.20057569586272742,25.25,-0.9473842300053823,31.25,0.18239190318797593,0.5,0.8419679553855168,-36.75,-4.5,-10.5,0.005208991804225072,-0.05618751562121771,-0.2980627964211353,-0.06288897155100726,-0.6469649727399363,-0.07046257955393109,-0.9358225761837788,0.06941120980856752,-0.36809668932566897,0.13028332726928493
T3_late_minus_T3_early,full_easm_lon,positive,4,39.0,0.4443484115720828,0.9571647946097457,57.5,0.20057569586272742,25.25,-0.9473842300053823,31.25,0.18239190318797593,0.5,0.8419679553855168,-18.5,13.75,7.75,-0.5877224313672444,0.10521831966748607,0.023887117039064876,0.10120214498664382,0.09858503666059781,-0.03868309734184505,0.06119477386106942,0.05088736678675643,0.005217598299713688,-0.04671260651478848
T3_late_minus_T3_early,full_easm_lon,positive,5,58.75,0.29816545106984327,0.7512798506842202,57.5,0.20057569586272742,25.25,-0.9473842300053823,31.25,0.18239190318797593,0.5,0.8419679553855168,1.25,33.5,27.5,0.01384701440087821,-0.02755040501847783,0.049721660523270705,0.022843112093797413,0.15544934494258367,-0.05658963778586368,,,,
T3_late_minus_T3_early,full_easm_lon,negative,1,28.0,-0.3614976682971083,8.282662491461975,57.5,0.20057569586272742,25.25,-0.9473842300053823,31.25,0.18239190318797593,0.5,0.8419679553855168,-29.5,2.75,-3.25,-0.48552923341453447,-0.07042764525399825,-0.8442634686481005,-0.06625374337703605,-0.7022037701204407,0.10904132413510226,-0.07884222669064833,0.09525702430466954,0.13557388573038898,-0.025076425745199415
T3_late_minus_T3_early,full_easm_lon,negative,2,31.5,-1.3204827477926386,8.282662491461975,57.5,0.20057569586272742,25.25,-0.9473842300053823,31.25,0.18239190318797593,0.5,0.8419679553855168,-26.0,6.25,0.25,-0.7144234672968142,-0.1145401421141985,-0.8606259865229697,0.0897991832010323,-0.2442114921326839,0.1741837511221087,0.1401356822432449,0.010750505515864095,-0.01326049247260186,0.02107647653171263
T3_late_minus_T3_early,full_easm_lon,negative,3,35.0,-0.951723150932164,8.282662491461975,57.5,0.20057569586272742,25.25,-0.9473842300053823,31.25,0.18239190318797593,0.5,0.8419679553855168,-22.5,9.75,3.75,-0.9431546837540745,-0.020787245930852016,-0.46914009748861085,0.1377855541023898,0.08925164415712095,0.06260450042596144,0.07712803404821122,-0.021102938123252812,0.08578457864682054,0.024646262583226664
T3_late_minus_T3_early,mid_sector,positive,1,10.0,0.8399734797285454,1.839471260660269,57.5,0.25774231198674546,25.75,-1.2498793336203193,31.5,0.24052158012017166,1.75,0.6268510801471479,-47.5,-15.75,-21.5,,,,,0.04960860671267531,-0.05315082625199352,-0.46235355850397175,-0.14360832597347262,-0.9721936999158154,-0.09398712906464546
T3_late_minus_T3_early,mid_sector,positive,2,21.0,0.2593007408110699,0.47190245231974015,57.5,0.25774231198674546,25.75,-1.2498793336203193,31.5,0.24052158012017166,1.75,0.6268510801471479,-36.5,-4.75,-10.5,0.0011899496684404376,-0.07443049266018065,-0.5870891382297714,-0.09641077244908391,-1.038001061692182,-0.028480658185995544,-1.2399304269165947,0.07503693154693192,-0.8533885004056225,0.16579060219585884
T3_late_minus_T3_early,mid_sector,positive,3,39.25,0.2715883145053697,2.05691617552204,57.5,0.25774231198674546,25.75,-1.2498793336203193,31.5,0.24052158012017166,1.75,0.6268510801471479,-18.25,13.5,7.75,-1.0496612845032627,0.03656040847747466,-0.3284672321417532,0.13372854991752892,-0.08014209613245149,-0.026711383581362824,-0.014186986359237763,0.045751652100969764,0.15459041437346138,-0.0749967802353555
T3_late_minus_T3_early,mid_sector,positive,4,43.25,0.5641169007729103,2.05691617552204,57.5,0.25774231198674546,25.75,-1.2498793336203193,31.5,0.24052158012017166,1.75,0.6268510801471479,-14.25,17.5,11.75,-0.4887038693568715,0.1621161390666348,-0.07427428877790421,0.005067264734385457,-0.024323142046383195,-0.017255319561113147,0.15540608570567832,-0.007117116729673467,0.12730019317357072,-0.027498873312088223
T3_late_minus_T3_early,mid_sector,positive,5,57.75,0.3481119944128972,0.5004732428562487,57.5,0.25774231198674546,25.75,-1.2498793336203193,31.5,0.24052158012017166,1.75,0.6268510801471479,0.25,32.0,26.25,0.15661685161969505,0.024167251696216252,0.13655737855050903,-0.010130643704851894,0.25666576008124914,-0.011656817520042662,,,,
T3_late_minus_T3_early,mid_sector,negative,1,33.5,-2.1923748390857085,10.677031473531052,57.5,0.25774231198674546,25.75,-1.2498793336203193,31.5,0.24052158012017166,1.75,0.6268510801471479,-24.0,7.75,2.0,-1.0536979404432598,-0.02682549305418558,-1.0904817668643272,0.04706302778356619,-0.44508031513573476,0.17629711976939078,-0.07286854996714864,0.006122365591696877,-0.030387404966931264,-0.012675444180862305
T3_late_minus_T3_early,mid_sector,negative,2,37.75,-0.5116566113004959,10.677031473531052,57.5,0.25774231198674546,25.75,-1.2498793336203193,31.5,0.24052158012017166,1.75,0.6268510801471479,-19.75,12.0,6.25,-1.1269247559193727,0.05519581624078196,-0.5572933567108267,0.11493615545223701,-0.08286099808681668,0.044209315989006015,-0.029264263283615533,0.03741686808217315,0.15661685161969505,0.024167251696216252
T3_late_minus_T3_early,south_scs_ref,positive,1,12.25,0.5230905170951257,5.382832739103307,58.25,0.252520733409047,25.5,-1.1265856800459075,31.25,0.2103763423585523,0.25,0.79571648116357,-46.0,-13.25,-19.0,,,,,-0.14264591111309644,-0.0689123388281545,-0.4913255859904715,-0.08985320606220526,-0.9343273473687081,-0.10953144933923742
T3_late_minus_T3_early,south_scs_ref,positive,2,16.75,0.6339629477265571,5.382832739103307,58.25,0.252520733409047,25.5,-1.1265856800459075,31.25,0.2103763423585523,0.25,0.79571648116357,-41.5,-8.75,-14.5,,,-0.11261728546893313,-0.06337303515448234,-0.4467092245394526,-0.09663054289565043,-0.8717611110042216,-0.14606090622466983,-1.0048441257356457,0.12476353890358993
T3_late_minus_T3_early,south_scs_ref,positive,3,21.25,0.5077345780000861,5.382832739103307,58.25,0.252520733409047,25.5,-1.1265856800459075,31.25,0.2103763423585523,0.25,0.79571648116357,-37.0,-4.25,-10.0,-0.0740357420056521,-0.08049970999750267,-0.39514668614210846,-0.09010925907077194,-0.7952622682316814,-0.1277882897766478,-1.0574305213735298,0.11451041066347134,-0.3713555729241165,0.2103763423585523
T3_late_minus_T3_early,south_scs_ref,positive,4,39.0,0.570003625165425,1.3363944959304757,58.25,0.252520733409047,25.5,-1.1265856800459075,31.25,0.2103763423585523,0.25,0.79571648116357,-19.25,13.5,7.75,-0.7084827717194124,0.11248798505384183,-0.052155493850090995,0.10111396133974626,0.021739344241956893,-0.03640281313950178,0.06344012844133595,0.03412832741397143,0.017981794276044405,-0.04197461065460728
T3_late_minus_T3_early,south_scs_ref,negative,1,25.75,-0.39161329136097667,10.485350369588422,58.25,0.252520733409047,25.5,-1.1265856800459075,31.25,0.2103763423585523,0.25,0.79571648116357,-32.5,0.25,-5.5,-0.3612307612877559,-0.06081506346893528,-0.7481868130795406,-0.07463679350692232,-1.118083838894845,0.07172064181458815,-0.4606466346323259,0.14693058608535203,0.06264185612637663,0.033282415262012144
T3_late_minus_T3_early,south_scs_ref,negative,2,31.25,-1.8091494455872565,10.485350369588422,58.25,0.252520733409047,25.5,-1.1265856800459075,31.25,0.2103763423585523,0.25,0.79571648116357,-27.0,5.75,0.0,-0.7952622682316814,-0.1277882897766478,-1.0574305213735298,0.11451041066347134,-0.3713555729241165,0.2103763423585523,0.07547928156382433,0.00847622956670957,-0.007360275711876252,0.05228926896824815
T3_late_minus_T3_early,west_sector,positive,1,16.75,1.266833672798139,3.5285194842496406,57.0,0.404355949082305,24.5,-0.6755650653662069,27.0,0.24237666661400326,2.5,1.2846293530679453,-40.25,-7.75,-10.25,,,-0.33604386305831335,0.051941857887476406,-0.2628138589768314,-0.037900796281730376,-0.45984649275689415,-0.2150811666537873,-0.4214036528042522,0.22994024291797022
T3_late_minus_T3_early,west_sector,positive,2,21.25,0.7820286334002464,1.9000433136009394,57.0,0.404355949082305,24.5,-0.6755650653662069,27.0,0.24237666661400326,2.5,1.2846293530679453,-35.75,-3.25,-5.75,-0.35028069976020637,0.004268884383590743,-0.24539555348894937,-0.006460756749140373,-0.3465140114150924,-0.1702376141413824,-0.5106415469080186,0.1780353706620108,0.256324615820374,0.08818641028100238
T3_late_minus_T3_early,west_sector,positive,3,35.0,0.30405640868102557,3.6524538693474877,57.0,0.404355949082305,24.5,-0.6755650653662069,27.0,0.24237666661400326,2.5,1.2846293530679453,-22.0,10.5,8.0,-0.6688267971970481,0.02205021301361665,0.14859441989314792,0.10150707836434325,0.21437547260582357,0.021661992228275473,0.13610350249949899,0.08535052685799593,0.37197717320628365,-0.008705297215883423
T3_late_minus_T3_early,west_sector,positive,4,38.25,0.7089327366281806,3.6524538693474877,57.0,0.404355949082305,24.5,-0.6755650653662069,27.0,0.24237666661400326,2.5,1.2846293530679453,-18.75,13.75,11.25,-0.10426764696810364,0.19486448402302425,0.22026766900098593,-0.0040791342488799565,0.12112183201449467,-0.025183202073464805,0.2871105714551458,0.013867075574054644,0.1447285355107652,-0.0006478997092957406
T3_late_minus_T3_early,west_sector,positive,5,54.75,0.3426829856589979,1.4499580469405378,57.0,0.404355949082305,24.5,-0.6755650653662069,27.0,0.24237666661400326,2.5,1.2846293530679453,-2.25,30.25,27.75,0.3757602836380197,-0.015094326318830231,0.12966614410740424,-0.0017099538025100447,0.3120974354243423,-0.014634056828871644,0.2964482688387927,-0.03765333766089585,,
T3_late_minus_T3_early,west_sector,positive,6,59.0,0.30882684804234417,1.4499580469405378,57.0,0.404355949082305,24.5,-0.6755650653662069,27.0,0.24237666661400326,2.5,1.2846293530679453,2.0,34.5,32.0,0.1437516237890751,-0.01170780549650341,0.3180958420559098,-0.0007450033620992613,0.32300309218655676,-0.03030507697789564,,,,
T3_late_minus_T3_early,west_sector,negative,1,27.5,-1.1087960419370146,9.906268959817426,57.0,0.404355949082305,24.5,-0.6755650653662069,27.0,0.24237666661400326,2.5,1.2846293530679453,-29.5,3.0,0.5,-0.2874575650040796,-0.030551856458312265,-0.5765880554577634,-0.10769846710948627,-0.2475769366713636,0.21155759662186924,0.2493054659174997,-0.0736166545447059,0.14863196571070336,-0.03504374920554709
T3_late_minus_T3_early,west_sector,negative,2,31.25,-1.9840173459272892,9.906268959817426,57.0,0.404355949082305,24.5,-0.6755650653662069,27.0,0.24237666661400326,2.5,1.2846293530679453,-25.75,6.75,4.25,-0.3465140114150924,-0.1702376141413824,-0.5106415469080186,0.1780353706620108,0.256324615820374,0.08818641028100238,0.1819593136663611,-0.02288767420713267,0.010337645289904551,-0.025338110716440543
