window,source_index,target_index,source_family,target_family,family_direction,v1_status,failure_reason,evidence_tier,positive_peak_lag,positive_peak_abs_r,ar1_null_p95_abs_r,ar1_null_p99_abs_r,observed_minus_ar1_p95,observed_minus_ar1_p99,observed_over_ar1_p95,p_pos_surrogate,q_pos_within_window,q_pos_global,source_ar1,target_ar1,mean_ar1,max_ar1,source_effective_n,target_effective_n,pair_effective_n_proxy
S2,Jw_strength,Je_strength,Jw,Je,Jw→Je,tier4_ambiguous,direction_difference_not_stable,Tier4c_ambiguous_direction_uncertain,5,0.2381128246014707,0.43031399672441545,0.5031442307480187,-0.19220117212294474,-0.265031406146548,0.5533466873353053,0.0239760239760239,0.0563711098062243,0.0855360855360855,0.9759970447082654,0.9664846755908973,0.9712408601495814,0.9759970447082654,14.212297415391967,19.940623003770543,34.14585123606377
S2,Jw_strength,Je_axis_lat,Jw,Je,Jw→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0706787012106875,0.3268105539312406,0.38674379695215005,-0.25613185272055305,-0.3160650957414626,0.21626811117476327,0.4765234765234765,0.5710865010475905,0.6239598851785909,0.9759970447082654,0.9241063224315923,0.9500516835699289,0.9759970447082654,14.212297415391967,46.14901043660697,60.3324006828736
S2,Jw_strength,Je_meridional_width,Jw,Je,Jw→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0549358614804178,0.07505353892172702,0.0901792406800808,-0.02011767744130922,-0.03524337919966301,0.7319556448592004,0.1218781218781218,0.2029106029106029,0.2596819014958907,0.9759970447082654,-0.017942382837286167,0.4790273309354896,0.9759970447082654,14.212297415391967,1212.7522531321024,1170.0
S2,Jw_axis_lat,P_main_band_share,Jw,P,Jw→P,lead_lag_yes,,Tier1b_audit_stable_with_same_day,2,0.1953766372348396,0.2555734583631676,0.3043474033138948,-0.06019682112832797,-0.1089707660790552,0.7644637220395991,0.0039960039960039,0.0125588697017268,0.0215085884988797,0.8759036629254149,0.9625599354727519,0.9192317991990834,0.9625599354727519,77.3988117016846,22.32027399781213,99.59339803929218
S2,Jw_axis_lat,P_south_band_share_18_24,Jw,P,Jw→P,tier4_ambiguous,positive_support_with_same_day_or_uncertain_direction,Tier4b_ambiguous_same_day_dominant,2,0.1832441089571193,0.2590831174254385,0.3084428859145056,-0.0758390084683192,-0.1251987769573863,0.7072792344713665,0.0099900099900099,0.0272294077603812,0.0442369132464979,0.8759036629254149,0.9670766047785226,0.9214901338519688,0.9670766047785226,77.3988117016846,19.582548191337775,96.87409948320277
S2,Jw_axis_lat,P_main_minus_south,Jw,P,Jw→P,lead_lag_yes,,Tier1b_audit_stable_with_same_day,2,0.2167328941878634,0.2548604913529861,0.30351501290639454,-0.038127597165122706,-0.08678211871853114,0.8503981650403579,0.0029970029970029,0.0098199672667757,0.0174165457184325,0.8759036629254149,0.9616219661363025,0.9187628145308586,0.9616219661363025,77.3988117016846,22.890393967685664,100.1595748371119
S2,Jw_axis_lat,P_spread_lat,Jw,P,Jw→P,tier4_ambiguous,positive_support_with_same_day_or_uncertain_direction,Tier4b_ambiguous_same_day_dominant,2,0.1649928315306207,0.253632138147047,0.3020805803811835,-0.0886393066164263,-0.13708774885056282,0.6505202090555403,0.0279720279720279,0.0647773279352226,0.0950226244343891,0.8759036629254149,0.9599893744089483,0.9179465186671816,0.9599893744089483,77.3988117016846,23.884023328262796,101.1462447423051
S2,Jw_axis_lat,P_north_band_share_35_45,Jw,P,Jw→P,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,2,0.2120256947501745,0.245154661498742,0.29216969669554976,-0.033128966748567495,-0.08014400194537527,0.8648650343989585,0.0019980019980019,0.0072398190045248,0.01294033069734,0.8759036629254149,0.9481215971735009,0.9120126300494579,0.9481215971735009,77.3988117016846,31.15705477269457,108.36496562317187
S2,Jw_axis_lat,P_north_minus_main_35_45,Jw,P,Jw→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.1078749394428861,0.24968191908836945,0.29746484864622785,-0.14180697964548333,-0.18958990920334173,0.43204946452172266,0.1708291708291708,0.2566604127579737,0.3283900565453963,0.8759036629254149,0.9545930060990968,0.9152483345122558,0.9545930060990968,77.3988117016846,27.180176485990795,104.41851873549538
S2,Jw_axis_lat,P_total_centroid_lat_10_50,Jw,P,Jw→P,lead_lag_yes,,Tier1b_audit_stable_with_same_day,2,0.2539136240090963,0.2583991637405386,0.30764503714889185,-0.004485539731442334,-0.05373141313979557,0.9826410439317586,0.0009990009990009,0.0042149631190727,0.0076498087547811,0.8759036629254149,0.9662093174805927,0.9210564902030038,0.9662093174805927,77.3988117016846,20.107268435877902,97.39535304878893
S2,Jw_axis_lat,V_strength,Jw,V,Jw→V,tier4_ambiguous,same_day_exceeds_positive_lag,Tier4b_ambiguous_same_day_dominant,1,0.2665984875199365,0.26016433203236494,0.30970388229221546,0.006434155487571536,-0.04310539477227898,1.0247311206625016,0.0009990009990009,0.0042149631190727,0.0076498087547811,0.8759036629254149,0.9684351500385012,0.9221694064819581,0.9684351500385012,77.3988117016846,18.761539822244703,96.05845329433508
S2,Jw_axis_lat,V_pos_centroid_lat,Jw,V,Jw→V,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,1,0.249600983997853,0.2452458419188937,0.29227639657243165,0.00435514207895929,-0.04267541257457866,1.0177582708227917,0.0009990009990009,0.0042149631190727,0.0076498087547811,0.8759036629254149,0.9482550740292146,0.9120793684773147,0.9482550740292146,77.3988117016846,31.074762331100736,108.28332084095969
S2,Jw_axis_lat,V_NS_diff,Jw,V,Jw→V,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,1,0.284716527577398,0.26197564831055214,0.31181564348657737,0.02274087926684587,-0.02709911590917935,1.0868053172632606,0.0009990009990009,0.0042149631190727,0.0076498087547811,0.8759036629254149,0.9706773258896775,0.9232904944075462,0.9706773258896775,77.3988117016846,17.409003624471577,94.71458582729517
S2,Jw_axis_lat,H_strength,Jw,H,Jw→H,tier4_ambiguous,direction_difference_not_stable,Tier4c_ambiguous_direction_uncertain,5,0.1803989936847962,0.2743624690559562,0.3262318686431598,-0.09396347537115998,-0.14583287495836358,0.6575206671142905,0.0189810189810189,0.0467692307692307,0.0714882943143812,0.8759036629254149,0.9849510039148484,0.9304273334201316,0.9849510039148484,77.3988117016846,11.818181818181829,86.22597394562713
S2,Jw_axis_lat,H_centroid_lat,Jw,H,Jw→H,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,1,0.1537706764435157,0.26467735591151786,0.3149637599108884,-0.11090667946800217,-0.16119308346737268,0.5809740539153697,0.0429570429570429,0.0945054945054945,0.1292909045352042,0.8759036629254149,0.9739450928591487,0.9249243778922818,0.9739450928591487,77.3988117016846,15.443307650792537,92.76112236106977
S2,Jw_axis_lat,H_west_extent_lon,Jw,H,Jw→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.1379197711414169,0.21219271818756624,0.25345989675499975,-0.07427294704614934,-0.11554012561358284,0.6499741005226376,0.0539460539460539,0.1100356597045338,0.1499884268189183,0.8759036629254149,0.8896985498159706,0.8828011063706928,0.8896985498159706,77.3988117016846,68.29274263235384,145.1311547880673
S2,Jw_axis_lat,H_zonal_width,Jw,H,Jw→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0689843274796853,0.14866072304743091,0.17818262155497352,-0.07967639556774561,-0.10919829407528822,0.4640386920335072,0.2937062937062937,0.4002722940776038,0.4665638086841525,0.8759036629254149,0.6791954129378055,0.7775495379316102,0.8759036629254149,77.3988117016846,223.52453083831142,297.167656320104
S2,Jw_axis_lat,Je_strength,Jw,Je,Jw→Je,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,1,0.1672581167067463,0.2586157885764896,0.3078977494729036,-0.09135767186974328,-0.1406396327661573,0.6467436409331101,0.0199800199800199,0.0484554815263476,0.0739447468419431,0.8759036629254149,0.9664846755908973,0.9211941692581561,0.9664846755908973,77.3988117016846,19.940623003770543,97.22981194395915
S2,Jw_axis_lat,Je_axis_lat,Jw,Je,Jw→Je,lead_lag_yes,,Tier1b_audit_stable_with_same_day,2,0.2427826423374915,0.2300801902430468,0.2744998570678335,0.012702452094444705,-0.031717214730341975,1.0552088038567178,0.0009990009990009,0.0042149631190727,0.0076498087547811,0.8759036629254149,0.9241063224315923,0.9000049926785036,0.9241063224315923,77.3988117016846,46.14901043660697,123.22628708534552
S2,Jw_axis_lat,Je_meridional_width,Jw,Je,Jw→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0244683475421059,0.07505353892172702,0.0901792406800808,-0.050585191379621114,-0.0657108931379749,0.3260119095466481,0.8211788211788211,0.8691514670896113,0.886412652767793,0.8759036629254149,-0.017942382837286167,0.42898064004406433,0.8759036629254149,77.3988117016846,1212.7522531321024,1170.0
S2,Jw_meridional_width,P_main_band_share,Jw,P,Jw→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.047139277581546,0.07505353892172702,0.0901792406800808,-0.027914261340181018,-0.043039963098534806,0.6280753480619659,0.3056943056943056,0.4111521666106819,0.4801045979516234,-0.020667059566313813,0.9625599354727519,0.47094643795321905,0.9625599354727519,1219.3814895716243,22.32027399781213,1170.0
S2,Jw_meridional_width,P_south_band_share_18_24,Jw,P,Jw→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0263238783194702,0.07505353892172702,0.0901792406800808,-0.04872966060225682,-0.06385536236061061,0.3507346715112694,0.7152847152847153,0.766025641025641,0.8109485606418122,-0.020667059566313813,0.9670766047785226,0.47320477260610444,0.9670766047785226,1219.3814895716243,19.582548191337775,1170.0
S2,Jw_meridional_width,P_main_minus_south,Jw,P,Jw→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0433637729517457,0.07505353892172702,0.0901792406800808,-0.03168976596998132,-0.04681546772833511,0.5777711960653791,0.3666333666333666,0.4764686790003246,0.5360272638753651,-0.020667059566313813,0.9616219661363025,0.47047745328499435,0.9616219661363025,1219.3814895716243,22.890393967685664,1170.0
S2,Jw_meridional_width,P_spread_lat,Jw,P,Jw→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0183208989403379,0.07505353892172702,0.0901792406800808,-0.05673263998138912,-0.0718583417397429,0.2441043980543633,0.8831168831168831,0.918918918918919,0.9265707797123393,-0.020667059566313813,0.9599893744089483,0.46966115742131725,0.9599893744089483,1219.3814895716243,23.884023328262796,1170.0
S2,Jw_meridional_width,P_north_band_share_35_45,Jw,P,Jw→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0545487049253763,0.07505353892172702,0.0901792406800808,-0.020504833996350717,-0.035630535754704505,0.7267972397979113,0.2317682317682317,0.3289613612194257,0.4022927604643321,-0.020667059566313813,0.9481215971735009,0.46372726880359355,0.9481215971735009,1219.3814895716243,31.15705477269457,1170.0
S2,Jw_meridional_width,P_north_minus_main_35_45,Jw,P,Jw→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0365599784510675,0.07505353892172702,0.0901792406800808,-0.038493560470659514,-0.0536192622290133,0.48711864858492193,0.4865134865134865,0.5807990459153249,0.6319659721721578,-0.020667059566313813,0.9545930060990968,0.4669629732663915,0.9545930060990968,1219.3814895716243,27.180176485990795,1170.0
S2,Jw_meridional_width,P_total_centroid_lat_10_50,Jw,P,Jw→P,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0577161303934684,0.07505353892172702,0.0901792406800808,-0.017337408528258616,-0.032463110286612404,0.768999453225787,0.2057942057942058,0.2961897915168943,0.3709112733820146,-0.020667059566313813,0.9662093174805927,0.47277112895713946,0.9662093174805927,1219.3814895716243,20.107268435877902,1170.0
S2,Jw_meridional_width,V_strength,Jw,V,Jw→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0531213761453424,0.07505353892172702,0.0901792406800808,-0.021932162776384614,-0.0370578645347384,0.7077797650653413,0.2367632367632367,0.3345095271700776,0.4073914911903738,-0.020667059566313813,0.9684351500385012,0.47388404523609373,0.9684351500385012,1219.3814895716243,18.761539822244703,1170.0
S2,Jw_meridional_width,V_pos_centroid_lat,Jw,V,Jw→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,3,0.0443047932517106,0.07505353892172702,0.0901792406800808,-0.03074874567001642,-0.045874447428370206,0.5903091831274719,0.4085914085914086,0.5178854067742956,0.569439610163592,-0.020667059566313813,0.9482550740292146,0.4637940072314504,0.9482550740292146,1219.3814895716243,31.074762331100736,1170.0
S2,Jw_meridional_width,V_NS_diff,Jw,V,Jw→V,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0495145608961025,0.07505353892172702,0.0901792406800808,-0.02553897802562452,-0.04066467978397831,0.6597232003642226,0.2697302697302697,0.3725422559503277,0.443997807418235,-0.020667059566313813,0.9706773258896775,0.47500513316168186,0.9706773258896775,1219.3814895716243,17.409003624471577,1170.0
S2,Jw_meridional_width,H_strength,Jw,H,Jw→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,3,0.0126236880843136,0.07505353892172702,0.0901792406800808,-0.06242985083741342,-0.0775555525957672,0.16819577418566212,0.958041958041958,0.973851231276974,0.9745659844742414,-0.020667059566313813,0.9849510039148484,0.4821419721742673,0.9849510039148484,1219.3814895716243,11.818181818181829,1170.0
S2,Jw_meridional_width,H_centroid_lat,Jw,H,Jw→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0331677668665953,0.07505353892172702,0.0901792406800808,-0.04188577205513172,-0.05701147381348551,0.4419214249335505,0.5394605394605395,0.6269956458635704,0.6696751524337732,-0.020667059566313813,0.9739450928591487,0.47663901664641745,0.9739450928591487,1219.3814895716243,15.443307650792537,1170.0
S2,Jw_meridional_width,H_west_extent_lon,Jw,H,Jw→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.030967105693347,0.07505353892172702,0.0901792406800808,-0.04408643322838002,-0.059212134986733805,0.4126002069754825,0.6923076923076923,0.7455621301775148,0.7933348173116672,-0.020667059566313813,0.8896985498159706,0.43451574512482843,0.8896985498159706,1219.3814895716243,68.29274263235384,1170.0
S2,Jw_meridional_width,H_zonal_width,Jw,H,Jw→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0473811527273064,0.07505353892172702,0.0901792406800808,-0.02767238619442062,-0.042798087952774407,0.6312980494726569,0.4125874125874126,0.5186813186813187,0.573566854409382,-0.020667059566313813,0.6791954129378055,0.32926417668574587,0.6791954129378055,1219.3814895716243,223.52453083831142,1170.0
S2,Jw_meridional_width,Je_strength,Jw,Je,Jw→Je,lead_lag_yes,,Tier1a_audit_stable_clear_leadlag,4,0.0913078825779093,0.07505353892172702,0.0901792406800808,0.01625434365618228,0.0011286418978284918,1.2165699831041126,0.0169830169830169,0.0425265791119449,0.066026540079836,-0.020667059566313813,0.9664846755908973,0.4729088080122918,0.9664846755908973,1219.3814895716243,19.940623003770543,1170.0
S2,Jw_meridional_width,Je_axis_lat,Jw,Je,Jw→Je,tier4_ambiguous,direction_difference_not_stable,Tier4c_ambiguous_direction_uncertain,5,0.0886268451296949,0.07505353892172702,0.0901792406800808,0.013573306207967886,-0.0015523955503859016,1.1808483171209745,0.0159840159840159,0.0406865861411315,0.0632967032967033,-0.020667059566313813,0.9241063224315923,0.45171963143263927,0.9241063224315923,1219.3814895716243,46.14901043660697,1170.0
S2,Jw_meridional_width,Je_meridional_width,Jw,Je,Jw→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0631491607011848,0.07508134177677254,0.09021259064857505,-0.011932181075587744,-0.02706342994739025,0.8410766138002194,0.1398601398601398,0.2220459952418715,0.284231897135123,-0.020667059566313813,-0.017942382837286167,-0.01930472120179999,-0.017942382837286167,1219.3814895716243,1212.7522531321024,1169.1326115118134
T2,P_main_band_share,V_strength,P,V,P→V,other_not_supported,reverse_lag_dominant,Tier5b_no_reverse_dominant,1,0.3144451646601121,0.5977836745252892,0.6801435609036555,-0.28333850986517717,-0.3656983962435434,0.5260183207743481,0.0109890109890109,0.0497737556561086,0.0473740878095466,0.9661781984622795,0.9722890081123324,0.9692336032873059,0.9722890081123324,9.288971286861447,7.587090714287553,16.871984242302272
T2,P_main_band_share,V_pos_centroid_lat,P,V,P→V,tier4_ambiguous,same_day_exceeds_positive_lag,Tier4b_ambiguous_same_day_dominant,1,0.3491235208485247,0.5117750517383683,0.5912549337716995,-0.16265153088984363,-0.24213141292317475,0.6821815945553458,0.0009990009990009,0.0080971659919028,0.0076498087547811,0.9661781984622795,0.9481125834754117,0.9571453909688457,0.9661781984622795,9.288971286861447,14.382744180673438,23.66087488411456
T2,P_main_band_share,V_NS_diff,P,V,P→V,other_not_supported,reverse_lag_dominant,Tier5b_no_reverse_dominant,1,0.4449078801975292,0.595937757833292,0.6782861438644795,-0.15102987763576275,-0.2333782636669503,0.7465676983031305,0.0009990009990009,0.0080971659919028,0.0076498087547811,0.9661781984622795,0.9718707112406901,0.9690244548514848,0.9718707112406901,9.288971286861447,7.703251457328042,16.988054071374123
T2,P_main_band_share,H_strength,P,H,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.1272580680423343,0.661366998605821,0.7426250791080482,-0.5341089305634867,-0.6153670110657139,0.19241671917497796,0.3786213786213786,0.5663322185061316,0.5438023116779593,0.9661781984622795,0.9847583939976224,0.975468296229951,0.9847583939976224,9.288971286861447,5.4545454545454595,13.434032514820844
T2,P_main_band_share,H_centroid_lat,P,H,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.2048842621674993,0.5586065327422552,0.6402329639491964,-0.3537222705747559,-0.43534870178169705,0.3667774187346181,0.1158841158841158,0.2605277933745087,0.25115775545799,0.9661781984622795,0.9625650360903403,0.9643716172763099,0.9661781984622795,9.288971286861447,10.300234712978819,19.58278057896815
T2,P_main_band_share,H_west_extent_lon,P,H,P→H,tier4_ambiguous,same_day_exceeds_positive_lag,Tier4b_ambiguous_same_day_dominant,1,0.2262468051766311,0.37705273283627805,0.4437981245802861,-0.15080592765964695,-0.21755131940365502,0.6000402210978559,0.0309690309690309,0.1004048582995951,0.1025641025641025,0.9661781984622795,0.8759474902145764,0.9210628443384279,0.9661781984622795,9.288971286861447,35.70907801713918,44.94692131776469
T2,P_main_band_share,H_zonal_width,P,H,P→H,tier4_ambiguous,same_day_exceeds_positive_lag,Tier4b_ambiguous_same_day_dominant,1,0.2095670442408804,0.28456394358645326,0.338070648739807,-0.07499689934557285,-0.12850360449892662,0.7364497469343368,0.0079920079920079,0.039072039072039,0.0373589311194707,0.9661781984622795,0.7677597446776259,0.8669689715699527,0.9661781984622795,9.288971286861447,70.94275013992477,80.05081504856867
T2,P_main_band_share,Je_strength,P,Je,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.144866802779664,0.5562245708434399,0.6377742060543574,-0.4113577680637759,-0.4929074032746934,0.26044660803098457,0.3136863136863136,0.521949254933548,0.4879564879564879,0.9661781984622795,0.9619112994499057,0.9640447489560926,0.9661781984622795,9.288971286861447,10.48360254758606,19.765972847972197
T2,P_main_band_share,Je_axis_lat,P,Je,P→Je,tier4_ambiguous,same_day_exceeds_positive_lag,Tier4b_ambiguous_same_day_dominant,1,0.2969239910389328,0.49894250757218767,0.5776095788313207,-0.20201851653325487,-0.2806855877923879,0.595106623574207,0.0079920079920079,0.039072039072039,0.0373589311194707,0.9661781984622795,0.9434784003875857,0.9548282994249326,0.9661781984622795,9.288971286861447,15.704658093764682,24.981131950998712
T2,P_main_band_share,Je_meridional_width,P,Je,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0269031315401442,0.11039849812723214,0.1325178949964867,-0.08349536658708794,-0.10561476345634249,0.24369110084395224,0.8171828171828172,0.889372111986953,0.8841650153125562,0.9661781984622795,-0.07163653001255371,0.4472708342248629,0.9661781984622795,9.288971286861447,623.3374587806693,540.0
T2,P_main_band_share,Jw_strength,P,Jw,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0366696693770841,0.6201495787897451,0.7024595485856822,-0.583479909412661,-0.6657898792085981,0.059130362466176166,0.8661338661338661,0.916732751784298,0.9142890620422988,0.9661781984622795,0.9770832208622849,0.9716307096622823,0.9770832208622849,9.288971286861447,6.259251307068841,15.545123058151944
T2,P_main_band_share,Jw_axis_lat,P,Jw,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.1219690597618334,0.5452148762049311,0.6263633663337466,-0.4232458164430977,-0.5043943065719132,0.2237082388705561,0.3276723276723277,0.5229174970107613,0.4985223338681078,0.9661781984622795,0.9587850792311557,0.9624816388467177,0.9661781984622795,9.288971286861447,11.362174161502006,20.64367359179786
T2,P_main_band_share,Jw_meridional_width,P,Jw,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,3,0.0983262610364865,0.12561486078468168,0.1507022834853205,-0.02728859974819517,-0.05237602244883399,0.7827597819419554,0.1488511488511488,0.3118785975928833,0.2981325033348155,0.9661781984622795,0.13329842527971808,0.5497383118709988,0.9661781984622795,9.288971286861447,412.97052912910993,416.77669806216
T2,P_south_band_share_18_24,V_strength,P,V,P→V,other_not_supported,reverse_lag_dominant,Tier5b_no_reverse_dominant,1,0.2565389873061841,0.6151257531706554,0.6974778013421062,-0.35858676586447136,-0.44093881403592217,0.4170512874544077,0.0459540459540459,0.138763197586727,0.1352278294953454,0.9699142354345556,0.9722890081123324,0.9711016217734441,0.9722890081123324,8.24721836773575,7.587090714287553,15.830912037908833
T2,P_south_band_share_18_24,V_pos_centroid_lat,P,V,P→V,other_not_supported,reverse_lag_dominant,Tier5b_no_reverse_dominant,1,0.4263791742538407,0.5226053954950313,0.6026980684364046,-0.09622622124119057,-0.1763188941825639,0.8158721244160874,0.0009990009990009,0.0080971659919028,0.0076498087547811,0.9699142354345556,0.9481125834754117,0.9590134094549836,0.9699142354345556,8.24721836773575,14.382744180673438,22.620760830016298
T2,P_south_band_share_18_24,V_NS_diff,P,V,P→V,other_not_supported,reverse_lag_dominant,Tier5b_no_reverse_dominant,1,0.3676037447674279,0.6131188395747295,0.6954826438076046,-0.24551509480730155,-0.3278788990401767,0.5995636099233301,0.0019980019980019,0.0143112701252236,0.01294033069734,0.9699142354345556,0.9718707112406901,0.9708924733376229,0.9718707112406901,8.24721836773575,7.703251457328042,15.946995480233932
T2,P_south_band_share_18_24,H_strength,P,H,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0798768695174863,0.6848375541499239,0.7649046243402439,-0.6049606846324376,-0.6850277548227576,0.11663622859677428,0.5964035964035964,0.7559354226020893,0.7181714896745305,0.9699142354345556,0.9847583939976224,0.977336314716089,0.9847583939976224,8.24721836773575,5.4545454545454595,12.392600760134252
T2,P_south_band_share_18_24,H_centroid_lat,P,H,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,2,0.0643651396255151,0.5727348175916692,0.6547422291058491,-0.5083696779661542,-0.590377089480334,0.11238209665018858,0.7162837162837162,0.8160045083122006,0.811417434220867,0.9699142354345556,0.9625650360903403,0.9662396357624479,0.9699142354345556,8.24721836773575,10.300234712978819,18.54205145016063
T2,P_south_band_share_18_24,H_west_extent_lon,P,H,P→H,tier4_ambiguous,same_day_exceeds_positive_lag,Tier4b_ambiguous_same_day_dominant,1,0.2291350621341746,0.3813213271017591,0.4485996735040752,-0.1521862649675845,-0.21946461136990061,0.6008975786267202,0.0289710289710289,0.0949263502454991,0.0975792130105617,0.9699142354345556,0.8759474902145764,0.922930862824566,0.9699142354345556,8.24721836773575,35.70907801713918,43.91194764224065
T2,P_south_band_share_18_24,H_zonal_width,P,H,P→H,other_not_supported,same_day_only_without_positive_lag_support,Tier5c_no_same_day_only,1,0.1275546556154419,0.28635992209635813,0.34015159509517406,-0.15880526648091622,-0.21259693947973216,0.445434733609547,0.1508491508491508,0.3139293139293139,0.3012635779206384,0.9699142354345556,0.7677597446776259,0.8688369900560907,0.9699142354345556,8.24721836773575,70.94275013992477,79.03139608981347
T2,P_south_band_share_18_24,Je_strength,P,Je,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.1831367700958486,0.5701710547493438,0.6521188995538129,-0.3870342846534952,-0.46898212945796425,0.3211961894073322,0.1548451548451548,0.3200826019617966,0.3063745676165376,0.9699142354345556,0.9619112994499057,0.9659127674422306,0.9699142354345556,8.24721836773575,10.48360254758606,18.725268798665617
T2,P_south_band_share_18_24,Je_axis_lat,P,Je,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.135470784824618,0.5089679663605223,0.5882780052417704,-0.37349718153590433,-0.45280722041715243,0.26616760538650214,0.2657342657342657,0.4694505494505495,0.4402961055680721,0.9699142354345556,0.9434784003875857,0.9566963179110706,0.9699142354345556,8.24721836773575,15.704658093764682,23.94124249848274
T2,P_south_band_share_18_24,Je_meridional_width,P,Je,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.0546769200430239,0.11039849812723214,0.1325178949964867,-0.05572157808420824,-0.07784097495346279,0.49526869450714633,0.3786213786213786,0.5663322185061316,0.5438023116779593,0.9699142354345556,-0.07163653001255371,0.44913885271100096,0.9699142354345556,8.24721836773575,623.3374587806693,540.0
T2,P_south_band_share_18_24,Jw_strength,P,Jw,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.2156917249143673,0.6395184010053585,0.7214937187493404,-0.42382667609099123,-0.5058019938349732,0.3372721169168673,0.1018981018981019,0.2451923076923077,0.229830381172936,0.9699142354345556,0.9770832208622849,0.9734987281484202,0.9770832208622849,8.24721836773575,6.259251307068841,14.50390207566295
T2,P_south_band_share_18_24,Jw_axis_lat,P,Jw,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.1304238269379876,0.558340933005957,0.6399589788485703,-0.4279171060679694,-0.5095351519105827,0.23359173441900613,0.2797202797202797,0.4813064030941126,0.4537066210559482,0.9699142354345556,0.9587850792311557,0.9643496573328556,0.9699142354345556,8.24721836773575,11.362174161502006,19.603093030154177
T2,P_south_band_share_18_24,Jw_meridional_width,P,Jw,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,3,0.0462179740680319,0.12567827818524654,0.15077800801802752,-0.07946030411721464,-0.1045600339499956,0.3677483073081873,0.6133866133866134,0.7679799874921827,0.7316298159671654,0.9699142354345556,0.13329842527971808,0.5516063303571368,0.9699142354345556,8.24721836773575,412.97052912910993,416.3547664691981
T2,P_main_minus_south,V_strength,P,V,P→V,other_not_supported,reverse_lag_dominant,Tier5b_no_reverse_dominant,1,0.3284401468021268,0.6056730749809152,0.6880555457556815,-0.27723292817878836,-0.3596153989535547,0.5422729858223861,0.0109890109890109,0.0497737556561086,0.0473740878095466,0.9679149417635482,0.9722890081123324,0.9701019749379403,0.9722890081123324,8.80420747868164,7.587090714287553,16.387544213423144
