window,source_index,target_index,source_family,target_family,family_direction,v1_status,failure_reason,evidence_tier,positive_peak_lag,positive_peak_abs_r,ar1_null_p95_abs_r,ar1_null_p99_abs_r,observed_minus_ar1_p95,observed_minus_ar1_p99,observed_over_ar1_p95,p_pos_surrogate,q_pos_within_window,q_pos_global,source_ar1,target_ar1,mean_ar1,max_ar1,source_effective_n,target_effective_n,pair_effective_n_proxy
S1,P_north_band_share_35_45,Jw_meridional_width,P,Jw,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,2,0.0364044646339354,0.07858809053806472,0.09441848461138198,-0.042183625904129315,-0.05801401997744658,0.4632313164079567,0.3766233766233766,0.4646031259577076,0.5423376623376623,0.9260030390439205,0.20764349241174077,0.5668232657278306,0.9260030390439205,60.51143801085539,1033.385686498629,1067.0001591583084
S1,P_north_minus_main_35_45,V_strength,P,V,P→V,other_not_supported,reverse_lag_dominant,Tier5b_no_reverse_dominant,1,0.3426715116229427,0.2968197693824831,0.35225105563389886,0.04585174224045957,-0.009579544010956176,1.1544767127063387,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.9430240113409982,0.9659115879712734,0.9544677996561358,0.9659115879712734,46.184288827184766,27.31010350300092,73.45704238845441
S1,P_north_minus_main_35_45,V_pos_centroid_lat,P,V,P→V,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,2,0.1972158573887042,0.22914272190398696,0.2733990852648378,-0.03192686451528276,-0.0761832278761336,0.8606682147702669,0.0039960039960039,0.0130932896890343,0.0215085884988797,0.9430240113409982,0.9044254732004244,0.9237247422707113,0.9430240113409982,46.184288827184766,78.54029288422271,124.2485031511162
S1,P_north_minus_main_35_45,V_NS_diff,P,V,P→V,other_not_supported,reverse_lag_dominant,Tier5b_no_reverse_dominant,1,0.3109705830990313,0.2849155853133108,0.3384781637725178,0.026054997785720513,-0.02750758067348652,1.0914481310563227,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.9430240113409982,0.9580839064821512,0.9505539589115748,0.9580839064821512,46.184288827184766,33.71553541299358,79.84970130433477
S1,P_north_minus_main_35_45,H_strength,P,H,P→H,other_not_supported,reverse_lag_dominant,Tier5b_no_reverse_dominant,1,0.1924226392366045,0.33795498807551083,0.39948148822379825,-0.14553234883890634,-0.20705884898719376,0.5693735734819533,0.0189810189810189,0.0483153210425937,0.0714882943143812,0.9430240113409982,0.9871965675384656,0.9651102894397319,0.9871965675384656,46.184288827184766,15.909090909090924,56.321313620119454
S1,P_north_minus_main_35_45,H_centroid_lat,P,H,P→H,other_not_supported,reverse_lag_dominant,Tier5b_no_reverse_dominant,1,0.1602926709409609,0.2949297836395687,0.35006737298586593,-0.13463711269860779,-0.18977470204490504,0.5434943496139178,0.0499500499500499,0.1018848700967906,0.1431866995465754,0.9430240113409982,0.9647278821585789,0.9538759467497886,0.9647278821585789,46.184288827184766,28.2754604872831,74.42057189434719
S1,P_north_minus_main_35_45,H_west_extent_lon,P,H,P→H,tier4_ambiguous,positive_support_with_same_day_or_uncertain_direction,Tier4b_ambiguous_same_day_dominant,1,0.1699493294529748,0.24631970908301157,0.2935328766980283,-0.07637037963003676,-0.1235835472450535,0.6899542472084547,0.0209790209790209,0.0521091811414392,0.0768214612336144,0.9430240113409982,0.9251140359128208,0.9340690236269096,0.9430240113409982,46.184288827184766,61.26670484815289,107.32856786096572
S1,P_north_minus_main_35_45,H_zonal_width,P,H,P→H,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0563933808343691,0.14560793625723517,0.17454700832234107,-0.08921455542286608,-0.11815362748797198,0.3872960656124054,0.3636363636363636,0.4583987441130298,0.5330512956107879,0.9430240113409982,0.7118036404294723,0.8274138258852353,0.9430240113409982,46.184288827184766,265.16433053600724,309.81909489747557
S1,P_north_minus_main_35_45,Je_strength,P,Je,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,3,0.0759435600698966,0.30432056265849994,0.36090606061493136,-0.22837700258860333,-0.28496250054503475,0.24955119498486977,0.3896103896103896,0.4724409448818897,0.5532786885245902,0.9430240113409982,0.9704066708683786,0.9567153411046885,0.9704066708683786,46.184288827184766,23.654758213827193,69.80830315656179
S1,P_north_minus_main_35_45,Je_axis_lat,P,Je,P→Je,tier4_ambiguous,same_day_exceeds_positive_lag,Tier4b_ambiguous_same_day_dominant,1,0.2390731351755742,0.21205597601621137,0.2532987655962229,0.027017159159362814,-0.0142256304206487,1.1274057900509127,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.9430240113409982,0.8812653930758041,0.9121447022084012,0.9430240113409982,46.184288827184766,99.40490405761335,145.320245653317
S1,P_north_minus_main_35_45,Je_meridional_width,P,Je,P→Je,other_not_supported,same_day_only_without_positive_lag_support,Tier5c_no_same_day_only,1,0.0651844506429755,0.06469798157540024,0.07775345206061453,0.0004864690675752542,-0.01256900141763903,1.0075190764183009,0.0659340659340659,0.126134734830387,0.1724238026124818,0.9430240113409982,-0.03818272443244831,0.45242064345427496,0.9430240113409982,46.184288827184766,1700.0503448186037,1575.0
S1,P_north_minus_main_35_45,Jw_strength,P,Jw,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,3,0.1149429006556653,0.3034812020005945,0.3599384527908227,-0.18853830134492916,-0.2449955521351574,0.3787480077775629,0.1748251748251748,0.2618343195266272,0.3335274498385303,0.9430240113409982,0.9699191898165336,0.9564716005787659,0.9699191898165336,46.184288827184766,24.05036525552708,70.2032191997282
S1,P_north_minus_main_35_45,Jw_axis_lat,P,Jw,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,5,0.0659820195027071,0.20752798198072045,0.24796077492701943,-0.14154596247801335,-0.18197875542431233,0.3179427606482334,0.3886113886113886,0.4724409448818897,0.5524260355029587,0.9430240113409982,0.8739856664176857,0.908504838879342,0.9430240113409982,46.184288827184766,105.90933481980441,151.79431250485214
S1,P_north_minus_main_35_45,Jw_meridional_width,P,Jw,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.038035043797653,0.07887686041244726,0.09476478132577702,-0.04084181661479427,-0.056729737528124026,0.48220788199185,0.3426573426573426,0.441583521081429,0.5128758930054826,0.9430240113409982,0.20764349241174077,0.5753337518763695,0.9430240113409982,46.184288827184766,1033.385686498629,1059.1915743480677
S1,P_total_centroid_lat_10_50,V_strength,P,V,P→V,other_not_supported,reverse_lag_dominant,Tier5b_no_reverse_dominant,1,0.5100465764981515,0.33438775615199456,0.39540915408156974,0.17565882034615699,0.11463742241658181,1.5253147494620347,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.9622857236564222,0.9659115879712734,0.9640986558138478,0.9659115879712734,30.27081353394968,27.31010350300092,57.56173387514541
S1,P_total_centroid_lat_10_50,V_pos_centroid_lat,P,V,P→V,other_not_supported,same_day_only_without_positive_lag_support,Tier5c_no_same_day_only,3,0.093804089821561,0.24498821071054086,0.2919749093115122,-0.15118412088897987,-0.19817081948995122,0.38289226060919584,0.2427572427572427,0.335288030355295,0.4146168064837196,0.9622857236564222,0.9044254732004244,0.9333555984284233,0.9622857236564222,30.27081353394968,78.54029288422271,108.51424409424851
S1,P_total_centroid_lat_10_50,V_NS_diff,P,V,P→V,other_not_supported,reverse_lag_dominant,Tier5b_no_reverse_dominant,1,0.5399900742660615,0.31762573831674423,0.3762127176942992,0.22236433594931726,0.1637773565717623,1.700082862074515,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.9622857236564222,0.9580839064821512,0.9601848150692867,0.9622857236564222,30.27081353394968,33.71553541299358,63.96003404696259
S1,P_total_centroid_lat_10_50,H_strength,P,H,P→H,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,1,0.2676810826358255,0.3968984580254866,0.4660567215605693,-0.1292173753896611,-0.1983756389247438,0.6744321556891424,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.9622857236564222,0.9871965675384656,0.974741145597444,0.9871965675384656,30.27081353394968,15.909090909090924,40.41347463459582
S1,P_total_centroid_lat_10_50,H_centroid_lat,P,H,P→H,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,5,0.2109624544505843,0.3316910930768011,0.3923275889154119,-0.1207286386262168,-0.1813651344648276,0.6360208605352486,0.0179820179820179,0.0469361147327249,0.0689435046281519,0.9622857236564222,0.9647278821585789,0.9635068029075005,0.9647278821585789,30.27081353394968,28.2754604872831,58.52608003294967
S1,P_total_centroid_lat_10_50,H_west_extent_lon,P,H,P→H,lead_lag_yes,,Tier1b_audit_stable_with_same_day,2,0.2557062928080154,0.2665108118924899,0.31709897481925825,-0.010804519084474495,-0.06139268201124287,0.9594593592366788,0.0019980019980019,0.006914433880726,0.01294033069734,0.9622857236564222,0.9251140359128208,0.9436998797846214,0.9622857236564222,30.27081353394968,61.26670484815289,91.46913319128296
S1,P_total_centroid_lat_10_50,H_zonal_width,P,H,P→H,other_not_supported,same_day_only_without_positive_lag_support,Tier5c_no_same_day_only,1,0.0952901099663435,0.1493337693637403,0.17898396405821526,-0.05404365939739679,-0.08369385409187176,0.6381015517946262,0.0669330669330669,0.1264747522416233,0.1740510896233222,0.9622857236564222,0.7118036404294723,0.8370446820429472,0.9622857236564222,30.27081353394968,265.16433053600724,294.4822662318008
S1,P_total_centroid_lat_10_50,Je_strength,P,Je,P→Je,tier4_ambiguous,same_day_exceeds_positive_lag,Tier4b_ambiguous_same_day_dominant,1,0.238210504094616,0.3452286171506682,0.4077705053716448,-0.10701811305605222,-0.16956000127702878,0.690007989664002,0.0059940059940059,0.0180995475113122,0.0294599018003273,0.9622857236564222,0.9704066708683786,0.9663461972624003,0.9704066708683786,30.27081353394968,23.654758213827193,53.910010267578656
S1,P_total_centroid_lat_10_50,Je_axis_lat,P,Je,P→Je,lead_lag_yes,,Tier1b_audit_stable_with_same_day,2,0.3930741197511681,0.22448495889018666,0.26792675695665213,0.16858916086098147,0.125147362794516,1.7510042619089314,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.9622857236564222,0.8812653930758041,0.9217755583661131,0.9622857236564222,30.27081353394968,99.40490405761335,129.51860790761216
S1,P_total_centroid_lat_10_50,Je_meridional_width,P,Je,P→Je,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,2,0.0352580862417621,0.06469798157540024,0.07775345206061453,-0.029439895333638146,-0.04249536581885243,0.5449642381914444,0.4345654345654345,0.514792899408284,0.591948591948592,0.9622857236564222,-0.03818272443244831,0.46205149961198694,0.9622857236564222,30.27081353394968,1700.0503448186037,1575.0
S1,P_total_centroid_lat_10_50,Jw_strength,P,Jw,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,4,0.1270223433526112,0.34400424282497233,0.40637658746895194,-0.21698189947236113,-0.27935424411634074,0.3692464439086571,0.1578421578421578,0.2418675851511672,0.3103109656301145,0.9622857236564222,0.9699191898165336,0.9661024567364779,0.9699191898165336,30.27081353394968,24.05036525552708,54.30524106190889
S1,P_total_centroid_lat_10_50,Jw_axis_lat,P,Jw,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,1,0.0574267574391966,0.21912458122290684,0.2616224503258806,-0.16169782378371025,-0.20419569288668402,0.2620735524910307,0.4565434565434565,0.5346592570927171,0.6090175464573924,0.9622857236564222,0.8739856664176857,0.918135695037054,0.9622857236564222,30.27081353394968,105.90933481980441,136.00437618963818
S1,P_total_centroid_lat_10_50,Jw_meridional_width,P,Jw,P→Jw,positive_lag_not_supported,positive_lag_not_supported,Tier5a_no_not_supported,2,0.0427370849746956,0.07920542735964393,0.09515879463659577,-0.03646834238494834,-0.05242170966190017,0.5395726833294081,0.2307692307692307,0.3201663201663202,0.4010610079575597,0.9622857236564222,0.20764349241174077,0.5849646080340815,0.9622857236564222,30.27081353394968,1033.385686498629,1050.410508403893
S1,V_strength,P_main_band_share,V,P,V→P,lead_lag_yes,,Tier1b_audit_stable_with_same_day,1,0.7008638404837266,0.33108004663548024,0.39162896162632527,0.3697837938482464,0.30923487885740136,2.1169014792829817,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.9659115879712734,0.9608354378346371,0.9633735129029553,0.9659115879712734,27.31010350300092,31.458114342611438,58.747871470242345
S1,V_strength,P_south_band_share_18_24,V,P,V→P,tier4_ambiguous,same_day_exceeds_positive_lag,Tier4b_ambiguous_same_day_dominant,1,0.3375973262222616,0.303036607741707,0.35942583449823395,0.034560718480554586,-0.02182850827597238,1.1140479981547722,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.9659115879712734,0.9466830512972704,0.9562973196342719,0.9659115879712734,27.31010350300092,43.13706545646387,70.4137286591023
S1,V_strength,P_main_minus_south,V,P,V→P,lead_lag_yes,,Tier1b_audit_stable_with_same_day,1,0.6279248840291017,0.3142049068263624,0.3722830098085178,0.31371997720273936,0.25564187422058393,1.9984566452875576,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.9659115879712734,0.9527492223125397,0.9593304051419065,0.9659115879712734,27.31010350300092,38.110359490819974,65.3930259883672
S1,V_strength,P_spread_lat,V,P,V→P,lead_lag_yes,,Tier1b_audit_stable_with_same_day,3,0.4464681886117549,0.31531410820862255,0.3735576524863636,0.13115408040313237,0.07291053612539133,1.4159473902016346,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.9659115879712734,0.9533186938650046,0.959615140918139,0.9659115879712734,27.31010350300092,37.64007245389065,64.92327219063593
S1,V_strength,P_north_band_share_35_45,V,P,V→P,tier4_ambiguous,same_day_exceeds_positive_lag,Tier4b_ambiguous_same_day_dominant,1,0.2524890933712406,0.27198912853988416,0.32347314812919703,-0.01950003516864357,-0.07098405475795644,0.9283058287170323,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.9659115879712734,0.9260030390439205,0.9459573135075969,0.9659115879712734,27.31010350300092,60.51143801085539,87.76307441668347
S1,V_strength,P_north_minus_main_35_45,V,P,V→P,lead_lag_yes,,Tier1b_audit_stable_with_same_day,2,0.5526002177848343,0.2968197693824831,0.35225105563389886,0.25578044840235115,0.2003491621509354,1.8617365646988002,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.9659115879712734,0.9430240113409982,0.9544677996561358,0.9659115879712734,27.31010350300092,46.184288827184766,73.45704238845441
S1,V_strength,P_total_centroid_lat_10_50,V,P,V→P,lead_lag_yes,,Tier1b_audit_stable_with_same_day,1,0.6341974119223507,0.33438775615199456,0.39540915408156974,0.2998096557703561,0.23878825784078095,1.8965928035776491,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.9659115879712734,0.9622857236564222,0.9640986558138478,0.9659115879712734,27.31010350300092,30.27081353394968,57.56173387514541
S1,V_strength,H_strength,V,H,V→H,other_not_supported,reverse_lag_dominant,Tier5b_no_reverse_dominant,1,0.2712619501099667,0.41167783860821683,0.48252248915416923,-0.14041588849825015,-0.21126053904420256,0.6589180292702607,0.0049950049950049,0.0153846153846153,0.0254524886877828,0.9659115879712734,0.9871965675384656,0.9765540777548696,0.9871965675384656,27.31010350300092,15.909090909090924,37.4535847517466
S1,V_strength,H_centroid_lat,V,H,V→H,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,1,0.2296170192503094,0.3401770452644336,0.40201582069107195,-0.11056002601412421,-0.17239880144076256,0.6749926911494532,0.0129870129870129,0.0363636363636363,0.0535714285714285,0.9659115879712734,0.9647278821585789,0.9653197350649261,0.9659115879712734,27.31010350300092,28.2754604872831,55.56826587607244
S1,V_strength,H_west_extent_lon,V,H,V→H,other_not_supported,same_day_only_without_positive_lag_support,Tier5c_no_same_day_only,4,0.1280047850861409,0.27084716381505203,0.3221451619896344,-0.14284237872891112,-0.19414037690349348,0.47260891819250866,0.1028971028971029,0.1685761047463175,0.2311432489714499,0.9659115879712734,0.9251140359128208,0.9455128119420471,0.9659115879712734,27.31010350300092,61.26670484815289,88.51710290552278
S1,V_strength,H_zonal_width,V,H,V→H,tier4_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,Tier4a_ambiguous_bidirectional_close,1,0.1906625495524959,0.15006051358273426,0.1798491587191127,0.04060203596976164,0.010813390833383202,1.2705710849601761,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.9659115879712734,0.7118036404294723,0.8388576142003729,0.9659115879712734,27.31010350300092,265.16433053600724,291.6231014522467
S1,V_strength,Je_strength,V,Je,V→Je,tier4_ambiguous,positive_support_with_same_day_or_uncertain_direction,Tier4b_ambiguous_same_day_dominant,1,0.1915992345742027,0.35482774273044454,0.4186792083015486,-0.16322850815624185,-0.2270799737273459,0.5399781682791268,0.0249750249750249,0.0596302921884317,0.0875230963726538,0.9659115879712734,0.9704066708683786,0.968159129419826,0.9704066708683786,27.31010350300092,23.654758213827193,50.95159270725619
S1,V_strength,Je_axis_lat,V,Je,V→Je,lead_lag_yes,,Tier1b_audit_stable_with_same_day,2,0.4636624998222971,0.2270497915158131,0.2709407924267979,0.23661270830648404,0.1927217073954992,2.0421181483005455,0.0009990009990009,0.0037523452157598,0.0076498087547811,0.9659115879712734,0.8812653930758041,0.9235884905235388,0.9659115879712734,27.31010350300092,99.40490405761335,126.5764841841627
