window_id,target_name,target_pair,target_set,was_in_original_v9_1_f,object,median_peak_day_high,q25_peak_day_high,q75_peak_day_high,median_peak_day_low,q25_peak_day_low,q75_peak_day_low,shift_high_minus_low,abs_shift_high_low,shift_ge_threshold_flag,permutation_level,signflip_level,mode_stability_status,extreme_year_dominated_flag
W160,W160_H_vs_Je_delta_peak,H-Je,added_all_pair,False,V,160.0,156.0,161.0,161.0,160.0,162.0,-1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,H,155.0,154.0,156.75,156.0,155.0,164.0,-1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,Je,161.0,161.0,162.0,162.0,161.0,163.0,-1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,Jw,158.0,155.0,163.0,151.0,149.0,156.0,7.0,7.0,True,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,P,157.0,156.0,158.0,158.0,157.0,159.0,-1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_H_vs_Jw_delta_peak,H-Jw,original_priority,True,V,161.0,159.0,162.0,161.0,160.0,162.0,0.0,0.0,False,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,H,155.0,154.0,156.75,156.0,155.0,161.0,-1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,Je,161.0,160.0,162.0,162.0,161.0,163.0,-1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,Jw,158.0,155.0,163.75,151.0,149.5,157.0,7.0,7.0,True,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,P,158.0,157.0,158.0,158.0,156.0,159.0,0.0,0.0,False,strict_99,direction_specific_99,stable,False
W160,W160_Je_vs_Jw_delta_peak,Je-Jw,added_all_pair,False,V,161.0,160.0,162.0,161.0,159.0,162.0,0.0,0.0,False,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,H,155.0,154.0,164.0,156.0,155.0,158.0,-1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,Je,161.0,160.0,162.0,162.0,161.0,163.0,-1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,Jw,151.0,149.0,156.0,158.0,154.0,163.0,-7.0,7.0,True,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,P,158.0,158.0,159.0,157.0,155.0,158.0,1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_Jw_vs_V_delta_peak,Jw-V,original_priority,True,V,161.0,161.0,162.0,160.0,156.0,161.0,1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_H_delta_peak,P-H,added_all_pair,False,H,156.0,155.0,163.0,155.0,154.0,156.0,1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_H_delta_peak,P-H,added_all_pair,False,Je,162.0,161.0,163.0,161.0,160.0,162.0,1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_H_delta_peak,P-H,added_all_pair,False,Jw,154.5,150.0,161.0,156.0,152.0,162.0,-1.5,1.5,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_H_delta_peak,P-H,added_all_pair,False,P,157.0,156.0,158.0,158.0,157.0,160.0,-1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_H_delta_peak,P-H,added_all_pair,False,V,160.0,156.0,162.0,161.0,160.0,162.0,-1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_Je_delta_peak,P-Je,added_all_pair,False,H,156.0,155.0,159.0,155.0,154.0,163.0,1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_Je_delta_peak,P-Je,added_all_pair,False,Je,162.0,162.0,164.0,161.0,160.0,162.0,1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_Je_delta_peak,P-Je,added_all_pair,False,Jw,156.0,151.0,160.25,154.0,150.0,162.0,2.0,2.0,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_Je_delta_peak,P-Je,added_all_pair,False,P,157.0,155.0,158.0,158.0,158.0,160.0,-1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_Je_delta_peak,P-Je,added_all_pair,False,V,160.0,155.0,161.0,162.0,161.0,162.0,-2.0,2.0,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_Jw_delta_peak,P-Jw,added_all_pair,False,H,155.0,154.0,158.0,155.0,154.0,164.0,0.0,0.0,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_Jw_delta_peak,P-Jw,added_all_pair,False,Je,162.0,161.0,162.0,162.0,161.0,163.0,0.0,0.0,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_Jw_delta_peak,P-Jw,added_all_pair,False,Jw,158.0,155.0,163.0,151.0,149.0,156.0,7.0,7.0,True,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_Jw_delta_peak,P-Jw,added_all_pair,False,P,157.0,156.0,158.0,158.0,158.0,160.0,-1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_Jw_delta_peak,P-Jw,added_all_pair,False,V,161.0,156.25,162.0,161.0,160.0,162.0,0.0,0.0,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_V_delta_peak,P-V,original_priority,True,H,155.0,154.0,158.0,156.0,155.0,159.0,-1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_V_delta_peak,P-V,original_priority,True,Je,161.0,160.0,162.0,162.0,161.0,163.0,-1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_V_delta_peak,P-V,original_priority,True,Jw,155.0,151.0,162.0,155.0,150.0,159.5,0.0,0.0,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_V_delta_peak,P-V,original_priority,True,P,158.0,157.0,158.0,158.0,156.0,159.0,0.0,0.0,False,strict_99,direction_specific_99,stable,False
W160,W160_P_vs_V_delta_peak,P-V,original_priority,True,V,161.0,161.0,162.0,160.0,155.0,161.25,1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_V_vs_H_delta_peak,V-H,added_all_pair,False,H,156.0,155.0,160.0,155.0,154.0,156.0,1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_V_vs_H_delta_peak,V-H,added_all_pair,False,Je,162.0,161.0,163.0,161.0,160.0,162.0,1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_V_vs_H_delta_peak,V-H,added_all_pair,False,Jw,155.0,150.0,160.0,156.0,152.0,162.0,-1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_V_vs_H_delta_peak,V-H,added_all_pair,False,P,157.0,156.0,158.0,158.0,157.0,159.0,-1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_V_vs_H_delta_peak,V-H,added_all_pair,False,V,160.0,155.0,162.0,161.0,161.0,162.0,-1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_V_vs_Je_delta_peak,V-Je,original_priority,True,H,156.0,155.0,159.0,155.0,154.0,158.0,1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_V_vs_Je_delta_peak,V-Je,original_priority,True,Je,162.0,162.0,164.0,161.0,160.0,162.0,1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_V_vs_Je_delta_peak,V-Je,original_priority,True,Jw,156.0,151.0,161.0,155.0,151.0,162.0,1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_V_vs_Je_delta_peak,V-Je,original_priority,True,P,157.0,155.0,158.0,158.0,158.0,159.0,-1.0,1.0,False,strict_99,direction_specific_99,stable,False
W160,W160_V_vs_Je_delta_peak,V-Je,original_priority,True,V,160.0,155.0,161.0,162.0,161.0,162.0,-2.0,2.0,False,strict_99,direction_specific_99,stable,False
