bootstrap_id,sampled_year_indices
453,16;43;21;34;41;15;7;18;9;25;14;33;24;23;29;19;21;27;9;10;42;28;33;36;18;28;11;41;8;42;35;4;17;16;12;2;29;7;33;25;42;3;23;4;22
454,10;10;21;3;6;30;42;25;24;8;38;10;34;28;33;36;40;7;41;34;16;44;36;10;7;1;29;5;9;32;15;37;13;33;34;44;37;23;39;12;38;10;16;18;1
455,27;33;13;44;7;8;3;38;24;6;2;23;40;19;11;26;44;7;1;38;23;33;38;26;29;33;40;42;43;42;1;0;10;5;9;10;10;38;32;11;12;0;12;44;32
456,1;18;2;18;37;6;44;33;19;44;34;13;18;28;16;38;11;33;33;1;43;14;34;33;14;43;32;31;2;31;38;9;38;26;8;25;31;22;43;5;9;41;7;4;14
457,0;6;25;28;41;23;18;40;39;11;17;26;33;8;11;33;29;24;16;12;25;37;28;28;6;7;32;9;5;40;22;4;8;20;40;29;13;31;24;31;39;34;18;1;22
458,13;8;41;23;2;4;42;4;11;20;31;17;20;19;22;7;11;8;18;6;16;28;24;22;25;26;27;36;31;17;1;22;8;43;15;25;38;30;27;5;8;8;43;10;5
459,32;7;41;22;13;19;13;44;22;29;33;8;43;5;40;18;8;38;17;36;27;32;42;39;38;28;1;39;4;14;10;28;42;13;43;34;32;28;41;27;19;17;42;4;15
460,41;43;19;44;9;17;3;43;10;31;34;1;30;10;1;17;8;33;3;25;13;33;41;34;36;39;31;18;11;28;36;34;32;27;23;1;9;43;26;10;19;38;1;4;44
461,27;4;19;5;32;20;36;9;21;30;1;40;18;41;18;14;38;31;6;24;33;19;10;6;20;34;24;35;15;41;5;41;13;6;6;16;36;37;27;41;31;44;11;32;30
462,1;4;19;36;10;7;16;9;39;25;30;18;16;26;19;9;39;6;26;28;1;34;21;33;1;10;9;15;32;29;26;27;43;43;29;35;31;38;31;34;38;24;39;27;21
463,33;41;1;4;9;22;35;36;4;5;20;18;35;23;14;8;4;1;33;8;31;30;12;41;1;3;3;22;7;0;30;35;35;33;38;36;12;11;13;32;12;25;25;42;0
464,39;17;25;25;23;28;34;44;42;22;38;32;5;24;24;18;36;2;26;20;20;19;9;7;10;1;24;17;8;35;1;9;17;16;40;40;16;40;21;43;11;16;42;36;13
465,23;20;31;11;33;5;13;6;6;29;36;23;12;37;36;42;20;9;20;6;31;37;36;11;24;13;41;19;33;16;12;1;16;16;27;9;26;2;4;16;44;20;22;24;38
466,5;33;31;22;28;10;16;16;26;29;16;4;24;1;9;23;23;19;26;17;33;3;11;22;0;40;10;38;18;18;16;20;17;4;7;11;43;7;37;16;37;1;2;29;8
467,39;33;16;43;23;6;17;19;33;2;10;13;43;11;33;32;5;24;11;33;44;24;3;14;3;29;40;20;5;39;17;43;7;43;24;40;24;13;9;43;15;28;37;37;8
468,24;39;33;7;14;41;39;38;36;25;19;40;16;25;27;24;42;20;30;32;5;40;30;37;29;15;21;33;26;15;19;41;27;34;21;30;22;40;6;11;7;17;18;29;9
469,2;0;28;24;40;21;41;29;12;26;21;2;19;17;38;29;16;0;1;0;29;36;10;36;15;22;38;5;1;11;42;23;33;7;43;40;14;16;37;34;12;22;31;11;14
470,39;43;6;40;2;12;27;23;42;44;4;8;15;35;7;37;35;32;25;25;41;38;9;37;27;10;32;7;32;43;39;31;4;44;31;13;5;1;28;18;5;19;29;9;3
471,35;36;32;24;10;40;7;11;28;12;41;30;29;42;18;40;33;26;32;5;43;3;41;5;31;33;32;24;28;26;31;43;16;35;29;34;2;17;28;43;21;38;21;43;25
472,36;22;15;5;31;0;19;39;36;2;41;15;20;43;0;13;23;12;43;36;5;14;12;3;19;32;1;34;15;2;23;18;32;16;38;30;14;13;31;39;33;12;1;23;27
473,4;43;43;37;31;29;38;4;4;17;31;42;36;34;24;42;31;29;27;29;16;39;5;41;27;42;16;16;23;41;23;3;42;42;18;18;35;30;24;30;6;27;42;3;29
474,29;33;12;33;40;44;33;7;9;20;33;24;18;26;2;43;43;15;23;18;16;39;42;1;7;34;29;11;12;30;19;26;9;10;24;19;41;41;43;14;4;36;24;27;32
475,35;35;13;0;16;19;18;12;38;42;14;17;38;35;16;8;43;16;8;31;33;19;13;23;2;0;24;9;30;29;40;15;22;13;31;28;11;18;11;44;14;32;4;37;44
476,17;42;6;39;41;5;37;4;42;22;12;17;4;12;6;29;25;27;37;17;1;17;10;13;21;9;37;5;36;39;23;26;16;37;15;15;25;9;41;36;32;27;42;21;23
477,36;13;44;2;5;23;41;10;14;33;40;4;10;23;11;26;44;37;8;13;12;9;42;9;16;19;36;2;9;13;3;10;5;25;19;26;34;1;33;30;33;21;38;13;17
478,27;12;34;33;26;32;40;1;34;17;17;43;12;12;13;26;12;16;14;33;3;44;1;36;25;34;12;13;27;13;25;18;40;10;3;19;32;21;24;16;30;41;33;17;5
479,14;37;21;38;40;41;23;14;25;21;28;37;43;20;28;24;15;29;25;14;20;33;6;18;7;19;30;22;42;4;27;43;31;27;15;35;44;0;22;30;37;5;27;28;28
480,24;20;38;41;13;23;22;5;17;35;22;16;41;20;39;8;2;6;38;22;23;14;36;32;31;28;27;9;37;33;3;5;38;17;21;6;34;31;3;18;20;39;28;11;0
481,19;21;13;36;30;8;36;32;5;3;23;28;27;4;7;13;1;23;11;38;31;37;41;27;10;25;20;30;32;0;32;34;19;6;1;24;14;1;41;9;44;40;9;44;34
482,21;24;38;0;42;25;33;43;0;27;40;38;43;26;16;34;40;40;1;35;4;4;4;41;31;21;13;21;21;15;14;16;33;41;23;34;10;27;14;39;17;23;22;26;11
483,29;4;37;30;19;34;12;44;6;29;1;2;42;25;38;38;28;43;18;11;42;40;10;41;25;7;32;16;11;32;15;39;37;34;38;15;24;7;44;13;26;39;32;8;26
484,12;5;25;39;39;3;25;16;5;23;7;10;25;16;7;15;21;44;24;1;0;25;10;34;30;37;31;26;4;33;35;25;7;37;41;44;18;38;19;14;15;42;36;39;28
485,11;43;2;3;34;44;21;32;35;34;14;28;44;4;27;35;21;27;33;16;18;15;16;14;42;12;4;16;17;27;18;21;42;43;39;34;13;27;24;26;28;39;29;19;36
486,43;5;4;15;7;3;9;1;16;20;27;28;21;20;8;8;20;9;2;2;3;35;22;13;31;25;4;41;27;2;44;5;6;24;31;19;17;18;18;41;1;18;16;44;25
487,28;6;13;12;37;40;27;12;8;43;26;30;32;0;20;3;2;5;30;24;23;26;27;28;38;31;34;12;26;39;9;28;32;18;42;6;35;12;29;43;0;22;39;26;40
488,11;11;38;42;29;29;20;30;13;25;20;11;22;10;38;29;38;23;37;36;44;43;11;8;32;0;42;38;28;26;4;27;17;33;3;20;31;13;31;18;44;11;18;26;23
489,0;16;3;40;12;1;38;13;7;7;35;26;42;23;1;20;3;10;38;34;29;29;3;13;26;0;41;6;6;23;9;2;2;39;22;41;2;35;12;42;28;19;17;34;19
490,12;29;19;0;6;5;32;8;15;20;22;1;14;37;31;14;38;33;20;27;28;36;39;18;23;23;16;27;34;39;23;37;2;20;15;36;23;3;7;1;31;7;38;1;42
491,43;26;7;36;3;13;12;40;11;14;32;6;11;26;26;16;38;17;1;29;19;43;30;44;16;18;32;16;33;29;27;13;29;32;44;41;17;18;38;23;2;0;7;24;28
492,10;41;0;17;43;44;1;39;23;21;12;41;29;23;29;21;23;15;9;29;27;10;36;42;16;33;11;43;39;15;17;20;35;26;15;22;9;22;11;42;14;20;32;42;40
493,7;0;28;5;16;13;14;9;27;34;23;40;33;35;35;36;15;35;30;0;0;6;6;2;6;28;4;31;39;19;23;44;33;5;29;34;43;16;17;3;17;39;19;12;10
494,9;28;31;13;22;18;24;27;35;43;1;31;40;14;34;31;3;37;31;29;31;38;3;15;44;12;7;20;31;16;25;16;37;23;44;37;3;30;16;3;7;42;3;37;7
495,17;8;33;10;18;27;36;24;17;2;3;21;7;33;42;9;3;6;18;36;44;26;27;18;2;0;13;44;26;21;40;12;38;27;43;32;10;37;21;42;33;21;28;43;15
496,26;0;32;19;44;35;28;1;36;27;32;15;21;4;6;3;14;43;14;20;17;18;6;16;42;14;36;27;13;11;40;43;27;22;33;25;39;26;3;24;35;24;27;3;35
497,40;42;10;36;42;30;42;17;35;2;36;43;8;22;33;43;26;15;10;33;29;3;28;25;5;23;39;40;38;15;9;30;16;40;34;26;1;39;44;33;11;20;34;27;29
498,9;30;6;33;29;17;21;38;2;3;22;38;29;4;31;29;34;10;36;33;25;25;26;34;16;43;34;3;8;34;14;41;10;31;36;5;42;10;13;12;3;39;30;2;12
499,44;8;30;29;44;27;37;19;42;6;44;26;6;18;39;14;7;26;36;15;13;19;23;20;34;30;20;35;5;7;3;33;19;18;35;38;41;43;21;3;21;16;33;18;23
500,44;35;43;34;16;31;39;21;2;13;10;40;4;16;33;36;25;1;36;43;37;9;3;11;40;24;3;21;9;32;19;31;42;22;31;41;5;22;18;16;22;30;33;12;41
501,25;20;18;36;37;27;13;33;31;27;40;0;40;39;16;18;0;24;24;2;29;31;35;28;2;15;15;7;15;6;37;15;7;37;40;22;38;0;35;7;14;20;2;39;22
502,0;8;4;25;7;43;24;33;34;5;23;0;5;5;44;23;27;27;32;20;16;9;22;30;34;10;40;43;38;0;11;43;34;38;1;25;7;29;17;21;3;38;18;23;11
503,40;40;36;42;22;5;5;0;34;13;22;35;4;28;22;24;10;38;12;8;24;2;22;23;21;42;17;13;27;18;18;38;27;21;6;2;28;16;35;29;2;1;5;10;8
504,18;34;6;5;6;12;37;21;33;12;1;33;11;11;9;15;35;29;9;23;44;2;3;11;11;26;43;24;13;27;26;18;15;2;13;26;44;38;37;3;23;13;15;34;35
505,18;23;11;38;31;38;16;35;43;11;21;10;15;29;16;23;39;21;43;6;30;21;7;9;42;39;33;7;39;13;0;33;25;43;29;7;22;16;10;29;9;18;3;40;44
506,35;21;14;19;39;13;14;40;5;43;7;3;26;44;22;39;24;44;23;40;23;20;16;25;39;2;11;15;4;37;42;27;32;38;27;16;44;44;31;17;12;23;3;28;30
507,6;30;19;9;42;8;11;25;19;39;22;36;22;22;30;13;18;6;2;36;25;42;10;43;36;36;30;2;42;11;27;38;11;35;41;43;22;17;2;42;19;36;33;20;38
508,33;41;25;4;16;42;18;0;37;35;13;41;30;42;13;36;15;34;28;7;28;14;21;28;10;11;21;41;43;9;27;3;20;33;5;6;44;33;38;24;18;23;25;43;7
509,4;30;7;23;14;22;34;32;17;39;40;31;7;29;41;13;27;35;25;1;39;44;1;12;44;38;4;27;13;28;12;1;42;39;0;34;0;6;43;15;11;15;24;7;16
510,25;13;4;11;43;27;22;0;30;44;10;0;0;38;43;16;11;40;16;2;29;9;39;44;10;1;16;18;37;28;5;24;23;38;8;6;18;16;0;0;25;43;41;12;10
511,40;22;37;2;27;33;3;39;40;15;24;4;18;0;16;39;7;7;16;27;20;10;40;44;39;30;29;0;38;16;23;25;14;28;3;44;30;42;18;11;28;3;6;22;28
512,39;17;7;21;31;44;24;30;7;40;18;2;27;42;0;24;9;40;3;29;0;28;1;2;19;20;19;32;17;32;10;36;22;39;18;21;44;37;9;18;36;35;16;18;39
513,44;10;36;1;12;21;39;41;10;25;31;10;27;17;17;36;22;14;16;40;39;38;32;34;27;7;37;36;41;14;23;22;12;39;7;18;14;31;29;34;10;14;28;23;23
514,11;2;2;43;13;14;31;28;3;21;20;37;29;10;35;42;42;5;10;14;43;13;19;14;15;11;18;6;37;5;40;18;6;5;10;32;40;29;42;38;9;6;20;12;23
515,43;28;38;31;18;1;0;22;32;41;14;11;30;6;1;28;7;0;15;19;36;20;0;26;9;4;3;24;42;14;2;5;7;22;22;14;11;35;33;30;41;1;44;26;25
516,34;0;31;22;35;4;21;3;20;41;44;6;35;29;41;30;40;38;32;32;41;0;42;33;21;36;3;0;28;5;15;41;13;2;15;7;33;43;18;35;15;21;17;17;24
517,29;28;12;6;1;15;23;10;32;4;10;13;23;26;35;41;7;12;29;40;7;6;27;21;17;44;36;32;22;6;6;12;34;10;37;29;21;13;8;42;4;21;27;8;2
518,0;34;7;11;0;13;38;21;28;34;1;4;1;26;2;35;41;4;9;28;34;35;40;35;33;12;31;3;40;33;31;13;22;26;41;42;21;17;9;16;39;4;39;1;5
519,16;35;43;24;44;27;35;32;30;28;13;31;30;42;20;34;1;25;42;20;18;6;41;8;0;23;38;16;26;12;40;25;41;4;33;32;38;5;42;33;37;27;22;39;43
520,18;44;42;21;10;11;13;38;28;37;14;32;39;25;22;2;44;13;29;17;44;18;14;33;36;9;24;13;44;31;0;7;22;20;20;24;0;12;35;1;41;17;16;14;38
521,2;12;31;25;1;32;21;40;37;8;27;27;37;39;38;18;42;25;3;10;10;39;6;13;2;26;31;33;44;17;7;3;12;0;27;22;13;2;20;1;35;6;44;18;42
522,33;31;30;10;33;40;15;20;4;34;4;23;39;18;0;13;40;33;44;33;32;6;9;5;29;17;43;28;31;11;8;39;26;13;18;36;21;1;5;29;22;9;42;3;44
523,27;6;31;0;5;42;29;11;37;38;33;35;40;25;6;32;15;1;0;5;1;30;34;1;41;13;18;40;31;27;8;18;39;13;41;34;9;15;2;14;29;43;32;39;0
524,40;41;33;23;32;5;12;30;15;23;13;18;43;14;36;12;42;42;25;8;8;14;18;33;39;2;7;17;2;7;11;18;9;9;17;3;22;4;6;11;7;29;2;38;36
525,14;21;8;3;23;7;24;10;8;4;8;23;43;37;7;31;42;5;26;30;12;26;42;37;22;44;44;21;16;26;2;26;27;34;38;11;13;35;15;10;2;18;34;34;23
526,38;44;5;25;9;41;15;17;21;9;22;20;37;9;26;10;36;12;0;39;34;44;19;26;0;42;27;42;16;25;21;27;43;6;25;34;39;3;23;15;4;37;4;10;41
527,10;27;34;17;9;1;34;12;6;39;18;15;28;16;18;18;19;44;1;18;43;10;35;30;29;38;25;13;30;0;17;42;42;37;16;26;14;14;40;28;22;19;1;44;40
528,11;33;33;19;10;17;10;21;9;17;31;17;16;41;23;40;36;32;32;36;35;5;7;41;40;4;44;25;6;39;30;12;9;27;4;20;0;33;9;36;21;35;18;43;17
529,44;12;34;42;28;25;15;9;8;8;15;8;40;11;40;36;25;15;29;9;20;40;40;17;35;44;26;44;10;18;41;6;32;41;3;27;37;20;14;13;21;42;9;3;32
530,21;38;12;29;3;39;38;25;39;35;19;42;22;23;0;27;20;38;4;24;32;22;12;37;36;10;40;41;28;14;1;33;18;28;30;36;42;44;18;27;12;40;36;9;34
531,30;21;4;18;1;35;32;26;40;44;6;41;0;24;26;1;37;17;13;10;42;28;44;43;32;41;5;19;32;0;36;24;42;18;33;44;4;33;21;29;42;17;19;5;28
532,40;5;42;18;24;21;14;14;13;5;16;4;41;14;4;21;41;10;4;15;36;1;30;26;9;23;28;8;9;6;33;3;10;8;44;17;3;19;22;39;16;11;20;24;36
533,14;13;9;33;0;27;21;8;28;4;21;41;8;17;10;9;6;32;10;2;8;25;41;24;19;19;11;42;12;42;40;0;44;4;7;24;28;5;20;33;27;6;4;13;14
534,25;37;39;33;33;1;34;20;37;19;41;33;30;41;3;35;7;15;4;37;43;21;11;35;32;34;24;43;25;12;33;29;42;14;16;1;42;38;27;18;24;44;42;44;12
535,32;28;38;39;29;19;21;4;15;4;8;21;10;1;3;15;8;11;34;44;37;5;39;9;38;35;3;31;24;31;24;15;31;34;29;24;22;38;1;23;24;1;0;10;15
536,23;38;43;3;31;34;12;3;10;9;34;4;19;15;14;0;20;15;9;4;35;44;36;11;15;23;2;8;44;5;38;0;29;13;40;11;43;20;29;5;36;22;33;36;11
537,17;13;10;42;35;14;11;26;21;23;37;39;21;9;39;28;25;27;32;10;1;40;9;25;11;31;32;29;13;20;24;41;39;13;35;6;36;3;43;4;5;22;1;12;39
538,36;35;35;29;43;21;42;6;33;3;0;34;5;29;5;41;2;31;28;25;21;31;2;37;2;35;11;23;19;27;9;28;24;11;12;5;20;30;10;16;4;43;18;24;41
539,24;28;42;15;6;3;2;15;19;4;27;40;16;31;9;38;41;4;10;8;18;13;37;30;35;41;1;43;26;12;28;38;38;19;19;42;40;36;15;30;0;29;14;23;34
540,27;41;30;8;14;10;18;2;42;11;33;30;42;25;7;10;21;4;8;44;43;5;7;14;35;27;2;15;9;17;39;17;30;10;24;26;8;7;35;28;7;26;9;11;18
541,34;28;19;29;39;18;26;26;39;40;43;39;24;35;44;3;3;25;31;4;6;30;2;37;8;0;42;20;27;40;34;41;15;6;42;6;14;2;34;5;28;13;38;2;1
542,29;20;6;36;12;17;3;36;44;38;3;38;12;18;16;39;24;24;36;43;4;35;41;30;2;13;20;6;8;12;32;30;37;38;19;19;16;1;32;10;33;12;31;32;1
543,24;38;42;42;14;24;43;34;25;31;19;34;15;6;11;25;13;32;24;9;43;7;40;44;23;19;38;1;39;24;37;8;23;43;10;34;36;20;19;33;34;18;11;8;29
544,39;32;4;39;24;41;12;23;40;9;36;22;10;10;24;19;35;27;38;44;15;22;37;14;38;44;5;3;14;38;25;38;11;26;22;31;35;3;17;43;11;35;1;1;42
545,32;10;23;43;39;12;18;14;32;29;11;41;31;14;37;8;24;34;32;40;25;2;26;35;7;20;1;29;5;36;33;10;31;41;11;2;18;18;30;2;24;13;0;18;43
546,18;35;17;7;24;41;4;1;42;26;39;16;13;10;28;23;40;5;31;11;30;25;6;35;36;11;16;3;10;40;7;16;39;11;24;33;25;27;24;2;12;13;24;28;20
547,23;38;21;36;12;5;31;7;12;44;1;32;19;40;24;23;9;6;4;17;43;16;9;19;17;24;42;41;24;43;44;41;28;2;17;38;14;11;39;18;9;41;28;30;12
548,41;22;27;32;31;5;17;1;40;7;16;6;37;5;39;5;23;42;6;37;10;38;43;11;23;25;11;28;6;38;40;36;39;22;14;7;7;24;1;22;11;32;1;32;25
549,19;32;11;15;37;7;38;15;30;21;38;42;16;2;34;41;42;23;39;18;0;10;17;1;41;28;36;7;5;36;19;36;27;13;42;12;19;19;6;26;25;1;43;27;2
550,13;43;41;19;0;7;44;44;44;6;10;13;8;31;44;16;34;6;22;3;23;14;4;37;8;9;39;40;44;15;15;22;17;17;2;44;41;5;41;44;18;34;33;27;13
551,21;21;38;37;29;9;36;24;4;1;23;26;30;41;38;37;8;41;31;42;19;25;19;42;27;5;36;17;40;25;7;20;41;10;32;19;43;1;38;30;10;30;41;36;20
552,13;39;5;34;34;33;35;17;40;28;24;17;21;31;28;11;30;12;39;22;3;43;4;37;3;31;8;25;37;18;43;37;23;20;15;25;2;31;16;27;2;15;0;28;42
553,25;39;23;11;21;38;38;1;37;36;38;23;10;40;0;25;44;28;30;11;24;27;22;12;23;14;34;13;33;30;0;22;19;25;25;9;7;34;22;22;9;3;13;26;33
554,3;42;44;12;1;16;25;33;23;43;32;31;6;44;11;40;33;33;7;18;22;14;44;14;3;5;19;32;14;0;43;14;22;15;32;42;16;35;19;3;5;32;15;4;16
555,16;17;43;0;28;14;34;25;34;13;44;5;22;34;29;36;9;24;40;38;11;16;26;4;3;12;34;21;43;12;15;8;13;26;0;37;24;17;35;37;42;43;44;18;33
556,27;21;33;44;11;8;34;25;32;10;23;14;7;24;18;19;15;1;15;39;20;20;4;35;40;35;8;34;15;23;23;17;43;44;4;9;12;43;27;38;30;9;26;21;44
557,29;5;27;14;32;9;19;34;37;20;32;27;31;6;41;44;6;8;39;21;21;17;2;6;39;18;17;28;2;13;21;41;14;7;6;31;38;44;29;1;26;22;33;40;13
558,33;35;10;35;14;25;22;0;44;10;6;5;36;34;0;44;37;6;44;7;7;41;37;39;0;10;7;26;44;34;33;41;18;9;13;0;41;40;4;39;34;9;17;8;24
559,24;10;27;2;10;15;35;40;4;12;30;29;20;18;33;21;27;22;37;1;35;43;39;13;11;1;36;15;0;1;33;35;38;32;8;9;40;40;3;13;33;14;15;18;34
560,44;33;38;5;31;14;35;14;18;6;1;9;21;28;4;4;43;15;36;7;34;37;1;33;3;23;26;17;35;21;9;7;27;17;2;13;1;44;16;32;35;33;3;22;44
561,22;16;5;12;27;23;40;40;7;16;11;35;28;38;27;44;7;17;22;23;10;12;29;20;29;23;4;20;27;1;25;42;44;32;18;32;22;43;9;43;38;32;35;4;18
562,43;38;22;42;39;41;36;19;33;6;39;23;36;27;6;34;29;35;12;36;0;38;39;9;14;42;19;14;29;35;11;17;10;33;8;11;34;22;12;7;22;27;31;13;4
563,40;39;8;24;12;16;34;6;39;13;25;42;5;19;40;8;12;14;25;36;24;23;22;25;18;41;27;40;40;34;27;20;7;19;27;6;29;6;43;12;22;37;6;42;43
564,19;24;40;33;10;1;39;2;31;3;23;33;21;5;32;34;19;19;19;22;20;33;18;20;43;36;41;44;8;29;24;20;9;20;22;32;4;3;29;37;37;28;14;4;1
565,22;31;22;25;39;13;35;7;44;18;21;23;2;18;38;25;33;22;15;32;33;40;1;34;32;35;21;36;17;21;43;22;43;32;35;15;32;21;31;11;9;7;28;14;31
566,32;3;23;41;21;1;25;10;18;34;18;42;35;0;44;37;36;8;44;15;16;0;31;37;7;0;18;30;16;31;27;4;19;35;32;11;39;20;40;30;30;43;1;11;5
567,33;44;15;29;15;29;25;3;24;19;18;41;13;34;43;3;3;38;22;0;28;28;13;41;1;43;26;11;17;5;32;29;31;25;11;30;21;17;26;33;2;33;2;20;32
568,30;21;2;32;14;44;5;24;6;23;9;30;17;26;43;9;8;25;41;13;26;31;36;0;13;32;8;28;41;34;2;17;2;41;25;11;25;42;9;41;21;10;3;35;3
569,26;7;26;34;27;6;9;43;2;23;12;15;0;27;3;33;18;42;3;41;35;28;19;33;35;25;40;4;13;28;0;14;1;14;27;8;13;6;6;28;44;8;16;23;13
570,13;37;35;29;41;28;36;2;42;6;35;5;27;9;1;17;43;39;16;43;7;24;27;12;4;12;44;34;29;25;41;35;5;11;38;14;27;33;36;16;10;39;2;27;40
571,8;25;44;37;30;6;42;41;37;22;33;18;12;35;29;41;28;17;32;27;38;38;18;1;5;33;38;12;26;33;1;15;18;33;3;2;0;30;14;34;34;0;36;24;23
572,44;6;29;33;8;23;41;36;4;29;22;6;36;2;25;35;38;4;13;19;3;42;26;44;41;36;33;6;31;28;31;22;31;26;25;33;33;18;22;10;38;16;19;28;32
573,39;31;11;8;2;39;38;37;38;35;24;12;43;4;37;9;3;32;3;24;4;12;11;28;43;18;42;36;31;25;44;3;31;35;37;16;24;40;44;19;32;32;19;32;1
574,25;7;19;41;2;20;16;27;14;34;28;44;35;30;43;20;20;24;7;31;23;9;44;15;23;12;35;25;40;7;12;18;6;44;23;34;10;21;26;27;38;33;41;13;39
575,38;15;7;8;32;22;41;0;18;28;7;31;25;12;38;21;43;19;0;6;40;13;15;32;15;24;25;19;27;23;31;7;39;35;32;17;43;32;35;21;7;16;30;10;42
576,37;22;2;24;39;42;27;21;4;2;4;14;12;25;25;33;41;14;6;1;38;16;27;9;43;33;1;9;25;1;26;2;15;5;15;43;25;43;20;29;39;37;34;10;23
577,4;5;25;40;41;31;42;33;13;14;42;32;19;35;7;41;21;20;34;33;38;24;39;12;39;18;21;33;31;44;2;21;11;16;12;24;12;6;6;26;23;29;10;5;8
578,12;30;29;6;11;34;19;39;2;21;40;13;26;42;31;40;10;16;10;5;32;31;21;19;29;9;21;29;13;29;21;25;34;27;1;14;13;29;44;28;37;9;2;5;25
579,28;19;4;19;17;26;22;3;7;44;27;13;6;8;33;35;37;43;29;32;35;28;0;7;27;25;1;10;19;5;0;3;0;31;30;23;17;22;13;12;36;35;6;9;2
580,30;22;6;24;17;30;23;2;27;34;30;25;32;43;44;37;44;17;44;19;34;29;26;28;2;39;7;25;9;19;14;20;14;16;35;41;6;19;33;29;14;13;26;3;12
581,33;15;30;15;24;24;29;37;22;1;26;8;6;43;33;6;13;14;35;6;35;4;1;14;29;42;40;23;0;25;33;2;22;15;43;35;1;3;36;31;5;3;34;39;14
582,17;33;19;42;5;33;27;18;38;34;9;13;34;3;16;36;7;26;37;29;20;40;9;15;43;17;41;41;44;25;19;23;22;36;4;0;37;37;24;15;9;7;42;10;3
583,4;8;24;14;19;19;1;10;43;44;31;42;38;3;17;3;37;9;26;36;38;44;5;3;12;16;16;8;5;23;16;5;36;2;36;26;41;40;17;27;17;2;41;35;15
584,34;2;12;41;15;14;2;13;34;42;11;24;10;43;5;41;7;4;9;6;41;6;18;32;18;20;11;2;41;16;3;8;35;40;24;38;44;17;14;17;0;14;40;30;6
585,6;25;36;21;30;26;19;0;23;41;22;14;12;26;26;1;34;36;23;26;24;26;31;38;43;14;3;3;16;17;18;9;0;1;28;28;41;11;38;10;1;35;18;25;37
586,15;17;35;6;7;34;16;30;43;40;5;15;32;30;44;16;8;31;33;37;12;6;26;27;5;15;0;5;8;5;28;7;32;33;31;44;41;15;18;18;9;41;37;44;2
587,34;5;41;43;42;12;4;28;33;44;0;28;43;25;0;21;8;1;1;4;30;32;25;18;40;33;2;13;28;44;12;39;10;24;15;32;21;29;5;14;0;1;0;2;39
588,2;43;12;21;37;43;5;11;14;18;27;33;6;35;4;15;21;22;1;31;44;41;26;44;25;20;17;34;22;10;41;16;13;19;35;7;29;33;37;2;44;22;3;28;4
589,6;23;24;18;32;20;39;2;44;14;15;30;27;0;18;34;36;20;36;19;3;18;23;15;40;15;42;11;35;40;0;41;21;25;35;8;4;22;36;4;34;18;19;21;29
590,26;20;11;28;25;43;38;26;20;27;35;2;11;38;9;4;27;14;16;9;15;1;36;30;16;12;15;18;27;42;41;34;5;10;0;24;40;43;25;29;19;37;7;36;8
591,25;43;35;1;38;31;5;14;1;6;1;19;0;32;19;4;1;9;16;23;18;17;14;0;9;36;4;23;19;14;23;1;0;39;16;23;8;7;14;10;4;27;3;22;3
592,26;23;21;18;25;31;21;7;14;16;10;25;38;30;41;9;19;3;15;0;32;38;38;38;9;2;34;0;41;37;11;1;5;13;34;24;26;1;15;35;7;10;31;37;32
593,22;33;44;10;22;1;42;32;38;38;18;27;15;23;41;1;36;36;11;4;19;39;13;24;12;22;33;29;37;2;2;30;15;44;25;28;16;17;35;1;16;23;38;10;40
594,12;7;18;6;12;41;27;17;41;0;19;9;3;0;35;29;1;7;27;6;24;33;15;26;19;20;27;37;44;24;28;30;10;16;21;35;35;38;0;6;34;22;12;14;1
595,41;5;30;0;5;37;44;31;42;1;2;37;1;15;18;10;13;39;32;44;38;26;38;18;32;33;33;20;36;17;21;16;9;10;16;33;2;38;22;44;25;0;13;42;2
596,44;30;17;28;38;38;26;0;2;33;1;29;33;28;18;6;8;20;9;17;10;18;30;23;9;22;20;23;42;4;15;5;0;15;7;10;32;24;23;44;32;20;27;31;3
597,35;9;32;19;0;11;35;7;34;39;25;11;36;14;18;20;25;40;37;28;32;11;42;2;8;20;33;12;28;35;43;25;4;37;20;26;25;5;37;4;22;32;5;2;42
598,17;17;35;34;8;26;28;42;40;19;40;7;26;21;44;43;42;44;38;16;31;21;13;23;28;9;25;32;22;17;29;41;39;18;6;24;9;6;16;43;9;39;18;39;28
599,10;14;6;9;23;38;42;35;13;5;22;37;16;14;37;27;28;31;41;19;22;44;35;3;19;44;24;5;44;16;4;42;12;14;4;26;16;7;27;28;33;1;20;41;25
600,40;30;17;22;34;34;25;34;10;11;37;3;30;15;15;19;22;13;12;9;27;20;44;35;41;4;19;4;21;37;34;7;1;41;1;12;0;34;9;9;9;16;24;31;26
601,6;15;37;18;36;3;9;20;1;2;25;23;4;28;27;36;29;41;15;14;14;20;7;2;40;24;15;11;24;7;40;11;42;40;20;6;15;37;32;9;39;6;39;43;11
602,9;22;37;40;5;15;20;22;43;26;1;44;30;8;34;23;20;19;41;26;28;30;39;32;1;34;7;34;27;3;44;13;13;4;24;15;0;23;3;29;41;1;6;0;18
603,20;13;27;35;16;28;42;18;8;25;1;33;43;21;8;20;32;23;41;42;35;5;0;20;38;12;9;18;4;29;43;31;27;16;33;3;13;23;13;16;0;24;25;40;18
