window,family_direction,source,target,source_family,target_family,pc1_lead_lag_label,pc1_lead_lag_group,pc1_evidence_tier,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,lag0_signed_r,lag0_abs_r,same_day_coupling_flag,p_pos_surrogate,q_pos_within_window,p_pos_audit_surrogate,q_pos_audit_within_window,source_pc1_explained_variance_ratio,target_pc1_explained_variance_ratio,source_quality_flag,target_quality_flag,source_sign_reference_corr_abs,target_sign_reference_corr_abs,v1_total_pairs,v1_yes_count,v1_tier1a_count,v1_tier1b_count,v1_tier2_count,v1_tier3_count,v1_same_day_yes_count,v1_max_positive_abs_r,v1_max_lag0_abs_r,interpretation_hint
S2,Je→V,Je_PC1,V_PC1,Je,V,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,1,0.216263183802158,0.216263183802158,0.2599835324990524,0.2599835324990524,True,0.03996003996003996,0.06147698455390763,0.07292707292707293,0.11188811188811189,0.4045012476927509,0.3945141040637759,pc1_good,pc1_good,0.7462314850767305,0.9706335830014932,9,0,0,0,0,0,2,0.1814628321130665,0.1954307045096373,both_weak_or_no_signal
S2,Je→H,Je_PC1,H_PC1,Je,H,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,1,0.5562065683309722,0.5562065683309722,0.6402660624400351,0.6402660624400351,True,0.000999000999000999,0.00333000333000333,0.000999000999000999,0.003996003996003996,0.4045012476927509,0.5327559269861208,pc1_good,pc1_good,0.7462314850767305,0.4955240692506201,12,2,0,2,0,0,5,0.378174634696641,0.377097532362399,index_yes_pc1_lagged_weak_tau0_present
S2,Je→Jw,Je_PC1,Jw_PC1,Je,Jw,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,1,0.3154579716540068,0.3154579716540068,0.3284142422414059,0.3284142422414059,True,0.002997002997002997,0.007492507492507492,0.011988011988011988,0.023976023976023976,0.4045012476927509,0.4054142203099709,pc1_good,pc1_good,0.7462314850767305,0.4631503990886237,9,0,0,0,0,0,2,0.1831922368899318,0.1948645842776301,both_weak_or_no_signal
S2,Jw→P,Jw_PC1,P_PC1,Jw,P,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,0.11080555590590355,0.11080555590590355,0.12764928204159023,0.12764928204159023,False,0.3546453546453546,0.394050394050394,0.35664335664335667,0.3962703962703963,0.4054142203099709,0.19734012600392128,pc1_good,pc1_low_variance,0.4631503990886237,0.7289121301863862,21,3,0,3,0,0,10,0.2539136240090963,0.2286427415296917,index_yes_pc1_weak_but_pc1_quality_low
S2,Jw→V,Jw_PC1,V_PC1,Jw,V,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,1,0.23324193333148568,0.23324193333148568,0.30931547178267815,0.30931547178267815,True,0.02197802197802198,0.03663003663003663,0.04995004995004995,0.08325008325008325,0.4054142203099709,0.3945141040637759,pc1_good,pc1_good,0.4631503990886237,0.9706335830014932,9,0,0,0,0,0,3,0.284716527577398,0.2923288645761142,both_weak_or_no_signal
S2,Jw→H,Jw_PC1,H_PC1,Jw,H,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,1,0.2105960879177033,0.2105960879177033,0.26086296287281824,0.26086296287281824,True,0.056943056943056944,0.08134722420436706,0.08391608391608392,0.11188811188811189,0.4054142203099709,0.5327559269861208,pc1_good,pc1_good,0.4631503990886237,0.4955240692506201,12,0,0,0,0,0,2,0.1803989936847962,0.1704642838733364,both_weak_or_no_signal
S2,Jw→Je,Jw_PC1,Je_PC1,Jw,Je,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,1,0.3250906892583203,0.3250906892583203,0.3284142422414059,0.3284142422414059,True,0.003996003996003996,0.00888000888000888,0.006993006993006993,0.015540015540015542,0.4054142203099709,0.4045012476927509,pc1_good,pc1_good,0.4631503990886237,0.7462314850767305,9,2,1,1,0,0,2,0.2427826423374915,0.1948645842776301,index_yes_pc1_lagged_weak_tau0_present
T2,P→V,P_PC1,V_PC1,P,V,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,1,0.6196858220578803,0.6196858220578803,0.6696164400214861,0.6696164400214861,True,0.000999000999000999,0.004995004995004995,0.000999000999000999,0.004995004995004995,0.20702214807365027,0.3444856356102404,pc1_moderate,pc1_moderate,0.6144671647411907,0.8693328252874308,21,0,0,0,0,0,20,0.4668798744249413,0.5819740203271208,both_weak_or_no_signal
T2,P→H,P_PC1,H_PC1,P,H,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,-0.21826472486781862,0.21826472486781862,-0.21253793971346183,0.21253793971346183,False,0.10989010989010989,0.27472527472527475,0.1038961038961039,0.25974025974025977,0.20702214807365027,0.38506677816522766,pc1_moderate,pc1_good,0.6144671647411907,0.6587600978020078,28,0,0,0,0,0,10,0.3152780807439089,0.360463759766905,both_weak_or_no_signal
T2,P→Je,P_PC1,Je_PC1,P,Je,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,1,-0.35433968685257966,0.35433968685257966,-0.3630787641091253,0.3630787641091253,True,0.006993006993006993,0.023310023310023312,0.02197802197802198,0.07992007992007992,0.20702214807365027,0.39640797024607005,pc1_moderate,pc1_good,0.6144671647411907,0.8625085389959662,21,1,0,1,0,0,6,0.4319217802401591,0.4402866937775943,index_yes_pc1_lagged_weak_tau0_present
T2,P→Jw,P_PC1,Jw_PC1,P,Jw,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,-0.1406458607853869,0.1406458607853869,-0.07871530439991155,0.07871530439991155,False,0.33966033966033965,0.5594405594405595,0.37462537462537465,0.6024744486282948,0.20702214807365027,0.4434262705731543,pc1_moderate,pc1_good,0.6144671647411907,0.8207849674037142,21,0,0,0,0,0,3,0.265981725865496,0.2272524552179413,both_weak_or_no_signal
T2,V→P,V_PC1,P_PC1,V,P,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,1,0.684190709457999,0.684190709457999,0.6696164400214861,0.6696164400214861,True,0.000999000999000999,0.004995004995004995,0.000999000999000999,0.004995004995004995,0.3444856356102404,0.20702214807365027,pc1_moderate,pc1_moderate,0.8693328252874308,0.6144671647411907,21,15,0,15,0,0,20,0.7173995645614188,0.5819740203271208,index_strong_pc1_strong
T2,V→H,V_PC1,H_PC1,V,H,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,-0.12449111281130293,0.12449111281130293,0.16728692311923438,0.16728692311923438,False,0.4225774225774226,0.5634365634365633,0.5324675324675324,0.7181054239877769,0.3444856356102404,0.38506677816522766,pc1_moderate,pc1_good,0.8693328252874308,0.6587600978020078,12,0,0,0,0,0,5,0.4609976210735484,0.5339366195037524,both_weak_or_no_signal
T2,V→Je,V_PC1,Je_PC1,V,Je,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,-0.06483202601217672,0.06483202601217672,-0.06065249124232668,0.06065249124232668,False,0.7232767232767233,0.7613439192386561,0.7512487512487512,0.7907881592092117,0.3444856356102404,0.39640797024607005,pc1_moderate,pc1_good,0.8693328252874308,0.8625085389959662,9,0,0,0,0,0,0,0.209794750734321,0.112181835621974,both_weak_or_no_signal
T2,V→Jw,V_PC1,Jw_PC1,V,Jw,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,0.13104341597378097,0.13104341597378097,0.10870135448167596,0.10870135448167596,False,0.3826173826173826,0.5594405594405595,0.3916083916083916,0.6024744486282948,0.3444856356102404,0.4434262705731543,pc1_moderate,pc1_good,0.8693328252874308,0.8207849674037142,9,0,0,0,0,0,0,0.1518050404691926,0.0974040057665438,both_weak_or_no_signal
T2,H→P,H_PC1,P_PC1,H,P,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,-0.16193275270803253,0.16193275270803253,-0.21253793971346183,0.21253793971346183,False,0.2517482517482518,0.5034965034965035,0.22877122877122877,0.5083805083805084,0.38506677816522766,0.20702214807365027,pc1_good,pc1_moderate,0.6587600978020078,0.6144671647411907,28,6,2,2,2,0,10,0.4689566174776787,0.360463759766905,index_yes_pc1_weak
T2,H→V,H_PC1,V_PC1,H,V,PC1_yes_clear,PC1_lead_lag_yes,PC1_Tier3_surrogate_or_persistence_sensitive_yes,3,0.3118876994359607,0.3118876994359607,0.16728692311923438,0.16728692311923438,False,0.016983016983016984,0.04852290566576282,0.07192807192807193,0.2055087769373484,0.38506677816522766,0.3444856356102404,pc1_good,pc1_moderate,0.6587600978020078,0.8693328252874308,12,5,0,2,0,3,5,0.5634159927391513,0.5339366195037524,index_strong_pc1_strong
T2,H→Je,H_PC1,Je_PC1,H,Je,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,1,0.6668265105704908,0.6668265105704908,0.6530366732305625,0.6530366732305625,True,0.000999000999000999,0.004995004995004995,0.000999000999000999,0.004995004995004995,0.38506677816522766,0.39640797024607005,pc1_good,pc1_good,0.6587600978020078,0.8625085389959662,12,0,0,0,0,0,4,0.4732585420840388,0.4846683304010653,index_weak_or_no_pc1_strong
T2,H→Jw,H_PC1,Jw_PC1,H,Jw,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,0.1519218872791521,0.1519218872791521,0.018644449054852654,0.018644449054852654,False,0.3026973026973027,0.550358732176914,0.3906093906093906,0.6024744486282948,0.38506677816522766,0.4434262705731543,pc1_good,pc1_good,0.6587600978020078,0.8207849674037142,12,0,0,0,0,0,1,0.2517212870840072,0.272814579689356,both_weak_or_no_signal
T2,Je→P,Je_PC1,P_PC1,Je,P,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,1,-0.34024056835317384,0.34024056835317384,-0.3630787641091253,0.3630787641091253,True,0.006993006993006993,0.023310023310023312,0.023976023976023976,0.07992007992007992,0.39640797024607005,0.20702214807365027,pc1_good,pc1_moderate,0.8625085389959662,0.6144671647411907,21,0,0,0,0,0,6,0.4041798844911913,0.4402866937775943,both_weak_or_no_signal
T2,Je→V,Je_PC1,V_PC1,Je,V,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,-0.04705977541365053,0.04705977541365053,-0.06065249124232668,0.06065249124232668,False,0.8211788211788211,0.821178821178821,0.8151848151848152,0.8151848151848153,0.39640797024607005,0.3444856356102404,pc1_good,pc1_moderate,0.8625085389959662,0.8693328252874308,9,0,0,0,0,0,0,0.2001359837553535,0.112181835621974,both_weak_or_no_signal
T2,Je→H,Je_PC1,H_PC1,Je,H,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,1,0.6110100192295276,0.6110100192295276,0.6530366732305625,0.6530366732305625,True,0.000999000999000999,0.004995004995004995,0.000999000999000999,0.004995004995004995,0.39640797024607005,0.38506677816522766,pc1_good,pc1_good,0.8625085389959662,0.6587600978020078,12,1,0,1,0,0,4,0.4687831563282555,0.4846683304010653,index_yes_pc1_lagged_weak_tau0_present
T2,Je→Jw,Je_PC1,Jw_PC1,Je,Jw,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,0.1251904673431373,0.1251904673431373,0.1444127718484823,0.1444127718484823,False,0.3916083916083916,0.5594405594405595,0.5444555444555444,0.7181054239877769,0.39640797024607005,0.4434262705731543,pc1_good,pc1_good,0.8625085389959662,0.8207849674037142,9,0,0,0,0,0,1,0.2478616931847478,0.2627801288293253,both_weak_or_no_signal
T2,Jw→P,Jw_PC1,P_PC1,Jw,P,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,-0.07589953852165296,0.07589953852165296,-0.07871530439991155,0.07871530439991155,False,0.6623376623376623,0.735930735930736,0.6773226773226774,0.7525807525807526,0.4434262705731543,0.20702214807365027,pc1_good,pc1_moderate,0.8207849674037142,0.6144671647411907,21,0,0,0,0,0,3,0.2721258724353579,0.2272524552179413,both_weak_or_no_signal
T2,Jw→V,Jw_PC1,V_PC1,Jw,V,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,0.08059624755617395,0.08059624755617395,0.10870135448167596,0.10870135448167596,False,0.6183816183816184,0.7275077863313157,0.6103896103896104,0.7181054239877769,0.4434262705731543,0.3444856356102404,pc1_good,pc1_moderate,0.8207849674037142,0.8693328252874308,9,0,0,0,0,0,0,0.2419218667055184,0.0974040057665438,both_weak_or_no_signal
T2,Jw→H,Jw_PC1,H_PC1,Jw,H,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,-0.09714982245901177,0.09714982245901177,0.018644449054852654,0.018644449054852654,False,0.5624375624375625,0.7030469530469531,0.6023976023976024,0.7181054239877769,0.4434262705731543,0.38506677816522766,pc1_good,pc1_good,0.8207849674037142,0.6587600978020078,12,0,0,0,0,0,1,0.2760295931312724,0.272814579689356,both_weak_or_no_signal
T2,Jw→Je,Jw_PC1,Je_PC1,Jw,Je,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,2,0.18171746214069345,0.18171746214069345,0.1444127718484823,0.1444127718484823,False,0.18181818181818182,0.4040404040404041,0.34265734265734266,0.6024744486282948,0.4434262705731543,0.39640797024607005,pc1_good,pc1_good,0.8207849674037142,0.8625085389959662,9,0,0,0,0,0,1,0.2822284797792068,0.2627801288293253,both_weak_or_no_signal
S3,P→V,P_PC1,V_PC1,P,V,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,1,0.626172215434829,0.626172215434829,0.6478400275796496,0.6478400275796496,True,0.000999000999000999,0.004995004995004995,0.000999000999000999,0.004995004995004995,0.17007080500252209,0.35734558480259815,pc1_low_variance,pc1_good,0.6515720685473264,0.9151925471976453,21,1,0,1,0,0,15,0.486208644794942,0.565055275055989,index_yes_pc1_weak_but_pc1_quality_low
S3,P→H,P_PC1,H_PC1,P,H,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,1,-0.22800419040923187,0.22800419040923187,-0.28440606359203824,0.28440606359203824,True,0.053946053946053944,0.13486513486513485,0.08191808191808192,0.2340516626230912,0.17007080500252209,0.41930511320095715,pc1_low_variance,pc1_good,0.6515720685473264,0.7102240533058422,28,0,0,0,0,0,13,0.4455673207024154,0.4663360842806673,both_weak_pc1_quality_low
S3,P→Je,P_PC1,Je_PC1,P,Je,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,1,-0.19910960038778797,0.19910960038778797,-0.2410313132888005,0.2410313132888005,True,0.08891108891108891,0.17782217782217782,0.21178821178821178,0.3596403596403596,0.17007080500252209,0.3620393604495233,pc1_low_variance,pc1_good,0.6515720685473264,0.8391016831910686,21,0,0,0,0,0,9,0.2546084064051692,0.2925963795501362,both_weak_pc1_quality_low
S3,P→Jw,P_PC1,Jw_PC1,P,Jw,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,2,-0.11627370229034778,0.11627370229034778,-0.0881576934599417,0.0881576934599417,False,0.34565434565434566,0.4320679320679321,0.38461538461538464,0.4832667332667333,0.17007080500252209,0.4217967780634689,pc1_low_variance,pc1_good,0.6515720685473264,0.5362026267460781,21,0,0,0,0,0,6,0.2595008424019746,0.2675536144200936,both_weak_pc1_quality_low
S3,V→P,V_PC1,P_PC1,V,P,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,1,0.6148785828644776,0.6148785828644776,0.6478400275796496,0.6478400275796496,True,0.000999000999000999,0.004995004995004995,0.000999000999000999,0.004995004995004995,0.35734558480259815,0.17007080500252209,pc1_good,pc1_low_variance,0.9151925471976453,0.6515720685473264,21,12,2,9,1,0,15,0.5899442792691787,0.565055275055989,index_yes_pc1_weak_but_pc1_quality_low
S3,V→H,V_PC1,H_PC1,V,H,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,0.1565947868380917,0.1565947868380917,0.14989417728800353,0.14989417728800353,False,0.1878121878121878,0.313020313020313,0.21178821178821178,0.3596403596403596,0.35734558480259815,0.41930511320095715,pc1_good,pc1_good,0.9151925471976453,0.7102240533058422,12,5,2,2,1,0,8,0.3824725509588086,0.4196187801477045,index_yes_pc1_weak
S3,V→Je,V_PC1,Je_PC1,V,Je,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,4,0.0979512349813999,0.0979512349813999,0.0022701932064173825,0.0022701932064173825,False,0.4595404595404595,0.5406358347534818,0.47152847152847155,0.55473937826879,0.35734558480259815,0.3620393604495233,pc1_good,pc1_good,0.9151925471976453,0.8391016831910686,9,0,0,0,0,0,0,0.1071887386626469,0.0763206195215834,both_weak_or_no_signal
S3,V→Jw,V_PC1,Jw_PC1,V,Jw,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,3,0.1207373015886175,0.1207373015886175,0.06109691487723464,0.06109691487723464,False,0.33266733266733267,0.4320679320679321,0.3516483516483517,0.4832667332667333,0.35734558480259815,0.4217967780634689,pc1_good,pc1_good,0.9151925471976453,0.5362026267460781,9,0,0,0,0,0,0,0.1086729543067842,0.1125250496804449,both_weak_or_no_signal
S3,H→P,H_PC1,P_PC1,H,P,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,1,-0.29079167906436026,0.29079167906436026,-0.28440606359203824,0.28440606359203824,True,0.00999000999000999,0.03996003996003996,0.016983016983016984,0.06793206793206794,0.41930511320095715,0.17007080500252209,pc1_good,pc1_low_variance,0.7102240533058422,0.6515720685473264,28,5,1,0,2,2,13,0.4276794653682791,0.4663360842806673,index_yes_pc1_weak_but_pc1_quality_low
S3,H→V,H_PC1,V_PC1,H,V,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,2,0.16088676342301703,0.16088676342301703,0.14989417728800353,0.14989417728800353,False,0.18181818181818182,0.313020313020313,0.21578421578421578,0.3596403596403596,0.41930511320095715,0.35734558480259815,pc1_good,pc1_good,0.7102240533058422,0.9151925471976453,12,3,0,3,0,0,8,0.4578453671436769,0.4196187801477045,index_yes_pc1_weak
S3,H→Je,H_PC1,Je_PC1,H,Je,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,1,0.6277047728464102,0.6277047728464102,0.6252933291434599,0.6252933291434599,True,0.000999000999000999,0.004995004995004995,0.000999000999000999,0.004995004995004995,0.41930511320095715,0.3620393604495233,pc1_good,pc1_good,0.7102240533058422,0.8391016831910686,12,0,0,0,0,0,4,0.5936786346566886,0.6162898961839781,both_weak_or_no_signal
S3,H→Jw,H_PC1,Jw_PC1,H,Jw,PC1_yes_clear,PC1_lead_lag_yes,PC1_Tier3_surrogate_or_persistence_sensitive_yes,4,0.25926581982395924,0.25926581982395924,0.13178220972173232,0.13178220972173232,False,0.02197802197802198,0.06279434850863423,0.0979020979020979,0.24475524475524477,0.41930511320095715,0.4217967780634689,pc1_good,pc1_good,0.7102240533058422,0.5362026267460781,12,0,0,0,0,0,1,0.2741180363335992,0.2612636574778206,index_weak_or_no_pc1_strong
S3,Je→P,Je_PC1,P_PC1,Je,P,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier3_surrogate_or_persistence_sensitive_yes,2,-0.2686127637115193,0.2686127637115193,-0.2410313132888005,0.2410313132888005,True,0.017982017982017984,0.059940059940059943,0.07092907092907093,0.2340516626230912,0.3620393604495233,0.17007080500252209,pc1_good,pc1_low_variance,0.8391016831910686,0.6515720685473264,21,1,0,0,1,0,9,0.3080206376848684,0.2925963795501362,index_yes_pc1_strong
S3,Je→V,Je_PC1,V_PC1,Je,V,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,4,-0.025023297068770267,0.025023297068770267,0.0022701932064173825,0.0022701932064173825,False,0.916083916083916,0.916083916083916,0.906093906093906,0.9060939060939062,0.3620393604495233,0.35734558480259815,pc1_good,pc1_good,0.8391016831910686,0.9151925471976453,9,0,0,0,0,0,0,0.1220007382077632,0.0763206195215834,both_weak_or_no_signal
S3,Je→H,Je_PC1,H_PC1,Je,H,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,1,0.6049484425411957,0.6049484425411957,0.6252933291434599,0.6252933291434599,True,0.000999000999000999,0.004995004995004995,0.000999000999000999,0.004995004995004995,0.3620393604495233,0.41930511320095715,pc1_good,pc1_good,0.8391016831910686,0.7102240533058422,12,2,0,1,1,0,4,0.6000856219039459,0.6162898961839781,index_yes_pc1_lagged_weak_tau0_present
S3,Je→Jw,Je_PC1,Jw_PC1,Je,Jw,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,0.14435005197085282,0.14435005197085282,0.15267467716092828,0.15267467716092828,False,0.25374625374625376,0.3903788519173135,0.3336663336663337,0.4832667332667333,0.3620393604495233,0.4217967780634689,pc1_good,pc1_good,0.8391016831910686,0.5362026267460781,9,0,0,0,0,0,2,0.280862989684851,0.3062359339127863,both_weak_or_no_signal
S3,Jw→P,Jw_PC1,P_PC1,Jw,P,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,0.11640579531978625,0.11640579531978625,-0.0881576934599417,0.0881576934599417,False,0.33266733266733267,0.4320679320679321,0.3866133866133866,0.4832667332667333,0.4217967780634689,0.17007080500252209,pc1_good,pc1_low_variance,0.5362026267460781,0.6515720685473264,21,3,2,1,0,0,6,0.3191837112104932,0.2675536144200936,index_yes_pc1_weak_but_pc1_quality_low
S3,Jw→V,Jw_PC1,V_PC1,Jw,V,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,5,-0.06075743438729937,0.06075743438729937,0.06109691487723464,0.06109691487723464,False,0.6803196803196803,0.716125979283874,0.6793206793206793,0.7548007548007548,0.4217967780634689,0.35734558480259815,pc1_good,pc1_good,0.5362026267460781,0.9151925471976453,9,0,0,0,0,0,0,0.1068633551179929,0.1125250496804449,both_weak_or_no_signal
S3,Jw→H,Jw_PC1,H_PC1,Jw,H,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,1,0.06595388772848783,0.06595388772848783,0.13178220972173232,0.13178220972173232,False,0.6453546453546454,0.716125979283874,0.7432567432567433,0.7823755192176245,0.4217967780634689,0.41930511320095715,pc1_good,pc1_good,0.5362026267460781,0.7102240533058422,12,0,0,0,0,0,1,0.23497810067624,0.2612636574778206,both_weak_or_no_signal
S3,Jw→Je,Jw_PC1,Je_PC1,Jw,Je,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,4,0.20614247032898145,0.20614247032898145,0.15267467716092828,0.15267467716092828,False,0.08791208791208792,0.17782217782217782,0.13586413586413587,0.30192030192030195,0.4217967780634689,0.3620393604495233,pc1_good,pc1_good,0.5362026267460781,0.8391016831910686,9,1,1,0,0,0,2,0.3739883553395981,0.3062359339127863,index_yes_pc1_weak
T3,P→V,P_PC1,V_PC1,P,V,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,1,0.5887596634330131,0.5887596634330131,0.6099776850058374,0.6099776850058374,True,0.000999000999000999,0.0024975024975024975,0.000999000999000999,0.004995004995004995,0.20200443644651617,0.27816721873004546,pc1_moderate,pc1_moderate,0.7665547366085177,0.8360334642754722,21,2,0,0,2,0,8,0.4917342977053504,0.5618676570977882,index_yes_pc1_lagged_weak_tau0_present
T3,P→H,P_PC1,H_PC1,P,H,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,1,-0.5214485733152697,0.5214485733152697,-0.5460458618895198,0.5460458618895198,True,0.000999000999000999,0.0024975024975024975,0.000999000999000999,0.004995004995004995,0.20200443644651617,0.4102965319849802,pc1_moderate,pc1_good,0.7665547366085177,0.6690259667410314,28,0,0,0,0,0,13,0.4252176934232057,0.4733840668939985,both_weak_or_no_signal
T3,P→Je,P_PC1,Je_PC1,P,Je,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,1,-0.28393570319511746,0.28393570319511746,-0.2868774802348282,0.2868774802348282,True,0.029970029970029972,0.03996003996003996,0.08691308691308691,0.12416155273298131,0.20200443644651617,0.39964406682959874,pc1_moderate,pc1_good,0.7665547366085177,0.6685419281090548,21,0,0,0,0,0,4,0.3821843306668911,0.3780083475798179,both_weak_or_no_signal
T3,P→Jw,P_PC1,Jw_PC1,P,Jw,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,3,-0.3746129198085063,0.3746129198085063,-0.3025262353609217,0.3025262353609217,True,0.004995004995004995,0.009081827263645446,0.024975024975024976,0.05994005994005994,0.20200443644651617,0.40664501337561293,pc1_moderate,pc1_good,0.7665547366085177,0.7010349576442427,21,2,0,0,2,0,6,0.3912826051200154,0.3531908971141655,index_yes_pc1_strong
T3,V→P,V_PC1,P_PC1,V,P,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,1,0.5867313911863782,0.5867313911863782,0.6099776850058374,0.6099776850058374,True,0.000999000999000999,0.0024975024975024975,0.000999000999000999,0.004995004995004995,0.27816721873004546,0.20200443644651617,pc1_moderate,pc1_moderate,0.8360334642754722,0.7665547366085177,21,4,0,0,4,0,8,0.5697633549128992,0.5618676570977882,index_yes_pc1_lagged_weak_tau0_present
T3,V→H,V_PC1,H_PC1,V,H,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,1,-0.24187826936116671,0.24187826936116671,-0.25812005286943623,0.25812005286943623,True,0.07292707292707293,0.07292707292707293,0.10789210789210789,0.14385614385614384,0.27816721873004546,0.4102965319849802,pc1_moderate,pc1_good,0.8360334642754722,0.6690259667410314,12,0,0,0,0,0,2,0.2819599224508086,0.310275838715725,both_weak_or_no_signal
T3,V→Je,V_PC1,Je_PC1,V,Je,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,1,-0.27603560493556234,0.27603560493556234,-0.30655566062224643,0.30655566062224643,True,0.03796203796203796,0.04583651642475172,0.18581418581418582,0.20646020646020646,0.27816721873004546,0.39964406682959874,pc1_moderate,pc1_good,0.8360334642754722,0.6685419281090548,9,0,0,0,0,0,3,0.2653677272540249,0.1998568118940445,both_weak_or_no_signal
T3,V→Jw,V_PC1,Jw_PC1,V,Jw,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,1,-0.24105840717422994,0.24105840717422994,-0.253059750229049,0.253059750229049,True,0.07092907092907093,0.07292707292707293,0.21678321678321677,0.22819285977180712,0.27816721873004546,0.40664501337561293,pc1_moderate,pc1_good,0.8360334642754722,0.7010349576442427,9,0,0,0,0,0,0,0.1848628462595642,0.1672534953779725,both_weak_or_no_signal
