window,source,target,source_object,target_object,source_family,target_family,family_direction,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,p_pos_surrogate,q_pos_within_window,q_pos_global,p_pos_audit_surrogate,q_pos_audit_within_window,T_pos_null95,T_pos_audit_null95,strength_excess,strength_ratio,statistical_support,strength_tier,same_day_coupling_flag,direction_label,pc1_lead_lag_label,pc1_lead_lag_group,pc1_evidence_tier,pc1_evidence_tier_reason,failure_reason,risk_note,suggested_reverse_direction,sample_status,pair_phi_risk
S2,V_PC1,Je_PC1,V,Je,V,Je,V→Je,2,0.32621119110947916,0.32621119110947916,-1,0.2167970407722802,0.2167970407722802,0.2599835324990524,0.2599835324990524,0.005994005994005994,0.010898192716374534,0.01586648645472175,0.005994005994005994,0.014985014985014984,0.20637087740153645,0.23643618033169625,0.11984031370794271,1.5807036109788353,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,PC1 main yes; audit-FDR pass; same-day coupling present,,same_day_coupling_present,,ok,minor
S2,V_PC1,Jw_PC1,V,Jw,V,Jw,V→Jw,3,0.39525279436830735,0.39525279436830735,-1,0.23492172100666506,0.23492172100666506,0.30931547178267815,0.30931547178267815,0.000999000999000999,0.00333000333000333,0.003909134343916952,0.000999000999000999,0.003996003996003996,0.2076024459818633,0.23381734028514017,0.18765034838644404,1.9038927624332407,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,PC1 main yes; audit-FDR pass; same-day coupling present,,same_day_coupling_present,,ok,moderate
S2,H_PC1,P_PC1,H,P,H,P,H→P,3,0.19953223243171053,0.19953223243171053,-1,0.10823991492686952,0.10823991492686952,0.1464274077967423,0.1464274077967423,0.07092907092907093,0.09457209457209456,0.11821511821511822,0.08291708291708291,0.11188811188811189,0.21404054557317403,0.2190575110459527,-0.014508313141463502,0.9322169867273883,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S2,H_PC1,V_PC1,H,V,H,V,H→V,1,0.3959764530850974,0.3959764530850974,-1,0.38360920409472055,0.38360920409472055,0.4146630263630871,0.4146630263630871,0.000999000999000999,0.00333000333000333,0.003909134343916952,0.002997002997002997,0.008562865705722848,0.2170546626314311,0.2605484042135014,0.17892179045366627,1.8243167333266816,supported,strong_above_null,True,same_day_dominant,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,same-day dominant/mixed,same_day_exceeds_positive_lag,same_day_dominant,,ok,none
S2,H_PC1,Je_PC1,H,Je,H,Je,H→Je,2,0.7116719310269433,0.7116719310269433,-1,0.5586250054737446,0.5586250054737446,0.6402660624400351,0.6402660624400351,0.000999000999000999,0.00333000333000333,0.003909134343916952,0.000999000999000999,0.003996003996003996,0.22283795862364786,0.3508454194234216,0.4888339724032954,3.193674611913357,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,PC1 main yes; audit-FDR pass; same-day coupling present,,same_day_coupling_present,,ok,minor
S2,H_PC1,Jw_PC1,H,Jw,H,Jw,H→Jw,2,0.29178466167975,0.29178466167975,-1,0.20933820619759538,0.20933820619759538,0.26086296287281824,0.26086296287281824,0.005994005994005994,0.010898192716374534,0.01586648645472175,0.015984015984015984,0.029061847243665426,0.21603839491373847,0.2336395395318934,0.07574626676601151,1.350614837683163,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,PC1 main yes; audit-FDR pass; same-day coupling present,,same_day_coupling_present,,ok,moderate
S2,Je_PC1,P_PC1,Je,P,Je,P,Je→P,1,0.08817177803654906,0.08817177803654906,-1,0.09135938377616924,0.09135938377616924,0.09055676395213536,0.09055676395213536,0.43656343656343655,0.43656343656343655,0.5102689518273933,0.4645354645354645,0.46453546453546457,0.2151702310942757,0.21857051080076265,-0.1269984530577266,0.40977684314479856,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S2,Je_PC1,V_PC1,Je,V,Je,V,Je→V,1,0.216263183802158,0.216263183802158,-2,0.3069357648204517,0.3069357648204517,0.2599835324990524,0.2599835324990524,0.03996003996003996,0.06147698455390763,0.07492507492507493,0.07292707292707293,0.11188811188811189,0.20673227467816702,0.23891576080192867,0.009530909123990988,1.046102666547003,supported,moderate_above_null,True,reverse_dominant,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,reverse lag is stronger,reverse_lag_dominant,reverse_direction,V_PC1 -> Je_PC1,ok,minor
S2,Je_PC1,H_PC1,Je,H,Je,H,Je→H,1,0.5562065683309722,0.5562065683309722,-2,0.7020242503743054,0.7020242503743054,0.6402660624400351,0.6402660624400351,0.000999000999000999,0.00333000333000333,0.003909134343916952,0.000999000999000999,0.003996003996003996,0.21943584825646964,0.3433892375515444,0.3367707200745025,2.534711501107584,supported,strong_above_null,True,reverse_dominant,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,reverse lag is stronger,reverse_lag_dominant,reverse_direction,H_PC1 -> Je_PC1,ok,minor
S2,Je_PC1,Jw_PC1,Je,Jw,Je,Jw,Je→Jw,1,0.3154579716540068,0.3154579716540068,-1,0.32025886061925285,0.32025886061925285,0.3284142422414059,0.3284142422414059,0.002997002997002997,0.007492507492507492,0.009301043783802405,0.011988011988011988,0.023976023976023976,0.21624069870730328,0.24538573547760398,0.09921727294670352,1.4588279335935783,supported,strong_above_null,True,same_day_dominant,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,same-day dominant/mixed,same_day_exceeds_positive_lag,same_day_dominant,,ok,moderate
S2,Jw_PC1,P_PC1,Jw,P,Jw,P,Jw→P,1,0.11080555590590355,0.11080555590590355,-1,0.133822906911088,0.133822906911088,0.12764928204159023,0.12764928204159023,0.3546453546453546,0.394050394050394,0.4372339988778345,0.35664335664335667,0.3962703962703963,0.2222056813161974,0.2273039523250784,-0.11140012541029384,0.4986621190311866,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S2,Jw_PC1,V_PC1,Jw,V,Jw,V,Jw→V,1,0.23324193333148568,0.23324193333148568,-2,0.3816103234964856,0.3816103234964856,0.30931547178267815,0.30931547178267815,0.02197802197802198,0.03663003663003663,0.04709576138147567,0.04995004995004995,0.08325008325008325,0.19851082393803146,0.22675491530055955,0.034731109393454224,1.1749582652696868,supported,moderate_above_null,True,reverse_dominant,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,reverse lag is stronger,reverse_lag_dominant,reverse_direction,V_PC1 -> Jw_PC1,ok,moderate
S2,Jw_PC1,H_PC1,Jw,H,Jw,H,Jw→H,1,0.2105960879177033,0.2105960879177033,-2,0.30314351898694375,0.30314351898694375,0.26086296287281824,0.26086296287281824,0.056943056943056944,0.08134722420436706,0.1024975024975025,0.08391608391608392,0.11188811188811189,0.21398108606667296,0.23451710590418054,-0.00338499814896967,0.984180853498823,not_supported,not_supported,True,same_day_only,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,same-day coupling but no positive-lag support,same_day_only_without_positive_lag_support,same_day_coupling,,ok,moderate
S2,Jw_PC1,Je_PC1,Jw,Je,Jw,Je,Jw→Je,1,0.3250906892583203,0.3250906892583203,-1,0.3158467532363315,0.3158467532363315,0.3284142422414059,0.3284142422414059,0.003996003996003996,0.00888000888000888,0.011601301923882569,0.006993006993006993,0.015540015540015542,0.21265489962671422,0.2436650930319476,0.11243578963160608,1.5287241903618083,supported,strong_above_null,True,bidirectional_close,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,bidirectional/feedback-like,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,ok,moderate
T2,P_PC1,V_PC1,P,V,P,V,P→V,1,0.6196858220578803,0.6196858220578803,-1,0.6704009897453664,0.6704009897453664,0.6696164400214861,0.6696164400214861,0.000999000999000999,0.004995004995004995,0.003909134343916952,0.000999000999000999,0.004995004995004995,0.25141669194701227,0.3771545476097648,0.368269130110868,2.464775975130892,supported,strong_above_null,True,same_day_dominant,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,same-day dominant/mixed,same_day_exceeds_positive_lag,same_day_dominant,,ok,minor
T2,P_PC1,H_PC1,P,H,P,H,P→H,1,-0.21826472486781862,0.21826472486781862,-1,-0.18997470004590244,0.18997470004590244,-0.21253793971346183,0.21253793971346183,0.10989010989010989,0.27472527472527475,0.16762898118830322,0.1038961038961039,0.25974025974025977,0.25777668577326335,0.2591374507179709,-0.03951196090544473,0.8467201919874209,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,minor
T2,P_PC1,Je_PC1,P,Je,P,Je,P→Je,1,-0.35433968685257966,0.35433968685257966,-1,-0.34438484525613594,0.34438484525613594,-0.3630787641091253,0.3630787641091253,0.006993006993006993,0.023310023310023312,0.017482517482517484,0.02197802197802198,0.07992007992007992,0.2534354697969571,0.31441963975504394,0.10090421705562258,1.3981455994950638,supported,strong_above_null,True,bidirectional_close,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,bidirectional/feedback-like,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,ok,moderate
T2,P_PC1,Jw_PC1,P,Jw,P,Jw,P→Jw,5,-0.1406458607853869,0.1406458607853869,-1,-0.06883718678864427,0.06883718678864427,-0.07871530439991155,0.07871530439991155,0.33966033966033965,0.5594405594405595,0.4245754245754246,0.37462537462537465,0.6024744486282948,0.26699585569749956,0.28496857980697143,-0.12634999491211266,0.526771699950038,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
T2,V_PC1,P_PC1,V,P,V,P,V→P,1,0.684190709457999,0.684190709457999,-1,0.6114354065718834,0.6114354065718834,0.6696164400214861,0.6696164400214861,0.000999000999000999,0.004995004995004995,0.003909134343916952,0.000999000999000999,0.004995004995004995,0.24365944445859822,0.3826088695737121,0.44053126499940076,2.807979436127518,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,PC1 main yes; audit-FDR pass; same-day coupling present,,same_day_coupling_present,,ok,minor
T2,V_PC1,H_PC1,V,H,V,H,V→H,5,-0.12449111281130293,0.12449111281130293,-2,0.2511352958127624,0.2511352958127624,0.16728692311923438,0.16728692311923438,0.4225774225774226,0.5634365634365633,0.4971499089146148,0.5324675324675324,0.7181054239877769,0.2615406947122136,0.3224563296190152,-0.13704958190091066,0.4759913670348195,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,minor
T2,V_PC1,Je_PC1,V,Je,V,Je,V→Je,1,-0.06483202601217672,0.06483202601217672,-1,-0.04692885485184779,0.04692885485184779,-0.06065249124232668,0.06065249124232668,0.7232767232767233,0.7613439192386561,0.7569175011035477,0.7512487512487512,0.7907881592092117,0.25544439100212507,0.2842579177111048,-0.19061236498994835,0.25380093787863744,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
T2,V_PC1,Jw_PC1,V,Jw,V,Jw,V→Jw,1,0.13104341597378097,0.13104341597378097,-5,-0.09664448600386756,0.09664448600386756,0.10870135448167596,0.10870135448167596,0.3826173826173826,0.5594405594405595,0.4622223414169722,0.3916083916083916,0.6024744486282948,0.2663724289362553,0.264601637614239,-0.13532901296247432,0.4919556295563177,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
T2,H_PC1,P_PC1,H,P,H,P,H→P,1,-0.16193275270803253,0.16193275270803253,-1,-0.22159254936511524,0.22159254936511524,-0.21253793971346183,0.21253793971346183,0.2517482517482518,0.5034965034965035,0.3333892384987276,0.22877122877122877,0.5083805083805084,0.25733188264065465,0.25498143926272016,-0.09539912993262212,0.6292759025672692,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,minor
T2,H_PC1,V_PC1,H,V,H,V,H→V,3,0.3118876994359607,0.3118876994359607,-1,0.07819303057934053,0.07819303057934053,0.16728692311923438,0.16728692311923438,0.016983016983016984,0.04852290566576282,0.03774003774003774,0.07192807192807193,0.2055087769373484,0.25351936039473927,0.3336693955892101,0.058368339041221406,1.2302322747672592,supported,moderate_above_null,False,clear_X_leads_Y_strong,PC1_yes_clear,PC1_lead_lag_yes,PC1_Tier3_surrogate_or_persistence_sensitive_yes,PC1 main yes but audit p fails and/or severe phi risk,,,,ok,minor
T2,H_PC1,Je_PC1,H,Je,H,Je,H→Je,1,0.6668265105704908,0.6668265105704908,-1,0.5997543537200728,0.5997543537200728,0.6530366732305625,0.6530366732305625,0.000999000999000999,0.004995004995004995,0.003909134343916952,0.000999000999000999,0.004995004995004995,0.2518018708001176,0.4290089579446113,0.4150246397703732,2.648219047982464,supported,strong_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier1b_audit_stable_with_same_day,PC1 main yes; audit-FDR pass; same-day coupling present,,same_day_coupling_present,,ok,moderate
T2,H_PC1,Jw_PC1,H,Jw,H,Jw,H→Jw,5,0.1519218872791521,0.1519218872791521,-4,-0.08610764869671783,0.08610764869671783,0.018644449054852654,0.018644449054852654,0.3026973026973027,0.550358732176914,0.39198211860082366,0.3906093906093906,0.6024744486282948,0.2626945392272378,0.30108313587971564,-0.11077265194808569,0.578321451698452,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
T2,Je_PC1,P_PC1,Je,P,Je,P,Je→P,1,-0.34024056835317384,0.34024056835317384,-1,-0.365271595659402,0.365271595659402,-0.3630787641091253,0.3630787641091253,0.006993006993006993,0.023310023310023312,0.017482517482517484,0.023976023976023976,0.07992007992007992,0.2534936799670223,0.3092403953994487,0.08674688838615152,1.3422053299215848,supported,strong_above_null,True,same_day_dominant,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,same-day dominant/mixed,same_day_exceeds_positive_lag,same_day_dominant,,ok,moderate
T2,Je_PC1,V_PC1,Je,V,Je,V,Je→V,1,-0.04705977541365053,0.04705977541365053,-5,0.060327680311279136,0.060327680311279136,-0.06065249124232668,0.06065249124232668,0.8211788211788211,0.821178821178821,0.8446410732125017,0.8151848151848152,0.8151848151848153,0.2603239558283713,0.2789054800499431,-0.21326418041472078,0.18077389483385276,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
T2,Je_PC1,H_PC1,Je,H,Je,H,Je→H,1,0.6110100192295276,0.6110100192295276,-1,0.6685627198720575,0.6685627198720575,0.6530366732305625,0.6530366732305625,0.000999000999000999,0.004995004995004995,0.003909134343916952,0.000999000999000999,0.004995004995004995,0.24841635432161752,0.4303385969960895,0.36259366490791006,2.4596207479901686,supported,strong_above_null,True,reverse_dominant,PC1_no_reverse_dominant,PC1_lead_lag_no,PC1_Tier5b_no_reverse_dominant,reverse lag is stronger,reverse_lag_dominant,reverse_direction,H_PC1 -> Je_PC1,ok,moderate
T2,Je_PC1,Jw_PC1,Je,Jw,Je,Jw,Je→Jw,1,0.1251904673431373,0.1251904673431373,-3,0.16446188293326014,0.16446188293326014,0.1444127718484823,0.1444127718484823,0.3916083916083916,0.5594405594405595,0.4668179502616589,0.5444555444555444,0.7181054239877769,0.25500922410071175,0.31214316009825244,-0.12981875675757445,0.4909252509771778,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
T2,Jw_PC1,P_PC1,Jw,P,Jw,P,Jw→P,1,-0.07589953852165296,0.07589953852165296,-5,-0.14403323610434035,0.14403323610434035,-0.07871530439991155,0.07871530439991155,0.6623376623376623,0.735930735930736,0.70544839775609,0.6773226773226774,0.7525807525807526,0.2646946785645985,0.27842148065641464,-0.18879514004294554,0.28674372652009983,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
T2,Jw_PC1,V_PC1,Jw,V,Jw,V,Jw→V,1,0.08059624755617395,0.08059624755617395,-1,0.11607676658817502,0.11607676658817502,0.10870135448167596,0.10870135448167596,0.6183816183816184,0.7275077863313157,0.6705342849921164,0.6103896103896104,0.7181054239877769,0.26487563173393364,0.2575002020359398,-0.1842793841777597,0.3042795859648294,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
T2,Jw_PC1,H_PC1,Jw,H,Jw,H,Jw→H,5,-0.09714982245901177,0.09714982245901177,-2,0.03758912757136442,0.03758912757136442,0.018644449054852654,0.018644449054852654,0.5624375624375625,0.7030469530469531,0.6173095197485442,0.6023976023976024,0.7181054239877769,0.26743594677394594,0.3042950778821451,-0.17028612431493417,0.3632638904041163,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
T2,Jw_PC1,Je_PC1,Jw,Je,Jw,Je,Jw→Je,2,0.18171746214069345,0.18171746214069345,-1,0.11232684141990994,0.11232684141990994,0.1444127718484823,0.1444127718484823,0.18181818181818182,0.4040404040404041,0.26392961876832843,0.34265734265734266,0.6024744486282948,0.2599683807103992,0.3220719158923843,-0.07825091856970573,0.6989983229657607,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S3,P_PC1,V_PC1,P,V,P,V,P→V,1,0.626172215434829,0.626172215434829,-1,0.6090683987980479,0.6090683987980479,0.6478400275796496,0.6478400275796496,0.000999000999000999,0.004995004995004995,0.003909134343916952,0.000999000999000999,0.004995004995004995,0.21965508769237768,0.3180974845587403,0.40651712774245136,2.8507066328997124,supported,strong_above_null,True,same_day_dominant,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,same-day dominant/mixed,same_day_exceeds_positive_lag,same_day_dominant,,ok,none
S3,P_PC1,H_PC1,P,H,P,H,P→H,1,-0.22800419040923187,0.22800419040923187,-2,-0.3356747454099931,0.3356747454099931,-0.28440606359203824,0.28440606359203824,0.053946053946053944,0.13486513486513485,0.0980837344473708,0.08191808191808192,0.2340516626230912,0.2294549629686878,0.24554100736744913,-0.0014507725594559429,0.99367731017588,not_supported,not_supported,True,same_day_only,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,same-day coupling but no positive-lag support,same_day_only_without_positive_lag_support,same_day_coupling,,ok,moderate
S3,P_PC1,Je_PC1,P,Je,P,Je,P→Je,1,-0.19910960038778797,0.19910960038778797,-3,-0.32258177247925207,0.32258177247925207,-0.2410313132888005,0.2410313132888005,0.08891108891108891,0.17782217782217782,0.14038592985961407,0.21178821178821178,0.3596403596403596,0.22613098519282138,0.28411082996451004,-0.02702138480503341,0.8805056070401306,not_supported,not_supported,True,same_day_only,PC1_no_same_day_only,PC1_lead_lag_no,PC1_Tier5c_no_same_day_only,same-day coupling but no positive-lag support,same_day_only_without_positive_lag_support,same_day_coupling,,ok,moderate
S3,P_PC1,Jw_PC1,P,Jw,P,Jw,P→Jw,2,-0.11627370229034778,0.11627370229034778,-5,0.08060235959672526,0.08060235959672526,-0.0881576934599417,0.0881576934599417,0.34565434565434566,0.4320679320679321,0.4290881532260843,0.38461538461538464,0.4832667332667333,0.22978560445600757,0.2572383122898621,-0.11351190216565979,0.5060095151113279,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,minor
S3,V_PC1,P_PC1,V,P,V,P,V→P,1,0.6148785828644776,0.6148785828644776,-1,0.6219249210981939,0.6219249210981939,0.6478400275796496,0.6478400275796496,0.000999000999000999,0.004995004995004995,0.003909134343916952,0.000999000999000999,0.004995004995004995,0.21892670525969335,0.3163182217502778,0.39595187760478423,2.8086047434692887,supported,strong_above_null,True,same_day_dominant,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,same-day dominant/mixed,same_day_exceeds_positive_lag,same_day_dominant,,ok,none
S3,V_PC1,H_PC1,V,H,V,H,V→H,1,0.1565947868380917,0.1565947868380917,-1,0.12825875184472602,0.12825875184472602,0.14989417728800353,0.14989417728800353,0.1878121878121878,0.313020313020313,0.2661905024109748,0.21178821178821178,0.3596403596403596,0.2184593934017896,0.23849555938558395,-0.06186460656369791,0.7168141612024126,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S3,V_PC1,Je_PC1,V,Je,V,Je,V→Je,4,0.0979512349813999,0.0979512349813999,-5,-0.11067445848360434,0.11067445848360434,0.0022701932064173825,0.0022701932064173825,0.4595404595404595,0.5406358347534818,0.5336598884985981,0.47152847152847155,0.55473937826879,0.22957818872657865,0.24218303045343875,-0.13162695374517874,0.4266574082002936,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S3,V_PC1,Jw_PC1,V,Jw,V,Jw,V→Jw,3,0.1207373015886175,0.1207373015886175,-1,0.03143494012547159,0.03143494012547159,0.06109691487723464,0.06109691487723464,0.33266733266733267,0.4320679320679321,0.41874209706377535,0.3516483516483517,0.4832667332667333,0.2219130940888904,0.24286447284559315,-0.1011757925002729,0.5440747067419757,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,minor
S3,H_PC1,P_PC1,H,P,H,P,H→P,1,-0.29079167906436026,0.29079167906436026,-1,-0.2555439661811271,0.2555439661811271,-0.28440606359203824,0.28440606359203824,0.00999000999000999,0.03996003996003996,0.023976023976023976,0.016983016983016984,0.06793206793206794,0.22302690334501185,0.24413697918409086,0.06776477571934841,1.3038412617625756,supported,strong_above_null,True,bidirectional_close,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,bidirectional/feedback-like,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,ok,moderate
S3,H_PC1,V_PC1,H,V,H,V,H→V,2,0.16088676342301703,0.16088676342301703,-1,0.13347392056305685,0.13347392056305685,0.14989417728800353,0.14989417728800353,0.18181818181818182,0.313020313020313,0.26392961876832843,0.21578421578421578,0.3596403596403596,0.21965471169541664,0.23912145670700122,-0.05876794827239962,0.7324530495212415,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S3,H_PC1,Je_PC1,H,Je,H,Je,H→Je,1,0.6277047728464102,0.6277047728464102,-1,0.6009992875005571,0.6009992875005571,0.6252933291434599,0.6252933291434599,0.000999000999000999,0.004995004995004995,0.003909134343916952,0.000999000999000999,0.004995004995004995,0.22916735254040618,0.4021471765530171,0.39853742030600403,2.7390671746567175,supported,strong_above_null,True,bidirectional_close,PC1_ambiguous_bidirectional_close,PC1_lead_lag_ambiguous,PC1_Tier4a_ambiguous_bidirectional_close,bidirectional/feedback-like,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,ok,moderate
S3,H_PC1,Jw_PC1,H,Jw,H,Jw,H→Jw,4,0.25926581982395924,0.25926581982395924,-1,0.06887228755570594,0.06887228755570594,0.13178220972173232,0.13178220972173232,0.02197802197802198,0.06279434850863423,0.04709576138147567,0.0979020979020979,0.24475524475524477,0.22883945971569156,0.2969299506793308,0.030426360108267686,1.1329594124460405,supported,moderate_above_null,False,clear_X_leads_Y_moderate,PC1_yes_clear,PC1_lead_lag_yes,PC1_Tier3_surrogate_or_persistence_sensitive_yes,PC1 main yes but audit p fails and/or severe phi risk,,,,ok,moderate
S3,Je_PC1,P_PC1,Je,P,Je,P,Je→P,2,-0.2686127637115193,0.2686127637115193,-1,-0.21528151815825325,0.21528151815825325,-0.2410313132888005,0.2410313132888005,0.017982017982017984,0.059940059940059943,0.03947272239955167,0.07092907092907093,0.2340516626230912,0.2137977073980181,0.2872066884480611,0.054815056313501226,1.256387484134497,supported,moderate_above_null,True,X_leads_Y_with_same_day_component,PC1_yes_with_same_day_coupling,PC1_lead_lag_yes,PC1_Tier3_surrogate_or_persistence_sensitive_yes,PC1 main yes but audit p fails and/or severe phi risk,,same_day_coupling_present,,ok,moderate
S3,Je_PC1,V_PC1,Je,V,Je,V,Je→V,4,-0.025023297068770267,0.025023297068770267,-2,0.0231787963893454,0.0231787963893454,0.0022701932064173825,0.0022701932064173825,0.916083916083916,0.916083916083916,0.9212017033246083,0.906093906093906,0.9060939060939062,0.2430586884333067,0.2392063396888229,-0.21803539136453642,0.10295166665328426,not_supported,not_supported,False,no_directional_signal,PC1_no_not_supported,PC1_lead_lag_no,PC1_Tier5a_no_not_supported,positive-lag not supported,positive_lag_not_supported,,,ok,moderate
S3,Je_PC1,H_PC1,Je,H,Je,H,Je→H,1,0.6049484425411957,0.6049484425411957,-1,0.6196088624056068,0.6196088624056068,0.6252933291434599,0.6252933291434599,0.000999000999000999,0.004995004995004995,0.003909134343916952,0.000999000999000999,0.004995004995004995,0.2281436662433019,0.4014324790648415,0.37680477629789383,2.6516118220702807,supported,strong_above_null,True,same_day_dominant,PC1_ambiguous_same_day_dominant,PC1_lead_lag_ambiguous,PC1_Tier4b_ambiguous_same_day,same-day dominant/mixed,same_day_exceeds_positive_lag,same_day_dominant,,ok,moderate
