_pair_id,_source_family,_target_family,_family_direction,source_variable,target_variable,S3_status,S3_failure_reason,T3_status,T3_failure_reason,S4_status,S4_failure_reason,T4_status,T4_failure_reason,S5_status,S5_failure_reason,survival_chain_label
V_strength -> P_spread_lat,V,P,V→P,V_strength,P_spread_lat,strict_lag,NONE,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,tau0_coupled,NONE,audit_sensitive,NONE,S3_lost_at_T3
V_strength -> P_north_band_share_35_45,V,P,V→P,V_strength,P_north_band_share_35_45,strict_lag,NONE,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,tau0_coupled,NONE,audit_sensitive,NONE,S3_lost_at_T3
V_strength -> P_north_minus_main_35_45,V,P,V→P,V_strength,P_north_minus_main_35_45,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
V_strength -> P_total_centroid_lat_10_50,V,P,V→P,V_strength,P_total_centroid_lat_10_50,strict_lag,NONE,not_supported,positive_lag_not_supported,strict_lag,NONE,strict_lag,NONE,strict_lag,NONE,S3_lost_at_T3
V_strength -> H_strength,V,H,V→H,V_strength,H_strength,not_supported,same_day_exceeds_positive_lag,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,reverse_lag_dominant,not_supported,same_day_exceeds_positive_lag,absent_all_chain_windows
V_strength -> H_centroid_lat,V,H,V→H,V_strength,H_centroid_lat,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,not_supported,reverse_lag_dominant,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
V_strength -> H_west_extent_lon,V,H,V→H,V_strength,H_west_extent_lon,strict_lag,NONE,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,S3_lost_at_T3
V_strength -> H_zonal_width,V,H,V→H,V_strength,H_zonal_width,strict_lag,NONE,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,S3_lost_at_T3
V_strength -> Je_strength,V,Je,V→Je,V_strength,Je_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
V_strength -> Je_axis_lat,V,Je,V→Je,V_strength,Je_axis_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,absent_all_chain_windows
V_strength -> Je_meridional_width,V,Je,V→Je,V_strength,Je_meridional_width,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,direction_difference_not_stable,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
V_strength -> Jw_strength,V,Jw,V→Jw,V_strength,Jw_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,not_supported,direction_difference_not_stable,absent_all_chain_windows
V_strength -> Jw_axis_lat,V,Jw,V→Jw,V_strength,Jw_axis_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,absent_all_chain_windows
V_strength -> Jw_meridional_width,V,Jw,V→Jw,V_strength,Jw_meridional_width,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,direction_difference_not_stable,not_supported,direction_difference_not_stable,absent_all_chain_windows
V_pos_centroid_lat -> P_main_band_share,V,P,V→P,V_pos_centroid_lat,P_main_band_share,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,same_day_exceeds_positive_lag,tau0_coupled,NONE,mixed_chain
V_pos_centroid_lat -> P_south_band_share_18_24,V,P,V→P,V_pos_centroid_lat,P_south_band_share_18_24,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,strict_lag,NONE,not_supported,positive_support_with_same_day_or_uncertain_direction,not_supported,marginal_statistical_support,S4_lost_at_T4
V_pos_centroid_lat -> P_main_minus_south,V,P,V→P,V_pos_centroid_lat,P_main_minus_south,not_supported,reverse_lag_dominant,not_supported,same_day_only_without_positive_lag_support,tau0_coupled,NONE,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,tau0_coupled,NONE,S4_lost_at_T4
V_pos_centroid_lat -> P_spread_lat,V,P,V→P,V_pos_centroid_lat,P_spread_lat,tau0_coupled,NONE,tau0_coupled,NONE,strict_lag,NONE,tau0_coupled,NONE,tau0_coupled,NONE,persistent_S3_to_S5
V_pos_centroid_lat -> P_north_band_share_35_45,V,P,V→P,V_pos_centroid_lat,P_north_band_share_35_45,not_supported,same_day_exceeds_positive_lag,not_supported,reverse_lag_dominant,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,tau0_coupled,NONE,mixed_chain
V_pos_centroid_lat -> P_north_minus_main_35_45,V,P,V→P,V_pos_centroid_lat,P_north_minus_main_35_45,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
V_pos_centroid_lat -> P_total_centroid_lat_10_50,V,P,V→P,V_pos_centroid_lat,P_total_centroid_lat_10_50,not_supported,reverse_lag_dominant,not_supported,reverse_lag_dominant,not_supported,reverse_lag_dominant,not_supported,same_day_exceeds_positive_lag,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,absent_all_chain_windows
V_pos_centroid_lat -> H_strength,V,H,V→H,V_pos_centroid_lat,H_strength,not_supported,reverse_lag_dominant,not_supported,positive_lag_not_supported,not_supported,reverse_lag_dominant,not_supported,same_day_only_without_positive_lag_support,not_supported,same_day_exceeds_positive_lag,absent_all_chain_windows
V_pos_centroid_lat -> H_centroid_lat,V,H,V→H,V_pos_centroid_lat,H_centroid_lat,tau0_coupled,NONE,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,S3_lost_at_T3
V_pos_centroid_lat -> H_west_extent_lon,V,H,V→H,V_pos_centroid_lat,H_west_extent_lon,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_support_with_same_day_or_uncertain_direction,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_support_with_same_day_or_uncertain_direction,absent_all_chain_windows
V_pos_centroid_lat -> H_zonal_width,V,H,V→H,V_pos_centroid_lat,H_zonal_width,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,direction_difference_not_stable,absent_all_chain_windows
V_pos_centroid_lat -> Je_strength,V,Je,V→Je,V_pos_centroid_lat,Je_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,absent_all_chain_windows
V_pos_centroid_lat -> Je_axis_lat,V,Je,V→Je,V_pos_centroid_lat,Je_axis_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,same_day_exceeds_positive_lag,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,absent_all_chain_windows
V_pos_centroid_lat -> Je_meridional_width,V,Je,V→Je,V_pos_centroid_lat,Je_meridional_width,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,strict_lag,NONE,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,S4_lost_at_T4
V_pos_centroid_lat -> Jw_strength,V,Jw,V→Jw,V_pos_centroid_lat,Jw_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_support_with_same_day_or_uncertain_direction,absent_all_chain_windows
V_pos_centroid_lat -> Jw_axis_lat,V,Jw,V→Jw,V_pos_centroid_lat,Jw_axis_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,absent_all_chain_windows
V_pos_centroid_lat -> Jw_meridional_width,V,Jw,V→Jw,V_pos_centroid_lat,Jw_meridional_width,not_supported,positive_lag_not_supported,not_supported,direction_difference_not_stable,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
V_NS_diff -> P_main_band_share,V,P,V→P,V_NS_diff,P_main_band_share,not_supported,same_day_exceeds_positive_lag,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,tau0_coupled,NONE,strict_lag,NONE,T4_emerged_or_recovered
V_NS_diff -> P_south_band_share_18_24,V,P,V→P,V_NS_diff,P_south_band_share_18_24,strict_lag,NONE,strict_lag,NONE,strict_lag,NONE,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,S4_lost_at_T4
V_NS_diff -> P_main_minus_south,V,P,V→P,V_NS_diff,P_main_minus_south,tau0_coupled,NONE,not_supported,marginal_statistical_support,strict_lag,NONE,strict_lag,NONE,strict_lag,NONE,S3_lost_at_T3
V_NS_diff -> P_spread_lat,V,P,V→P,V_NS_diff,P_spread_lat,strict_lag,NONE,strict_lag,NONE,strict_lag,NONE,tau0_coupled,NONE,strict_lag,NONE,persistent_S3_to_S5
V_NS_diff -> P_north_band_share_35_45,V,P,V→P,V_NS_diff,P_north_band_share_35_45,strict_lag,NONE,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,tau0_coupled,NONE,tau0_coupled,NONE,tau0_coupled,NONE,S3_lost_at_T3
V_NS_diff -> P_north_minus_main_35_45,V,P,V→P,V_NS_diff,P_north_minus_main_35_45,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
V_NS_diff -> P_total_centroid_lat_10_50,V,P,V→P,V_NS_diff,P_total_centroid_lat_10_50,tau0_coupled,NONE,tau0_coupled,NONE,tau0_coupled,NONE,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,strict_lag,NONE,S4_lost_at_T4
V_NS_diff -> H_strength,V,H,V→H,V_NS_diff,H_strength,not_supported,same_day_exceeds_positive_lag,not_supported,positive_lag_not_supported,not_supported,same_day_exceeds_positive_lag,not_supported,reverse_lag_dominant,not_supported,same_day_exceeds_positive_lag,absent_all_chain_windows
V_NS_diff -> H_centroid_lat,V,H,V→H,V_NS_diff,H_centroid_lat,not_supported,positive_lag_not_supported,not_supported,same_day_exceeds_positive_lag,not_supported,same_day_only_without_positive_lag_support,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,absent_all_chain_windows
V_NS_diff -> H_west_extent_lon,V,H,V→H,V_NS_diff,H_west_extent_lon,strict_lag,NONE,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,not_supported,direction_difference_not_stable,S3_lost_at_T3
V_NS_diff -> H_zonal_width,V,H,V→H,V_NS_diff,H_zonal_width,strict_lag,NONE,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,marginal_statistical_support,S3_lost_at_T3
V_NS_diff -> Je_strength,V,Je,V→Je,V_NS_diff,Je_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
V_NS_diff -> Je_axis_lat,V,Je,V→Je,V_NS_diff,Je_axis_lat,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,absent_all_chain_windows
V_NS_diff -> Je_meridional_width,V,Je,V→Je,V_NS_diff,Je_meridional_width,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,tau0_coupled,NONE,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,S4_lost_at_T4
V_NS_diff -> Jw_strength,V,Jw,V→Jw,V_NS_diff,Jw_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_support_with_same_day_or_uncertain_direction,absent_all_chain_windows
V_NS_diff -> Jw_axis_lat,V,Jw,V→Jw,V_NS_diff,Jw_axis_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,absent_all_chain_windows
V_NS_diff -> Jw_meridional_width,V,Jw,V→Jw,V_NS_diff,Jw_meridional_width,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,direction_difference_not_stable,not_supported,direction_difference_not_stable,absent_all_chain_windows
H_strength -> P_main_band_share,H,P,H→P,H_strength,P_main_band_share,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_strength -> P_south_band_share_18_24,H,P,H→P,H_strength,P_south_band_share_18_24,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_strength -> P_main_minus_south,H,P,H→P,H_strength,P_main_minus_south,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_strength -> P_spread_lat,H,P,H→P,H_strength,P_spread_lat,strict_lag,NONE,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,S3_lost_at_T3
H_strength -> P_north_band_share_35_45,H,P,H→P,H_strength,P_north_band_share_35_45,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,strict_lag,NONE,strict_lag,NONE,not_supported,positive_lag_not_supported,T4_recovered_after_T3_absent
H_strength -> P_north_minus_main_35_45,H,P,H→P,H_strength,P_north_minus_main_35_45,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,tau0_coupled,NONE,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,S4_lost_at_T4
H_strength -> P_total_centroid_lat_10_50,H,P,H→P,H_strength,P_total_centroid_lat_10_50,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_strength -> V_strength,H,V,H→V,H_strength,V_strength,tau0_coupled,NONE,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,tau0_coupled,NONE,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,S3_lost_at_T3
H_strength -> V_pos_centroid_lat,H,V,H→V,H_strength,V_pos_centroid_lat,strict_lag,NONE,not_supported,positive_lag_not_supported,strict_lag,NONE,not_supported,marginal_statistical_support,tau0_coupled,NONE,S3_lost_at_T3
H_strength -> V_NS_diff,H,V,H→V,H_strength,V_NS_diff,tau0_coupled,NONE,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,S3_lost_at_T3
H_strength -> Je_strength,H,Je,H→Je,H_strength,Je_strength,not_supported,reverse_lag_dominant,not_supported,same_day_only_without_positive_lag_support,not_supported,same_day_exceeds_positive_lag,not_supported,marginal_statistical_support,tau0_coupled,NONE,mixed_chain
H_strength -> Je_axis_lat,H,Je,H→Je,H_strength,Je_axis_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_strength -> Je_meridional_width,H,Je,H→Je,H_strength,Je_meridional_width,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_strength -> Jw_strength,H,Jw,H→Jw,H_strength,Jw_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_strength -> Jw_axis_lat,H,Jw,H→Jw,H_strength,Jw_axis_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_strength -> Jw_meridional_width,H,Jw,H→Jw,H_strength,Jw_meridional_width,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_centroid_lat -> P_main_band_share,H,P,H→P,H_centroid_lat,P_main_band_share,tau0_coupled,NONE,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,tau0_coupled,NONE,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,S3_lost_at_T3
H_centroid_lat -> P_south_band_share_18_24,H,P,H→P,H_centroid_lat,P_south_band_share_18_24,audit_sensitive,NONE,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_centroid_lat -> P_main_minus_south,H,P,H→P,H_centroid_lat,P_main_minus_south,strict_lag,NONE,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,S3_lost_at_T3
H_centroid_lat -> P_spread_lat,H,P,H→P,H_centroid_lat,P_spread_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,absent_all_chain_windows
H_centroid_lat -> P_north_band_share_35_45,H,P,H→P,H_centroid_lat,P_north_band_share_35_45,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,same_day_exceeds_positive_lag,absent_all_chain_windows
H_centroid_lat -> P_north_minus_main_35_45,H,P,H→P,H_centroid_lat,P_north_minus_main_35_45,audit_sensitive,NONE,not_supported,same_day_only_without_positive_lag_support,tau0_coupled,NONE,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,S4_lost_at_T4
H_centroid_lat -> P_total_centroid_lat_10_50,H,P,H→P,H_centroid_lat,P_total_centroid_lat_10_50,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_centroid_lat -> V_strength,H,V,H→V,H_centroid_lat,V_strength,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_centroid_lat -> V_pos_centroid_lat,H,V,H→V,H_centroid_lat,V_pos_centroid_lat,not_supported,reverse_lag_dominant,not_supported,direction_difference_not_stable,not_supported,marginal_statistical_support,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_centroid_lat -> V_NS_diff,H,V,H→V,H_centroid_lat,V_NS_diff,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,strict_lag,NONE,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,S4_lost_at_T4
H_centroid_lat -> Je_strength,H,Je,H→Je,H_centroid_lat,Je_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_lag_not_supported,tau0_coupled,NONE,mixed_chain
H_centroid_lat -> Je_axis_lat,H,Je,H→Je,H_centroid_lat,Je_axis_lat,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,tau0_coupled,NONE,mixed_chain
H_centroid_lat -> Je_meridional_width,H,Je,H→Je,H_centroid_lat,Je_meridional_width,not_supported,positive_lag_not_supported,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,audit_sensitive,NONE,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,absent_all_chain_windows
H_centroid_lat -> Jw_strength,H,Jw,H→Jw,H_centroid_lat,Jw_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_centroid_lat -> Jw_axis_lat,H,Jw,H→Jw,H_centroid_lat,Jw_axis_lat,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,marginal_statistical_support,strict_lag,NONE,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,S4_lost_at_T4
H_centroid_lat -> Jw_meridional_width,H,Jw,H→Jw,H_centroid_lat,Jw_meridional_width,not_supported,positive_lag_not_supported,not_supported,direction_difference_not_stable,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,absent_all_chain_windows
H_west_extent_lon -> P_main_band_share,H,P,H→P,H_west_extent_lon,P_main_band_share,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_west_extent_lon -> P_south_band_share_18_24,H,P,H→P,H_west_extent_lon,P_south_band_share_18_24,not_supported,positive_support_with_same_day_or_uncertain_direction,not_supported,marginal_statistical_support,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_west_extent_lon -> P_main_minus_south,H,P,H→P,H_west_extent_lon,P_main_minus_south,not_supported,positive_lag_not_supported,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_west_extent_lon -> P_spread_lat,H,P,H→P,H_west_extent_lon,P_spread_lat,not_supported,same_day_exceeds_positive_lag,not_supported,positive_lag_not_supported,not_supported,same_day_exceeds_positive_lag,not_supported,same_day_exceeds_positive_lag,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_west_extent_lon -> P_north_band_share_35_45,H,P,H→P,H_west_extent_lon,P_north_band_share_35_45,not_supported,same_day_exceeds_positive_lag,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_west_extent_lon -> P_north_minus_main_35_45,H,P,H→P,H_west_extent_lon,P_north_minus_main_35_45,not_supported,same_day_exceeds_positive_lag,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_west_extent_lon -> P_total_centroid_lat_10_50,H,P,H→P,H_west_extent_lon,P_total_centroid_lat_10_50,not_supported,same_day_exceeds_positive_lag,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_west_extent_lon -> V_strength,H,V,H→V,H_west_extent_lon,V_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,strict_lag,NONE,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,S4_lost_at_T4
H_west_extent_lon -> V_pos_centroid_lat,H,V,H→V,H_west_extent_lon,V_pos_centroid_lat,not_supported,same_day_exceeds_positive_lag,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,absent_all_chain_windows
H_west_extent_lon -> V_NS_diff,H,V,H→V,H_west_extent_lon,V_NS_diff,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,not_supported,direction_difference_not_stable,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_west_extent_lon -> Je_strength,H,Je,H→Je,H_west_extent_lon,Je_strength,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,not_supported,same_day_exceeds_positive_lag,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,absent_all_chain_windows
H_west_extent_lon -> Je_axis_lat,H,Je,H→Je,H_west_extent_lon,Je_axis_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_west_extent_lon -> Je_meridional_width,H,Je,H→Je,H_west_extent_lon,Je_meridional_width,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_west_extent_lon -> Jw_strength,H,Jw,H→Jw,H_west_extent_lon,Jw_strength,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,same_day_exceeds_positive_lag,not_supported,same_day_exceeds_positive_lag,absent_all_chain_windows
H_west_extent_lon -> Jw_axis_lat,H,Jw,H→Jw,H_west_extent_lon,Jw_axis_lat,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,same_day_only_without_positive_lag_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_west_extent_lon -> Jw_meridional_width,H,Jw,H→Jw,H_west_extent_lon,Jw_meridional_width,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_zonal_width -> P_main_band_share,H,P,H→P,H_zonal_width,P_main_band_share,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
H_zonal_width -> P_south_band_share_18_24,H,P,H→P,H_zonal_width,P_south_band_share_18_24,not_supported,positive_and_negative_supported_but_direction_difference_uncertain,not_supported,marginal_statistical_support,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,not_supported,positive_lag_not_supported,absent_all_chain_windows
