scope,object,config_id,sensitivity_group,changed_factor,changed_value,n_candidates,candidate_days,n_derived_windows,derived_window_main_peak_days,bootstrap_status,n_candidate_same_day,n_candidate_shift_or_missing,n_support_class_changed,n_windows_changed
H_only,H,SMOOTH_INPUT_5D,smooth_input,smoothed_fields_input,smooth5,10,18;35;55;60;77;95;113;129;145;155,9,18;35;55;77;95;113;129;145;155,run,5,4,5,5
H_only,H,SMOOTH5_DET_WIDTH_16,smooth5_detector_width,detector_width,16,13,18;36;47;54;76;95;114;129;136;142;155;164;170,13,18;36;47;54;76;95;114;129;136;142;155;164;170,run,4,8,5,6
H_only,H,SMOOTH5_DET_WIDTH_24,smooth5_detector_width,detector_width,24,8,17;33;60;77;96;114;130;152,8,17;33;60;77;96;114;130;152,run,2,8,6,9
H_only,H,SMOOTH5_DET_PEN_3,smooth5_detector_penalty,detector_penalty,3.0,10,18;35;55;60;77;95;113;129;145;155,9,18;35;55;77;95;113;129;145;155,not_run_by_mode,10,0,0,0
H_only,H,SMOOTH5_DET_PEN_5,smooth5_detector_penalty,detector_penalty,5.0,10,18;35;55;60;77;95;113;129;145;155,9,18;35;55;77;95;113;129;145;155,not_run_by_mode,10,0,0,0
H_only,H,SMOOTH5_PEAK_DISTANCE_5,smooth5_local_peak_distance,local_peak_min_distance_days,5,10,18;35;55;60;77;95;113;129;145;155,9,18;35;55;77;95;113;129;145;155,not_run_by_mode,10,0,0,0
H_only,H,SMOOTH5_PEAK_DISTANCE_7,smooth5_local_peak_distance,local_peak_min_distance_days,7,9,18;35;55;77;95;113;129;145;155,9,18;35;55;77;95;113;129;145;155,not_run_by_mode,9,1,0,1
H_only,H,SMOOTH5_MATCH_RADIUS_1_4_7,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,10,18;35;55;60;77;95;113;129;145;155,9,18;35;55;77;95;113;129;145;155,run,10,0,5,0
H_only,H,SMOOTH5_MATCH_RADIUS_3_6_9,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,10,18;35;55;60;77;95;113;129;145;155,9,18;35;55;77;95;113;129;145;155,run,10,0,2,0
H_only,H,SMOOTH5_BAND_Q30,smooth5_candidate_band,band_floor_quantile,0.30,10,18;35;55;60;77;95;113;129;145;155,9,18;35;55;77;95;113;129;145;155,not_run_by_mode,10,0,0,0
H_only,H,SMOOTH5_BAND_Q40,smooth5_candidate_band,band_floor_quantile,0.40,10,18;35;55;60;77;95;113;129;145;155,9,18;35;55;77;95;113;129;145;155,not_run_by_mode,10,0,0,0
H_only,H,SMOOTH5_BAND_PROM_045,smooth5_candidate_band,band_prominence_ratio,0.45,10,18;35;55;60;77;95;113;129;145;155,9,18;35;55;77;95;113;129;145;155,not_run_by_mode,10,0,0,3
H_only,H,SMOOTH5_BAND_PROM_055,smooth5_candidate_band,band_prominence_ratio,0.55,10,18;35;55;60;77;95;113;129;145;155,9,18;35;55;77;95;113;129;145;155,not_run_by_mode,10,0,0,4
H_only,H,SMOOTH5_BAND_MAX_HW_8,smooth5_candidate_band,band_max_half_width,8,10,18;35;55;60;77;95;113;129;145;155,9,18;35;55;77;95;113;129;145;155,not_run_by_mode,10,0,0,0
H_only,H,SMOOTH5_BAND_MAX_HW_12,smooth5_candidate_band,band_max_half_width,12,10,18;35;55;60;77;95;113;129;145;155,9,18;35;55;77;95;113;129;145;155,not_run_by_mode,10,0,0,0
H_only,H,SMOOTH5_MERGE_GAP_0,smooth5_window_merge,merge_gap_days,0,10,18;35;55;60;77;95;113;129;145;155,10,18;35;55;60;77;95;113;129;145;155,not_run_by_mode,10,0,0,1
H_only,H,SMOOTH5_MERGE_GAP_2,smooth5_window_merge,merge_gap_days,2,10,18;35;55;60;77;95;113;129;145;155,9,18;35;55;77;95;113;129;145;155,not_run_by_mode,10,0,0,0
H_only,H,SMOOTH5_CLOSE_NEIGHBOR_3,smooth5_window_merge,close_neighbor_exemption_days,3,10,18;35;55;60;77;95;113;129;145;155,9,18;35;55;77;95;113;129;145;155,not_run_by_mode,10,0,0,0
H_only,H,SMOOTH5_CLOSE_NEIGHBOR_5,smooth5_window_merge,close_neighbor_exemption_days,5,10,18;35;55;60;77;95;113;129;145;155,9,18;35;55;77;95;113;129;145;155,not_run_by_mode,10,0,0,0
H_only,H,SMOOTH5_PROTECT_THR_090,smooth5_window_merge,significant_peak_threshold,0.90,10,18;35;55;60;77;95;113;129;145;155,9,18;35;55;77;95;113;129;145;155,not_run_by_mode,10,0,0,0
Je_only,Je,BASELINE,baseline,none,baseline,8,26;33;46;81;94;111;136;162,8,26;33;46;81;94;111;136;162,run,8,0,0,0
Je_only,Je,DET_WIDTH_16,detector_width,detector_width,16,11,19;26;34;46;57;79;95;111;135;142;161,10,19;26;34;46;57;79;95;111;135;161,run,3,6,2,7
Je_only,Je,DET_WIDTH_24,detector_width,detector_width,24,5,26;47;110;137;162,5,26;47;110;137;162,run,2,6,4,8
Je_only,Je,DET_PEN_3,detector_penalty,detector_penalty,3.0,8,26;33;46;81;94;111;136;162,8,26;33;46;81;94;111;136;162,not_run_by_mode,8,0,0,0
Je_only,Je,DET_PEN_5,detector_penalty,detector_penalty,5.0,8,26;33;46;81;94;111;136;162,8,26;33;46;81;94;111;136;162,not_run_by_mode,8,0,0,0
Je_only,Je,PEAK_DISTANCE_5,local_peak_distance,local_peak_min_distance_days,5,8,26;33;46;81;94;111;136;162,8,26;33;46;81;94;111;136;162,not_run_by_mode,8,0,0,0
Je_only,Je,PEAK_DISTANCE_7,local_peak_distance,local_peak_min_distance_days,7,8,26;33;46;81;94;111;136;162,8,26;33;46;81;94;111;136;162,not_run_by_mode,8,0,0,0
Je_only,Je,MATCH_RADIUS_1_4_7,bootstrap_match_radius,strict_match/match/near,1/4/7,8,26;33;46;81;94;111;136;162,8,26;33;46;81;94;111;136;162,run,8,0,3,0
Je_only,Je,MATCH_RADIUS_3_6_9,bootstrap_match_radius,strict_match/match/near,3/6/9,8,26;33;46;81;94;111;136;162,8,26;33;46;81;94;111;136;162,run,8,0,2,0
Je_only,Je,BAND_Q30,candidate_band,band_floor_quantile,0.30,8,26;33;46;81;94;111;136;162,8,26;33;46;81;94;111;136;162,not_run_by_mode,8,0,0,1
Je_only,Je,BAND_Q40,candidate_band,band_floor_quantile,0.40,8,26;33;46;81;94;111;136;162,8,26;33;46;81;94;111;136;162,not_run_by_mode,8,0,0,0
Je_only,Je,BAND_PROM_045,candidate_band,band_prominence_ratio,0.45,8,26;33;46;81;94;111;136;162,8,26;33;46;81;94;111;136;162,not_run_by_mode,8,0,0,3
Je_only,Je,BAND_PROM_055,candidate_band,band_prominence_ratio,0.55,8,26;33;46;81;94;111;136;162,8,26;33;46;81;94;111;136;162,not_run_by_mode,8,0,0,1
Je_only,Je,BAND_MAX_HW_8,candidate_band,band_max_half_width,8,8,26;33;46;81;94;111;136;162,8,26;33;46;81;94;111;136;162,not_run_by_mode,8,0,0,0
Je_only,Je,BAND_MAX_HW_12,candidate_band,band_max_half_width,12,8,26;33;46;81;94;111;136;162,8,26;33;46;81;94;111;136;162,not_run_by_mode,8,0,0,0
Je_only,Je,MERGE_GAP_0,window_merge,merge_gap_days,0,8,26;33;46;81;94;111;136;162,8,26;33;46;81;94;111;136;162,not_run_by_mode,8,0,0,0
Je_only,Je,MERGE_GAP_2,window_merge,merge_gap_days,2,8,26;33;46;81;94;111;136;162,8,26;33;46;81;94;111;136;162,not_run_by_mode,8,0,0,0
Je_only,Je,CLOSE_NEIGHBOR_3,window_merge,close_neighbor_exemption_days,3,8,26;33;46;81;94;111;136;162,8,26;33;46;81;94;111;136;162,not_run_by_mode,8,0,0,0
Je_only,Je,CLOSE_NEIGHBOR_5,window_merge,close_neighbor_exemption_days,5,8,26;33;46;81;94;111;136;162,8,26;33;46;81;94;111;136;162,not_run_by_mode,8,0,0,0
Je_only,Je,PROTECT_THR_090,window_merge,significant_peak_threshold,0.90,8,26;33;46;81;94;111;136;162,8,26;33;46;81;94;111;136;162,not_run_by_mode,8,0,0,0
Je_only,Je,SMOOTH_INPUT_5D,smooth_input,smoothed_fields_input,smooth5,11,18;26;34;46;78;84;91;98;111;135;162,11,18;26;34;46;78;84;91;98;111;135;162,run,4,4,2,7
Je_only,Je,SMOOTH5_DET_WIDTH_16,smooth5_detector_width,detector_width,16,13,12;18;26;34;45;58;65;78;97;110;134;143;161,12,12;18;26;34;45;58;65;78;97;110;134;161,run,4,9,3,8
Je_only,Je,SMOOTH5_DET_WIDTH_24,smooth5_detector_width,detector_width,24,7,25;32;47;78;111;137;162,7,25;32;47;78;111;137;162,run,3,8,4,10
Je_only,Je,SMOOTH5_DET_PEN_3,smooth5_detector_penalty,detector_penalty,3.0,11,18;26;34;46;78;84;91;98;111;135;162,11,18;26;34;46;78;84;91;98;111;135;162,not_run_by_mode,11,0,0,0
Je_only,Je,SMOOTH5_DET_PEN_5,smooth5_detector_penalty,detector_penalty,5.0,11,18;26;34;46;78;84;91;98;111;135;162,11,18;26;34;46;78;84;91;98;111;135;162,not_run_by_mode,11,0,0,0
Je_only,Je,SMOOTH5_PEAK_DISTANCE_5,smooth5_local_peak_distance,local_peak_min_distance_days,5,11,18;26;34;46;78;84;91;98;111;135;162,11,18;26;34;46;78;84;91;98;111;135;162,not_run_by_mode,11,0,0,0
Je_only,Je,SMOOTH5_PEAK_DISTANCE_7,smooth5_local_peak_distance,local_peak_min_distance_days,7,10,18;26;34;46;78;91;98;111;135;162,10,18;26;34;46;78;91;98;111;135;162,not_run_by_mode,10,1,0,1
Je_only,Je,SMOOTH5_MATCH_RADIUS_1_4_7,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,11,18;26;34;46;78;84;91;98;111;135;162,11,18;26;34;46;78;84;91;98;111;135;162,run,11,0,3,0
Je_only,Je,SMOOTH5_MATCH_RADIUS_3_6_9,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,11,18;26;34;46;78;84;91;98;111;135;162,11,18;26;34;46;78;84;91;98;111;135;162,run,11,0,1,0
Je_only,Je,SMOOTH5_BAND_Q30,smooth5_candidate_band,band_floor_quantile,0.30,11,18;26;34;46;78;84;91;98;111;135;162,11,18;26;34;46;78;84;91;98;111;135;162,not_run_by_mode,11,0,0,1
Je_only,Je,SMOOTH5_BAND_Q40,smooth5_candidate_band,band_floor_quantile,0.40,11,18;26;34;46;78;84;91;98;111;135;162,11,18;26;34;46;78;84;91;98;111;135;162,not_run_by_mode,11,0,0,1
Je_only,Je,SMOOTH5_BAND_PROM_045,smooth5_candidate_band,band_prominence_ratio,0.45,11,18;26;34;46;78;84;91;98;111;135;162,11,18;26;34;46;78;84;91;98;111;135;162,not_run_by_mode,11,0,0,2
Je_only,Je,SMOOTH5_BAND_PROM_055,smooth5_candidate_band,band_prominence_ratio,0.55,11,18;26;34;46;78;84;91;98;111;135;162,11,18;26;34;46;78;84;91;98;111;135;162,not_run_by_mode,11,0,0,3
Je_only,Je,SMOOTH5_BAND_MAX_HW_8,smooth5_candidate_band,band_max_half_width,8,11,18;26;34;46;78;84;91;98;111;135;162,11,18;26;34;46;78;84;91;98;111;135;162,not_run_by_mode,11,0,0,1
Je_only,Je,SMOOTH5_BAND_MAX_HW_12,smooth5_candidate_band,band_max_half_width,12,11,18;26;34;46;78;84;91;98;111;135;162,11,18;26;34;46;78;84;91;98;111;135;162,not_run_by_mode,11,0,0,0
Je_only,Je,SMOOTH5_MERGE_GAP_0,smooth5_window_merge,merge_gap_days,0,11,18;26;34;46;78;84;91;98;111;135;162,11,18;26;34;46;78;84;91;98;111;135;162,not_run_by_mode,11,0,0,0
Je_only,Je,SMOOTH5_MERGE_GAP_2,smooth5_window_merge,merge_gap_days,2,11,18;26;34;46;78;84;91;98;111;135;162,10,18;26;34;46;78;91;98;111;135;162,not_run_by_mode,11,0,0,2
Je_only,Je,SMOOTH5_CLOSE_NEIGHBOR_3,smooth5_window_merge,close_neighbor_exemption_days,3,11,18;26;34;46;78;84;91;98;111;135;162,11,18;26;34;46;78;84;91;98;111;135;162,not_run_by_mode,11,0,0,0
Je_only,Je,SMOOTH5_CLOSE_NEIGHBOR_5,smooth5_window_merge,close_neighbor_exemption_days,5,11,18;26;34;46;78;84;91;98;111;135;162,11,18;26;34;46;78;84;91;98;111;135;162,not_run_by_mode,11,0,0,0
Je_only,Je,SMOOTH5_PROTECT_THR_090,smooth5_window_merge,significant_peak_threshold,0.90,11,18;26;34;46;78;84;91;98;111;135;162,11,18;26;34;46;78;84;91;98;111;135;162,not_run_by_mode,11,0,0,0
Jw_only,Jw,BASELINE,baseline,none,baseline,5,41;83;104;130;152,5,41;83;104;130;152,run,5,0,0,0
Jw_only,Jw,DET_WIDTH_16,detector_width,detector_width,16,10,13;22;42;48;83;103;109;129;151;165,8,13;22;42;83;103;129;151;165,run,1,7,0,4
Jw_only,Jw,DET_WIDTH_24,detector_width,detector_width,24,5,42;83;105;131;153,5,42;83;105;131;153,run,1,4,1,5
Jw_only,Jw,DET_PEN_3,detector_penalty,detector_penalty,3.0,5,41;83;104;130;152,5,41;83;104;130;152,not_run_by_mode,5,0,0,0
Jw_only,Jw,DET_PEN_5,detector_penalty,detector_penalty,5.0,5,41;83;104;130;152,5,41;83;104;130;152,not_run_by_mode,5,0,0,0
Jw_only,Jw,PEAK_DISTANCE_5,local_peak_distance,local_peak_min_distance_days,5,5,41;83;104;130;152,5,41;83;104;130;152,not_run_by_mode,5,0,0,0
Jw_only,Jw,PEAK_DISTANCE_7,local_peak_distance,local_peak_min_distance_days,7,5,41;83;104;130;152,5,41;83;104;130;152,not_run_by_mode,5,0,0,0
Jw_only,Jw,MATCH_RADIUS_1_4_7,bootstrap_match_radius,strict_match/match/near,1/4/7,5,41;83;104;130;152,5,41;83;104;130;152,run,5,0,1,0
Jw_only,Jw,MATCH_RADIUS_3_6_9,bootstrap_match_radius,strict_match/match/near,3/6/9,5,41;83;104;130;152,5,41;83;104;130;152,run,5,0,2,0
Jw_only,Jw,BAND_Q30,candidate_band,band_floor_quantile,0.30,5,41;83;104;130;152,5,41;83;104;130;152,not_run_by_mode,5,0,0,0
Jw_only,Jw,BAND_Q40,candidate_band,band_floor_quantile,0.40,5,41;83;104;130;152,5,41;83;104;130;152,not_run_by_mode,5,0,0,1
Jw_only,Jw,BAND_PROM_045,candidate_band,band_prominence_ratio,0.45,5,41;83;104;130;152,5,41;83;104;130;152,not_run_by_mode,5,0,0,3
Jw_only,Jw,BAND_PROM_055,candidate_band,band_prominence_ratio,0.55,5,41;83;104;130;152,5,41;83;104;130;152,not_run_by_mode,5,0,0,3
Jw_only,Jw,BAND_MAX_HW_8,candidate_band,band_max_half_width,8,5,41;83;104;130;152,5,41;83;104;130;152,not_run_by_mode,5,0,0,1
Jw_only,Jw,BAND_MAX_HW_12,candidate_band,band_max_half_width,12,5,41;83;104;130;152,5,41;83;104;130;152,not_run_by_mode,5,0,0,0
Jw_only,Jw,MERGE_GAP_0,window_merge,merge_gap_days,0,5,41;83;104;130;152,5,41;83;104;130;152,not_run_by_mode,5,0,0,0
Jw_only,Jw,MERGE_GAP_2,window_merge,merge_gap_days,2,5,41;83;104;130;152,5,41;83;104;130;152,not_run_by_mode,5,0,0,0
Jw_only,Jw,CLOSE_NEIGHBOR_3,window_merge,close_neighbor_exemption_days,3,5,41;83;104;130;152,5,41;83;104;130;152,not_run_by_mode,5,0,0,0
Jw_only,Jw,CLOSE_NEIGHBOR_5,window_merge,close_neighbor_exemption_days,5,5,41;83;104;130;152,5,41;83;104;130;152,not_run_by_mode,5,0,0,0
Jw_only,Jw,PROTECT_THR_090,window_merge,significant_peak_threshold,0.90,5,41;83;104;130;152,5,41;83;104;130;152,not_run_by_mode,5,0,0,0
Jw_only,Jw,SMOOTH_INPUT_5D,smooth_input,smoothed_fields_input,smooth5,9,13;21;31;42;82;103;109;129;152,8,13;21;31;42;82;109;129;152,run,1,7,0,5
Jw_only,Jw,SMOOTH5_DET_WIDTH_16,smooth5_detector_width,detector_width,16,11,14;22;29;42;49;83;103;110;128;150;165,10,14;22;29;42;49;83;103;128;150;165,run,2,8,3,8
Jw_only,Jw,SMOOTH5_DET_WIDTH_24,smooth5_detector_width,detector_width,24,5,42;81;104;131;152,5,42;81;104;131;152,run,2,7,4,8
Jw_only,Jw,SMOOTH5_DET_PEN_3,smooth5_detector_penalty,detector_penalty,3.0,9,13;21;31;42;82;103;109;129;152,8,13;21;31;42;82;103;129;152,not_run_by_mode,9,0,0,1
Jw_only,Jw,SMOOTH5_DET_PEN_5,smooth5_detector_penalty,detector_penalty,5.0,9,13;21;31;42;82;103;109;129;152,8,13;21;31;42;82;103;129;152,not_run_by_mode,9,0,0,1
Jw_only,Jw,SMOOTH5_PEAK_DISTANCE_5,smooth5_local_peak_distance,local_peak_min_distance_days,5,9,13;21;31;42;82;103;109;129;152,8,13;21;31;42;82;103;129;152,not_run_by_mode,9,0,0,1
Jw_only,Jw,SMOOTH5_PEAK_DISTANCE_7,smooth5_local_peak_distance,local_peak_min_distance_days,7,8,13;21;31;42;82;103;129;152,8,13;21;31;42;82;103;129;152,not_run_by_mode,8,1,0,1
Jw_only,Jw,SMOOTH5_MATCH_RADIUS_1_4_7,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,9,13;21;31;42;82;103;109;129;152,8,13;21;31;42;82;103;129;152,run,9,0,2,1
Jw_only,Jw,SMOOTH5_MATCH_RADIUS_3_6_9,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,9,13;21;31;42;82;103;109;129;152,8,13;21;31;42;82;109;129;152,run,9,0,4,0
Jw_only,Jw,SMOOTH5_BAND_Q30,smooth5_candidate_band,band_floor_quantile,0.30,9,13;21;31;42;82;103;109;129;152,8,13;21;31;42;82;103;129;152,not_run_by_mode,9,0,0,1
Jw_only,Jw,SMOOTH5_BAND_Q40,smooth5_candidate_band,band_floor_quantile,0.40,9,13;21;31;42;82;103;109;129;152,8,13;21;31;42;82;103;129;152,not_run_by_mode,9,0,0,2
Jw_only,Jw,SMOOTH5_BAND_PROM_045,smooth5_candidate_band,band_prominence_ratio,0.45,9,13;21;31;42;82;103;109;129;152,8,13;21;31;42;82;103;129;152,not_run_by_mode,9,0,0,4
Jw_only,Jw,SMOOTH5_BAND_PROM_055,smooth5_candidate_band,band_prominence_ratio,0.55,9,13;21;31;42;82;103;109;129;152,8,13;21;31;42;82;103;129;152,not_run_by_mode,9,0,0,2
Jw_only,Jw,SMOOTH5_BAND_MAX_HW_8,smooth5_candidate_band,band_max_half_width,8,9,13;21;31;42;82;103;109;129;152,8,13;21;31;42;82;103;129;152,not_run_by_mode,9,0,0,1
Jw_only,Jw,SMOOTH5_BAND_MAX_HW_12,smooth5_candidate_band,band_max_half_width,12,9,13;21;31;42;82;103;109;129;152,8,13;21;31;42;82;103;129;152,not_run_by_mode,9,0,0,1
Jw_only,Jw,SMOOTH5_MERGE_GAP_0,smooth5_window_merge,merge_gap_days,0,9,13;21;31;42;82;103;109;129;152,8,13;21;31;42;82;103;129;152,not_run_by_mode,9,0,0,1
Jw_only,Jw,SMOOTH5_MERGE_GAP_2,smooth5_window_merge,merge_gap_days,2,9,13;21;31;42;82;103;109;129;152,8,13;21;31;42;82;103;129;152,not_run_by_mode,9,0,0,1
Jw_only,Jw,SMOOTH5_CLOSE_NEIGHBOR_3,smooth5_window_merge,close_neighbor_exemption_days,3,9,13;21;31;42;82;103;109;129;152,8,13;21;31;42;82;103;129;152,not_run_by_mode,9,0,0,1
Jw_only,Jw,SMOOTH5_CLOSE_NEIGHBOR_5,smooth5_window_merge,close_neighbor_exemption_days,5,9,13;21;31;42;82;103;109;129;152,8,13;21;31;42;82;103;129;152,not_run_by_mode,9,0,0,1
Jw_only,Jw,SMOOTH5_PROTECT_THR_090,smooth5_window_merge,significant_peak_threshold,0.90,9,13;21;31;42;82;103;109;129;152,8,13;21;31;42;82;103;129;152,not_run_by_mode,9,0,0,1
