scope,object,config_id,reference_config_id,sensitivity_group,changed_factor,changed_value,baseline_window_id,baseline_main_peak_day,perturbed_window_id,perturbed_main_peak_day,main_peak_delta,baseline_window_start,baseline_window_end,perturbed_window_start,perturbed_window_end,member_candidate_change,merge_split_status,window_start_delta,window_end_delta
P_only,P,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,W006,95,W006,95,0,93,97,93,97,False,UNCHANGED,0,0
P_only,P,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,W007,113,W007,113,0,110,116,110,115,False,BOUNDARY_SHIFT_ONLY,0,-1
P_only,P,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,W008,126,W008,126,0,124,128,124,128,False,UNCHANGED,0,0
P_only,P,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,W009,138,W009,138,0,136,140,136,140,False,UNCHANGED,0,0
P_only,P,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,W010,158,W010,158,0,153,161,153,161,False,UNCHANGED,0,0
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,W001,18,W001,18,0,16,20,16,20,False,UNCHANGED,0,0
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,W002,34,W002,45,11,32,36,32,48,True,MISSING_WINDOW,0,12
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,W003,45,W002,45,0,38,48,32,48,True,BOUNDARY_SHIFT_ONLY,-6,0
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,W004,65,W003,65,0,63,67,63,67,False,UNCHANGED,0,0
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,W005,82,W004,82,0,74,91,73,97,True,BOUNDARY_SHIFT_ONLY,-1,6
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,W006,95,W004,82,-13,93,97,73,97,True,MISSING_WINDOW,-20,0
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,W007,113,W005,113,0,110,116,109,116,False,BOUNDARY_SHIFT_ONLY,-1,0
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,W008,126,W006,126,0,124,128,124,128,False,UNCHANGED,0,0
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,W009,138,W007,138,0,136,140,136,140,False,UNCHANGED,0,0
P_only,P,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,W010,158,W008,158,0,153,161,153,162,False,BOUNDARY_SHIFT_ONLY,0,1
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,W001,18,W001,18,0,16,20,16,20,False,UNCHANGED,0,0
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,W002,34,W002,34,0,32,36,32,36,False,UNCHANGED,0,0
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,W003,45,W003,45,0,38,48,38,48,False,UNCHANGED,0,0
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,W004,65,W004,65,0,63,67,63,67,False,UNCHANGED,0,0
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,W005,82,W005,82,0,74,91,74,90,False,BOUNDARY_SHIFT_ONLY,0,-1
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,W006,95,W006,95,0,93,97,93,97,False,UNCHANGED,0,0
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,W007,113,W007,113,0,110,116,110,116,False,UNCHANGED,0,0
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,W008,126,W008,126,0,124,128,124,128,False,UNCHANGED,0,0
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,W009,138,W009,138,0,136,140,136,140,False,UNCHANGED,0,0
P_only,P,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,W010,158,W010,158,0,153,161,153,161,False,UNCHANGED,0,0
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,W001,18,W001,18,0,16,20,16,20,False,UNCHANGED,0,0
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,W002,34,W002,34,0,32,36,32,36,False,UNCHANGED,0,0
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,W003,45,W003,45,0,38,48,38,48,False,UNCHANGED,0,0
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,W004,65,W004,65,0,63,67,63,67,False,UNCHANGED,0,0
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,W005,82,W005,82,0,74,91,74,91,False,UNCHANGED,0,0
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,W006,95,W006,95,0,93,97,93,97,False,UNCHANGED,0,0
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,W007,113,W007,113,0,110,116,110,116,False,UNCHANGED,0,0
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,W008,126,W008,126,0,124,128,124,128,False,UNCHANGED,0,0
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,W009,138,W009,138,0,136,140,136,140,False,UNCHANGED,0,0
P_only,P,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,W010,158,W010,158,0,153,161,153,161,False,UNCHANGED,0,0
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,W001,18,W001,18,0,16,20,16,20,False,UNCHANGED,0,0
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,W002,34,W002,34,0,32,36,32,36,False,UNCHANGED,0,0
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,W003,45,W003,45,0,38,48,38,48,False,UNCHANGED,0,0
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,W004,65,W004,65,0,63,67,63,67,False,UNCHANGED,0,0
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,W005,82,W005,82,0,74,91,74,91,False,UNCHANGED,0,0
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,W006,95,W006,95,0,93,97,93,97,False,UNCHANGED,0,0
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,W007,113,W007,113,0,110,116,110,116,False,UNCHANGED,0,0
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,W008,126,W008,126,0,124,128,124,128,False,UNCHANGED,0,0
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,W009,138,W009,138,0,136,140,136,140,False,UNCHANGED,0,0
P_only,P,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,W010,158,W010,158,0,153,161,153,161,False,UNCHANGED,0,0
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,W001,18,W001,18,0,16,20,16,20,False,UNCHANGED,0,0
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,W002,34,W002,45,11,32,36,32,48,True,MISSING_WINDOW,0,12
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,W003,45,W002,45,0,38,48,32,48,True,BOUNDARY_SHIFT_ONLY,-6,0
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,W004,65,W003,65,0,63,67,63,67,False,UNCHANGED,0,0
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,W005,82,W004,82,0,74,91,74,97,True,BOUNDARY_SHIFT_ONLY,0,6
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,W006,95,W004,82,-13,93,97,74,97,True,MISSING_WINDOW,-19,0
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,W007,113,W005,113,0,110,116,110,116,False,UNCHANGED,0,0
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,W008,126,W006,126,0,124,128,124,128,False,UNCHANGED,0,0
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,W009,138,W007,138,0,136,140,136,140,False,UNCHANGED,0,0
P_only,P,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,W010,158,W008,158,0,153,161,153,161,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,W001,18,W001,18,0,16,20,16,20,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,W002,34,W002,34,0,32,36,32,36,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,W003,45,W003,45,0,38,48,38,48,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,W004,65,W004,65,0,63,67,63,67,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,W005,82,W005,82,0,74,91,74,91,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,W006,95,W006,95,0,93,97,93,97,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,W007,113,W007,113,0,110,116,110,116,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,W008,126,W008,126,0,124,128,124,128,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,W009,138,W009,138,0,136,140,136,140,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,W010,158,W010,158,0,153,161,153,161,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,W001,18,W001,18,0,16,20,16,20,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,W002,34,W002,34,0,32,36,32,36,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,W003,45,W003,45,0,38,48,38,48,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,W004,65,W004,65,0,63,67,63,67,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,W005,82,W005,82,0,74,91,74,91,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,W006,95,W006,95,0,93,97,93,97,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,W007,113,W007,113,0,110,116,110,116,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,W008,126,W008,126,0,124,128,124,128,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,W009,138,W009,138,0,136,140,136,140,False,UNCHANGED,0,0
P_only,P,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,W010,158,W010,158,0,153,161,153,161,False,UNCHANGED,0,0
P_only,P,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,W001,18,W001,18,0,16,20,16,20,False,UNCHANGED,0,0
P_only,P,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,W002,34,W002,34,0,32,36,32,36,False,UNCHANGED,0,0
P_only,P,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,W003,45,W003,45,0,38,48,38,48,False,UNCHANGED,0,0
P_only,P,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,W004,65,W004,65,0,63,67,63,67,False,UNCHANGED,0,0
P_only,P,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,W005,82,W005,82,0,74,91,74,91,False,UNCHANGED,0,0
P_only,P,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,W006,95,W006,95,0,93,97,93,97,False,UNCHANGED,0,0
P_only,P,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,W007,113,W007,113,0,110,116,110,116,False,UNCHANGED,0,0
P_only,P,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,W008,126,W008,126,0,124,128,124,128,False,UNCHANGED,0,0
P_only,P,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,W009,138,W009,138,0,136,140,136,140,False,UNCHANGED,0,0
P_only,P,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,W010,158,W010,158,0,153,161,153,161,False,UNCHANGED,0,0
P_only,P,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,W001,18,W001,17,-1,16,20,15,19,False,MAIN_PEAK_CHANGED,-1,-1
P_only,P,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,W002,34,W002,33,-1,32,36,31,35,False,MAIN_PEAK_CHANGED,-1,-1
P_only,P,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,W003,45,W003,44,-1,38,48,39,48,False,MAIN_PEAK_CHANGED,1,0
P_only,P,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,W004,65,W005,66,1,63,67,64,68,True,MAIN_PEAK_CHANGED,1,1
P_only,P,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,W005,82,W006,83,1,74,91,74,90,True,MAIN_PEAK_CHANGED,0,-1
P_only,P,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,W006,95,W007,97,2,93,97,95,99,True,MAIN_PEAK_CHANGED,2,2
P_only,P,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,W007,113,W008,114,1,110,116,110,116,True,MAIN_PEAK_CHANGED,0,0
P_only,P,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,W008,126,W009,127,1,124,128,125,129,True,MAIN_PEAK_CHANGED,1,1
P_only,P,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,W009,138,W010,139,1,136,140,137,141,True,MAIN_PEAK_CHANGED,1,1
P_only,P,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,W010,158,W011,156,-2,153,161,153,162,True,MAIN_PEAK_CHANGED,0,1
P_only,P,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W001,17,W001,17,0,15,19,15,19,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W002,33,W002,32,-1,31,35,30,34,False,MAIN_PEAK_CHANGED,-1,-1
P_only,P,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W003,44,W003,45,1,39,48,41,48,False,MAIN_PEAK_CHANGED,2,0
P_only,P,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W004,56,W004,55,-1,54,58,53,57,False,MAIN_PEAK_CHANGED,-1,-1
P_only,P,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W005,66,W005,66,0,64,68,64,68,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W006,83,W006,83,0,74,90,76,88,True,BOUNDARY_SHIFT_ONLY,2,-2
P_only,P,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W007,97,W007,97,0,95,99,95,100,True,BOUNDARY_SHIFT_ONLY,0,1
P_only,P,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W008,114,W008,113,-1,110,116,110,116,True,MAIN_PEAK_CHANGED,0,0
P_only,P,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W009,127,W009,126,-1,125,129,124,128,True,MAIN_PEAK_CHANGED,-1,-1
P_only,P,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W010,139,W010,139,0,137,141,137,141,True,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W011,156,W011,156,0,153,162,152,161,True,BOUNDARY_SHIFT_ONLY,-1,-1
P_only,P,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,W012,167,W011,156,-11,165,169,152,161,False,MISSING_WINDOW,-13,-8
P_only,P,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W001,17,W001,17,0,15,19,15,19,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W002,33,W002,44,11,31,35,37,48,False,MISSING_WINDOW,6,13
P_only,P,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W003,44,W002,44,0,39,48,37,48,True,BOUNDARY_SHIFT_ONLY,-2,0
P_only,P,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W004,56,W003,67,11,54,58,65,69,True,MISSING_WINDOW,11,11
P_only,P,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W005,66,W003,67,1,64,68,65,69,True,MAIN_PEAK_CHANGED,1,1
P_only,P,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W006,83,W004,82,-1,74,90,74,92,True,MAIN_PEAK_CHANGED,0,2
P_only,P,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W007,97,W004,82,-15,95,99,74,92,True,MISSING_WINDOW,-21,-7
P_only,P,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W008,114,W005,114,0,110,116,110,116,True,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W009,127,W006,127,0,125,129,125,129,True,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W010,139,W007,138,-1,137,141,136,140,True,MAIN_PEAK_CHANGED,-1,-1
P_only,P,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W011,156,W008,156,0,153,162,153,162,True,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,W012,167,W008,156,-11,165,169,153,162,True,MISSING_WINDOW,-12,-7
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W001,17,W001,17,0,15,19,15,19,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W002,33,W002,33,0,31,35,31,35,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W003,44,W003,44,0,39,48,39,48,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W004,56,W004,56,0,54,58,54,58,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W005,66,W005,66,0,64,68,64,68,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W006,83,W006,83,0,74,90,74,90,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W007,97,W007,97,0,95,99,95,99,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W008,114,W008,114,0,110,116,110,116,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W009,127,W009,127,0,125,129,125,129,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W010,139,W010,139,0,137,141,137,141,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W011,156,W011,156,0,153,162,153,162,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,W012,167,W012,167,0,165,169,165,169,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W001,17,W001,17,0,15,19,15,19,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W002,33,W002,33,0,31,35,31,35,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W003,44,W003,44,0,39,48,39,48,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W004,56,W004,56,0,54,58,54,58,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W005,66,W005,66,0,64,68,64,68,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W006,83,W006,83,0,74,90,74,90,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W007,97,W007,97,0,95,99,95,99,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W008,114,W008,114,0,110,116,110,116,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W009,127,W009,127,0,125,129,125,129,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W010,139,W010,139,0,137,141,137,141,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W011,156,W011,156,0,153,162,153,162,False,UNCHANGED,0,0
P_only,P,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,W012,167,W012,167,0,165,169,165,169,False,UNCHANGED,0,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,W001,17,W001,17,0,15,19,15,19,False,UNCHANGED,0,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,W002,33,W002,33,0,31,35,31,35,False,UNCHANGED,0,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,W003,44,W003,44,0,39,48,39,48,False,UNCHANGED,0,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,W004,56,W004,56,0,54,58,54,58,False,UNCHANGED,0,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,W005,66,W005,66,0,64,68,64,68,False,UNCHANGED,0,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,W006,83,W006,83,0,74,90,74,90,False,UNCHANGED,0,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,W007,97,W007,97,0,95,99,95,99,False,UNCHANGED,0,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,W008,114,W008,114,0,110,116,110,116,False,UNCHANGED,0,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,W009,127,W009,127,0,125,129,125,129,False,UNCHANGED,0,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,W010,139,W010,139,0,137,141,137,141,False,UNCHANGED,0,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,W011,156,W011,156,0,153,162,153,162,False,UNCHANGED,0,0
P_only,P,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,W012,167,W012,167,0,165,169,165,169,False,UNCHANGED,0,0
P_only,P,SMOOTH5_PEAK_DISTANCE_7,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,7,W001,17,W001,17,0,15,19,15,19,False,UNCHANGED,0,0
P_only,P,SMOOTH5_PEAK_DISTANCE_7,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,7,W002,33,W002,33,0,31,35,31,35,False,UNCHANGED,0,0
P_only,P,SMOOTH5_PEAK_DISTANCE_7,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,7,W003,44,W003,44,0,39,48,39,48,False,UNCHANGED,0,0
P_only,P,SMOOTH5_PEAK_DISTANCE_7,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,7,W004,56,W004,56,0,54,58,54,58,False,UNCHANGED,0,0
