scope,object,config_id,reference_config_id,sensitivity_group,changed_factor,changed_value,n_baseline_candidates_compared,n_same_day,n_strict_shift_le_2d,n_match_shift_le_5d,n_near_shift_le_8d,n_shift_gt_8d_or_missing,n_missing_baseline_candidate,n_new_perturbed_candidate,median_abs_day_delta,max_abs_day_delta
V_only,V,DET_PEN_3,BASELINE,detector_penalty,detector_penalty,3.0,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,DET_PEN_5,BASELINE,detector_penalty,detector_penalty,5.0,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,DET_WIDTH_16,BASELINE,detector_width,detector_width,16,9,6,3,0,0,0,0,0,0.0,2.0
V_only,V,DET_WIDTH_24,BASELINE,detector_width,detector_width,24,9,2,5,1,0,1,0,0,1.0,10.0
V_only,V,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,PEAK_DISTANCE_5,BASELINE,local_peak_distance,local_peak_min_distance_days,5,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,SMOOTH5_BAND_MAX_HW_12,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,12,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,SMOOTH5_BAND_MAX_HW_8,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,8,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,SMOOTH5_BAND_PROM_045,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.45,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,SMOOTH5_BAND_PROM_055,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.55,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,SMOOTH5_BAND_Q30,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.30,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,SMOOTH5_BAND_Q40,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.40,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,SMOOTH5_CLOSE_NEIGHBOR_3,SMOOTH_INPUT_5D,smooth5_window_merge,close_neighbor_exemption_days,3,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,SMOOTH5_CLOSE_NEIGHBOR_5,SMOOTH_INPUT_5D,smooth5_window_merge,close_neighbor_exemption_days,5,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,9,4,5,0,0,0,0,0,1.0,2.0
V_only,V,SMOOTH5_DET_WIDTH_16,,smooth5_detector_width,detector_width,16,0,0,0,0,0,0,0,1,,
V_only,V,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,9,4,4,1,0,0,0,0,1.0,3.0
V_only,V,SMOOTH5_MATCH_RADIUS_1_4_7,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,SMOOTH5_MATCH_RADIUS_3_6_9,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,SMOOTH5_MERGE_GAP_0,SMOOTH_INPUT_5D,smooth5_window_merge,merge_gap_days,0,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,SMOOTH5_MERGE_GAP_2,SMOOTH_INPUT_5D,smooth5_window_merge,merge_gap_days,2,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,SMOOTH5_PEAK_DISTANCE_7,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,7,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,SMOOTH5_PROTECT_THR_090,SMOOTH_INPUT_5D,smooth5_window_merge,significant_peak_threshold,0.90,9,9,0,0,0,0,0,0,0.0,0.0
V_only,V,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,9,3,6,0,0,0,0,0,1.0,2.0
joint_all,joint_all,BAND_MAX_HW_12,BASELINE,candidate_band,band_max_half_width,12,8,8,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,BAND_MAX_HW_8,BASELINE,candidate_band,band_max_half_width,8,8,8,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,BAND_PROM_045,BASELINE,candidate_band,band_prominence_ratio,0.45,8,8,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,BAND_PROM_055,BASELINE,candidate_band,band_prominence_ratio,0.55,8,8,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,BAND_Q30,BASELINE,candidate_band,band_floor_quantile,0.30,8,8,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,BAND_Q40,BASELINE,candidate_band,band_floor_quantile,0.40,8,8,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,BASELINE,BASELINE,baseline,none,baseline,8,8,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,CLOSE_NEIGHBOR_3,BASELINE,window_merge,close_neighbor_exemption_days,3,8,8,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,CLOSE_NEIGHBOR_5,BASELINE,window_merge,close_neighbor_exemption_days,5,8,8,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,DET_PEN_3,BASELINE,detector_penalty,detector_penalty,3.0,8,8,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,DET_PEN_5,BASELINE,detector_penalty,detector_penalty,5.0,8,8,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,DET_WIDTH_16,BASELINE,detector_width,detector_width,16,8,5,3,0,0,0,0,0,0.0,2.0
joint_all,joint_all,DET_WIDTH_16,,detector_width,detector_width,16,0,0,0,0,0,0,0,2,,
joint_all,joint_all,DET_WIDTH_24,BASELINE,detector_width,detector_width,24,8,3,5,0,0,0,0,0,1.0,2.0
joint_all,joint_all,MATCH_RADIUS_1_4_7,BASELINE,bootstrap_match_radius,strict_match/match/near,1/4/7,8,8,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,MATCH_RADIUS_3_6_9,BASELINE,bootstrap_match_radius,strict_match/match/near,3/6/9,8,8,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,MERGE_GAP_0,BASELINE,window_merge,merge_gap_days,0,8,8,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,MERGE_GAP_2,BASELINE,window_merge,merge_gap_days,2,8,8,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,PEAK_DISTANCE_5,BASELINE,local_peak_distance,local_peak_min_distance_days,5,8,7,0,1,0,0,0,0,0.0,3.0
joint_all,joint_all,PEAK_DISTANCE_7,BASELINE,local_peak_distance,local_peak_min_distance_days,7,8,7,0,1,0,0,0,0,0.0,3.0
joint_all,joint_all,PROTECT_THR_090,BASELINE,window_merge,significant_peak_threshold,0.90,8,8,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,SMOOTH5_BAND_MAX_HW_12,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,12,9,9,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,SMOOTH5_BAND_MAX_HW_8,SMOOTH_INPUT_5D,smooth5_candidate_band,band_max_half_width,8,9,9,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,SMOOTH5_BAND_PROM_045,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.45,9,9,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,SMOOTH5_BAND_PROM_055,SMOOTH_INPUT_5D,smooth5_candidate_band,band_prominence_ratio,0.55,9,9,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,SMOOTH5_BAND_Q30,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.30,9,9,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,SMOOTH5_BAND_Q40,SMOOTH_INPUT_5D,smooth5_candidate_band,band_floor_quantile,0.40,9,9,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,SMOOTH5_CLOSE_NEIGHBOR_3,SMOOTH_INPUT_5D,smooth5_window_merge,close_neighbor_exemption_days,3,9,9,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,SMOOTH5_CLOSE_NEIGHBOR_5,SMOOTH_INPUT_5D,smooth5_window_merge,close_neighbor_exemption_days,5,9,9,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,SMOOTH5_DET_PEN_3,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,3.0,9,9,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,SMOOTH5_DET_PEN_5,SMOOTH_INPUT_5D,smooth5_detector_penalty,detector_penalty,5.0,9,9,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,SMOOTH5_DET_WIDTH_16,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,16,9,5,4,0,0,0,0,0,0.0,1.0
joint_all,joint_all,SMOOTH5_DET_WIDTH_16,,smooth5_detector_width,detector_width,16,0,0,0,0,0,0,0,1,,
joint_all,joint_all,SMOOTH5_DET_WIDTH_24,SMOOTH_INPUT_5D,smooth5_detector_width,detector_width,24,9,4,3,0,1,1,0,0,1.0,14.0
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_1_4_7,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,1/4/7,9,9,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,SMOOTH5_MATCH_RADIUS_3_6_9,SMOOTH_INPUT_5D,smooth5_bootstrap_match_radius,strict_match/match/near,3/6/9,9,9,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,SMOOTH5_MERGE_GAP_0,SMOOTH_INPUT_5D,smooth5_window_merge,merge_gap_days,0,9,9,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,SMOOTH5_MERGE_GAP_2,SMOOTH_INPUT_5D,smooth5_window_merge,merge_gap_days,2,9,9,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,SMOOTH5_PEAK_DISTANCE_5,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,5,9,9,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,SMOOTH5_PEAK_DISTANCE_7,SMOOTH_INPUT_5D,smooth5_local_peak_distance,local_peak_min_distance_days,7,9,8,0,1,0,0,0,0,0.0,5.0
joint_all,joint_all,SMOOTH5_PROTECT_THR_090,SMOOTH_INPUT_5D,smooth5_window_merge,significant_peak_threshold,0.90,9,9,0,0,0,0,0,0,0.0,0.0
joint_all,joint_all,SMOOTH_INPUT_5D,BASELINE,smooth_input,smoothed_fields_input,smooth5,8,1,7,0,0,0,0,0,1.0,2.0
joint_all,joint_all,SMOOTH_INPUT_5D,,smooth_input,smoothed_fields_input,smooth5,0,0,0,0,0,0,0,1,,
