window_id,segment_id,object_A,object_B,baseline_config,branch,observed_classified_type,start_day,end_day,duration,P_same_type_matched,P_near_instead,P_uncertain_instead,P_opposite_dominant,P_absent_or_fragmented,support_class,matched_start_day_median,matched_start_day_q025,matched_start_day_q975,matched_end_day_median,matched_end_day_q025,matched_end_day_q975,matching_rule
W045,SEG00001,H,Je,C0_full_stage,dist,uncertain_segment,4,15,12,0.943,0.003,0.0,0.0,0.054,tendency,4.0,4.0,10.0,15.0,8.0,22.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00356,V,Jw,C0_full_stage,pattern,A_dominant_segment_tendency,47,61,15,0.359,0.0,0.277,0.025,0.339,unresolved,46.0,43.0,53.0,62.0,55.0,67.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00357,V,Jw,C0_full_stage,pattern,B_dominant_segment_tendency,62,74,13,0.343,0.0,0.327,0.048,0.282,unresolved,62.0,57.0,68.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00358,V,Jw,C1_buffered_stage,dist,uncertain_segment,4,8,5,0.788,0.004,0.0,0.0,0.208,unresolved,4.0,4.0,6.0,8.0,5.0,17.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00359,V,Jw,C1_buffered_stage,dist,uncertain_segment,9,15,7,0.691,0.0,0.0,0.0,0.309,unresolved,9.0,4.0,13.0,15.0,11.0,29.25,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00360,V,Jw,C1_buffered_stage,dist,short_uncertain,16,16,1,0.643,0.0,0.0,0.0,0.357,unresolved,13.0,4.0,16.0,19.0,16.0,32.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00361,V,Jw,C1_buffered_stage,dist,uncertain_segment,17,20,4,0.604,0.002,0.0,0.0,0.394,unresolved,15.0,4.075000000000001,18.0,20.0,18.0,33.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00362,V,Jw,C1_buffered_stage,dist,uncertain_segment,21,29,9,0.751,0.0,0.0,0.0,0.249,unresolved,22.0,9.0,26.0,28.0,24.0,47.25,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00363,V,Jw,C1_buffered_stage,dist,uncertain_segment,30,37,8,0.711,0.004,0.0,0.0,0.285,unresolved,29.0,18.75,34.0,40.0,32.0,55.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00364,V,Jw,C1_buffered_stage,dist,short_uncertain,38,39,2,0.697,0.003,0.0,0.0,0.3,unresolved,31.0,21.0,38.0,43.0,38.0,57.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00365,V,Jw,C1_buffered_stage,dist,uncertain_segment,40,53,14,0.662,0.0,0.0,0.0,0.338,unresolved,40.0,25.525000000000002,46.0,52.0,44.0,59.47500000000002,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00366,V,Jw,C1_buffered_stage,dist,B_dominant_segment,54,74,21,0.701,0.0,0.164,0.0,0.135,unresolved,54.0,30.5,66.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00367,V,Jw,C1_buffered_stage,pattern,short_uncertain,4,4,1,0.706,0.005,0.0,0.0,0.289,unresolved,4.0,4.0,4.0,6.0,4.0,18.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00368,V,Jw,C1_buffered_stage,pattern,short_uncertain,5,5,1,0.689,0.005,0.0,0.0,0.306,unresolved,4.0,4.0,5.0,7.0,5.0,18.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00369,V,Jw,C1_buffered_stage,pattern,uncertain_segment,6,17,12,0.476,0.0,0.0,0.0,0.524,unresolved,7.0,4.0,12.0,16.0,10.0,24.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00370,V,Jw,C1_buffered_stage,pattern,uncertain_segment,18,20,3,0.678,0.002,0.0,0.0,0.32,unresolved,17.0,5.0,19.0,21.0,18.0,28.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00371,V,Jw,C1_buffered_stage,pattern,uncertain_segment,21,24,4,0.643,0.003,0.0,0.0,0.354,unresolved,20.0,8.0,23.0,24.0,22.0,32.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00372,V,Jw,C1_buffered_stage,pattern,short_uncertain,25,26,2,0.55,0.004,0.0,0.0,0.446,unresolved,22.0,15.0,25.0,27.0,25.0,34.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00373,V,Jw,C1_buffered_stage,pattern,short_uncertain,27,27,1,0.483,0.002,0.0,0.0,0.515,unresolved,24.0,17.0,27.0,29.0,27.0,35.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00374,V,Jw,C1_buffered_stage,pattern,B_dominant_segment,28,46,19,0.706,0.0,0.046,0.0,0.248,unresolved,28.0,17.0,35.0,47.0,43.625,57.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00375,V,Jw,C1_buffered_stage,pattern,uncertain_segment,47,61,15,0.595,0.0,0.0,0.0,0.405,unresolved,48.0,44.0,56.0,60.0,53.0,63.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00376,V,Jw,C1_buffered_stage,pattern,B_dominant_segment_tendency,62,74,13,0.625,0.0,0.315,0.006,0.054,unresolved,62.0,60.0,68.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00377,V,Jw,C2_immediate_pre,dist,uncertain_segment,4,8,5,0.836,0.011,0.0,0.0,0.153,exploratory_signal,4.0,4.0,5.0,9.0,6.0,32.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00378,V,Jw,C2_immediate_pre,dist,uncertain_segment,9,15,7,0.76,0.004,0.0,0.0,0.236,unresolved,7.0,4.0,12.0,17.0,11.0,37.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00379,V,Jw,C2_immediate_pre,dist,uncertain_segment,16,20,5,0.713,0.012,0.0,0.0,0.275,unresolved,11.0,4.0,18.0,21.0,17.0,39.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00380,V,Jw,C2_immediate_pre,dist,uncertain_segment,21,28,8,0.595,0.001,0.0,0.0,0.404,unresolved,20.0,4.0,25.0,28.0,23.0,53.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00381,V,Jw,C2_immediate_pre,dist,short_uncertain,29,29,1,0.61,0.0,0.0,0.0,0.39,unresolved,26.0,4.0,29.0,31.0,29.0,54.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00382,V,Jw,C2_immediate_pre,dist,uncertain_segment,30,37,8,0.601,0.001,0.0,0.0,0.398,unresolved,30.0,4.0,34.0,38.0,32.0,55.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00383,V,Jw,C2_immediate_pre,dist,uncertain_segment,38,40,3,0.619,0.006,0.0,0.0,0.375,unresolved,35.0,17.0,39.0,42.0,39.0,57.549999999999955,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00384,V,Jw,C2_immediate_pre,dist,uncertain_segment,41,54,14,0.593,0.0,0.0,0.0,0.407,unresolved,41.0,21.0,47.0,53.0,45.0,60.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00385,V,Jw,C2_immediate_pre,dist,B_dominant_segment,55,74,20,0.724,0.0,0.158,0.0,0.118,unresolved,54.0,38.0,66.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00386,V,Jw,C2_immediate_pre,pattern,uncertain_segment,4,31,28,0.783,0.0,0.0,0.0,0.217,unresolved,4.0,4.0,21.0,25.0,14.0,31.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00387,V,Jw,C2_immediate_pre,pattern,B_dominant_segment,32,46,15,0.65,0.0,0.157,0.002,0.191,unresolved,32.0,29.225,36.0,46.0,43.0,57.77499999999998,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00388,V,Jw,C2_immediate_pre,pattern,uncertain_segment,47,61,15,0.607,0.0,0.0,0.0,0.393,unresolved,48.0,43.15,56.0,60.0,52.15,63.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00389,V,Jw,C2_immediate_pre,pattern,B_dominant_segment_tendency,62,74,13,0.658,0.0,0.272,0.009,0.061,unresolved,62.0,59.0,68.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
