bootstrap_id,region_id,region_label,lat_min,lat_max,lat_center,n_raw_lat_points,onset_day,midpoint_day,finish_day,duration,pre_post_separation_label,progress_quality_label
204,1,R2_mid,21.75,28.25,25.0,27,40.0,44.0,53.0,14.0,clear_separation,nonmonotonic_progress
204,2,R3_high,28.5,35.0,31.75,27,36.0,49.0,53.0,18.0,clear_separation,monotonic_clear_progress
205,0,R1_low,15.0,21.5,18.25,27,38.0,40.0,42.0,5.0,clear_separation,nonmonotonic_progress
205,1,R2_mid,21.75,28.25,25.0,27,37.0,40.0,42.0,6.0,clear_separation,nonmonotonic_progress
205,2,R3_high,28.5,35.0,31.75,27,37.0,39.0,49.0,13.0,clear_separation,monotonic_clear_progress
206,0,R1_low,15.0,21.5,18.25,27,46.0,50.0,53.0,8.0,clear_separation,monotonic_clear_progress
206,1,R2_mid,21.75,28.25,25.0,27,39.0,49.0,52.0,14.0,clear_separation,monotonic_clear_progress
206,2,R3_high,28.5,35.0,31.75,27,38.0,50.0,52.0,15.0,clear_separation,nonmonotonic_progress
207,0,R1_low,15.0,21.5,18.25,27,52.0,53.0,53.0,2.0,clear_separation,monotonic_clear_progress
207,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,39.0,4.0,clear_separation,monotonic_clear_progress
207,2,R3_high,28.5,35.0,31.75,27,36.0,37.0,51.0,16.0,clear_separation,nonmonotonic_progress
208,0,R1_low,15.0,21.5,18.25,27,30.0,43.0,44.0,15.0,clear_separation,boundary_limited_progress
208,1,R2_mid,21.75,28.25,25.0,27,41.0,44.0,48.0,8.0,clear_separation,monotonic_clear_progress
208,2,R3_high,28.5,35.0,31.75,27,40.0,49.0,52.0,13.0,clear_separation,monotonic_clear_progress
209,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,39.0,4.0,clear_separation,monotonic_clear_progress
209,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,39.0,4.0,clear_separation,monotonic_clear_progress
209,2,R3_high,28.5,35.0,31.75,27,37.0,40.0,43.0,7.0,clear_separation,monotonic_clear_progress
210,0,R1_low,15.0,21.5,18.25,27,39.0,42.0,47.0,9.0,clear_separation,monotonic_clear_progress
210,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress
210,2,R3_high,28.5,35.0,31.75,27,36.0,39.0,52.0,17.0,clear_separation,nonmonotonic_progress
211,0,R1_low,15.0,21.5,18.25,27,36.0,39.0,51.0,16.0,moderate_separation,monotonic_clear_progress
211,1,R2_mid,21.75,28.25,25.0,27,37.0,42.0,53.0,17.0,clear_separation,monotonic_clear_progress
211,2,R3_high,28.5,35.0,31.75,27,37.0,49.0,52.0,16.0,clear_separation,monotonic_clear_progress
212,0,R1_low,15.0,21.5,18.25,27,37.0,40.0,54.0,18.0,clear_separation,monotonic_clear_progress
212,1,R2_mid,21.75,28.25,25.0,27,38.0,50.0,54.0,17.0,clear_separation,monotonic_clear_progress
212,2,R3_high,28.5,35.0,31.75,27,37.0,49.0,53.0,17.0,clear_separation,monotonic_clear_progress
213,0,R1_low,15.0,21.5,18.25,27,41.0,43.0,49.0,9.0,clear_separation,nonmonotonic_progress
213,1,R2_mid,21.75,28.25,25.0,27,36.0,39.0,48.0,13.0,clear_separation,monotonic_clear_progress
213,2,R3_high,28.5,35.0,31.75,27,36.0,37.0,50.0,15.0,clear_separation,nonmonotonic_progress
214,0,R1_low,15.0,21.5,18.25,27,38.0,39.0,41.0,4.0,clear_separation,nonmonotonic_progress
214,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,42.0,6.0,clear_separation,nonmonotonic_progress
214,2,R3_high,28.5,35.0,31.75,27,36.0,39.0,53.0,18.0,clear_separation,monotonic_clear_progress
215,0,R1_low,15.0,21.5,18.25,27,49.0,50.0,52.0,4.0,clear_separation,monotonic_clear_progress
215,1,R2_mid,21.75,28.25,25.0,27,40.0,49.0,51.0,12.0,clear_separation,monotonic_clear_progress
215,2,R3_high,28.5,35.0,31.75,27,38.0,49.0,52.0,15.0,clear_separation,monotonic_clear_progress
216,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress
216,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,53.0,18.0,clear_separation,monotonic_clear_progress
216,2,R3_high,28.5,35.0,31.75,27,36.0,51.0,53.0,18.0,clear_separation,nonmonotonic_progress
217,0,R1_low,15.0,21.5,18.25,27,38.0,51.0,52.0,15.0,moderate_separation,nonmonotonic_progress
217,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress
217,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,56.0,21.0,clear_separation,nonmonotonic_progress
218,0,R1_low,15.0,21.5,18.25,27,35.0,36.0,37.0,3.0,clear_separation,monotonic_clear_progress
218,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,38.0,3.0,clear_separation,monotonic_clear_progress
218,2,R3_high,28.5,35.0,31.75,27,36.0,39.0,53.0,18.0,clear_separation,nonmonotonic_progress
219,0,R1_low,15.0,21.5,18.25,27,36.0,39.0,53.0,18.0,moderate_separation,nonmonotonic_progress
219,1,R2_mid,21.75,28.25,25.0,27,38.0,51.0,54.0,17.0,clear_separation,monotonic_clear_progress
219,2,R3_high,28.5,35.0,31.75,27,37.0,51.0,53.0,17.0,clear_separation,nonmonotonic_progress
220,0,R1_low,15.0,21.5,18.25,27,38.0,42.0,46.0,9.0,clear_separation,monotonic_clear_progress
220,1,R2_mid,21.75,28.25,25.0,27,39.0,50.0,53.0,15.0,clear_separation,nonmonotonic_progress
220,2,R3_high,28.5,35.0,31.75,27,38.0,49.0,52.0,15.0,clear_separation,monotonic_clear_progress
221,0,R1_low,15.0,21.5,18.25,27,38.0,40.0,55.0,18.0,clear_separation,nonmonotonic_progress
221,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,53.0,17.0,clear_separation,nonmonotonic_progress
221,2,R3_high,28.5,35.0,31.75,27,37.0,49.0,52.0,16.0,clear_separation,monotonic_clear_progress
222,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,55.0,20.0,weak_separation,nonmonotonic_progress
222,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,54.0,19.0,clear_separation,nonmonotonic_progress
222,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,52.0,17.0,clear_separation,nonmonotonic_progress
223,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,40.0,5.0,clear_separation,monotonic_clear_progress
223,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress
223,2,R3_high,28.5,35.0,31.75,27,36.0,37.0,40.0,5.0,clear_separation,nonmonotonic_progress
224,0,R1_low,15.0,21.5,18.25,27,37.0,51.0,54.0,18.0,clear_separation,monotonic_clear_progress
224,1,R2_mid,21.75,28.25,25.0,27,38.0,47.0,53.0,16.0,clear_separation,nonmonotonic_progress
224,2,R3_high,28.5,35.0,31.75,27,37.0,48.0,51.0,15.0,clear_separation,monotonic_clear_progress
225,0,R1_low,15.0,21.5,18.25,27,37.0,39.0,42.0,6.0,clear_separation,monotonic_clear_progress
225,1,R2_mid,21.75,28.25,25.0,27,38.0,40.0,44.0,7.0,clear_separation,monotonic_clear_progress
225,2,R3_high,28.5,35.0,31.75,27,37.0,43.0,51.0,15.0,clear_separation,monotonic_clear_progress
226,0,R1_low,15.0,21.5,18.25,27,37.0,40.0,44.0,8.0,clear_separation,monotonic_clear_progress
226,1,R2_mid,21.75,28.25,25.0,27,40.0,49.0,52.0,13.0,clear_separation,monotonic_clear_progress
226,2,R3_high,28.5,35.0,31.75,27,38.0,49.0,51.0,14.0,clear_separation,monotonic_clear_progress
227,0,R1_low,15.0,21.5,18.25,27,36.0,39.0,55.0,20.0,moderate_separation,nonmonotonic_progress
227,1,R2_mid,21.75,28.25,25.0,27,36.0,39.0,54.0,19.0,clear_separation,nonmonotonic_progress
227,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,53.0,18.0,clear_separation,nonmonotonic_progress
228,0,R1_low,15.0,21.5,18.25,27,38.0,53.0,55.0,18.0,clear_separation,nonmonotonic_progress
228,1,R2_mid,21.75,28.25,25.0,27,38.0,41.0,53.0,16.0,clear_separation,nonmonotonic_progress
228,2,R3_high,28.5,35.0,31.75,27,38.0,41.0,53.0,16.0,clear_separation,monotonic_clear_progress
229,0,R1_low,15.0,21.5,18.25,27,35.0,36.0,37.0,3.0,weak_separation,nonmonotonic_progress
229,1,R2_mid,21.75,28.25,25.0,27,35.0,36.0,37.0,3.0,clear_separation,monotonic_clear_progress
229,2,R3_high,28.5,35.0,31.75,27,35.0,36.0,37.0,3.0,clear_separation,nonmonotonic_progress
230,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,39.0,4.0,clear_separation,monotonic_clear_progress
230,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,39.0,4.0,clear_separation,nonmonotonic_progress
230,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,52.0,17.0,clear_separation,monotonic_clear_progress
231,0,R1_low,15.0,21.5,18.25,27,36.0,49.0,53.0,18.0,clear_separation,monotonic_clear_progress
231,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,39.0,4.0,clear_separation,monotonic_clear_progress
231,2,R3_high,28.5,35.0,31.75,27,36.0,37.0,53.0,18.0,clear_separation,nonmonotonic_progress
232,0,R1_low,15.0,21.5,18.25,27,36.0,37.0,39.0,4.0,moderate_separation,nonmonotonic_progress
232,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,39.0,4.0,clear_separation,monotonic_clear_progress
232,2,R3_high,28.5,35.0,31.75,27,35.0,37.0,53.0,19.0,clear_separation,nonmonotonic_progress
233,0,R1_low,15.0,21.5,18.25,27,36.0,37.0,39.0,4.0,clear_separation,nonmonotonic_progress
233,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress
233,2,R3_high,28.5,35.0,31.75,27,37.0,39.0,52.0,16.0,clear_separation,nonmonotonic_progress
234,0,R1_low,15.0,21.5,18.25,27,37.0,40.0,52.0,16.0,clear_separation,monotonic_clear_progress
234,1,R2_mid,21.75,28.25,25.0,27,38.0,42.0,51.0,14.0,clear_separation,monotonic_clear_progress
234,2,R3_high,28.5,35.0,31.75,27,39.0,45.0,51.0,13.0,clear_separation,monotonic_clear_progress
235,0,R1_low,15.0,21.5,18.25,27,40.0,52.0,54.0,15.0,clear_separation,monotonic_clear_progress
235,1,R2_mid,21.75,28.25,25.0,27,38.0,42.0,54.0,17.0,clear_separation,nonmonotonic_progress
235,2,R3_high,28.5,35.0,31.75,27,36.0,51.0,53.0,18.0,clear_separation,nonmonotonic_progress
236,0,R1_low,15.0,21.5,18.25,27,45.0,48.0,53.0,9.0,clear_separation,monotonic_clear_progress
236,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,41.0,5.0,clear_separation,nonmonotonic_progress
236,2,R3_high,28.5,35.0,31.75,27,37.0,41.0,53.0,17.0,clear_separation,nonmonotonic_progress
237,0,R1_low,15.0,21.5,18.25,27,37.0,39.0,53.0,17.0,clear_separation,nonmonotonic_progress
237,1,R2_mid,21.75,28.25,25.0,27,37.0,41.0,53.0,17.0,clear_separation,nonmonotonic_progress
237,2,R3_high,28.5,35.0,31.75,27,37.0,49.0,52.0,16.0,clear_separation,monotonic_clear_progress
238,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,39.0,4.0,clear_separation,nonmonotonic_progress
238,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,41.0,6.0,clear_separation,nonmonotonic_progress
238,2,R3_high,28.5,35.0,31.75,27,36.0,39.0,51.0,16.0,clear_separation,monotonic_clear_progress
239,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress
239,1,R2_mid,21.75,28.25,25.0,27,36.0,39.0,54.0,19.0,clear_separation,nonmonotonic_progress
239,2,R3_high,28.5,35.0,31.75,27,36.0,50.0,53.0,18.0,clear_separation,monotonic_clear_progress
240,0,R1_low,15.0,21.5,18.25,27,42.0,43.0,46.0,5.0,clear_separation,monotonic_clear_progress
240,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,39.0,4.0,clear_separation,nonmonotonic_progress
240,2,R3_high,28.5,35.0,31.75,27,37.0,39.0,42.0,6.0,clear_separation,nonmonotonic_progress
241,0,R1_low,15.0,21.5,18.25,27,36.0,37.0,42.0,7.0,clear_separation,nonmonotonic_progress
241,1,R2_mid,21.75,28.25,25.0,27,37.0,40.0,53.0,17.0,clear_separation,nonmonotonic_progress
241,2,R3_high,28.5,35.0,31.75,27,37.0,50.0,53.0,17.0,clear_separation,monotonic_clear_progress
242,0,R1_low,15.0,21.5,18.25,27,38.0,42.0,51.0,14.0,clear_separation,monotonic_clear_progress
242,1,R2_mid,21.75,28.25,25.0,27,38.0,41.0,50.0,13.0,clear_separation,monotonic_clear_progress
242,2,R3_high,28.5,35.0,31.75,27,38.0,43.0,53.0,16.0,clear_separation,monotonic_clear_progress
243,0,R1_low,15.0,21.5,18.25,27,40.0,42.0,53.0,14.0,clear_separation,monotonic_clear_progress
243,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,44.0,9.0,clear_separation,nonmonotonic_progress
243,2,R3_high,28.5,35.0,31.75,27,36.0,48.0,51.0,16.0,clear_separation,nonmonotonic_progress
244,0,R1_low,15.0,21.5,18.25,27,40.0,43.0,53.0,14.0,clear_separation,nonmonotonic_progress
244,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,53.0,17.0,clear_separation,monotonic_clear_progress
244,2,R3_high,28.5,35.0,31.75,27,37.0,51.0,53.0,17.0,clear_separation,monotonic_clear_progress
245,0,R1_low,15.0,21.5,18.25,27,38.0,39.0,42.0,5.0,clear_separation,nonmonotonic_progress
245,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,41.0,5.0,clear_separation,nonmonotonic_progress
245,2,R3_high,28.5,35.0,31.75,27,37.0,42.0,51.0,15.0,clear_separation,monotonic_clear_progress
246,0,R1_low,15.0,21.5,18.25,27,35.0,37.0,53.0,19.0,clear_separation,nonmonotonic_progress
246,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,41.0,5.0,clear_separation,nonmonotonic_progress
246,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,55.0,20.0,clear_separation,nonmonotonic_progress
247,0,R1_low,15.0,21.5,18.25,27,36.0,52.0,53.0,18.0,clear_separation,nonmonotonic_progress
247,1,R2_mid,21.75,28.25,25.0,27,38.0,42.0,51.0,14.0,clear_separation,monotonic_clear_progress
247,2,R3_high,28.5,35.0,31.75,27,38.0,46.0,53.0,16.0,clear_separation,nonmonotonic_progress
248,0,R1_low,15.0,21.5,18.25,27,38.0,40.0,42.0,5.0,clear_separation,monotonic_clear_progress
248,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,54.0,18.0,clear_separation,nonmonotonic_progress
248,2,R3_high,28.5,35.0,31.75,27,37.0,40.0,53.0,17.0,clear_separation,nonmonotonic_progress
249,0,R1_low,15.0,21.5,18.25,27,38.0,41.0,53.0,16.0,clear_separation,monotonic_clear_progress
249,1,R2_mid,21.75,28.25,25.0,27,39.0,43.0,54.0,16.0,clear_separation,nonmonotonic_progress
249,2,R3_high,28.5,35.0,31.75,27,38.0,52.0,54.0,17.0,clear_separation,nonmonotonic_progress
250,0,R1_low,15.0,21.5,18.25,27,39.0,42.0,54.0,16.0,clear_separation,nonmonotonic_progress
250,1,R2_mid,21.75,28.25,25.0,27,39.0,42.0,53.0,15.0,clear_separation,monotonic_clear_progress
250,2,R3_high,28.5,35.0,31.75,27,39.0,50.0,53.0,15.0,clear_separation,monotonic_clear_progress
251,0,R1_low,15.0,21.5,18.25,27,38.0,40.0,55.0,18.0,clear_separation,nonmonotonic_progress
251,1,R2_mid,21.75,28.25,25.0,27,37.0,40.0,53.0,17.0,clear_separation,monotonic_clear_progress
251,2,R3_high,28.5,35.0,31.75,27,37.0,45.0,51.0,15.0,clear_separation,monotonic_clear_progress
252,0,R1_low,15.0,21.5,18.25,27,38.0,43.0,46.0,9.0,clear_separation,monotonic_clear_progress
252,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,39.0,4.0,clear_separation,nonmonotonic_progress
252,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,52.0,17.0,clear_separation,nonmonotonic_progress
253,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,39.0,4.0,clear_separation,monotonic_clear_progress
253,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,54.0,19.0,clear_separation,nonmonotonic_progress
253,2,R3_high,28.5,35.0,31.75,27,36.0,50.0,53.0,18.0,clear_separation,nonmonotonic_progress
254,0,R1_low,15.0,21.5,18.25,27,39.0,52.0,54.0,16.0,moderate_separation,nonmonotonic_progress
254,1,R2_mid,21.75,28.25,25.0,27,38.0,51.0,54.0,17.0,clear_separation,monotonic_clear_progress
254,2,R3_high,28.5,35.0,31.75,27,38.0,50.0,53.0,16.0,clear_separation,monotonic_clear_progress
255,0,R1_low,15.0,21.5,18.25,27,38.0,53.0,55.0,18.0,clear_separation,nonmonotonic_progress
255,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,54.0,18.0,clear_separation,nonmonotonic_progress
255,2,R3_high,28.5,35.0,31.75,27,38.0,51.0,54.0,17.0,clear_separation,monotonic_clear_progress
256,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,40.0,5.0,clear_separation,monotonic_clear_progress
256,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,42.0,6.0,clear_separation,nonmonotonic_progress
256,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,53.0,18.0,clear_separation,nonmonotonic_progress
257,0,R1_low,15.0,21.5,18.25,27,40.0,44.0,54.0,15.0,clear_separation,monotonic_clear_progress
257,1,R2_mid,21.75,28.25,25.0,27,37.0,40.0,51.0,15.0,clear_separation,monotonic_clear_progress
257,2,R3_high,28.5,35.0,31.75,27,38.0,49.0,51.0,14.0,clear_separation,monotonic_clear_progress
258,0,R1_low,15.0,21.5,18.25,27,36.0,37.0,39.0,4.0,clear_separation,nonmonotonic_progress
258,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,42.0,7.0,clear_separation,nonmonotonic_progress
258,2,R3_high,28.5,35.0,31.75,27,36.0,42.0,53.0,18.0,clear_separation,monotonic_clear_progress
259,0,R1_low,15.0,21.5,18.25,27,39.0,42.0,55.0,17.0,moderate_separation,nonmonotonic_progress
259,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,53.0,17.0,clear_separation,nonmonotonic_progress
259,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,51.0,16.0,clear_separation,nonmonotonic_progress
260,0,R1_low,15.0,21.5,18.25,27,37.0,48.0,52.0,16.0,clear_separation,monotonic_clear_progress
260,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,38.0,3.0,clear_separation,monotonic_clear_progress
260,2,R3_high,28.5,35.0,31.75,27,36.0,37.0,39.0,4.0,clear_separation,nonmonotonic_progress
261,0,R1_low,15.0,21.5,18.25,27,37.0,38.0,40.0,4.0,moderate_separation,nonmonotonic_progress
261,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress
261,2,R3_high,28.5,35.0,31.75,27,36.0,39.0,52.0,17.0,clear_separation,nonmonotonic_progress
262,0,R1_low,15.0,21.5,18.25,27,52.0,53.0,54.0,3.0,clear_separation,monotonic_clear_progress
262,1,R2_mid,21.75,28.25,25.0,27,36.0,36.0,37.0,2.0,clear_separation,monotonic_clear_progress
262,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,55.0,20.0,clear_separation,nonmonotonic_progress
263,0,R1_low,15.0,21.5,18.25,27,35.0,37.0,52.0,18.0,clear_separation,nonmonotonic_progress
263,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,39.0,4.0,clear_separation,nonmonotonic_progress
263,2,R3_high,28.5,35.0,31.75,27,36.0,52.0,54.0,19.0,clear_separation,nonmonotonic_progress
264,0,R1_low,15.0,21.5,18.25,27,37.0,39.0,40.0,4.0,clear_separation,monotonic_clear_progress
264,1,R2_mid,21.75,28.25,25.0,27,37.0,40.0,54.0,18.0,clear_separation,nonmonotonic_progress
264,2,R3_high,28.5,35.0,31.75,27,37.0,39.0,52.0,16.0,clear_separation,nonmonotonic_progress
265,0,R1_low,15.0,21.5,18.25,27,38.0,52.0,53.0,16.0,clear_separation,nonmonotonic_progress
265,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,40.0,5.0,clear_separation,monotonic_clear_progress
265,2,R3_high,28.5,35.0,31.75,27,37.0,39.0,50.0,14.0,clear_separation,monotonic_clear_progress
266,0,R1_low,15.0,21.5,18.25,27,36.0,45.0,52.0,17.0,moderate_separation,monotonic_clear_progress
266,1,R2_mid,21.75,28.25,25.0,27,38.0,51.0,54.0,17.0,clear_separation,monotonic_clear_progress
266,2,R3_high,28.5,35.0,31.75,27,37.0,51.0,53.0,17.0,clear_separation,nonmonotonic_progress
267,0,R1_low,15.0,21.5,18.25,27,38.0,39.0,40.0,3.0,clear_separation,monotonic_clear_progress
267,1,R2_mid,21.75,28.25,25.0,27,37.0,38.0,40.0,4.0,clear_separation,monotonic_clear_progress
267,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress
268,0,R1_low,15.0,21.5,18.25,27,40.0,42.0,43.0,4.0,clear_separation,monotonic_clear_progress
268,1,R2_mid,21.75,28.25,25.0,27,35.0,36.0,38.0,4.0,clear_separation,nonmonotonic_progress
268,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,51.0,16.0,clear_separation,monotonic_clear_progress
269,0,R1_low,15.0,21.5,18.25,27,37.0,39.0,53.0,17.0,moderate_separation,nonmonotonic_progress
269,1,R2_mid,21.75,28.25,25.0,27,37.0,40.0,51.0,15.0,clear_separation,monotonic_clear_progress
269,2,R3_high,28.5,35.0,31.75,27,36.0,39.0,50.0,15.0,clear_separation,nonmonotonic_progress
270,0,R1_low,15.0,21.5,18.25,27,39.0,41.0,55.0,17.0,clear_separation,nonmonotonic_progress
270,1,R2_mid,21.75,28.25,25.0,27,38.0,41.0,54.0,17.0,clear_separation,nonmonotonic_progress
270,2,R3_high,28.5,35.0,31.75,27,38.0,50.0,53.0,16.0,clear_separation,monotonic_clear_progress
271,0,R1_low,15.0,21.5,18.25,27,37.0,42.0,54.0,18.0,clear_separation,nonmonotonic_progress
271,1,R2_mid,21.75,28.25,25.0,27,36.0,40.0,53.0,18.0,clear_separation,monotonic_clear_progress
271,2,R3_high,28.5,35.0,31.75,27,37.0,48.0,52.0,16.0,clear_separation,monotonic_clear_progress
272,0,R1_low,15.0,21.5,18.25,27,37.0,39.0,40.0,4.0,clear_separation,monotonic_clear_progress
272,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,39.0,4.0,clear_separation,nonmonotonic_progress
272,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress
273,0,R1_low,15.0,21.5,18.25,27,37.0,40.0,43.0,7.0,clear_separation,monotonic_clear_progress
273,1,R2_mid,21.75,28.25,25.0,27,37.0,51.0,54.0,18.0,clear_separation,monotonic_clear_progress
273,2,R3_high,28.5,35.0,31.75,27,37.0,50.0,53.0,17.0,clear_separation,monotonic_clear_progress
274,0,R1_low,15.0,21.5,18.25,27,36.0,48.0,52.0,17.0,clear_separation,nonmonotonic_progress
274,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,41.0,5.0,clear_separation,nonmonotonic_progress
274,2,R3_high,28.5,35.0,31.75,27,36.0,39.0,52.0,17.0,clear_separation,nonmonotonic_progress
275,0,R1_low,15.0,21.5,18.25,27,39.0,53.0,54.0,16.0,clear_separation,monotonic_clear_progress
275,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,38.0,3.0,clear_separation,monotonic_clear_progress
275,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,51.0,16.0,clear_separation,nonmonotonic_progress
276,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,41.0,6.0,clear_separation,nonmonotonic_progress
276,1,R2_mid,21.75,28.25,25.0,27,36.0,39.0,41.0,6.0,clear_separation,nonmonotonic_progress
276,2,R3_high,28.5,35.0,31.75,27,37.0,40.0,52.0,16.0,clear_separation,nonmonotonic_progress
277,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,41.0,6.0,moderate_separation,monotonic_clear_progress
277,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,42.0,7.0,clear_separation,nonmonotonic_progress
277,2,R3_high,28.5,35.0,31.75,27,36.0,43.0,50.0,15.0,clear_separation,nonmonotonic_progress
278,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,40.0,5.0,clear_separation,monotonic_clear_progress
278,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,40.0,5.0,clear_separation,nonmonotonic_progress
278,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,50.0,15.0,clear_separation,nonmonotonic_progress
279,0,R1_low,15.0,21.5,18.25,27,37.0,38.0,40.0,4.0,clear_separation,monotonic_clear_progress
279,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,41.0,5.0,clear_separation,monotonic_clear_progress
279,2,R3_high,28.5,35.0,31.75,27,37.0,40.0,53.0,17.0,clear_separation,monotonic_clear_progress
280,0,R1_low,15.0,21.5,18.25,27,36.0,36.0,37.0,2.0,weak_separation,nonmonotonic_progress
280,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,39.0,4.0,clear_separation,nonmonotonic_progress
280,2,R3_high,28.5,35.0,31.75,27,35.0,38.0,53.0,19.0,clear_separation,nonmonotonic_progress
281,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,53.0,18.0,clear_separation,nonmonotonic_progress
281,1,R2_mid,21.75,28.25,25.0,27,38.0,41.0,52.0,15.0,clear_separation,monotonic_clear_progress
281,2,R3_high,28.5,35.0,31.75,27,38.0,45.0,51.0,14.0,clear_separation,monotonic_clear_progress
282,0,R1_low,15.0,21.5,18.25,27,36.0,37.0,39.0,4.0,clear_separation,nonmonotonic_progress
282,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,39.0,4.0,clear_separation,nonmonotonic_progress
282,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,53.0,18.0,clear_separation,nonmonotonic_progress
283,0,R1_low,15.0,21.5,18.25,27,35.0,37.0,39.0,5.0,moderate_separation,monotonic_clear_progress
283,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,55.0,20.0,clear_separation,nonmonotonic_progress
283,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,54.0,19.0,clear_separation,nonmonotonic_progress
284,0,R1_low,15.0,21.5,18.25,27,36.0,39.0,40.0,5.0,clear_separation,nonmonotonic_progress
284,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,39.0,4.0,clear_separation,monotonic_clear_progress
284,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,52.0,17.0,clear_separation,monotonic_clear_progress
285,0,R1_low,15.0,21.5,18.25,27,35.0,37.0,39.0,5.0,clear_separation,nonmonotonic_progress
285,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,43.0,7.0,clear_separation,nonmonotonic_progress
285,2,R3_high,28.5,35.0,31.75,27,38.0,48.0,51.0,14.0,clear_separation,nonmonotonic_progress
286,0,R1_low,15.0,21.5,18.25,27,45.0,46.0,48.0,4.0,clear_separation,monotonic_clear_progress
