replicate_id,replicate_kind,replicate_label,candidate_id,point_day,month_day,matched_peak_day,matched_peak_score,matched_peak_prominence,offset_days,abs_offset_days,match_type
113,bootstrap,113,CP006,132,08-11,129,6.6781031310641765,2.837692668058449,-3,3,matched
113,bootstrap,113,CP007,135,08-14,129,6.6781031310641765,2.837692668058449,-6,6,near
113,bootstrap,113,CP008,160,09-08,161,6.985784171306322,0.3784755706016929,1,1,strict
114,bootstrap,114,CP001,18,04-19,31,3.1763833443933596,0.016212093195744348,13,13,no_match
114,bootstrap,114,CP002,45,05-16,46,5.685677756440945,3.630409976270908,1,1,strict
114,bootstrap,114,CP003,81,06-21,79,11.060614631099929,6.740068001974567,-2,2,strict
114,bootstrap,114,CP004,96,07-06,95,6.023500001000675,0.8109853620805696,-1,1,strict
114,bootstrap,114,CP005,113,07-23,114,12.093186719197522,9.718745081934212,1,1,strict
114,bootstrap,114,CP006,132,08-11,136,5.444258267774762,2.766341678773216,4,4,matched
114,bootstrap,114,CP007,135,08-14,136,5.444258267774762,2.766341678773216,1,1,strict
114,bootstrap,114,CP008,160,09-08,160,8.935348947428436,4.749692553220841,0,0,strict
115,bootstrap,115,CP001,18,04-19,15,2.354277540087333,0.06318310888907641,-3,3,matched
115,bootstrap,115,CP002,45,05-16,45,7.081363170311147,4.8530174155671455,0,0,strict
115,bootstrap,115,CP003,81,06-21,79,6.264803366712135,0.916155357708555,-2,2,strict
115,bootstrap,115,CP004,96,07-06,92,6.102486630367779,0.3664363777571422,-4,4,matched
115,bootstrap,115,CP005,113,07-23,112,10.125488429811744,7.728108460559538,-1,1,strict
115,bootstrap,115,CP006,132,08-11,129,6.7651439277249015,3.5408176844330193,-3,3,matched
115,bootstrap,115,CP007,135,08-14,129,6.7651439277249015,3.5408176844330193,-6,6,near
115,bootstrap,115,CP008,160,09-08,162,8.815420972949806,3.7418063646130273,2,2,strict
116,bootstrap,116,CP001,18,04-19,17,4.8266577070261825,0.8854863897677427,-1,1,strict
116,bootstrap,116,CP002,45,05-16,46,5.028504384497358,2.3526067869301293,1,1,strict
116,bootstrap,116,CP003,81,06-21,82,9.732383551732156,7.998471748974965,1,1,strict
116,bootstrap,116,CP004,96,07-06,99,7.290306483619871,4.124752886658929,3,3,matched
116,bootstrap,116,CP005,113,07-23,110,7.115648732637892,1.7682875955013184,-3,3,matched
116,bootstrap,116,CP006,132,08-11,135,4.388935420693646,1.9789525111251147,3,3,matched
116,bootstrap,116,CP007,135,08-14,135,4.388935420693646,1.9789525111251147,0,0,strict
116,bootstrap,116,CP008,160,09-08,161,8.778062346987,2.7120025657447853,1,1,strict
117,bootstrap,117,CP001,18,04-19,32,4.957092613636086,1.6245204974222833,14,14,no_match
117,bootstrap,117,CP002,45,05-16,45,5.056662391347782,2.985516441992116,0,0,strict
117,bootstrap,117,CP003,81,06-21,77,8.171088077570534,2.988425109659813,-4,4,matched
117,bootstrap,117,CP004,96,07-06,96,7.674027023651415,1.61477840214262,0,0,strict
117,bootstrap,117,CP005,113,07-23,114,12.52017646053111,10.053844111899416,1,1,strict
117,bootstrap,117,CP006,132,08-11,128,4.730326961151553,1.6385549986164518,-4,4,matched
117,bootstrap,117,CP007,135,08-14,136,4.66579352279526,0.17867594116501717,1,1,strict
117,bootstrap,117,CP008,160,09-08,160,9.170725617371492,4.508624562242835,0,0,strict
118,bootstrap,118,CP001,18,04-19,19,3.8894663066734965,0.27698180549384643,1,1,strict
118,bootstrap,118,CP002,45,05-16,46,9.499814718087304,6.102923974090906,1,1,strict
118,bootstrap,118,CP003,81,06-21,84,6.766915179343777,2.7453484354986672,3,3,matched
118,bootstrap,118,CP004,96,07-06,84,6.766915179343777,2.7453484354986672,-12,12,no_match
118,bootstrap,118,CP005,113,07-23,110,15.07008444693978,12.11986401479613,-3,3,matched
118,bootstrap,118,CP006,132,08-11,133,5.478711456590709,1.6254023922750918,1,1,strict
118,bootstrap,118,CP007,135,08-14,133,5.478711456590709,1.6254023922750918,-2,2,strict
118,bootstrap,118,CP008,160,09-08,155,8.207953902622478,3.569189946413452,-5,5,matched
119,bootstrap,119,CP001,18,04-19,35,3.3813746339288526,0.012803447479349916,17,17,no_match
119,bootstrap,119,CP002,45,05-16,46,5.403824401695174,3.2544176898502197,1,1,strict
119,bootstrap,119,CP003,81,06-21,83,11.626863822671453,3.5282941508799084,2,2,strict
119,bootstrap,119,CP004,96,07-06,97,11.274505632883134,0.8682608641668637,1,1,strict
119,bootstrap,119,CP005,113,07-23,109,11.829574992631557,9.770145580094821,-4,4,matched
119,bootstrap,119,CP006,132,08-11,129,8.057180321476187,4.197862504852759,-3,3,matched
119,bootstrap,119,CP007,135,08-14,129,8.057180321476187,4.197862504852759,-6,6,near
119,bootstrap,119,CP008,160,09-08,158,9.745022071853136,5.95377736233427,-2,2,strict
120,bootstrap,120,CP001,18,04-19,17,7.278370199109618,1.9278270493930414,-1,1,strict
120,bootstrap,120,CP002,45,05-16,45,10.986202489063754,8.3275683055285,0,0,strict
120,bootstrap,120,CP003,81,06-21,78,11.452045009412036,6.848420187694563,-3,3,matched
120,bootstrap,120,CP004,96,07-06,100,6.409558927033604,1.4782648267369654,4,4,matched
120,bootstrap,120,CP005,113,07-23,114,12.849523258851095,10.349140121348972,1,1,strict
120,bootstrap,120,CP006,132,08-11,131,5.740349078120652,2.8283281420327624,-1,1,strict
120,bootstrap,120,CP007,135,08-14,131,5.740349078120652,2.8283281420327624,-4,4,matched
120,bootstrap,120,CP008,160,09-08,131,5.740349078120652,2.8283281420327624,-29,29,no_match
121,bootstrap,121,CP001,18,04-19,46,5.631025103664899,3.905260884219622,28,28,no_match
121,bootstrap,121,CP002,45,05-16,46,5.631025103664899,3.905260884219622,1,1,strict
121,bootstrap,121,CP003,81,06-21,80,11.367842312620104,6.213741262762062,-1,1,strict
121,bootstrap,121,CP004,96,07-06,95,6.245059973689068,0.15725632170218873,-1,1,strict
121,bootstrap,121,CP005,113,07-23,112,13.448165375239045,11.238486940199365,-1,1,strict
121,bootstrap,121,CP006,132,08-11,125,4.136422772740984,0.007232834259051302,-7,7,near
121,bootstrap,121,CP007,135,08-14,143,2.3641841821611598,0.06339319191840476,8,8,near
121,bootstrap,121,CP008,160,09-08,164,9.661949445566718,0.47020171832287794,4,4,matched
122,bootstrap,122,CP001,18,04-19,18,4.935704405165657,1.1370739749443541,0,0,strict
122,bootstrap,122,CP002,45,05-16,45,5.715038656185022,2.939495163065414,0,0,strict
122,bootstrap,122,CP003,81,06-21,85,9.670937980643952,6.629792188190231,4,4,matched
122,bootstrap,122,CP004,96,07-06,85,9.670937980643952,6.629792188190231,-11,11,no_match
122,bootstrap,122,CP005,113,07-23,112,8.092835946446542,4.274693996851075,-1,1,strict
122,bootstrap,122,CP006,132,08-11,135,4.067326703404665,1.0062801629738578,3,3,matched
122,bootstrap,122,CP007,135,08-14,135,4.067326703404665,1.0062801629738578,0,0,strict
122,bootstrap,122,CP008,160,09-08,155,6.149758435126291,0.7558698375092092,-5,5,matched
123,bootstrap,123,CP001,18,04-19,33,4.775360806577934,0.9752724435090583,15,15,no_match
123,bootstrap,123,CP002,45,05-16,46,6.247921515454882,4.252565315530015,1,1,strict
123,bootstrap,123,CP003,81,06-21,83,12.968213539591058,10.814768753709181,2,2,strict
123,bootstrap,123,CP004,96,07-06,95,11.73161950512808,3.3397337266457328,-1,1,strict
123,bootstrap,123,CP005,113,07-23,115,10.027243683790026,3.961526683135845,2,2,strict
123,bootstrap,123,CP006,132,08-11,129,6.21678449452933,2.053825661746135,-3,3,matched
123,bootstrap,123,CP007,135,08-14,129,6.21678449452933,2.053825661746135,-6,6,near
123,bootstrap,123,CP008,160,09-08,160,7.3006463785719475,1.8196950586278309,0,0,strict
124,bootstrap,124,CP001,18,04-19,17,2.6946928116878617,0.13277293373966081,-1,1,strict
124,bootstrap,124,CP002,45,05-16,45,4.452608794571063,2.5294105444136337,0,0,strict
124,bootstrap,124,CP003,81,06-21,82,12.866056579383118,10.222011804369252,1,1,strict
124,bootstrap,124,CP004,96,07-06,82,12.866056579383118,10.222011804369252,-14,14,no_match
124,bootstrap,124,CP005,113,07-23,114,10.801441768313378,4.960737412030521,1,1,strict
124,bootstrap,124,CP006,132,08-11,128,5.075358014851702,1.69551723965979,-4,4,matched
124,bootstrap,124,CP007,135,08-14,138,4.599992675667821,0.4666840593052335,3,3,matched
124,bootstrap,124,CP008,160,09-08,159,8.296570844242392,4.413454823400472,-1,1,strict
125,bootstrap,125,CP001,18,04-19,18,3.867576650206303,0.8097735578552756,0,0,strict
125,bootstrap,125,CP002,45,05-16,45,8.771207486253367,5.9669111100670875,0,0,strict
125,bootstrap,125,CP003,81,06-21,83,13.779854094792366,11.5435280160523,2,2,strict
125,bootstrap,125,CP004,96,07-06,93,9.268947562491082,0.47116956805763266,-3,3,matched
125,bootstrap,125,CP005,113,07-23,114,9.04400381129658,3.9364867181866616,1,1,strict
125,bootstrap,125,CP006,132,08-11,134,4.5511744409035,1.4247236906201772,2,2,strict
125,bootstrap,125,CP007,135,08-14,134,4.5511744409035,1.4247236906201772,-1,1,strict
125,bootstrap,125,CP008,160,09-08,164,7.733327434276649,1.5123194683617243,4,4,matched
126,bootstrap,126,CP001,18,04-19,25,3.358865064563261,0.2496770027204862,7,7,near
126,bootstrap,126,CP002,45,05-16,45,4.872773111431863,2.5207662314026154,0,0,strict
126,bootstrap,126,CP003,81,06-21,75,7.539370812432245,0.4344763939831431,-6,6,near
126,bootstrap,126,CP004,96,07-06,96,12.586618165958633,11.48608083841665,0,0,strict
126,bootstrap,126,CP005,113,07-23,110,7.9619283270772945,1.1624904747267193,-3,3,matched
126,bootstrap,126,CP006,132,08-11,136,3.338708864249722,0.03398399039756139,4,4,matched
126,bootstrap,126,CP007,135,08-14,136,3.338708864249722,0.03398399039756139,1,1,strict
126,bootstrap,126,CP008,160,09-08,161,7.442801123113762,4.1322364267146146,1,1,strict
127,bootstrap,127,CP001,18,04-19,18,3.0641921211380456,0.2988374971388099,0,0,strict
127,bootstrap,127,CP002,45,05-16,45,13.282495414198303,10.66432611956731,0,0,strict
127,bootstrap,127,CP003,81,06-21,81,10.562531820497425,6.523833126643662,0,0,strict
127,bootstrap,127,CP004,96,07-06,97,6.131431340038366,1.8782580280580659,1,1,strict
127,bootstrap,127,CP005,113,07-23,114,16.00077592826462,13.232279630678132,1,1,strict
127,bootstrap,127,CP006,132,08-11,132,4.405553633378752,1.2063460770237437,0,0,strict
127,bootstrap,127,CP007,135,08-14,132,4.405553633378752,1.2063460770237437,-3,3,matched
127,bootstrap,127,CP008,160,09-08,165,11.44508285153898,0.9826977817322415,5,5,matched
128,bootstrap,128,CP001,18,04-19,16,4.1081115775561745,0.052473245959888004,-2,2,strict
128,bootstrap,128,CP002,45,05-16,46,9.684530710430009,5.921633053445152,1,1,strict
128,bootstrap,128,CP003,81,06-21,83,9.980871680219407,6.269227698050228,2,2,strict
128,bootstrap,128,CP004,96,07-06,99,7.586573910469125,2.461389459669844,3,3,matched
128,bootstrap,128,CP005,113,07-23,113,10.558238280825961,7.945117515783959,0,0,strict
128,bootstrap,128,CP006,132,08-11,132,4.590858504759051,1.0743610243310426,0,0,strict
128,bootstrap,128,CP007,135,08-14,132,4.590858504759051,1.0743610243310426,-3,3,matched
128,bootstrap,128,CP008,160,09-08,155,7.035759819419761,1.8965195600622824,-5,5,matched
129,bootstrap,129,CP001,18,04-19,21,3.0802744883270745,0.19668448674242223,3,3,matched
129,bootstrap,129,CP002,45,05-16,46,6.889300640405307,4.593012857073438,1,1,strict
129,bootstrap,129,CP003,81,06-21,80,13.384631020735414,10.998108294855331,-1,1,strict
129,bootstrap,129,CP004,96,07-06,98,8.363075932299644,1.6205747526150116,2,2,strict
129,bootstrap,129,CP005,113,07-23,112,10.918867779466087,5.683059720733828,-1,1,strict
129,bootstrap,129,CP006,132,08-11,130,5.526336567983826,1.9857133158201838,-2,2,strict
129,bootstrap,129,CP007,135,08-14,130,5.526336567983826,1.9857133158201838,-5,5,matched
129,bootstrap,129,CP008,160,09-08,161,7.602476790696273,0.7596163824421645,1,1,strict
130,bootstrap,130,CP001,18,04-19,45,7.372449668923724,5.246516836758507,27,27,no_match
130,bootstrap,130,CP002,45,05-16,45,7.372449668923724,5.246516836758507,0,0,strict
130,bootstrap,130,CP003,81,06-21,83,10.306942670475529,6.216795609463067,2,2,strict
130,bootstrap,130,CP004,96,07-06,99,5.87450314167731,0.6503698749173941,3,3,matched
130,bootstrap,130,CP005,113,07-23,113,11.78571191021323,9.88825537352648,0,0,strict
130,bootstrap,130,CP006,132,08-11,132,6.247935510261058,3.493076352598445,0,0,strict
130,bootstrap,130,CP007,135,08-14,132,6.247935510261058,3.493076352598445,-3,3,matched
130,bootstrap,130,CP008,160,09-08,159,9.926912400312958,5.100533694435965,-1,1,strict
131,bootstrap,131,CP001,18,04-19,15,5.792815432783498,0.08759040784266592,-3,3,matched
131,bootstrap,131,CP002,45,05-16,45,8.780415000560591,6.977925051126894,0,0,strict
131,bootstrap,131,CP003,81,06-21,78,11.659351192845374,8.517833427766297,-3,3,matched
131,bootstrap,131,CP004,96,07-06,96,7.842373782313046,3.9759568094069575,0,0,strict
131,bootstrap,131,CP005,113,07-23,114,12.831778172265125,10.677556926087039,1,1,strict
131,bootstrap,131,CP006,132,08-11,132,3.646359583866114,0.9875043984632539,0,0,strict
131,bootstrap,131,CP007,135,08-14,132,3.646359583866114,0.9875043984632539,-3,3,matched
131,bootstrap,131,CP008,160,09-08,162,8.306331642757783,1.1398479671517414,2,2,strict
132,bootstrap,132,CP001,18,04-19,34,7.032225330936115,0.24399915310340514,16,16,no_match
132,bootstrap,132,CP002,45,05-16,45,9.002411227622922,6.762726409788396,0,0,strict
132,bootstrap,132,CP003,81,06-21,82,8.665346289278515,3.9522966592955786,1,1,strict
132,bootstrap,132,CP004,96,07-06,97,9.412013293191979,6.7775265480117985,1,1,strict
132,bootstrap,132,CP005,113,07-23,116,8.41927100695469,3.858784970556682,3,3,matched
132,bootstrap,132,CP006,132,08-11,132,6.163364892380999,3.3195201450794616,0,0,strict
132,bootstrap,132,CP007,135,08-14,132,6.163364892380999,3.3195201450794616,-3,3,matched
132,bootstrap,132,CP008,160,09-08,160,11.248279622647996,7.0870592734659414,0,0,strict
133,bootstrap,133,CP001,18,04-19,17,3.326163465456614,0.2567265612972056,-1,1,strict
133,bootstrap,133,CP002,45,05-16,45,4.909211653169557,2.862830936910463,0,0,strict
133,bootstrap,133,CP003,81,06-21,82,11.841597434668046,9.509183524827687,1,1,strict
133,bootstrap,133,CP004,96,07-06,95,5.866611755117601,0.05392616773596082,-1,1,strict
133,bootstrap,133,CP005,113,07-23,112,11.238089585143374,5.973523982342185,-1,1,strict
133,bootstrap,133,CP006,132,08-11,134,5.955323750823409,2.218637367846325,2,2,strict
133,bootstrap,133,CP007,135,08-14,134,5.955323750823409,2.218637367846325,-1,1,strict
133,bootstrap,133,CP008,160,09-08,158,8.107444408399473,4.1952137201413215,-2,2,strict
134,bootstrap,134,CP001,18,04-19,27,4.456391841825795,1.6259489871084734,9,9,no_match
134,bootstrap,134,CP002,45,05-16,46,6.113305074282541,3.606114196168604,1,1,strict
134,bootstrap,134,CP003,81,06-21,87,11.049415812067014,4.780572791010838,6,6,near
134,bootstrap,134,CP004,96,07-06,87,11.049415812067014,4.780572791010838,-9,9,no_match
134,bootstrap,134,CP005,113,07-23,110,14.291310255256773,12.016780676900977,-3,3,matched
134,bootstrap,134,CP006,132,08-11,129,5.723608110493094,3.0768678396671874,-3,3,matched
134,bootstrap,134,CP007,135,08-14,129,5.723608110493094,3.0768678396671874,-6,6,near
134,bootstrap,134,CP008,160,09-08,155,7.751275806644707,4.757412605651632,-5,5,matched
135,bootstrap,135,CP001,18,04-19,27,2.659586382881385,0.07054826723044716,9,9,no_match
135,bootstrap,135,CP002,45,05-16,46,8.450642227452489,6.027005386387291,1,1,strict
135,bootstrap,135,CP003,81,06-21,77,8.508437976225862,2.86531667796066,-4,4,matched
135,bootstrap,135,CP004,96,07-06,95,7.890532725619015,2.049462608607004,-1,1,strict
135,bootstrap,135,CP005,113,07-23,114,11.777044171406258,8.16437842169033,1,1,strict
135,bootstrap,135,CP006,132,08-11,126,4.475924877536274,0.2209463320488645,-6,6,near
135,bootstrap,135,CP007,135,08-14,140,5.394191797973309,1.3922969173585162,5,5,matched
135,bootstrap,135,CP008,160,09-08,161,8.601467892468756,3.9641460215371556,1,1,strict
136,bootstrap,136,CP001,18,04-19,29,4.803934044605624,1.3054239378449228,11,11,no_match
136,bootstrap,136,CP002,45,05-16,46,5.475803695221288,3.3670691038377205,1,1,strict
136,bootstrap,136,CP003,81,06-21,79,8.941085759715229,5.4495391515766105,-2,2,strict
136,bootstrap,136,CP004,96,07-06,96,7.141574437777805,2.6965540885952928,0,0,strict
136,bootstrap,136,CP005,113,07-23,114,12.669445455422442,10.814971413793735,1,1,strict
136,bootstrap,136,CP006,132,08-11,133,6.25759842191112,3.2649691329867903,1,1,strict
136,bootstrap,136,CP007,135,08-14,133,6.25759842191112,3.2649691329867903,-2,2,strict
136,bootstrap,136,CP008,160,09-08,160,8.714620481641003,4.349283816937031,0,0,strict
137,bootstrap,137,CP001,18,04-19,35,3.6515406599027744,0.023115277031874992,17,17,no_match
137,bootstrap,137,CP002,45,05-16,46,7.00979139087395,4.636689631668142,1,1,strict
137,bootstrap,137,CP003,81,06-21,75,8.69486851579435,4.0036360358370695,-6,6,near
137,bootstrap,137,CP004,96,07-06,95,8.754379589794548,2.903006468262694,-1,1,strict
137,bootstrap,137,CP005,113,07-23,113,14.523864516829441,11.356392287010273,0,0,strict
137,bootstrap,137,CP006,132,08-11,128,6.016644289012079,2.1417439064678945,-4,4,matched
137,bootstrap,137,CP007,135,08-14,128,6.016644289012079,2.1417439064678945,-7,7,near
137,bootstrap,137,CP008,160,09-08,158,6.157224602130149,2.0437927758670638,-2,2,strict
138,bootstrap,138,CP001,18,04-19,18,3.2375441353089665,0.4573972090128704,0,0,strict
138,bootstrap,138,CP002,45,05-16,46,7.82333228374317,6.032996711254334,1,1,strict
138,bootstrap,138,CP003,81,06-21,85,7.7590365099089915,0.754829964801015,4,4,matched
138,bootstrap,138,CP004,96,07-06,97,16.14375782423346,13.284649653196446,1,1,strict
138,bootstrap,138,CP005,113,07-23,110,8.508709435894524,0.4716960014770386,-3,3,matched
138,bootstrap,138,CP006,132,08-11,134,4.695109635738981,1.6813734648270007,2,2,strict
138,bootstrap,138,CP007,135,08-14,134,4.695109635738981,1.6813734648270007,-1,1,strict
138,bootstrap,138,CP008,160,09-08,160,7.202696247552828,3.411101608744945,0,0,strict
139,bootstrap,139,CP001,18,04-19,20,4.139808185019167,1.2008495283629932,2,2,strict
139,bootstrap,139,CP002,45,05-16,44,5.662428419766538,3.232278291143273,-1,1,strict
139,bootstrap,139,CP003,81,06-21,86,8.08602730038178,2.917261544912165,5,5,matched
139,bootstrap,139,CP004,96,07-06,101,6.669550750124231,0.11666040469149852,5,5,matched
139,bootstrap,139,CP005,113,07-23,110,9.037170281266492,6.322751215680091,-3,3,matched
139,bootstrap,139,CP006,132,08-11,138,4.608107503641177,0.8985755278480436,6,6,near
139,bootstrap,139,CP007,135,08-14,138,4.608107503641177,0.8985755278480436,3,3,matched
139,bootstrap,139,CP008,160,09-08,158,9.961422342626484,5.2253026289475075,-2,2,strict
140,bootstrap,140,CP001,18,04-19,19,3.2588761424735084,0.4283023440850213,1,1,strict
140,bootstrap,140,CP002,45,05-16,45,6.727411810637973,4.04832625724435,0,0,strict
140,bootstrap,140,CP003,81,06-21,80,8.897405387347323,4.354985004230181,-1,1,strict
140,bootstrap,140,CP004,96,07-06,95,9.901793422859111,7.357797356775706,-1,1,strict
140,bootstrap,140,CP005,113,07-23,115,9.294998402385714,3.865755551005714,2,2,strict
140,bootstrap,140,CP006,132,08-11,130,5.416982909785669,2.013963423265528,-2,2,strict
140,bootstrap,140,CP007,135,08-14,130,5.416982909785669,2.013963423265528,-5,5,matched
140,bootstrap,140,CP008,160,09-08,158,10.168837507173698,7.271175597334533,-2,2,strict
141,bootstrap,141,CP001,18,04-19,19,3.2815342523323645,0.46187778440129534,1,1,strict
141,bootstrap,141,CP002,45,05-16,45,5.456722844711987,3.083676011813916,0,0,strict
141,bootstrap,141,CP003,81,06-21,83,9.945340363224688,7.096509242563373,2,2,strict
141,bootstrap,141,CP004,96,07-06,83,9.945340363224688,7.096509242563373,-13,13,no_match
141,bootstrap,141,CP005,113,07-23,111,8.651868844335372,3.74519575715125,-2,2,strict
141,bootstrap,141,CP006,132,08-11,136,4.542368291583457,0.7077249064158995,4,4,matched
141,bootstrap,141,CP007,135,08-14,136,4.542368291583457,0.7077249064158995,1,1,strict
141,bootstrap,141,CP008,160,09-08,161,10.314249723937056,4.104797818723844,1,1,strict
142,bootstrap,142,CP001,18,04-19,17,4.314573039762651,0.31350009010934343,-1,1,strict
142,bootstrap,142,CP002,45,05-16,45,8.100709840712668,5.320783439569029,0,0,strict
142,bootstrap,142,CP003,81,06-21,81,10.178913261786436,5.88741313049649,0,0,strict
142,bootstrap,142,CP004,96,07-06,81,10.178913261786436,5.88741313049649,-15,15,no_match
142,bootstrap,142,CP005,113,07-23,114,13.976520234764106,11.961828365268545,1,1,strict
142,bootstrap,142,CP006,132,08-11,134,4.335925588225907,1.6739054641099131,2,2,strict
142,bootstrap,142,CP007,135,08-14,134,4.335925588225907,1.6739054641099131,-1,1,strict
142,bootstrap,142,CP008,160,09-08,155,6.646052676818348,1.2981009494721913,-5,5,matched
143,bootstrap,143,CP001,18,04-19,25,2.547569672050246,0.24703833568230493,7,7,near
143,bootstrap,143,CP002,45,05-16,45,7.686478937246024,5.94990736713288,0,0,strict
143,bootstrap,143,CP003,81,06-21,83,8.274342777036662,2.994498279041606,2,2,strict
143,bootstrap,143,CP004,96,07-06,97,12.501991345028092,9.728058427463349,1,1,strict
143,bootstrap,143,CP005,113,07-23,113,8.772835045207202,3.236362132266593,0,0,strict
143,bootstrap,143,CP006,132,08-11,136,5.401955834247684,2.579671751646745,4,4,matched
143,bootstrap,143,CP007,135,08-14,136,5.401955834247684,2.579671751646745,1,1,strict
143,bootstrap,143,CP008,160,09-08,160,8.54551120258764,4.140043331132447,0,0,strict
144,bootstrap,144,CP001,18,04-19,19,5.832811989332518,2.507616310038501,1,1,strict
144,bootstrap,144,CP002,45,05-16,46,8.79547085374184,5.817660322904799,1,1,strict
144,bootstrap,144,CP003,81,06-21,82,8.019545648878964,5.917763461581949,1,1,strict
144,bootstrap,144,CP004,96,07-06,101,10.456027647447321,7.609059330418731,5,5,matched
144,bootstrap,144,CP005,113,07-23,111,8.088746782070597,1.097056472332425,-2,2,strict
144,bootstrap,144,CP006,132,08-11,136,6.300066214714745,2.3487641418220253,4,4,matched
144,bootstrap,144,CP007,135,08-14,136,6.300066214714745,2.3487641418220253,1,1,strict
144,bootstrap,144,CP008,160,09-08,160,9.62272467144058,4.438876616886544,0,0,strict
145,bootstrap,145,CP001,18,04-19,45,6.496870807528863,4.497364575814366,27,27,no_match
145,bootstrap,145,CP002,45,05-16,45,6.496870807528863,4.497364575814366,0,0,strict
145,bootstrap,145,CP003,81,06-21,81,11.99517570109159,9.400116540856764,0,0,strict
145,bootstrap,145,CP004,96,07-06,100,7.4337068482217035,0.5142786480948018,4,4,matched
145,bootstrap,145,CP005,113,07-23,111,10.943249712309633,6.841715788935485,-2,2,strict
145,bootstrap,145,CP006,132,08-11,125,4.846692764589305,0.5169073475331434,-7,7,near
145,bootstrap,145,CP007,135,08-14,125,4.846692764589305,0.5169073475331434,-10,10,no_match
145,bootstrap,145,CP008,160,09-08,161,7.46995912506091,2.73820996371472,1,1,strict
146,bootstrap,146,CP001,18,04-19,20,4.509350556414571,1.1487084868775002,2,2,strict
146,bootstrap,146,CP002,45,05-16,43,6.400405085442271,3.6527829587550236,-2,2,strict
146,bootstrap,146,CP003,81,06-21,79,12.025092481002016,9.285530074448127,-2,2,strict
146,bootstrap,146,CP004,96,07-06,110,6.495913955926954,1.382825129478226,14,14,no_match
146,bootstrap,146,CP005,113,07-23,110,6.495913955926954,1.382825129478226,-3,3,matched
146,bootstrap,146,CP006,132,08-11,136,3.5471276995701855,0.5431293289863701,4,4,matched
146,bootstrap,146,CP007,135,08-14,136,3.5471276995701855,0.5431293289863701,1,1,strict
146,bootstrap,146,CP008,160,09-08,157,9.964695856228783,6.437417571992656,-3,3,matched
147,bootstrap,147,CP001,18,04-19,20,4.431697027685827,0.470331462407827,2,2,strict
147,bootstrap,147,CP002,45,05-16,45,8.399172923268683,5.336381834611373,0,0,strict
147,bootstrap,147,CP003,81,06-21,82,12.944608223876894,10.942707031013644,1,1,strict
147,bootstrap,147,CP004,96,07-06,95,6.429811098640206,0.6820742858628499,-1,1,strict
147,bootstrap,147,CP005,113,07-23,111,9.099787702541235,3.9100345912943606,-2,2,strict
147,bootstrap,147,CP006,132,08-11,131,4.945403550433701,2.532300165053041,-1,1,strict
147,bootstrap,147,CP007,135,08-14,131,4.945403550433701,2.532300165053041,-4,4,matched
147,bootstrap,147,CP008,160,09-08,156,6.941459787763667,3.0672967074536652,-4,4,matched
148,bootstrap,148,CP001,18,04-19,15,4.349772923905323,0.058330531972248245,-3,3,matched
148,bootstrap,148,CP002,45,05-16,46,4.3634544949227845,2.790562352060715,1,1,strict
148,bootstrap,148,CP003,81,06-21,82,9.878800645367772,6.840661378011745,1,1,strict
148,bootstrap,148,CP004,96,07-06,95,7.405919298713821,1.5854448724862236,-1,1,strict
148,bootstrap,148,CP005,113,07-23,113,8.967998773148906,3.8417558619948506,0,0,strict
148,bootstrap,148,CP006,132,08-11,137,5.0714329753040435,1.6630818859438055,5,5,matched
148,bootstrap,148,CP007,135,08-14,137,5.0714329753040435,1.6630818859438055,2,2,strict
148,bootstrap,148,CP008,160,09-08,159,9.492267449250434,1.4844458609254758,-1,1,strict
149,bootstrap,149,CP001,18,04-19,19,4.743580433134749,1.119866539840574,1,1,strict
149,bootstrap,149,CP002,45,05-16,45,5.457803279467914,3.5700964234865644,0,0,strict
149,bootstrap,149,CP003,81,06-21,82,9.35629650052088,4.313066177175772,1,1,strict
149,bootstrap,149,CP004,96,07-06,98,8.982345254376636,2.6893147489496414,2,2,strict
149,bootstrap,149,CP005,113,07-23,110,12.103112905709416,10.281536317434261,-3,3,matched
149,bootstrap,149,CP006,132,08-11,134,4.606195126702391,0.9999614052637851,2,2,strict
149,bootstrap,149,CP007,135,08-14,134,4.606195126702391,0.9999614052637851,-1,1,strict
149,bootstrap,149,CP008,160,09-08,156,6.597528792885798,2.359924933931305,-4,4,matched
150,bootstrap,150,CP001,18,04-19,16,2.4855743888360085,0.09435052781215969,-2,2,strict
150,bootstrap,150,CP002,45,05-16,44,8.19899579909505,5.857445118907557,-1,1,strict
150,bootstrap,150,CP003,81,06-21,83,5.966971341619307,0.15302656856308783,2,2,strict
150,bootstrap,150,CP004,96,07-06,98,7.093435996763381,1.7951927480980174,2,2,strict
150,bootstrap,150,CP005,113,07-23,113,12.002021075352804,10.199864604805253,0,0,strict
150,bootstrap,150,CP006,132,08-11,131,6.35746278746231,2.2963258101910196,-1,1,strict
150,bootstrap,150,CP007,135,08-14,131,6.35746278746231,2.2963258101910196,-4,4,matched
150,bootstrap,150,CP008,160,09-08,154,4.443762030722937,0.04222215222238557,-6,6,near
151,bootstrap,151,CP001,18,04-19,21,2.723283475225061,0.3251471335481182,3,3,matched
151,bootstrap,151,CP002,45,05-16,42,7.986291857500177,5.62253015233093,-3,3,matched
151,bootstrap,151,CP003,81,06-21,78,16.816521354289286,14.393750613889228,-3,3,matched
