field,region_scheme,region_id,region_label,lat_min,lat_max,lon_min,lon_max,n_grid_cells,bootstrap_eligible,region_construction_note
Jw,raw_latband,Jw_lat_073,lat_43.250,43.25,43.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_074,lat_43.500,43.5,43.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_075,lat_43.750,43.75,43.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_076,lat_44.000,44.0,44.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_077,lat_44.250,44.25,44.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_078,lat_44.500,44.5,44.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_079,lat_44.750,44.75,44.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,raw_latband,Jw_lat_080,lat_45.000,45.0,45.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost
Jw,equal_count_three_region,Jw_three_0,R1_low,25.0,31.5,80.0,110.0,3267,True,three equal-count raw latitude chunks after sorting latitude ascending
Jw,equal_count_three_region,Jw_three_1,R2_mid,31.75,38.25,80.0,110.0,3267,True,three equal-count raw latitude chunks after sorting latitude ascending
Jw,equal_count_three_region,Jw_three_2,R3_high,38.5,45.0,80.0,110.0,3267,True,three equal-count raw latitude chunks after sorting latitude ascending
Jw,contribution_region,Jw_Jw_catchup_positive_core,Jw_catchup_positive_core,28.75,43.25,80.0,110.0,2081,True,post-processing diagnostic mask from Jw_catchup: positive contribution cells; not a physical region until independently justified
Jw,contribution_region,Jw_Jw_catchup_negative_core,Jw_catchup_negative_core,31.25,44.0,80.0,110.0,370,True,post-processing diagnostic mask from Jw_catchup: negative contribution cells; not a physical region until independently justified
