field,region_scheme,region_id,region_label,lat_min,lat_max,lon_min,lon_max,n_grid_cells,bootstrap_eligible,region_construction_note,n_cells,transition_norm,within_pre_variability,within_post_variability,separation_ratio,pre_post_separation_label,departure90,departure95,t10,t25,t50,t75,peak_raw,peak_smooth3,duration_25_75,tail_50_75,early_span_25_50,n_crossings_025,n_crossings_050,n_crossings_075,progress_monotonicity_corr
H,raw_latband,H_lat_073,lat_33.250,33.25,33.25,110.0,140.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,27.879204382101722,5.108586538792803,2.645784414050792,3.595288973360009,clear_separation,37.0,37.0,35.0,37.0,49.0,52.0,50.0,30.0,15.0,3.0,12.0,1,1,1,0.9680424829268264
H,raw_latband,H_lat_074,lat_33.500,33.5,33.5,110.0,140.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,28.398441431493165,5.155015136280431,2.7019566773686083,3.6144257743370956,clear_separation,37.0,37.0,35.0,37.0,49.0,52.0,50.0,30.0,15.0,3.0,12.0,1,1,1,0.9677770338141952
H,raw_latband,H_lat_075,lat_33.750,33.75,33.75,110.0,140.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,28.941742319801712,5.196930046426531,2.7601038452587514,3.6372526136962215,clear_separation,37.0,37.0,35.0,37.0,49.0,52.0,50.0,30.0,15.0,3.0,12.0,1,1,1,0.9674386126852704
H,raw_latband,H_lat_076,lat_34.000,34.0,34.0,110.0,140.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,29.51463260858495,5.234911500428813,2.8199892617064206,3.6641832693120686,clear_separation,37.0,37.0,35.0,37.0,49.0,52.0,50.0,30.0,15.0,3.0,12.0,1,1,1,0.9670374356782482
H,raw_latband,H_lat_077,lat_34.250,34.25,34.25,110.0,140.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,30.122656842234008,5.269217814558279,2.8815302723717755,3.6956922875013776,clear_separation,37.0,37.0,35.0,37.0,50.0,52.0,50.0,30.0,15.0,2.0,13.0,1,1,1,0.9666277626191537
H,raw_latband,H_lat_078,lat_34.500,34.5,34.5,110.0,140.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,30.760027647631688,5.299539128287281,2.94290031013424,3.731908238748604,clear_separation,37.0,37.0,35.0,37.0,50.0,52.0,50.0,30.0,15.0,2.0,13.0,1,1,1,0.9661909882448437
H,raw_latband,H_lat_079,lat_34.750,34.75,34.75,110.0,140.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,31.428685399316933,5.327936041690192,3.003044234466777,3.7725074790135973,clear_separation,37.0,37.0,35.0,37.0,50.0,52.0,50.0,30.0,15.0,2.0,13.0,1,1,1,0.9657455151691495
H,raw_latband,H_lat_080,lat_35.000,35.0,35.0,110.0,140.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,32.13508186316788,5.353870821888187,3.062874610687036,3.817993798267426,clear_separation,37.0,37.0,35.0,37.0,50.0,52.0,50.0,30.0,15.0,2.0,13.0,1,1,1,0.9654052086819467
H,equal_count_three_region,H_three_0,R1_low,15.0,21.5,110.0,140.0,3267,True,three equal-count raw latitude chunks after sorting latitude ascending,3267,3.7944709567431376,0.6119153064906468,0.43124032184563577,3.6374926747937866,clear_separation,37.0,37.0,36.0,38.0,42.0,48.0,38.0,39.0,10.0,6.0,4.0,1,1,1,0.9764326663695726
H,equal_count_three_region,H_three_1,R2_mid,21.75,28.25,110.0,140.0,3267,True,three equal-count raw latitude chunks after sorting latitude ascending,3267,13.861277763652549,2.3966174600730046,1.3602932213113954,3.68954147149028,clear_separation,37.0,37.0,35.0,37.0,39.0,51.0,38.0,37.0,14.0,12.0,2.0,1,1,1,0.9428259380739641
H,equal_count_three_region,H_three_2,R3_high,28.5,35.0,110.0,140.0,3267,True,three equal-count raw latitude chunks after sorting latitude ascending,3267,25.736885647310952,4.71821887363372,2.3920615427679404,3.6196723814073932,clear_separation,37.0,37.0,35.0,37.0,49.0,52.0,50.0,36.0,15.0,3.0,12.0,1,1,1,0.9718807913646595
H,contribution_region,H_H_early_frontloaded_positive_core,H_early_frontloaded_positive_core,15.0,31.5,110.0,140.0,2369,True,post-processing diagnostic mask from H_early_frontloaded: positive contribution cells; not a physical region until independently justified,2369,10.038774484428016,2.8227420139016246,1.4419945375918397,2.3539026064605437,clear_separation,37.0,37.0,35.0,36.0,37.0,39.0,36.0,36.0,3.0,2.0,1.0,1,1,3,0.7773374644650881
H,contribution_region,H_H_early_frontloaded_negative_core,H_early_frontloaded_negative_core,15.5,21.0,110.0,131.25,82,True,post-processing diagnostic mask from H_early_frontloaded: negative contribution cells; not a physical region until independently justified,82,0.2277878840653502,0.490720775071328,0.3612948512172498,0.26735176801581145,no_clear_separation,47.0,47.0,33.0,33.0,34.0,47.0,60.0,47.0,14.0,13.0,1.0,5,5,5,0.4229139506633114
H,contribution_region,H_H_retreat_positive_core,H_retreat_positive_core,15.0,21.0,110.0,138.75,940,True,post-processing diagnostic mask from H_retreat: positive contribution cells; not a physical region until independently justified,940,2.5185203728946304,0.4948522095366033,0.3250490505379391,3.0717361901183757,clear_separation,39.0,39.0,40.0,42.0,45.0,46.0,45.0,46.0,4.0,1.0,3.0,1,1,1,0.9267694971379995
H,contribution_region,H_H_retreat_negative_core,H_retreat_negative_core,15.0,32.0,110.0,136.5,1511,True,post-processing diagnostic mask from H_retreat: negative contribution cells; not a physical region until independently justified,1511,9.99327248749158,2.8800246388284565,1.4089835980114285,2.3299727898994576,clear_separation,37.0,37.0,35.0,36.0,37.0,39.0,36.0,36.0,3.0,2.0,1.0,1,1,3,0.7682566636423945
H,contribution_region,H_H_late_recovery_positive_core,H_late_recovery_positive_core,15.0,35.0,110.0,140.0,2305,True,post-processing diagnostic mask from H_late_recovery: positive contribution cells; not a physical region until independently justified,2305,25.275098067100178,3.7328853820187016,1.8062402913362805,4.563012207627229,clear_separation,37.0,37.0,35.0,38.0,49.0,52.0,50.0,50.0,14.0,3.0,11.0,1,1,1,0.9714337565741059
H,contribution_region,H_H_late_recovery_negative_core,H_late_recovery_negative_core,15.0,21.0,110.0,131.5,146,True,post-processing diagnostic mask from H_late_recovery: negative contribution cells; not a physical region until independently justified,146,0.6537345578926793,0.31931125211839895,0.418079922426715,0.8865505588617314,weak_separation,45.0,45.0,33.0,45.0,46.0,46.0,48.0,47.0,1.0,0.0,1.0,1,3,3,0.7235094508324192
Jw,whole_field,Jw_whole,whole_field,25.0,45.0,80.0,110.0,9801,True,all raw grid cells in object domain,9801,6.763920214605359,0.5079730674046006,0.5038606768463223,6.68481383728984,clear_separation,37.0,37.0,37.0,41.0,46.0,51.0,49.0,50.0,10.0,5.0,5.0,1,1,1,0.987015993143052
Jw,raw_latband,Jw_lat_000,lat_25.000,25.0,25.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,14.252068884186073,1.0725642150355537,0.9013682664974365,7.22014000859729,clear_separation,37.0,37.0,37.0,41.0,46.0,51.0,51.0,51.0,10.0,5.0,5.0,1,1,1,0.9902156457147141
Jw,raw_latband,Jw_lat_001,lat_25.250,25.25,25.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,14.0056928496884,1.0372494339146212,0.8940434333921576,7.251977722684587,clear_separation,37.0,37.0,37.0,41.0,46.0,51.0,51.0,51.0,10.0,5.0,5.0,1,1,1,0.9896914044943219
Jw,raw_latband,Jw_lat_002,lat_25.500,25.5,25.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,13.732884744159218,1.0010222609437356,0.885735176105612,7.278563992643236,clear_separation,37.0,37.0,37.0,41.0,47.0,51.0,51.0,51.0,10.0,4.0,6.0,1,1,1,0.9890503940282114
Jw,raw_latband,Jw_lat_003,lat_25.750,25.75,25.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,13.440768384117483,0.9653446254070881,0.8757458809321452,7.300438700779945,clear_separation,37.0,37.0,37.0,41.0,47.0,51.0,50.0,51.0,10.0,4.0,6.0,1,1,1,0.9882764930301168
Jw,raw_latband,Jw_lat_004,lat_26.000,26.0,26.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,13.130025794779101,0.9307904267709683,0.8648261565427474,7.3122658349191285,clear_separation,37.0,37.0,37.0,42.0,47.0,51.0,50.0,50.0,9.0,4.0,5.0,1,1,1,0.9873312779565174
Jw,raw_latband,Jw_lat_005,lat_26.250,26.25,26.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,12.793219193499999,0.8974722339486955,0.8537304157798549,7.305390495773317,clear_separation,37.0,37.0,37.0,42.0,47.0,51.0,50.0,50.0,9.0,4.0,5.0,1,1,1,0.9861761356119344
Jw,raw_latband,Jw_lat_006,lat_26.500,26.5,26.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,12.436294310395628,0.8660279921881249,0.8430510653300028,7.27660564073334,clear_separation,37.0,37.0,37.0,42.0,47.0,51.0,50.0,50.0,9.0,4.0,5.0,1,1,1,0.9848491325492208
Jw,raw_latband,Jw_lat_007,lat_26.750,26.75,26.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,12.052198569316873,0.834755278032183,0.8317055031903019,7.232212545965591,clear_separation,37.0,37.0,37.0,43.0,48.0,51.0,50.0,50.0,8.0,3.0,5.0,1,1,1,0.9833225833299085
Jw,raw_latband,Jw_lat_008,lat_27.000,27.0,27.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,11.633244873793618,0.8012335131045273,0.8188957161846964,7.180442561916686,clear_separation,37.0,37.0,37.0,43.0,48.0,52.0,50.0,50.0,9.0,4.0,5.0,1,1,1,0.9814868324551246
Jw,raw_latband,Jw_lat_009,lat_27.250,27.25,27.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,11.19405020908209,0.7649213909686325,0.8054794365281149,7.128148440246077,clear_separation,37.0,37.0,37.0,43.0,48.0,52.0,50.0,50.0,9.0,4.0,5.0,1,1,1,0.9793610216835793
Jw,raw_latband,Jw_lat_010,lat_27.500,27.5,27.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,10.74034809068444,0.7270922585912384,0.7915825295265946,7.072184364103043,clear_separation,37.0,37.0,38.0,44.0,48.0,52.0,50.0,50.0,8.0,4.0,4.0,1,1,1,0.9769857147100857
Jw,raw_latband,Jw_lat_011,lat_27.750,27.75,27.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,10.271464784118812,0.6895801891574159,0.7763631633262702,7.006726942563164,clear_separation,37.0,37.0,38.0,44.0,49.0,52.0,50.0,50.0,8.0,3.0,5.0,1,1,1,0.9742233293263752
Jw,raw_latband,Jw_lat_012,lat_28.000,28.0,28.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,9.784547888248047,0.6531372132977835,0.7589210210016615,6.9292807127762615,clear_separation,37.0,37.0,38.0,44.0,49.0,52.0,50.0,50.0,8.0,3.0,5.0,1,1,1,0.9709379774327512
Jw,raw_latband,Jw_lat_013,lat_28.250,28.25,28.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,9.271074902030485,0.6172256143311405,0.7387166985803078,6.837366762398501,clear_separation,37.0,37.0,38.0,45.0,49.0,52.0,50.0,50.0,7.0,3.0,4.0,1,1,1,0.9670778158054673
Jw,raw_latband,Jw_lat_014,lat_28.500,28.5,28.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,8.729219935961822,0.5814636667414601,0.7164445834046456,6.725606324622078,clear_separation,37.0,37.0,38.0,45.0,49.0,52.0,50.0,50.0,7.0,3.0,4.0,1,1,1,0.9623876168288046
Jw,raw_latband,Jw_lat_015,lat_28.750,28.75,28.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,8.159190967141669,0.5455797184976192,0.6927842472477654,6.588685711821858,clear_separation,37.0,37.0,38.0,46.0,49.0,52.0,50.0,50.0,6.0,3.0,3.0,1,1,1,0.9563828101376918
Jw,raw_latband,Jw_lat_016,lat_29.000,29.0,29.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,7.568628772843724,0.509281433614125,0.666633146525109,6.436376332664878,clear_separation,37.0,37.0,38.0,46.0,50.0,52.0,50.0,50.0,6.0,2.0,4.0,1,1,1,0.9488202737895158
Jw,raw_latband,Jw_lat_017,lat_29.250,29.25,29.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,6.963464699865796,0.47388032201811975,0.6386226645945845,6.259277308610037,clear_separation,37.0,37.0,38.0,47.0,50.0,52.0,50.0,50.0,5.0,2.0,3.0,1,1,1,0.9393154986062352
Jw,raw_latband,Jw_lat_018,lat_29.500,29.5,29.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,6.336674722101248,0.44057422962143444,0.6114380563061304,6.023384714099768,clear_separation,37.0,37.0,38.0,47.0,50.0,53.0,50.0,50.0,6.0,3.0,3.0,1,1,1,0.9268280944387235
Jw,raw_latband,Jw_lat_019,lat_29.750,29.75,29.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,5.693386611977375,0.40859017638469247,0.5855619718285939,5.726876537167538,clear_separation,37.0,37.0,46.0,48.0,50.0,53.0,50.0,50.0,5.0,3.0,2.0,1,1,1,0.910171348563805
Jw,raw_latband,Jw_lat_020,lat_30.000,30.0,30.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,5.038359226781542,0.37673024327762333,0.5602574160341496,5.3771884578312035,clear_separation,37.0,37.0,47.0,49.0,51.0,53.0,50.0,50.0,4.0,2.0,2.0,1,1,1,0.8928342414032561
Jw,raw_latband,Jw_lat_021,lat_30.250,30.25,30.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,4.374534500516375,0.3452673822265298,0.5354122677374584,4.96722559752034,clear_separation,37.0,37.0,48.0,49.0,51.0,53.0,50.0,50.0,4.0,2.0,2.0,1,1,1,0.8758698723502992
Jw,raw_latband,Jw_lat_022,lat_30.500,30.5,30.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,3.7138007522395156,0.31505810323001593,0.5106077131937544,4.497946600629787,clear_separation,37.0,48.0,49.0,50.0,51.0,53.0,50.0,50.0,3.0,2.0,1.0,1,1,1,0.8603439753033466
Jw,raw_latband,Jw_lat_023,lat_30.750,30.75,30.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,3.068255380176101,0.2869699212085389,0.48574184025065215,3.970763139908727,clear_separation,49.0,49.0,49.0,50.0,52.0,53.0,50.0,50.0,3.0,1.0,2.0,1,1,1,0.8449173323221428
Jw,raw_latband,Jw_lat_024,lat_31.000,31.0,31.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,2.4640669646167153,0.2619937045436167,0.46190948807010157,3.403862546482186,clear_separation,50.0,50.0,50.0,51.0,52.0,54.0,50.0,50.0,3.0,2.0,1.0,1,1,1,0.8287285606096
Jw,raw_latband,Jw_lat_025,lat_31.250,31.25,31.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,1.929144763458828,0.2401436402786169,0.43884798835568195,2.8411907924977595,clear_separation,50.0,50.0,50.0,51.0,52.0,54.0,50.0,50.0,3.0,2.0,1.0,1,1,1,0.8152501030222566
Jw,raw_latband,Jw_lat_026,lat_31.500,31.5,31.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,1.5181333797600691,0.22301037806139598,0.4150863699750866,2.379158621998292,clear_separation,50.0,50.0,33.0,50.0,52.0,54.0,49.0,50.0,4.0,2.0,2.0,1,1,1,0.8166790005888577
Jw,raw_latband,Jw_lat_027,lat_31.750,31.75,31.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,1.3357252413105403,0.2129612260384651,0.39107454865269065,2.211334654795071,clear_separation,39.0,39.0,33.0,47.0,49.0,52.0,32.0,31.0,5.0,3.0,2.0,1,1,1,0.9278431459757789
Jw,raw_latband,Jw_lat_028,lat_32.000,32.0,32.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,1.449085608325266,0.2107431425349031,0.36767123793665557,2.505272443509933,clear_separation,38.0,38.0,37.0,38.0,40.0,42.0,39.0,39.0,4.0,2.0,2.0,1,1,1,0.8768361199787604
Jw,raw_latband,Jw_lat_029,lat_32.250,32.25,32.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,1.7832065805105277,0.21524121729997137,0.3454398931163336,3.180429209014192,clear_separation,37.0,37.0,37.0,38.0,39.0,41.0,39.0,39.0,3.0,2.0,1.0,1,1,1,0.8197161145239895
Jw,raw_latband,Jw_lat_030,lat_32.500,32.5,32.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,2.217092264833288,0.2254739327745683,0.3252309744949723,4.025917030276506,clear_separation,37.0,37.0,37.0,38.0,39.0,41.0,39.0,39.0,3.0,2.0,1.0,1,1,1,0.8207989748340084
Jw,raw_latband,Jw_lat_031,lat_32.750,32.75,32.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,2.6838690793719833,0.24121133966343322,0.30727283688060125,4.893247962562712,clear_separation,37.0,37.0,37.0,38.0,40.0,41.0,39.0,39.0,3.0,1.0,2.0,1,1,1,0.8350792195152418
Jw,raw_latband,Jw_lat_032,lat_33.000,33.0,33.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,3.1505350807596915,0.2602529076338593,0.29186796874345466,5.706241541583453,clear_separation,37.0,37.0,37.0,38.0,40.0,42.0,39.0,39.0,4.0,2.0,2.0,1,1,1,0.8488111130463701
Jw,raw_latband,Jw_lat_033,lat_33.250,33.25,33.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,3.6022381196311666,0.28003238814529535,0.2792871421858518,6.4403939506608125,clear_separation,37.0,37.0,37.0,39.0,40.0,42.0,39.0,39.0,3.0,2.0,1.0,1,1,1,0.8636178496822937
Jw,raw_latband,Jw_lat_034,lat_33.500,33.5,33.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,4.031683506343187,0.2993914848427453,0.2697805154889204,7.083418551850513,clear_separation,37.0,37.0,37.0,39.0,40.0,43.0,39.0,39.0,4.0,3.0,1.0,1,1,1,0.8765693441207593
Jw,raw_latband,Jw_lat_035,lat_33.750,33.75,33.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,4.4376425375196735,0.31910899019734384,0.2636655715625923,7.614681265630951,clear_separation,37.0,37.0,38.0,39.0,41.0,43.0,39.0,39.0,4.0,2.0,2.0,1,1,1,0.8876825799472793
Jw,raw_latband,Jw_lat_036,lat_34.000,34.0,34.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,4.820175531394037,0.33916133042140334,0.2605223281091905,8.03786373503144,clear_separation,37.0,37.0,38.0,39.0,41.0,43.0,39.0,39.0,4.0,2.0,2.0,1,1,1,0.8983242177810231
Jw,raw_latband,Jw_lat_037,lat_34.250,34.25,34.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,5.17233741692395,0.35773510635322325,0.25972190343901497,8.376838119732962,clear_separation,37.0,37.0,38.0,39.0,41.0,44.0,39.0,39.0,5.0,3.0,2.0,1,1,1,0.9074056298021161
Jw,raw_latband,Jw_lat_038,lat_34.500,34.5,34.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,5.489644751135954,0.3745000829500975,0.261204815211283,8.635523757978577,clear_separation,37.0,37.0,38.0,39.0,42.0,44.0,39.0,39.0,5.0,2.0,3.0,1,1,1,0.9175546693316204
Jw,raw_latband,Jw_lat_039,lat_34.750,34.75,34.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,5.770411889777841,0.38937338071514005,0.26429989799885334,8.827669843152044,clear_separation,37.0,37.0,38.0,39.0,42.0,45.0,39.0,39.0,6.0,3.0,3.0,1,1,1,0.9272060479383807
Jw,raw_latband,Jw_lat_040,lat_35.000,35.0,35.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,6.011429180867876,0.4014965027926994,0.2685348984376924,8.971861870695866,clear_separation,37.0,37.0,38.0,39.0,42.0,45.0,39.0,39.0,6.0,3.0,3.0,1,1,1,0.9354264939745293
Jw,raw_latband,Jw_lat_041,lat_35.250,35.25,35.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,6.21386886865701,0.4106297142912826,0.2741607639692294,9.07411692469984,clear_separation,37.0,37.0,38.0,39.0,42.0,45.0,39.0,39.0,6.0,3.0,3.0,1,1,1,0.9423276730535046
Jw,raw_latband,Jw_lat_042,lat_35.500,35.5,35.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,6.379477968695857,0.4173077313832274,0.2807293047221743,9.13916832305811,clear_separation,37.0,37.0,38.0,39.0,42.0,45.0,39.0,39.0,6.0,3.0,3.0,1,1,1,0.9481643714872992
Jw,raw_latband,Jw_lat_043,lat_35.750,35.75,35.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,6.509995960095871,0.42187863104874523,0.2879544061889437,9.171165074859692,clear_separation,37.0,37.0,38.0,39.0,43.0,46.0,39.0,39.0,7.0,3.0,4.0,1,1,1,0.9532251019886181
Jw,raw_latband,Jw_lat_044,lat_36.000,36.0,36.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,6.6028274844602395,0.4247955969214257,0.2951439368087282,9.171363948093862,clear_separation,37.0,37.0,38.0,39.0,43.0,46.0,39.0,39.0,7.0,3.0,4.0,1,1,1,0.9576763922112056
Jw,raw_latband,Jw_lat_045,lat_36.250,36.25,36.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,6.655742389103714,0.4279074129969185,0.30169246140378647,9.122455502847716,clear_separation,37.0,37.0,38.0,39.0,43.0,46.0,39.0,44.0,7.0,3.0,4.0,1,1,1,0.9615083630210794
Jw,raw_latband,Jw_lat_046,lat_36.500,36.5,36.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,6.6753407220903025,0.43217778365699144,0.30800590181207677,9.018492102889319,clear_separation,37.0,37.0,37.0,39.0,43.0,47.0,39.0,44.0,8.0,4.0,4.0,1,1,1,0.9647740805524374
Jw,raw_latband,Jw_lat_047,lat_36.750,36.75,36.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,6.662542300362426,0.43667296398636196,0.3133002022092155,8.883707578712185,clear_separation,37.0,37.0,37.0,39.0,43.0,47.0,39.0,38.0,8.0,4.0,4.0,1,1,1,0.9675856912430272
Jw,raw_latband,Jw_lat_048,lat_37.000,37.0,37.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,6.616101982601004,0.44075420579010177,0.3175411070120625,8.72496753033091,clear_separation,37.0,37.0,37.0,39.0,44.0,48.0,39.0,38.0,9.0,4.0,5.0,1,1,1,0.9700039822844995
Jw,raw_latband,Jw_lat_049,lat_37.250,37.25,37.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,6.538979799786733,0.4442773369821523,0.321959913636202,8.533883982421592,clear_separation,37.0,37.0,37.0,39.0,44.0,48.0,39.0,38.0,9.0,4.0,5.0,1,1,1,0.9720566117194853
Jw,raw_latband,Jw_lat_050,lat_37.500,37.5,37.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,6.4331571830114775,0.4469171405992223,0.32645536637266137,8.318316367619929,clear_separation,37.0,37.0,37.0,39.0,44.0,48.0,39.0,38.0,9.0,4.0,5.0,1,1,1,0.9738163286873527
Jw,raw_latband,Jw_lat_051,lat_37.750,37.75,37.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,6.301569801695894,0.447880773349423,0.33034172035003134,8.097388411044218,clear_separation,37.0,37.0,37.0,39.0,44.0,49.0,39.0,38.0,10.0,5.0,5.0,1,1,1,0.9753325336493909
Jw,raw_latband,Jw_lat_052,lat_38.000,38.0,38.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,6.148009262039779,0.4474018985992895,0.3335546643631995,7.872408727468599,clear_separation,37.0,37.0,37.0,39.0,45.0,49.0,37.0,38.0,10.0,4.0,6.0,1,1,1,0.9765722450563505
Jw,raw_latband,Jw_lat_053,lat_38.250,38.25,38.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,5.969579471906538,0.4465595969619901,0.33634905031288365,7.624873595004067,clear_separation,37.0,37.0,37.0,39.0,45.0,49.0,49.0,38.0,10.0,4.0,6.0,1,1,1,0.9774984175154747
Jw,raw_latband,Jw_lat_054,lat_38.500,38.5,38.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,5.765079759043173,0.4461547329090906,0.33813465522668007,7.350704786082307,clear_separation,37.0,37.0,37.0,39.0,45.0,49.0,49.0,38.0,10.0,4.0,6.0,1,1,1,0.9781057948346704
Jw,raw_latband,Jw_lat_055,lat_38.750,38.75,38.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,5.535645183263403,0.44651653880200104,0.3384945517018492,7.051677677203787,clear_separation,37.0,37.0,37.0,39.0,45.0,49.0,49.0,38.0,10.0,4.0,6.0,1,1,1,0.9783639935931785
