year,mode,cluster_id,object,window_day_min,window_day_max,strength_raw,note,strength_z
2020,raw,E1,Jw,12,23,33.17102275551758,,-0.3423286570291678
2021,raw,E1,Jw,12,23,41.77872208385684,,1.2160960507065817
2022,raw,E1,Jw,12,23,38.9986169327604,,0.7127577726944894
2023,raw,E1,Jw,12,23,37.43014612758014,,0.42878599778507126
1979,raw,E2,Jw,27,38,36.22556491740297,,0.21069646551785653
1980,raw,E2,Jw,27,38,31.230494971654643,,-0.6936613801022421
1981,raw,E2,Jw,27,38,22.419162904002306,,-2.2889538128995084
1982,raw,E2,Jw,27,38,39.8469892415359,,0.8663556525602178
1983,raw,E2,Jw,27,38,33.70138725585176,,-0.2463061183810643
1984,raw,E2,Jw,27,38,29.771864696104135,,-0.9577465176238722
1985,raw,E2,Jw,27,38,30.028632899945787,,-0.911258612114635
1986,raw,E2,Jw,27,38,32.71240352330287,,-0.4253617086801609
1987,raw,E2,Jw,27,38,32.08036464019355,,-0.5397924031218667
1988,raw,E2,Jw,27,38,27.781158818881295,,-1.3181639888388437
1989,raw,E2,Jw,27,38,31.388632883462996,,-0.6650304974945636
1990,raw,E2,Jw,27,38,32.52667339668841,,-0.45898816416448673
1991,raw,E2,Jw,27,38,39.31264988614585,,0.7696134660605279
1992,raw,E2,Jw,27,38,30.427608068024295,,-0.8390241234331475
1993,raw,E2,Jw,27,38,36.904650217500844,,0.3336449178236202
1994,raw,E2,Jw,27,38,38.603728487100085,,0.64126318546021
1995,raw,E2,Jw,27,38,36.23643576141569,,0.2126646327664023
1996,raw,E2,Jw,27,38,41.515642309226955,,1.1684654347603494
1997,raw,E2,Jw,27,38,29.284617644947566,,-1.0459626383698424
1998,raw,E2,Jw,27,38,33.383800327362295,,-0.30380525924701113
1999,raw,E2,Jw,27,38,36.08428949827775,,0.18511853866862168
2000,raw,E2,Jw,27,38,31.05747303371989,,-0.7249870169271826
2001,raw,E2,Jw,27,38,33.79839976474557,,-0.2287419952568068
2002,raw,E2,Jw,27,38,32.764498223789104,,-0.41592995865230437
2003,raw,E2,Jw,27,38,34.91412732233985,,-0.026739424473230574
2004,raw,E2,Jw,27,38,35.73003826096754,,0.12098132152018018
2005,raw,E2,Jw,27,38,26.728517715928426,,-1.5087447515542702
2006,raw,E2,Jw,27,38,33.257431820920225,,-0.32668428826590484
2007,raw,E2,Jw,27,38,25.094587762125613,,-1.8045679109822985
2008,raw,E2,Jw,27,38,36.12680346339883,,0.1928156957301349
2009,raw,E2,Jw,27,38,30.508390868508414,,-0.8243983904199071
2010,raw,E2,Jw,27,38,32.34313931940919,,-0.4922170247267669
2011,raw,E2,Jw,27,38,33.08922063403887,,-0.35713893819662457
2012,raw,E2,Jw,27,38,34.101792522726775,,-0.1738127101888037
2013,raw,E2,Jw,27,38,30.110913653992085,,-0.8963616744794285
2014,raw,E2,Jw,27,38,32.34873822048132,,-0.4912033432034993
2015,raw,E2,Jw,27,38,35.681834592359614,,0.11225404315036391
2016,raw,E2,Jw,27,38,34.1661078422543,,-0.1621684160267596
2017,raw,E2,Jw,27,38,31.394817047742208,,-0.6639108540170445
2018,raw,E2,Jw,27,38,31.85994844450539,,-0.5796987744114201
2019,raw,E2,Jw,27,38,45.97081130793097,,1.9750741672308234
2020,raw,E2,Jw,27,38,32.655988012585226,,-0.43557574177404995
2021,raw,E2,Jw,27,38,28.24180709941047,,-1.2347635778150585
2022,raw,E2,Jw,27,38,28.372190456104473,,-1.2111576598108729
2023,raw,E2,Jw,27,38,41.74302580419603,,1.2096332361872009
1979,raw,M,Jw,40,48,47.247072404287934,,2.2061413490893176
1980,raw,M,Jw,40,48,28.59760345969548,,-1.1703466160184162
1981,raw,M,Jw,40,48,27.77224710169473,,-1.3197774560061004
1982,raw,M,Jw,40,48,35.3243762546704,,0.04753618020097305
1983,raw,M,Jw,40,48,32.8209746782569,,-0.4057048916871794
1984,raw,M,Jw,40,48,35.346700620937206,,0.05157800864405005
1985,raw,M,Jw,40,48,27.38447603926771,,-1.3899834403905253
1986,raw,M,Jw,40,48,26.47820927892325,,-1.5540631157191636
1987,raw,M,Jw,40,48,36.69460979357944,,0.29561708090966937
1988,raw,M,Jw,40,48,36.73259328252221,,0.3024939948673323
1989,raw,M,Jw,40,48,35.81256618944541,,0.13592301010759747
1990,raw,M,Jw,40,48,27.349284839882753,,-1.3963548100822865
1991,raw,M,Jw,40,48,28.190295409315112,,-1.244089773761231
1992,raw,M,Jw,40,48,33.626577235720724,,-0.259850478994891
1993,raw,M,Jw,40,48,30.991160032704823,,-0.7369929914952936
1994,raw,M,Jw,40,48,29.754806298196772,,-0.9608349420401037
1995,raw,M,Jw,40,48,49.21452015047839,,2.562347933669659
1996,raw,M,Jw,40,48,35.56000212363828,,0.09019626415305705
1997,raw,M,Jw,40,48,38.886881339139045,,0.6925280338071488
1998,raw,M,Jw,40,48,31.50837794333413,,-0.6433506440500923
1999,raw,M,Jw,40,48,27.49431665374886,,-1.3700967876403847
2000,raw,M,Jw,40,48,34.469465382124106,,-0.10724550720087085
2001,raw,M,Jw,40,48,30.83723510892727,,-0.7648611122556828
2002,raw,M,Jw,40,48,27.770167721399126,,-1.3201539279884316
2003,raw,M,Jw,40,48,46.62521362481997,,2.0935537632921903
2004,raw,M,Jw,40,48,40.02403324866576,,0.8984094853607355
2005,raw,M,Jw,40,48,36.189171536400245,,0.20410744074024156
2006,raw,M,Jw,40,48,28.687101695801076,,-1.1541429526322513
2007,raw,M,Jw,40,48,30.839514585226716,,-0.7644484128745533
2008,raw,M,Jw,40,48,29.14790999193246,,-1.0707135707698492
2009,raw,M,Jw,40,48,30.73747447308718,,-0.7829227840012064
2010,raw,M,Jw,40,48,37.95731233757181,,0.5242294856900952
2011,raw,M,Jw,40,48,32.07382927098334,,-0.5409756322825134
2012,raw,M,Jw,40,48,38.451561798586816,,0.6137133933464605
2013,raw,M,Jw,40,48,38.01599394961717,,0.5348537966253263
2014,raw,M,Jw,40,48,45.02028412268548,,1.8029811381464895
2015,raw,M,Jw,40,48,29.09749199058352,,-1.0798417542739074
2016,raw,M,Jw,40,48,32.70781381994682,,-0.4261926748696619
2017,raw,M,Jw,40,48,32.161717123733865,,-0.5250635289420396
2018,raw,M,Jw,40,48,31.59732310670232,,-0.6272471145308607
2019,raw,M,Jw,40,48,37.86233270110598,,0.5070334142947126
2020,raw,M,Jw,40,48,32.819507222743795,,-0.40597057463472397
2021,raw,M,Jw,40,48,32.90255651732503,,-0.3909344926692082
2022,raw,M,Jw,40,48,39.79378092223967,,0.8567222817505129
2023,raw,M,Jw,40,48,40.5342172079012,,0.9907783352978256
