window_id,object_A,object_B,baseline_config,branch,A_internal_coordinate_status,B_internal_coordinate_status,A_common_process_status,B_common_process_status,pair_corr,pair_spearman,mapping_slope_A,mapping_slope_B,mapping_slope_ratio,time_to_q_consistency_status,alt_q_time_to_q_consistency_status,raw_deltaS_block_direction_summary,raw_deltaS_supported_tendency_direction,deltaS_vs_time_to_q_consistency,scale_comparability_status,allowed_interpretation_level,comparability_notes,tA_q25,tB_q25,delta_t_q25,tA_q5,tB_q5,delta_t_q5,tA_q75,tB_q75,delta_t_q75
W045,V,Jw,C2_immediate_pre,dist,valid_object_internal_coordinate,valid_object_internal_coordinate,common_process_consistent,common_process_consistent,0.9779511341878409,0.9726693494299127,0.9228965022862593,1.0500829541122754,0.8788796148647726,A_earlier_or_same_across_q,mixed_q_order,B_dominant:55-74:unresolved:0.799,no_supported_or_tendency_dominant_blocks,no_raw_dominant_to_compare,calibrated_time_to_q_progress_comparison_allowed,3,time_to_q_calibrated_comparison_available,4.0,4.0,0.0,45.0,47.0,-2.0,51.0,53.0,-2.0
W045,H,Je,C2_immediate_pre,dist,valid_object_internal_coordinate,valid_object_internal_coordinate,common_process_consistent,common_process_consistent,0.9963014174073617,0.9956740442655935,0.9428634284035803,0.8987898576880228,1.0490365688248073,A_earlier_or_same_across_q,A_earlier_or_same_across_q,no_dominant_blocks_observed,no_supported_or_tendency_dominant_blocks,no_raw_dominant_to_compare,calibrated_time_to_q_progress_comparison_allowed,3,time_to_q_calibrated_comparison_available,4.0,4.0,0.0,39.0,43.0,-4.0,54.0,54.0,0.0
W045,H,Jw,C2_immediate_pre,dist,valid_object_internal_coordinate,valid_object_internal_coordinate,common_process_consistent,common_process_consistent,0.9746735821191082,0.9753521126760563,0.9428634284035803,1.0500829541122754,0.8978942327472244,mixed_q_order,A_earlier_or_same_across_q,A_dominant:4-28:unresolved:0.692; A_dominant:30-47:unresolved:0.742,no_supported_or_tendency_dominant_blocks,no_raw_dominant_to_compare,common_process_diagnostic_raw_deltaS_not_interpretable,2,time_to_q_not_consistently_ordered_or_incomplete,4.0,4.0,0.0,39.0,47.0,-8.0,54.0,53.0,1.0
W045,Je,Jw,C2_immediate_pre,dist,valid_object_internal_coordinate,valid_object_internal_coordinate,common_process_consistent,common_process_consistent,0.9864426647328441,0.9797116029510394,0.8987898576880228,1.0500829541122754,0.8559227194082457,mixed_q_order,mixed_q_order,A_dominant:4-48:exploratory_signal:0.894,no_supported_or_tendency_dominant_blocks,no_raw_dominant_to_compare,common_process_diagnostic_raw_deltaS_not_interpretable,2,time_to_q_not_consistently_ordered_or_incomplete,4.0,4.0,0.0,43.0,47.0,-4.0,54.0,53.0,1.0
W045,P,V,C2_immediate_pre,pattern,caution_object_internal_coordinate,caution_object_internal_coordinate,common_process_consistent,common_process_consistent,0.9579682209537238,0.8401743796109992,1.0381343848087001,0.7996723518029113,1.2981996719883604,A_earlier_or_same_across_q,A_earlier_or_same_across_q,no_dominant_blocks_observed,no_supported_or_tendency_dominant_blocks,no_raw_dominant_to_compare,calibrated_time_to_q_progress_comparison_allowed,3,time_to_q_calibrated_comparison_available,40.0,42.0,-2.0,42.0,45.0,-3.0,44.0,47.0,-3.0
W045,P,H,C2_immediate_pre,pattern,caution_object_internal_coordinate,caution_object_internal_coordinate,common_process_consistent,common_process_consistent,0.8507821696218906,0.7823272971160293,1.0381343848087001,1.1061108642442716,0.9385446055789217,B_earlier_or_same_across_q,B_earlier_or_same_across_q,B_dominant:62-74:unresolved:0.772,no_supported_or_tendency_dominant_blocks,no_raw_dominant_to_compare,calibrated_time_to_q_progress_comparison_allowed,3,time_to_q_calibrated_comparison_available,40.0,36.0,4.0,42.0,39.0,3.0,44.0,40.0,4.0
W045,P,Je,C2_immediate_pre,pattern,caution_object_internal_coordinate,caution_object_internal_coordinate,common_process_consistent,common_process_consistent,0.7950203565994888,0.6779678068410461,1.0381343848087001,1.4831742375408166,0.6999409499790014,B_earlier_or_same_across_q,B_earlier_or_same_across_q,B_dominant:31-44:unresolved:0.734,no_supported_or_tendency_dominant_blocks,no_raw_dominant_to_compare,calibrated_time_to_q_progress_comparison_allowed,3,time_to_q_calibrated_comparison_available,40.0,32.0,8.0,42.0,34.0,8.0,44.0,35.0,9.0
W045,P,Jw,C2_immediate_pre,pattern,caution_object_internal_coordinate,caution_object_internal_coordinate,common_process_consistent,common_process_consistent,0.9535241617040741,0.8178403755868543,1.0381343848087001,0.9375371841348391,1.107299424893416,mixed_q_order,mixed_q_order,no_dominant_blocks_observed,no_supported_or_tendency_dominant_blocks,no_raw_dominant_to_compare,common_process_diagnostic_raw_deltaS_not_interpretable,2,time_to_q_not_consistently_ordered_or_incomplete,40.0,36.0,4.0,42.0,38.0,4.0,44.0,46.0,-2.0
W045,V,H,C2_immediate_pre,pattern,caution_object_internal_coordinate,caution_object_internal_coordinate,common_process_consistent,common_process_consistent,0.7552286754304164,0.6948021462105969,0.7996723518029113,1.1061108642442716,0.7229585909087618,B_earlier_or_same_across_q,B_earlier_or_same_across_q,B_dominant:33-46:unresolved:0.715; A_dominant:47-62:unresolved:0.703; B_dominant:63-74:tendency:0.902,B_dominant_blocks_only,raw_deltaS_B_direction_consistent_with_time_to_q,calibrated_time_to_q_progress_comparison_allowed,3,time_to_q_calibrated_comparison_available; raw_deltaS_direction_agrees_with_time_to_q_but_raw_scale_not_auto_licensed,42.0,36.0,6.0,45.0,39.0,6.0,47.0,40.0,7.0
W045,V,Je,C2_immediate_pre,pattern,caution_object_internal_coordinate,caution_object_internal_coordinate,common_process_consistent,common_process_consistent,0.6583448700980671,0.5439302481556001,0.7996723518029113,1.4831742375408166,0.539162784494431,B_earlier_or_same_across_q,B_earlier_or_same_across_q,A_dominant:4-30:unresolved:0.533; B_dominant:31-46:tendency:0.922; B_dominant:63-74:unresolved:0.793,B_dominant_blocks_only,raw_deltaS_B_direction_consistent_with_time_to_q,calibrated_time_to_q_progress_comparison_allowed,3,time_to_q_calibrated_comparison_available; raw_deltaS_direction_agrees_with_time_to_q_but_raw_scale_not_auto_licensed,42.0,32.0,10.0,45.0,34.0,11.0,47.0,35.0,12.0
W045,V,Jw,C2_immediate_pre,pattern,caution_object_internal_coordinate,caution_object_internal_coordinate,common_process_consistent,common_process_consistent,0.9062667629309935,0.7797451374916163,0.7996723518029113,0.9375371841348391,0.852950011300992,B_earlier_or_same_across_q,mixed_q_order,B_dominant:32-46:exploratory_signal:0.840; B_dominant:62-74:unresolved:0.705,no_supported_or_tendency_dominant_blocks,no_raw_dominant_to_compare,calibrated_time_to_q_progress_comparison_allowed,3,time_to_q_calibrated_comparison_available,42.0,36.0,6.0,45.0,38.0,7.0,47.0,46.0,1.0
W045,H,Je,C2_immediate_pre,pattern,caution_object_internal_coordinate,caution_object_internal_coordinate,common_process_consistent,common_process_consistent,0.8986883551411812,0.9256539235412474,1.1061108642442716,1.4831742375408166,0.745772705759954,B_earlier_or_same_across_q,B_earlier_or_same_across_q,no_dominant_blocks_observed,no_supported_or_tendency_dominant_blocks,no_raw_dominant_to_compare,calibrated_time_to_q_progress_comparison_allowed,3,time_to_q_calibrated_comparison_available,36.0,32.0,4.0,39.0,34.0,5.0,40.0,35.0,5.0
W045,H,Jw,C2_immediate_pre,pattern,caution_object_internal_coordinate,caution_object_internal_coordinate,common_process_consistent,common_process_consistent,0.9346253634027478,0.9468477531857812,1.1061108642442716,0.9375371841348391,1.1798047938386493,mixed_q_order,mixed_q_order,A_dominant:64-74:unresolved:0.691,no_supported_or_tendency_dominant_blocks,no_raw_dominant_to_compare,common_process_diagnostic_raw_deltaS_not_interpretable,2,time_to_q_not_consistently_ordered_or_incomplete,36.0,36.0,0.0,39.0,38.0,1.0,40.0,46.0,-6.0
W045,Je,Jw,C2_immediate_pre,pattern,caution_object_internal_coordinate,caution_object_internal_coordinate,common_process_consistent,common_process_consistent,0.8894875320748498,0.8744802146210596,1.4831742375408166,0.9375371841348391,1.581989773461084,A_earlier_or_same_across_q,A_earlier_or_same_across_q,no_dominant_blocks_observed,no_supported_or_tendency_dominant_blocks,no_raw_dominant_to_compare,calibrated_time_to_q_progress_comparison_allowed,3,time_to_q_calibrated_comparison_available,32.0,36.0,-4.0,34.0,38.0,-4.0,35.0,46.0,-11.0
