year,mode,object,metric,value
1988,raw,P,P_spread_lat_M_full,4.712287495743835
1989,raw,P,P_spread_lat_M_full,5.5323252278252895
1990,raw,P,P_spread_lat_M_full,5.240862851462442
1991,raw,P,P_spread_lat_M_full,5.800613237170571
1992,raw,P,P_spread_lat_M_full,4.873277307816547
1993,raw,P,P_spread_lat_M_full,4.7555639317111105
1994,raw,P,P_spread_lat_M_full,5.947434596722434
1995,raw,P,P_spread_lat_M_full,5.575571331342864
1996,raw,P,P_spread_lat_M_full,4.757027797922052
1997,raw,P,P_spread_lat_M_full,4.238873727330333
1998,raw,P,P_spread_lat_M_full,4.873679766854891
1999,raw,P,P_spread_lat_M_full,5.0615291930627535
2000,raw,P,P_spread_lat_M_full,5.26428283783714
2001,raw,P,P_spread_lat_M_full,4.492221864833606
2002,raw,P,P_spread_lat_M_full,5.1531671794925495
2003,raw,P,P_spread_lat_M_full,4.254735969457158
2004,raw,P,P_spread_lat_M_full,5.663832118769538
2005,raw,P,P_spread_lat_M_full,4.535854111355439
2006,raw,P,P_spread_lat_M_full,6.1593301815059185
2007,raw,P,P_spread_lat_M_full,5.5302992913416436
2008,raw,P,P_spread_lat_M_full,5.317310226661332
2009,raw,P,P_spread_lat_M_full,5.999375135222459
2010,raw,P,P_spread_lat_M_full,4.069976742283679
2011,raw,P,P_spread_lat_M_full,4.738131888927451
2012,raw,P,P_spread_lat_M_full,4.802315182462256
2013,raw,P,P_spread_lat_M_full,4.468447210038353
2014,raw,P,P_spread_lat_M_full,4.0469742405922
2015,raw,P,P_spread_lat_M_full,4.877158033346478
2016,raw,P,P_spread_lat_M_full,4.740577127720178
2017,raw,P,P_spread_lat_M_full,4.603947896849776
2018,raw,P,P_spread_lat_M_full,5.748059405376519
2019,raw,P,P_spread_lat_M_full,5.078990494911851
2020,raw,P,P_spread_lat_M_full,5.342201420745514
2021,raw,P,P_spread_lat_M_full,4.063800387024654
2022,raw,P,P_spread_lat_M_full,4.673229179387402
2023,raw,P,P_spread_lat_M_full,5.515553103034402
1979,raw,P,P_main_band_share_transition,-0.2496671363797629
1980,raw,P,P_main_band_share_transition,-0.12353904206335509
1981,raw,P,P_main_band_share_transition,-0.048786298290588226
1982,raw,P,P_main_band_share_transition,-0.2706808814495468
1983,raw,P,P_main_band_share_transition,-0.15953763296174162
1984,raw,P,P_main_band_share_transition,-0.1051700083648004
1985,raw,P,P_main_band_share_transition,-0.13090189132465058
1986,raw,P,P_main_band_share_transition,-0.01815308329061216
1987,raw,P,P_main_band_share_transition,-0.09844772678222424
1988,raw,P,P_main_band_share_transition,0.05805127200388327
1989,raw,P,P_main_band_share_transition,-0.20378480831145662
1990,raw,P,P_main_band_share_transition,0.000415323090037778
1991,raw,P,P_main_band_share_transition,0.18438896600479682
1992,raw,P,P_main_band_share_transition,-0.03210978348693294
1993,raw,P,P_main_band_share_transition,0.03523786141620089
1994,raw,P,P_main_band_share_transition,-0.048271350253357825
1995,raw,P,P_main_band_share_transition,0.12005809808273071
1996,raw,P,P_main_band_share_transition,0.03817259820008495
1997,raw,P,P_main_band_share_transition,-0.16532364805074296
1998,raw,P,P_main_band_share_transition,-0.22000552456509037
1999,raw,P,P_main_band_share_transition,0.07121346911916027
2000,raw,P,P_main_band_share_transition,0.02812039837968555
2001,raw,P,P_main_band_share_transition,0.07746405740726636
2002,raw,P,P_main_band_share_transition,-0.19597946876799255
2003,raw,P,P_main_band_share_transition,-0.07594369769940279
2004,raw,P,P_main_band_share_transition,-0.20089401207745117
2005,raw,P,P_main_band_share_transition,-0.007853484794936416
2006,raw,P,P_main_band_share_transition,-0.052468208241065295
2007,raw,P,P_main_band_share_transition,-0.06370272257563131
2008,raw,P,P_main_band_share_transition,0.0028594865698671756
2009,raw,P,P_main_band_share_transition,0.23454496455685536
2010,raw,P,P_main_band_share_transition,-0.003260123644546864
2011,raw,P,P_main_band_share_transition,-0.09588150417477737
2012,raw,P,P_main_band_share_transition,-0.0930089525958454
2013,raw,P,P_main_band_share_transition,-0.04677445598971286
2014,raw,P,P_main_band_share_transition,0.028027493466672215
2015,raw,P,P_main_band_share_transition,-0.05902423414527902
2016,raw,P,P_main_band_share_transition,-0.10399185049424764
2017,raw,P,P_main_band_share_transition,-0.31747028094157625
2018,raw,P,P_main_band_share_transition,0.14178471856787556
2019,raw,P,P_main_band_share_transition,0.14529512085022622
2020,raw,P,P_main_band_share_transition,-0.06725498652093065
2021,raw,P,P_main_band_share_transition,-0.009218057308227223
2022,raw,P,P_main_band_share_transition,-0.12959161739453418
2023,raw,P,P_main_band_share_transition,0.15259572452735803
1979,raw,P,P_main_band_share_M_full,0.5144751235258733
1980,raw,P,P_main_band_share_M_full,0.4882998676997466
1981,raw,P,P_main_band_share_M_full,0.4103609955715642
1982,raw,P,P_main_band_share_M_full,0.6061578607009431
1983,raw,P,P_main_band_share_M_full,0.6122705305834913
1984,raw,P,P_main_band_share_M_full,0.6370914992203427
1985,raw,P,P_main_band_share_M_full,0.7754790400031543
1986,raw,P,P_main_band_share_M_full,0.43780334761564765
1987,raw,P,P_main_band_share_M_full,0.6593006977092197
1988,raw,P,P_main_band_share_M_full,0.7279912020863685
1989,raw,P,P_main_band_share_M_full,0.6668393295696778
1990,raw,P,P_main_band_share_M_full,0.7106227472914788
1991,raw,P,P_main_band_share_M_full,0.638538214794373
1992,raw,P,P_main_band_share_M_full,0.656918869786205
1993,raw,P,P_main_band_share_M_full,0.8223299839677837
1994,raw,P,P_main_band_share_M_full,0.6061461010422593
1995,raw,P,P_main_band_share_M_full,0.479400506338092
1996,raw,P,P_main_band_share_M_full,0.3405001755647152
1997,raw,P,P_main_band_share_M_full,0.7914273644982707
1998,raw,P,P_main_band_share_M_full,0.7060956558538783
1999,raw,P,P_main_band_share_M_full,0.6258955458299443
2000,raw,P,P_main_band_share_M_full,0.29925598567845124
2001,raw,P,P_main_band_share_M_full,0.5569929137086644
2002,raw,P,P_main_band_share_M_full,0.6940295530842113
2003,raw,P,P_main_band_share_M_full,0.8348680484020313
2004,raw,P,P_main_band_share_M_full,0.6546669181616498
2005,raw,P,P_main_band_share_M_full,0.6616441948236883
2006,raw,P,P_main_band_share_M_full,0.46681327738158096
2007,raw,P,P_main_band_share_M_full,0.42003777216357385
2008,raw,P,P_main_band_share_M_full,0.4056319680665069
2009,raw,P,P_main_band_share_M_full,0.6332845505988268
2010,raw,P,P_main_band_share_M_full,0.8089594455294193
2011,raw,P,P_main_band_share_M_full,0.5763237517472618
2012,raw,P,P_main_band_share_M_full,0.5762695622121461
2013,raw,P,P_main_band_share_M_full,0.6360036554605306
2014,raw,P,P_main_band_share_M_full,0.8055853595387403
2015,raw,P,P_main_band_share_M_full,0.6922928578054367
2016,raw,P,P_main_band_share_M_full,0.6996022823815999
2017,raw,P,P_main_band_share_M_full,0.5217464962529907
2018,raw,P,P_main_band_share_M_full,0.7338215213459777
2019,raw,P,P_main_band_share_M_full,0.6102674321777903
2020,raw,P,P_main_band_share_M_full,0.6444075374981124
2021,raw,P,P_main_band_share_M_full,0.9204197193652914
2022,raw,P,P_main_band_share_M_full,0.5975965457789639
2023,raw,P,P_main_band_share_M_full,0.596575683750905
1979,raw,P,P_south_band_share_18_24_transition,0.19342258848721183
1980,raw,P,P_south_band_share_18_24_transition,0.11974505042764616
1981,raw,P,P_south_band_share_18_24_transition,0.00961197300446004
1982,raw,P,P_south_band_share_18_24_transition,0.1899267879815609
1983,raw,P,P_south_band_share_18_24_transition,0.1494284075833076
1984,raw,P,P_south_band_share_18_24_transition,0.1244216570659682
1985,raw,P,P_south_band_share_18_24_transition,0.04874403762356028
1986,raw,P,P_south_band_share_18_24_transition,-0.02804037812932164
1987,raw,P,P_south_band_share_18_24_transition,0.08830194094394406
1988,raw,P,P_south_band_share_18_24_transition,-0.0468543308027245
1989,raw,P,P_south_band_share_18_24_transition,0.14275798522259767
1990,raw,P,P_south_band_share_18_24_transition,-0.058991414181735924
1991,raw,P,P_south_band_share_18_24_transition,-0.08555582166164405
1992,raw,P,P_south_band_share_18_24_transition,0.03219170462176224
1993,raw,P,P_south_band_share_18_24_transition,-0.030261309483824744
1994,raw,P,P_south_band_share_18_24_transition,0.03823522904338206
1995,raw,P,P_south_band_share_18_24_transition,-0.07330732097143439
1996,raw,P,P_south_band_share_18_24_transition,0.0065531569348042384
1997,raw,P,P_south_band_share_18_24_transition,0.14545961365554289
1998,raw,P,P_south_band_share_18_24_transition,0.18204632055287712
1999,raw,P,P_south_band_share_18_24_transition,-0.08194749730462339
2000,raw,P,P_south_band_share_18_24_transition,-0.004271133117408066
2001,raw,P,P_south_band_share_18_24_transition,-0.012072323361561388
2002,raw,P,P_south_band_share_18_24_transition,0.15039888890851408
2003,raw,P,P_south_band_share_18_24_transition,0.048166123514072526
2004,raw,P,P_south_band_share_18_24_transition,0.15825095935208613
2005,raw,P,P_south_band_share_18_24_transition,-0.052556034668199025
2006,raw,P,P_south_band_share_18_24_transition,0.08662781356439431
2007,raw,P,P_south_band_share_18_24_transition,0.20100735762940497
2008,raw,P,P_south_band_share_18_24_transition,0.04373703342038199
2009,raw,P,P_south_band_share_18_24_transition,-0.09633580325673352
2010,raw,P,P_south_band_share_18_24_transition,-0.0031598377269492772
2011,raw,P,P_south_band_share_18_24_transition,0.1150598794073655
2012,raw,P,P_south_band_share_18_24_transition,0.09271662382333307
2013,raw,P,P_south_band_share_18_24_transition,0.0753705351971587
2014,raw,P,P_south_band_share_18_24_transition,-0.025779268299337244
2015,raw,P,P_south_band_share_18_24_transition,0.10404674000350006
2016,raw,P,P_south_band_share_18_24_transition,0.05982676724104957
2017,raw,P,P_south_band_share_18_24_transition,0.25740717617417613
2018,raw,P,P_south_band_share_18_24_transition,-0.13377168486786672
2019,raw,P,P_south_band_share_18_24_transition,-0.10258139971456376
2020,raw,P,P_south_band_share_18_24_transition,0.11358026247251546
2021,raw,P,P_south_band_share_18_24_transition,0.006280341335889193
2022,raw,P,P_south_band_share_18_24_transition,0.05038157205563404
2023,raw,P,P_south_band_share_18_24_transition,-0.11941816059115684
1979,raw,P,P_south_band_share_18_24_M_full,0.34818472942985623
1980,raw,P,P_south_band_share_18_24_M_full,0.351744366614081
1981,raw,P,P_south_band_share_18_24_M_full,0.4614609238013464
1982,raw,P,P_south_band_share_18_24_M_full,0.246173817545597
1983,raw,P,P_south_band_share_18_24_M_full,0.37981330454668744
1984,raw,P,P_south_band_share_18_24_M_full,0.2702332119912969
1985,raw,P,P_south_band_share_18_24_M_full,0.09497239394562816
1986,raw,P,P_south_band_share_18_24_M_full,0.43496173354818884
1987,raw,P,P_south_band_share_18_24_M_full,0.2912735233340111
1988,raw,P,P_south_band_share_18_24_M_full,0.22560817740373887
1989,raw,P,P_south_band_share_18_24_M_full,0.20958114130466532
1990,raw,P,P_south_band_share_18_24_M_full,0.22136033709741623
1991,raw,P,P_south_band_share_18_24_M_full,0.2215852714344827
1992,raw,P,P_south_band_share_18_24_M_full,0.2969134464498062
1993,raw,P,P_south_band_share_18_24_M_full,0.1397755530062149
1994,raw,P,P_south_band_share_18_24_M_full,0.22926185797784843
1995,raw,P,P_south_band_share_18_24_M_full,0.38745956581219876
1996,raw,P,P_south_band_share_18_24_M_full,0.40574662176067794
1997,raw,P,P_south_band_share_18_24_M_full,0.18614157498682848
1998,raw,P,P_south_band_share_18_24_M_full,0.25170580357821903
1999,raw,P,P_south_band_share_18_24_M_full,0.2769649487644194
2000,raw,P,P_south_band_share_18_24_M_full,0.4633823154914207
2001,raw,P,P_south_band_share_18_24_M_full,0.3420927087544141
2002,raw,P,P_south_band_share_18_24_M_full,0.24320413909740113
2003,raw,P,P_south_band_share_18_24_M_full,0.1239403568801411
2004,raw,P,P_south_band_share_18_24_M_full,0.21452601711297326
2005,raw,P,P_south_band_share_18_24_M_full,0.2824751092756609
2006,raw,P,P_south_band_share_18_24_M_full,0.2920177449855011
2007,raw,P,P_south_band_share_18_24_M_full,0.3897957060671303
2008,raw,P,P_south_band_share_18_24_M_full,0.38244181451872344
2009,raw,P,P_south_band_share_18_24_M_full,0.21029335953064227
2010,raw,P,P_south_band_share_18_24_M_full,0.18278674082586932
2011,raw,P,P_south_band_share_18_24_M_full,0.3500050829581858
2012,raw,P,P_south_band_share_18_24_M_full,0.32814576383015165
2013,raw,P,P_south_band_share_18_24_M_full,0.29129471776170157
2014,raw,P,P_south_band_share_18_24_M_full,0.1798496925549268
2015,raw,P,P_south_band_share_18_24_M_full,0.26445678009257484
2016,raw,P,P_south_band_share_18_24_M_full,0.2513436372446447
2017,raw,P,P_south_band_share_18_24_M_full,0.39110235308220953
2018,raw,P,P_south_band_share_18_24_M_full,0.1744561670527272
2019,raw,P,P_south_band_share_18_24_M_full,0.31129259292088535
2020,raw,P,P_south_band_share_18_24_M_full,0.2666792187293032
2021,raw,P,P_south_band_share_18_24_M_full,0.04344781012415819
2022,raw,P,P_south_band_share_18_24_M_full,0.3344144370453051
2023,raw,P,P_south_band_share_18_24_M_full,0.30210184501664367
1979,raw,P,P_main_minus_south_transition,-0.4430897248669746
1980,raw,P,P_main_minus_south_transition,-0.24328409249100125
1981,raw,P,P_main_minus_south_transition,-0.05839827129504824
1982,raw,P,P_main_minus_south_transition,-0.4606076694311077
1983,raw,P,P_main_minus_south_transition,-0.30896604054504917
1984,raw,P,P_main_minus_south_transition,-0.22959166543076867
1985,raw,P,P_main_minus_south_transition,-0.17964592894821096
1986,raw,P,P_main_minus_south_transition,0.009887294838709523
1987,raw,P,P_main_minus_south_transition,-0.1867496677261683
1988,raw,P,P_main_minus_south_transition,0.10490560280660771
1989,raw,P,P_main_minus_south_transition,-0.34654279353405426
1990,raw,P,P_main_minus_south_transition,0.05940673727177381
1991,raw,P,P_main_minus_south_transition,0.26994478766644076
1992,raw,P,P_main_minus_south_transition,-0.06430148810869513
1993,raw,P,P_main_minus_south_transition,0.06549917090002566
1994,raw,P,P_main_minus_south_transition,-0.08650657929673988
1995,raw,P,P_main_minus_south_transition,0.19336541905416504
1996,raw,P,P_main_minus_south_transition,0.03161944126528071
1997,raw,P,P_main_minus_south_transition,-0.3107832617062859
1998,raw,P,P_main_minus_south_transition,-0.4020518451179675
1999,raw,P,P_main_minus_south_transition,0.15316096642378363
2000,raw,P,P_main_minus_south_transition,0.03239153149709359
2001,raw,P,P_main_minus_south_transition,0.08953638076882761
2002,raw,P,P_main_minus_south_transition,-0.3463783576765068
2003,raw,P,P_main_minus_south_transition,-0.12410982121347536
2004,raw,P,P_main_minus_south_transition,-0.3591449714295372
2005,raw,P,P_main_minus_south_transition,0.04470254987326272
2006,raw,P,P_main_minus_south_transition,-0.13909602180545955
2007,raw,P,P_main_minus_south_transition,-0.2647100802050363
2008,raw,P,P_main_minus_south_transition,-0.04087754685051487
2009,raw,P,P_main_minus_south_transition,0.3308807678135891
2010,raw,P,P_main_minus_south_transition,-0.00010028591759758676
2011,raw,P,P_main_minus_south_transition,-0.21094138358214296
2012,raw,P,P_main_minus_south_transition,-0.18572557641917842
2013,raw,P,P_main_minus_south_transition,-0.12214499118687155
2014,raw,P,P_main_minus_south_transition,0.053806761766009514
2015,raw,P,P_main_minus_south_transition,-0.16307097414877914
2016,raw,P,P_main_minus_south_transition,-0.16381861773529716
2017,raw,P,P_main_minus_south_transition,-0.5748774571157524
2018,raw,P,P_main_minus_south_transition,0.2755564034357423
2019,raw,P,P_main_minus_south_transition,0.2478765205647901
2020,raw,P,P_main_minus_south_transition,-0.18083524899344605
2021,raw,P,P_main_minus_south_transition,-0.015498398644116618
2022,raw,P,P_main_minus_south_transition,-0.17997318945016827
2023,raw,P,P_main_minus_south_transition,0.2720138851185149
1979,raw,P,P_main_minus_south_M_full,0.16629039409601695
1980,raw,P,P_main_minus_south_M_full,0.1365555010856656
1981,raw,P,P_main_minus_south_M_full,-0.05109992822978215
1982,raw,P,P_main_minus_south_M_full,0.35998404315534605
1983,raw,P,P_main_minus_south_M_full,0.23245722603680388
1984,raw,P,P_main_minus_south_M_full,0.3668582872290458
1985,raw,P,P_main_minus_south_M_full,0.6805066460575262
1986,raw,P,P_main_minus_south_M_full,0.002841614067458747
1987,raw,P,P_main_minus_south_M_full,0.36802717437520877
1988,raw,P,P_main_minus_south_M_full,0.5023830246826296
1989,raw,P,P_main_minus_south_M_full,0.45725818826501247
1990,raw,P,P_main_minus_south_M_full,0.4892624101940624
1991,raw,P,P_main_minus_south_M_full,0.41695294335989036
1992,raw,P,P_main_minus_south_M_full,0.36000542333639873
1993,raw,P,P_main_minus_south_M_full,0.6825544309615688
1994,raw,P,P_main_minus_south_M_full,0.3768842430644107
1995,raw,P,P_main_minus_south_M_full,0.0919409405258932
1996,raw,P,P_main_minus_south_M_full,-0.06524644619596279
1997,raw,P,P_main_minus_south_M_full,0.6052857895114422
1998,raw,P,P_main_minus_south_M_full,0.4543898522756595
1999,raw,P,P_main_minus_south_M_full,0.348930597065525
2000,raw,P,P_main_minus_south_M_full,-0.1641263298129695
2001,raw,P,P_main_minus_south_M_full,0.2149002049542503
2002,raw,P,P_main_minus_south_M_full,0.4508254139868101
2003,raw,P,P_main_minus_south_M_full,0.7109276915218902
2004,raw,P,P_main_minus_south_M_full,0.4401409010486765
2005,raw,P,P_main_minus_south_M_full,0.3791690855480274
2006,raw,P,P_main_minus_south_M_full,0.1747955323960798
2007,raw,P,P_main_minus_south_M_full,0.030242066096443525
2008,raw,P,P_main_minus_south_M_full,0.023190153547783445
2009,raw,P,P_main_minus_south_M_full,0.42299119106818445
2010,raw,P,P_main_minus_south_M_full,0.62617270470355
2011,raw,P,P_main_minus_south_M_full,0.22631866878907608
2012,raw,P,P_main_minus_south_M_full,0.2481237983819945
2013,raw,P,P_main_minus_south_M_full,0.3447089376988292
2014,raw,P,P_main_minus_south_M_full,0.6257356669838136
2015,raw,P,P_main_minus_south_M_full,0.42783607771286186
2016,raw,P,P_main_minus_south_M_full,0.44825864513695524
2017,raw,P,P_main_minus_south_M_full,0.1306441431707812
2018,raw,P,P_main_minus_south_M_full,0.5593653542932506
2019,raw,P,P_main_minus_south_M_full,0.298974839256905
2020,raw,P,P_main_minus_south_M_full,0.3777283187688094
2021,raw,P,P_main_minus_south_M_full,0.8769719092411332
2022,raw,P,P_main_minus_south_M_full,0.2631821087336589
2023,raw,P,P_main_minus_south_M_full,0.29447383873426136
1979,anomaly,H,H_strength_transition,-2.4746598161958353
1980,anomaly,H,H_strength_transition,0.5706038452920286
1981,anomaly,H,H_strength_transition,-4.141080935868704
1982,anomaly,H,H_strength_transition,-8.132117350688048
1983,anomaly,H,H_strength_transition,-29.6318148691262
1984,anomaly,H,H_strength_transition,-4.613167861979505
1985,anomaly,H,H_strength_transition,-0.5652607528166556
1986,anomaly,H,H_strength_transition,-0.1220376308446518
1987,anomaly,H,H_strength_transition,3.0875353186157195
1988,anomaly,H,H_strength_transition,9.906049607984105
1989,anomaly,H,H_strength_transition,-4.544320870322139
1990,anomaly,H,H_strength_transition,2.940446450230983
1991,anomaly,H,H_strength_transition,-13.570918786026315
1992,anomaly,H,H_strength_transition,-0.617206242812923
1993,anomaly,H,H_strength_transition,-1.2394133100740117
1994,anomaly,H,H_strength_transition,9.024325719048235
1995,anomaly,H,H_strength_transition,5.624609987331258
1996,anomaly,H,H_strength_transition,13.902583124383641
1997,anomaly,H,H_strength_transition,3.1402583755845974
1998,anomaly,H,H_strength_transition,-5.767278765489245
1999,anomaly,H,H_strength_transition,14.60605516742293
2000,anomaly,H,H_strength_transition,0.7505626641955487
2001,anomaly,H,H_strength_transition,4.379330197393227
2002,anomaly,H,H_strength_transition,-9.909748719328977
2003,anomaly,H,H_strength_transition,-3.1449976400958057
2004,anomaly,H,H_strength_transition,3.69449570954451
2005,anomaly,H,H_strength_transition,17.639585200867906
2006,anomaly,H,H_strength_transition,18.422669974815413
2007,anomaly,H,H_strength_transition,3.876142620107416
2008,anomaly,H,H_strength_transition,3.479466581030973
2009,anomaly,H,H_strength_transition,1.5525285320508608
2010,anomaly,H,H_strength_transition,-14.589792621231464
2011,anomaly,H,H_strength_transition,-3.272919380059516
2012,anomaly,H,H_strength_transition,18.900188638881605
2013,anomaly,H,H_strength_transition,-13.805710684666728
2014,anomaly,H,H_strength_transition,3.538898478742597
2015,anomaly,H,H_strength_transition,2.07561268559823
2016,anomaly,H,H_strength_transition,17.47598859670658
2017,anomaly,H,H_strength_transition,11.263079749251643
2018,anomaly,H,H_strength_transition,-3.1038181086812777
2019,anomaly,H,H_strength_transition,10.291163117869484
2020,anomaly,H,H_strength_transition,11.566669413405616
2021,anomaly,H,H_strength_transition,-0.2636224579728257
2022,anomaly,H,H_strength_transition,3.145001102653456
2023,anomaly,H,H_strength_transition,-6.528714914921917
1979,anomaly,H,H_centroid_lat_transition,-0.4441184872906234
1980,anomaly,H,H_centroid_lat_transition,1.7174822717163671
1981,anomaly,H,H_centroid_lat_transition,-4.278413260205877
1982,anomaly,H,H_centroid_lat_transition,1.3013002163227831
1983,anomaly,H,H_centroid_lat_transition,-1.115199610034093
1984,anomaly,H,H_centroid_lat_transition,-0.018459783923283624
1985,anomaly,H,H_centroid_lat_transition,5.713751027326889
1986,anomaly,H,H_centroid_lat_transition,-0.22184502979799703
1987,anomaly,H,H_centroid_lat_transition,0.6408152611228353
1988,anomaly,H,H_centroid_lat_transition,-1.1821775656234408
1989,anomaly,H,H_centroid_lat_transition,-0.8083401896919042
1990,anomaly,H,H_centroid_lat_transition,-2.928789751344553
1991,anomaly,H,H_centroid_lat_transition,-3.5411294270668883
1992,anomaly,H,H_centroid_lat_transition,2.194406606139026
1993,anomaly,H,H_centroid_lat_transition,-2.8244396759628323
1994,anomaly,H,H_centroid_lat_transition,2.5757997014685046
1995,anomaly,H,H_centroid_lat_transition,0.6864082062151802
1996,anomaly,H,H_centroid_lat_transition,5.256450977584425
1997,anomaly,H,H_centroid_lat_transition,2.0509666562109814
1998,anomaly,H,H_centroid_lat_transition,-0.005679343586326269
1999,anomaly,H,H_centroid_lat_transition,3.696149964088903
2000,anomaly,H,H_centroid_lat_transition,-6.44611156832358
2001,anomaly,H,H_centroid_lat_transition,3.135522824332579
2002,anomaly,H,H_centroid_lat_transition,1.371107210467656
2003,anomaly,H,H_centroid_lat_transition,-0.2616008558376066
2004,anomaly,H,H_centroid_lat_transition,-3.478559156938907
2005,anomaly,H,H_centroid_lat_transition,1.8313201245880393
2006,anomaly,H,H_centroid_lat_transition,3.130316732594828
2007,anomaly,H,H_centroid_lat_transition,-0.7003386386737063
2008,anomaly,H,H_centroid_lat_transition,-0.9268857417691478
2009,anomaly,H,H_centroid_lat_transition,-2.2889266467486955
2010,anomaly,H,H_centroid_lat_transition,-1.713910681990491
2011,anomaly,H,H_centroid_lat_transition,-2.037144246141299
2012,anomaly,H,H_centroid_lat_transition,1.3021490226611334
2013,anomaly,H,H_centroid_lat_transition,-0.964061071380165
2014,anomaly,H,H_centroid_lat_transition,-3.4689479303178636
2015,anomaly,H,H_centroid_lat_transition,-1.0077957395467472
2016,anomaly,H,H_centroid_lat_transition,2.913199442098744
2017,anomaly,H,H_centroid_lat_transition,-0.8041164549196154
2018,anomaly,H,H_centroid_lat_transition,-0.5728025237714895
2019,anomaly,H,H_centroid_lat_transition,4.372367646020962
2020,anomaly,H,H_centroid_lat_transition,2.5368294964379707
2021,anomaly,H,H_centroid_lat_transition,-3.023564031435349
2022,anomaly,H,H_centroid_lat_transition,1.8130697828098121
2023,anomaly,H,H_centroid_lat_transition,0.8149823026184322
1979,anomaly,H,H_west_extent_lon_transition,0.0
1980,anomaly,H,H_west_extent_lon_transition,11.949999999999989
1981,anomaly,H,H_west_extent_lon_transition,-7.900000000000006
1982,anomaly,H,H_west_extent_lon_transition,17.299999999999997
1983,anomaly,H,H_west_extent_lon_transition,-12.25
1984,anomaly,H,H_west_extent_lon_transition,0.0
1985,anomaly,H,H_west_extent_lon_transition,0.25
1986,anomaly,H,H_west_extent_lon_transition,-11.299999999999997
1987,anomaly,H,H_west_extent_lon_transition,-0.45000000000000284
1988,anomaly,H,H_west_extent_lon_transition,0.0
1989,anomaly,H,H_west_extent_lon_transition,11.700000000000003
1990,anomaly,H,H_west_extent_lon_transition,0.29999999999999716
1991,anomaly,H,H_west_extent_lon_transition,2.0
1992,anomaly,H,H_west_extent_lon_transition,3.3499999999999943
1993,anomaly,H,H_west_extent_lon_transition,-14.799999999999997
1994,anomaly,H,H_west_extent_lon_transition,0.0
1995,anomaly,H,H_west_extent_lon_transition,-13.5
1996,anomaly,H,H_west_extent_lon_transition,-1.75
1997,anomaly,H,H_west_extent_lon_transition,4.400000000000006
1998,anomaly,H,H_west_extent_lon_transition,2.8500000000000085
1999,anomaly,H,H_west_extent_lon_transition,0.0
2000,anomaly,H,H_west_extent_lon_transition,0.0
2001,anomaly,H,H_west_extent_lon_transition,1.0
2002,anomaly,H,H_west_extent_lon_transition,-0.45000000000000284
2003,anomaly,H,H_west_extent_lon_transition,1.9500000000000028
2004,anomaly,H,H_west_extent_lon_transition,13.400000000000006
2005,anomaly,H,H_west_extent_lon_transition,-1.1000000000000085
2006,anomaly,H,H_west_extent_lon_transition,4.299999999999997
2007,anomaly,H,H_west_extent_lon_transition,-13.650000000000006
2008,anomaly,H,H_west_extent_lon_transition,0.0
2009,anomaly,H,H_west_extent_lon_transition,0.0
2010,anomaly,H,H_west_extent_lon_transition,0.0
2011,anomaly,H,H_west_extent_lon_transition,4.150000000000006
2012,anomaly,H,H_west_extent_lon_transition,-1.6500000000000057
2013,anomaly,H,H_west_extent_lon_transition,1.0
2014,anomaly,H,H_west_extent_lon_transition,4.900000000000006
2015,anomaly,H,H_west_extent_lon_transition,9.799999999999997
2016,anomaly,H,H_west_extent_lon_transition,12.150000000000006
2017,anomaly,H,H_west_extent_lon_transition,14.599999999999994
2018,anomaly,H,H_west_extent_lon_transition,5.5
2019,anomaly,H,H_west_extent_lon_transition,0.0
2020,anomaly,H,H_west_extent_lon_transition,0.0
2021,anomaly,H,H_west_extent_lon_transition,8.200000000000003
2022,anomaly,H,H_west_extent_lon_transition,-7.200000000000003
2023,anomaly,H,H_west_extent_lon_transition,-15.549999999999997
1979,anomaly,H,H_zonal_width_transition,-5.949999999999999
1980,anomaly,H,H_zonal_width_transition,-11.950000000000001
1981,anomaly,H,H_zonal_width_transition,7.899999999999999
1982,anomaly,H,H_zonal_width_transition,-17.3
1983,anomaly,H,H_zonal_width_transition,9.899999999999999
1984,anomaly,H,H_zonal_width_transition,0.0
1985,anomaly,H,H_zonal_width_transition,-2.75
1986,anomaly,H,H_zonal_width_transition,11.3
1987,anomaly,H,H_zonal_width_transition,-4.050000000000001
1988,anomaly,H,H_zonal_width_transition,-15.35
1989,anomaly,H,H_zonal_width_transition,-11.7
1990,anomaly,H,H_zonal_width_transition,3.0500000000000007
1991,anomaly,H,H_zonal_width_transition,-3.25
1992,anomaly,H,H_zonal_width_transition,9.549999999999999
1993,anomaly,H,H_zonal_width_transition,7.200000000000001
1994,anomaly,H,H_zonal_width_transition,1.5
1995,anomaly,H,H_zonal_width_transition,13.5
1996,anomaly,H,H_zonal_width_transition,1.75
1997,anomaly,H,H_zonal_width_transition,-4.399999999999999
1998,anomaly,H,H_zonal_width_transition,-2.849999999999998
1999,anomaly,H,H_zonal_width_transition,14.05
2000,anomaly,H,H_zonal_width_transition,6.949999999999999
2001,anomaly,H,H_zonal_width_transition,4.849999999999998
2002,anomaly,H,H_zonal_width_transition,0.4499999999999993
2003,anomaly,H,H_zonal_width_transition,-1.9499999999999993
2004,anomaly,H,H_zonal_width_transition,-10.95
2005,anomaly,H,H_zonal_width_transition,1.0999999999999979
2006,anomaly,H,H_zonal_width_transition,-4.300000000000001
2007,anomaly,H,H_zonal_width_transition,13.649999999999999
