baseline_config,field,signal,day,score
C1_buffered_stage,Jw,S_pattern,27,0.08616443566238963
C1_buffered_stage,Jw,S_pattern,28,0.11283641594942145
C1_buffered_stage,Jw,S_pattern,29,0.15692959766862358
C1_buffered_stage,Jw,S_pattern,30,0.22180373359577082
C1_buffered_stage,Jw,S_pattern,31,0.3036847778832201
C1_buffered_stage,Jw,S_pattern,32,0.3934031600984281
C1_buffered_stage,Jw,S_pattern,33,0.47604089592372734
C1_buffered_stage,Jw,S_pattern,34,0.5430929815316864
C1_buffered_stage,Jw,S_pattern,35,0.602733811424917
C1_buffered_stage,Jw,S_pattern,36,0.6722406478216889
C1_buffered_stage,Jw,S_pattern,37,0.7454737676227602
C1_buffered_stage,Jw,S_pattern,38,0.791479253347756
C1_buffered_stage,Jw,S_pattern,39,0.8043041799056758
C1_buffered_stage,Jw,S_pattern,40,0.794666842766931
C1_buffered_stage,Jw,S_pattern,41,0.7832927830705834
C1_buffered_stage,Jw,S_pattern,42,0.7771418305866208
C1_buffered_stage,Jw,S_pattern,43,0.7772922241631135
C1_buffered_stage,Jw,S_pattern,44,0.7766944019493459
C1_buffered_stage,Jw,S_pattern,45,0.7586849642132067
C1_buffered_stage,Jw,S_pattern,46,0.7077864646267693
C1_buffered_stage,Jw,S_pattern,47,0.6390861478780794
C1_buffered_stage,Jw,S_pattern,48,0.569991817171489
C1_buffered_stage,Jw,S_pattern,49,0.49918111919865416
C1_buffered_stage,Jw,S_pattern,50,0.4248844302743484
C1_buffered_stage,Jw,S_pattern,51,0.34768746751633817
C1_buffered_stage,Jw,S_pattern,52,0.2732882154785429
C1_buffered_stage,Jw,S_pattern,53,0.2064448695700657
C1_buffered_stage,Jw,S_pattern,54,0.15170380857191415
C1_buffered_stage,Jw,S_pattern,55,0.11217149855927942
C1_buffered_stage,Jw,S_pattern,56,0.08554164434663583
C1_buffered_stage,Jw,S_pattern,57,0.06674208502451184
C1_buffered_stage,Jw,S_pattern,58,0.05384615412137113
C1_buffered_stage,Jw,S_pattern,59,0.04551468916132042
C1_buffered_stage,Jw,S_pattern,60,0.04025266384827783
C1_buffered_stage,Jw,S_pattern,61,0.03659747474493644
C1_buffered_stage,Jw,S_pattern,62,0.030143075624286246
C1_buffered_stage,Jw,S_pattern,63,0.025027897619822628
C1_buffered_stage,Jw,S_pattern,64,0.02029627608909605
C1_buffered_stage,Jw,S_pattern,65,0.01522712507674859
C1_buffered_stage,Jw,S_pattern,66,0.01068934097787871
C1_buffered_stage,Jw,S_pattern,67,0.007059636886633356
C1_buffered_stage,Jw,S_pattern,68,0.004225416021102697
C1_buffered_stage,Jw,S_pattern,69,0.002228512784318882
C1_buffered_stage,Jw,S_pattern,70,
C2_immediate_pre,H,R_diff,4,
C2_immediate_pre,H,R_diff,5,
C2_immediate_pre,H,R_diff,6,3.962712611493916e-06
C2_immediate_pre,H,R_diff,7,6.558673990117562e-06
C2_immediate_pre,H,R_diff,8,8.774717745493559e-06
C2_immediate_pre,H,R_diff,9,1.0872855976175135e-05
C2_immediate_pre,H,R_diff,10,1.2566845778776147e-05
C2_immediate_pre,H,R_diff,11,1.356302469935857e-05
C2_immediate_pre,H,R_diff,12,1.3701018666041668e-05
C2_immediate_pre,H,R_diff,13,1.3513917983015001e-05
C2_immediate_pre,H,R_diff,14,1.3059415815302985e-05
C2_immediate_pre,H,R_diff,15,1.029245731816635e-05
C2_immediate_pre,H,R_diff,16,8.333013726870844e-06
C2_immediate_pre,H,R_diff,17,6.963289255363753e-06
C2_immediate_pre,H,R_diff,18,5.594795677642761e-06
C2_immediate_pre,H,R_diff,19,4.170713401605504e-06
C2_immediate_pre,H,R_diff,20,3.0363527564778735e-06
C2_immediate_pre,H,R_diff,21,2.3767784199062634e-06
C2_immediate_pre,H,R_diff,22,1.891494863547251e-06
C2_immediate_pre,H,R_diff,23,1.541267038577564e-06
C2_immediate_pre,H,R_diff,24,1.40633324802042e-06
C2_immediate_pre,H,R_diff,25,1.453010363477146e-06
C2_immediate_pre,H,R_diff,26,1.6670782305688209e-06
C2_immediate_pre,H,R_diff,27,2.3536975871178645e-06
C2_immediate_pre,H,R_diff,28,4.318713264416514e-06
C2_immediate_pre,H,R_diff,29,8.661060787188866e-06
C2_immediate_pre,H,R_diff,30,1.678122849024769e-05
C2_immediate_pre,H,R_diff,31,3.0091618533284487e-05
C2_immediate_pre,H,R_diff,32,5.066250692022152e-05
C2_immediate_pre,H,R_diff,33,7.88732483679703e-05
C2_immediate_pre,H,R_diff,34,0.00011307230287136463
C2_immediate_pre,H,R_diff,35,0.00015047609192265864
C2_immediate_pre,H,R_diff,36,0.00018827971718396818
C2_immediate_pre,H,R_diff,37,0.00022130845851174295
C2_immediate_pre,H,R_diff,38,0.0002416869643061174
C2_immediate_pre,H,R_diff,39,0.0002468684078349676
C2_immediate_pre,H,R_diff,40,0.00023856359686092048
C2_immediate_pre,H,R_diff,41,0.00021933983541149815
C2_immediate_pre,H,R_diff,42,0.00019156827484953558
C2_immediate_pre,H,R_diff,43,0.00015958514334894937
C2_immediate_pre,H,R_diff,44,0.00012815985590423662
C2_immediate_pre,H,R_diff,45,0.00010000168253120928
C2_immediate_pre,H,R_diff,46,7.645488400606951e-05
C2_immediate_pre,H,R_diff,47,5.9658910537499434e-05
C2_immediate_pre,H,R_diff,48,5.0031506462383726e-05
C2_immediate_pre,H,R_diff,49,4.5530945540593406e-05
C2_immediate_pre,H,R_diff,50,4.3984198107567586e-05
C2_immediate_pre,H,R_diff,51,4.492639042660582e-05
C2_immediate_pre,H,R_diff,52,4.75687294242332e-05
C2_immediate_pre,H,R_diff,53,5.129316679173595e-05
C2_immediate_pre,H,R_diff,54,5.696524124605154e-05
C2_immediate_pre,H,R_diff,55,6.541901167928576e-05
C2_immediate_pre,H,R_diff,56,7.5757126050479e-05
C2_immediate_pre,H,R_diff,57,8.620153826199555e-05
C2_immediate_pre,H,R_diff,58,9.556513089724619e-05
C2_immediate_pre,H,R_diff,59,0.00010365248608619921
C2_immediate_pre,H,R_diff,60,0.00011176333503226015
C2_immediate_pre,H,R_diff,61,0.00012105455997116523
C2_immediate_pre,H,R_diff,62,0.00010993215667780927
C2_immediate_pre,H,R_diff,63,0.00010038278714807398
C2_immediate_pre,H,R_diff,64,9.035690249702607e-05
C2_immediate_pre,H,R_diff,65,7.83193945967652e-05
C2_immediate_pre,H,R_diff,66,6.373146177797024e-05
C2_immediate_pre,H,R_diff,67,4.77292366892769e-05
C2_immediate_pre,H,R_diff,68,3.3402108899205405e-05
C2_immediate_pre,H,R_diff,69,2.143815579614746e-05
C2_immediate_pre,H,R_diff,70,
C2_immediate_pre,H,S_pattern,4,
C2_immediate_pre,H,S_pattern,5,
C2_immediate_pre,H,S_pattern,6,0.01821534585672071
C2_immediate_pre,H,S_pattern,7,0.03014816536151346
C2_immediate_pre,H,S_pattern,8,0.04033462282015379
C2_immediate_pre,H,S_pattern,9,0.049979105595972996
C2_immediate_pre,H,S_pattern,10,0.057765844922623634
C2_immediate_pre,H,S_pattern,11,0.06234496668910064
C2_immediate_pre,H,S_pattern,12,0.06297928163335934
C2_immediate_pre,H,S_pattern,13,0.062119238530189275
C2_immediate_pre,H,S_pattern,14,0.06003003474753587
C2_immediate_pre,H,S_pattern,15,0.047311195170234854
C2_immediate_pre,H,S_pattern,16,0.0383042481111275
C2_immediate_pre,H,S_pattern,17,0.032008054714576115
C2_immediate_pre,H,S_pattern,18,0.025717519350344685
C2_immediate_pre,H,S_pattern,19,0.01917146019096874
C2_immediate_pre,H,S_pattern,20,0.013957160416284144
C2_immediate_pre,H,S_pattern,21,0.010925304251892557
C2_immediate_pre,H,S_pattern,22,0.008694608088860597
C2_immediate_pre,H,S_pattern,23,0.00708472072484468
C2_immediate_pre,H,S_pattern,24,0.006464472449552632
C2_immediate_pre,H,S_pattern,25,0.006679032495914002
C2_immediate_pre,H,S_pattern,26,0.007663035278395589
C2_immediate_pre,H,S_pattern,27,0.010819208909353454
C2_immediate_pre,H,S_pattern,28,0.01985176909856675
C2_immediate_pre,H,S_pattern,29,0.03981217746326835
C2_immediate_pre,H,S_pattern,30,0.07713803922189562
C2_immediate_pre,H,S_pattern,31,0.13832172370573376
C2_immediate_pre,H,S_pattern,32,0.2328796397810039
C2_immediate_pre,H,S_pattern,33,0.36255556199015104
C2_immediate_pre,H,S_pattern,34,0.5197578793990191
C2_immediate_pre,H,S_pattern,35,0.691691355459074
C2_immediate_pre,H,S_pattern,36,0.865462753055595
C2_immediate_pre,H,S_pattern,37,1.0172855081937213
C2_immediate_pre,H,S_pattern,38,1.1109591018858485
C2_immediate_pre,H,S_pattern,39,1.1347765711722522
C2_immediate_pre,H,S_pattern,40,1.0966019622621415
C2_immediate_pre,H,S_pattern,41,1.0082363658137259
C2_immediate_pre,H,S_pattern,42,0.8805792202640501
C2_immediate_pre,H,S_pattern,43,0.7335628052521698
C2_immediate_pre,H,S_pattern,44,0.5891106242406015
C2_immediate_pre,H,S_pattern,45,0.4596763409681974
C2_immediate_pre,H,S_pattern,46,0.35143910021803537
C2_immediate_pre,H,S_pattern,47,0.2742332829596927
C2_immediate_pre,H,S_pattern,48,0.22997912876693252
C2_immediate_pre,H,S_pattern,49,0.2092914630750321
C2_immediate_pre,H,S_pattern,50,0.20218155069737248
C2_immediate_pre,H,S_pattern,51,0.20651251300461798
C2_immediate_pre,H,S_pattern,52,0.2186585158645964
C2_immediate_pre,H,S_pattern,53,0.2357785852266757
C2_immediate_pre,H,S_pattern,54,0.261851330853184
C2_immediate_pre,H,S_pattern,55,0.30071065963419336
C2_immediate_pre,H,S_pattern,56,0.3482317259440302
C2_immediate_pre,H,S_pattern,57,0.3962414100556457
C2_immediate_pre,H,S_pattern,58,0.43928290587793195
C2_immediate_pre,H,S_pattern,59,0.4764579388100826
C2_immediate_pre,H,S_pattern,60,0.5137409651682385
C2_immediate_pre,H,S_pattern,61,0.556449809408884
C2_immediate_pre,H,S_pattern,62,0.505323613136471
C2_immediate_pre,H,S_pattern,63,0.46142815925136227
C2_immediate_pre,H,S_pattern,64,0.415342314946446
C2_immediate_pre,H,S_pattern,65,0.36000967007578666
C2_immediate_pre,H,S_pattern,66,0.29295352251206214
C2_immediate_pre,H,S_pattern,67,0.21939631737379844
C2_immediate_pre,H,S_pattern,68,0.1535390086523353
C2_immediate_pre,H,S_pattern,69,0.09854447209328894
C2_immediate_pre,H,S_pattern,70,
C2_immediate_pre,Jw,R_diff,4,
C2_immediate_pre,Jw,R_diff,5,
C2_immediate_pre,Jw,R_diff,6,0.0006712409211850714
C2_immediate_pre,Jw,R_diff,7,0.000840915148742154
C2_immediate_pre,Jw,R_diff,8,0.0010467392906965594
C2_immediate_pre,Jw,R_diff,9,0.0011020749258467458
C2_immediate_pre,Jw,R_diff,10,0.0005990131413085583
C2_immediate_pre,Jw,R_diff,11,4.5345533229271034e-06
C2_immediate_pre,Jw,R_diff,12,0.001155829729368558
C2_immediate_pre,Jw,R_diff,13,0.006610741283275105
C2_immediate_pre,Jw,R_diff,14,0.01788510344660484
C2_immediate_pre,Jw,R_diff,15,0.034736753741954354
C2_immediate_pre,Jw,R_diff,16,0.054118156406185655
C2_immediate_pre,Jw,R_diff,17,0.07694475804429493
C2_immediate_pre,Jw,R_diff,18,0.10199459807018221
C2_immediate_pre,Jw,R_diff,19,0.12266930099205535
C2_immediate_pre,Jw,R_diff,20,0.13240543013932538
C2_immediate_pre,Jw,R_diff,21,0.1305651085035225
C2_immediate_pre,Jw,R_diff,22,0.12335979148709433
C2_immediate_pre,Jw,R_diff,23,0.12220408111515668
C2_immediate_pre,Jw,R_diff,24,0.1371393019948493
C2_immediate_pre,Jw,R_diff,25,0.17035849804305028
C2_immediate_pre,Jw,R_diff,26,0.2187869803789313
C2_immediate_pre,Jw,R_diff,27,0.28149008896647487
C2_immediate_pre,Jw,R_diff,28,0.3846824084833547
C2_immediate_pre,Jw,R_diff,29,0.5616998745741025
C2_immediate_pre,Jw,R_diff,30,0.8346281525713535
C2_immediate_pre,Jw,R_diff,31,1.1961903848331599
C2_immediate_pre,Jw,R_diff,32,1.6156798683983356
C2_immediate_pre,Jw,R_diff,33,2.034148572451879
C2_immediate_pre,Jw,R_diff,34,2.407702890206175
C2_immediate_pre,Jw,R_diff,35,2.765833489330141
C2_immediate_pre,Jw,R_diff,36,3.1893522649251076
C2_immediate_pre,Jw,R_diff,37,3.6488325673300404
C2_immediate_pre,Jw,R_diff,38,3.990888484960574
C2_immediate_pre,Jw,R_diff,39,4.16622582827502
C2_immediate_pre,Jw,R_diff,40,4.210341634757581
C2_immediate_pre,Jw,R_diff,41,4.221211353882285
C2_immediate_pre,Jw,R_diff,42,4.232536682720543
C2_immediate_pre,Jw,R_diff,43,4.245703256434824
C2_immediate_pre,Jw,R_diff,44,4.232105121563747
C2_immediate_pre,Jw,R_diff,45,4.113172792051581
C2_immediate_pre,Jw,R_diff,46,3.8074124489710117
C2_immediate_pre,Jw,R_diff,47,3.4028792766638865
C2_immediate_pre,Jw,R_diff,48,2.996921818594463
C2_immediate_pre,Jw,R_diff,49,2.5914757614610857
C2_immediate_pre,Jw,R_diff,50,2.1809409127786545
C2_immediate_pre,Jw,R_diff,51,1.7675182904007718
C2_immediate_pre,Jw,R_diff,52,1.3793554851765275
C2_immediate_pre,Jw,R_diff,53,1.038183592225184
C2_immediate_pre,Jw,R_diff,54,0.7626012666795073
C2_immediate_pre,Jw,R_diff,55,0.5668421947738664
C2_immediate_pre,Jw,R_diff,56,0.4386239872120898
C2_immediate_pre,Jw,R_diff,57,0.349151857302002
C2_immediate_pre,Jw,R_diff,58,0.2884090926732749
C2_immediate_pre,Jw,R_diff,59,0.24939334885508263
C2_immediate_pre,Jw,R_diff,60,0.22506065287839747
C2_immediate_pre,Jw,R_diff,61,0.2087231526816816
C2_immediate_pre,Jw,R_diff,62,0.17430514222369145
C2_immediate_pre,Jw,R_diff,63,0.14649918708349083
C2_immediate_pre,Jw,R_diff,64,0.12024451899977819
C2_immediate_pre,Jw,R_diff,65,0.09097138822665353
C2_immediate_pre,Jw,R_diff,66,0.06422838248423232
C2_immediate_pre,Jw,R_diff,67,0.042752105491682915
C2_immediate_pre,Jw,R_diff,68,0.025770861483012088
C2_immediate_pre,Jw,R_diff,69,0.013766825996099755
C2_immediate_pre,Jw,R_diff,70,
C2_immediate_pre,Jw,S_pattern,4,
C2_immediate_pre,Jw,S_pattern,5,
C2_immediate_pre,Jw,S_pattern,6,0.00016311242667417668
C2_immediate_pre,Jw,S_pattern,7,0.0002043434871286588
C2_immediate_pre,Jw,S_pattern,8,0.00025435902432659793
C2_immediate_pre,Jw,S_pattern,9,0.0002678056564463606
C2_immediate_pre,Jw,S_pattern,10,0.0001455609811691172
C2_immediate_pre,Jw,S_pattern,11,1.101902421384565e-06
C2_immediate_pre,Jw,S_pattern,12,0.0002808681444012777
C2_immediate_pre,Jw,S_pattern,13,0.0016064188263826603
C2_immediate_pre,Jw,S_pattern,14,0.004346103660283213
C2_immediate_pre,Jw,S_pattern,15,0.008441076845598267
C2_immediate_pre,Jw,S_pattern,16,0.013150783183720084
C2_immediate_pre,Jw,S_pattern,17,0.01869767740367201
C2_immediate_pre,Jw,S_pattern,18,0.024784821475890575
C2_immediate_pre,Jw,S_pattern,19,0.02980880147758741
C2_immediate_pre,Jw,S_pattern,20,0.03217469366547819
C2_immediate_pre,Jw,S_pattern,21,0.03172749308755915
C2_immediate_pre,Jw,S_pattern,22,0.02997659157602533
C2_immediate_pre,Jw,S_pattern,23,0.02969575243563664
C2_immediate_pre,Jw,S_pattern,24,0.03332503075243018
C2_immediate_pre,Jw,S_pattern,25,0.04139733908253157
C2_immediate_pre,Jw,S_pattern,26,0.053165523984022314
C2_immediate_pre,Jw,S_pattern,27,0.06840246183887096
C2_immediate_pre,Jw,S_pattern,28,0.09347833120157052
C2_immediate_pre,Jw,S_pattern,29,0.1364938082776678
C2_immediate_pre,Jw,S_pattern,30,0.20281573879039427
C2_immediate_pre,Jw,S_pattern,31,0.2906758367621236
C2_immediate_pre,Jw,S_pattern,32,0.39261233298736764
C2_immediate_pre,Jw,S_pattern,33,0.49430077844874054
C2_immediate_pre,Jw,S_pattern,34,0.5850749689673167
C2_immediate_pre,Jw,S_pattern,35,0.6721011755732145
C2_immediate_pre,Jw,S_pattern,36,0.7750167950610833
C2_immediate_pre,Jw,S_pattern,37,0.8866711128609174
C2_immediate_pre,Jw,S_pattern,38,0.9697911507222474
C2_immediate_pre,Jw,S_pattern,39,1.012398355753981
C2_immediate_pre,Jw,S_pattern,40,1.0231185547510186
C2_immediate_pre,Jw,S_pattern,41,1.0257599107943407
C2_immediate_pre,Jw,S_pattern,42,1.0285119805972807
C2_immediate_pre,Jw,S_pattern,43,1.0317114753267278
C2_immediate_pre,Jw,S_pattern,44,1.0284071106685841
C2_immediate_pre,Jw,S_pattern,45,0.9995063981755302
C2_immediate_pre,Jw,S_pattern,46,0.9252062326663301
C2_immediate_pre,Jw,S_pattern,47,0.8269041397475589
C2_immediate_pre,Jw,S_pattern,48,0.7282559435153069
C2_immediate_pre,Jw,S_pattern,49,0.6297320183831163
C2_immediate_pre,Jw,S_pattern,50,0.5299715102116499
C2_immediate_pre,Jw,S_pattern,51,0.4295092692341463
C2_immediate_pre,Jw,S_pattern,52,0.33518519704706917
C2_immediate_pre,Jw,S_pattern,53,0.2522799783454651
C2_immediate_pre,Jw,S_pattern,54,0.18531311078782703
C2_immediate_pre,Jw,S_pattern,55,0.13774339884946776
C2_immediate_pre,Jw,S_pattern,56,0.10658620577743243
C2_immediate_pre,Jw,S_pattern,57,0.0848443605341839
C2_immediate_pre,Jw,S_pattern,58,0.07008378883960181
C2_immediate_pre,Jw,S_pattern,59,0.06060291177768537
C2_immediate_pre,Jw,S_pattern,60,0.05469003465262125
C2_immediate_pre,Jw,S_pattern,61,0.050720000617492184
C2_immediate_pre,Jw,S_pattern,62,0.04235637880911339
C2_immediate_pre,Jw,S_pattern,63,0.03559949513923223
C2_immediate_pre,Jw,S_pattern,64,0.029219576264354046
C2_immediate_pre,Jw,S_pattern,65,0.022106166986020945
C2_immediate_pre,Jw,S_pattern,66,0.015607581417807397
C2_immediate_pre,Jw,S_pattern,67,0.010388817862693982
C2_immediate_pre,Jw,S_pattern,68,0.006262353234598284
C2_immediate_pre,Jw,S_pattern,69,0.0033453568233897694
C2_immediate_pre,Jw,S_pattern,70,
