window_id,block_id,object_A,object_B,baseline_config,branch,observed_block_type,start_day,end_day,duration,P_block_same_type,P_block_fragmented,P_block_contains_opposite_dominant,P_block_degrades_to_uncertain,support_class,matching_rule
W045,BLK00168,V,Je,C1_buffered_stage,pattern,uncertain_block,47,61,15,0.347,0.653,0.0,0.0,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00169,V,Je,C1_buffered_stage,pattern,B_dominant_block,62,74,13,0.836,0.002,0.011,0.151,exploratory_signal,overlap-based block matching after bootstrap segment aggregation
W045,BLK00170,V,Je,C2_immediate_pre,dist,uncertain_block,4,31,28,0.624,0.376,0.0,0.0,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00171,V,Je,C2_immediate_pre,dist,B_dominant_block,32,44,13,0.485,0.003,0.029,0.483,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00172,V,Je,C2_immediate_pre,dist,uncertain_block,45,54,10,0.646,0.354,0.0,0.0,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00173,V,Je,C2_immediate_pre,dist,B_dominant_block,55,74,20,0.678,0.068,0.0,0.254,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00174,V,Je,C2_immediate_pre,pattern,A_dominant_block,4,30,27,0.533,0.0,0.0,0.467,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00175,V,Je,C2_immediate_pre,pattern,B_dominant_block,31,46,16,0.922,0.0,0.0,0.078,tendency,overlap-based block matching after bootstrap segment aggregation
W045,BLK00176,V,Je,C2_immediate_pre,pattern,uncertain_block,47,62,16,0.38,0.62,0.0,0.0,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00177,V,Je,C2_immediate_pre,pattern,B_dominant_block,63,74,12,0.793,0.0,0.006,0.201,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00178,V,Jw,C0_full_stage,dist,uncertain_block,4,52,49,0.597,0.403,0.0,0.0,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00179,V,Jw,C0_full_stage,dist,B_dominant_block,53,74,22,0.72,0.108,0.0,0.172,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00180,V,Jw,C0_full_stage,pattern,A_dominant_block,4,31,28,0.656,0.077,0.003,0.264,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00181,V,Jw,C0_full_stage,pattern,B_dominant_block,32,46,15,0.943,0.0,0.0,0.057,tendency,overlap-based block matching after bootstrap segment aggregation
W045,BLK00182,V,Jw,C0_full_stage,pattern,A_dominant_block,47,61,15,0.692,0.006,0.025,0.277,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00183,V,Jw,C0_full_stage,pattern,B_dominant_block,62,74,13,0.618,0.007,0.048,0.327,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00184,V,Jw,C1_buffered_stage,dist,uncertain_block,4,53,50,0.666,0.334,0.0,0.0,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00185,V,Jw,C1_buffered_stage,dist,B_dominant_block,54,74,21,0.759,0.084,0.0,0.157,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00186,V,Jw,C1_buffered_stage,pattern,uncertain_block,4,27,24,0.478,0.522,0.0,0.0,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00187,V,Jw,C1_buffered_stage,pattern,B_dominant_block,28,46,19,0.95,0.004,0.0,0.046,supported,overlap-based block matching after bootstrap segment aggregation
W045,BLK00188,V,Jw,C1_buffered_stage,pattern,uncertain_block,47,61,15,0.594,0.406,0.0,0.0,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00189,V,Jw,C1_buffered_stage,pattern,B_dominant_block,62,74,13,0.668,0.011,0.006,0.315,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00190,V,Jw,C2_immediate_pre,dist,uncertain_block,4,54,51,0.559,0.441,0.0,0.0,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00191,V,Jw,C2_immediate_pre,dist,B_dominant_block,55,74,20,0.799,0.048,0.0,0.153,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00192,V,Jw,C2_immediate_pre,pattern,uncertain_block,4,31,28,0.779,0.221,0.0,0.0,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00193,V,Jw,C2_immediate_pre,pattern,B_dominant_block,32,46,15,0.84,0.002,0.002,0.156,exploratory_signal,overlap-based block matching after bootstrap segment aggregation
W045,BLK00194,V,Jw,C2_immediate_pre,pattern,uncertain_block,47,61,15,0.606,0.394,0.0,0.0,unresolved,overlap-based block matching after bootstrap segment aggregation
W045,BLK00195,V,Jw,C2_immediate_pre,pattern,B_dominant_block,62,74,13,0.705,0.014,0.009,0.272,unresolved,overlap-based block matching after bootstrap segment aggregation
